Code,Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
2021,1,,3,Japan,牡5,57,ムーア,2:58.01,,,,---,1,計不,[外]オブライ,M Matsushima/D Smith/Mrs Magnier/M Tabor,
202150050612,1,5,5,デンコウブレイブ,牡5,56,田中学,1:20.0,,4-4-5-3,38.7,3.6,2,487(-2),[地]尾林幸二,田中康弘,110.0
202150050612,2,6,8,トウシンタイガー,セ8,56,松木大地,1:20.9,6,7-7-7-7,39.2,69.2,9,504(0),[地]玉垣光章,佐藤新吾,44.0
202150050612,3,8,11,ラジオタイソウ,牡6,57,川原正一,1:21.0,クビ,3-3-3-4,39.9,2.3,1,507(+1),[地]柏原誠路,冨士井直哉,27.5
202150050612,4,8,12,リンガスネオ,セ7,53,大山龍太,1:21.1,3/4,1-2-2-2,41.5,11.3,4,488(-1),[地]大山寿文,（株）さくらコーポ,16.5
202150050612,5,7,9,レオベスト,牡9,56,廣瀬航,1:21.1,ハナ,8-8-8-8,39.1,25.9,7,462(-6),[地]織田誠,櫨山慶次,11.0
202150050612,6,4,4,ショウサンシルエラ,牝5,54,杉浦健太,1:21.3,3/4,10-10-10-10,39.0,254.9,12,481(+2),[地]碇清次郎,鈴木昭和,
202150050612,7,3,3,ケンゴッド,牡5,56,小谷周平,1:21.5,1,11-11-11-11,38.9,45.0,8,485(-4),[地]溝橋利喜,組）オールザベスト組,
202150050612,8,6,7,ハルカゼ,牡5,56,鴨宮祥行,1:21.5,アタマ,2-1-1-1,41.9,4.7,3,461(-1),[地]平松徳彦,下岸秀人,
202150050612,9,1,1,トライバルキング,牡4,56,吉村智洋,1:21.5,クビ,6-6-6-6,39.8,11.9,5,481(-4),[地]松平幸秀,徳丸初盛,
202150050612,10,7,10,エイユーイーグル,牝4,54,竹村達也,1:21.7,1.1/4,9-9-9-9,39.6,99.6,10,442(-3),[地]小牧毅,笹部和子,
202150050612,11,5,6,マッタナシ,セ7,56,下原理,1:21.8,クビ,5-5-4-5,40.3,15.5,6,483(0),[地]石橋満,芳賀克也,
202150050612,12,2,2,インペリオアスール,セ7,56,長谷部駿,1:22.7,5,12-12-12-12,39.5,248.3,11,497(+13),[地]長南和宏,山田裕史,
2021,1,,2,El Drama,牡3,57,アッゼニ,2:14.15,,,,---,6,計不,[外]ヴェリア,Sheikh Mohammed Obaid Al Maktoum,
202130050503,1,6,6,プリンセスカーリ,牝2,54,宮崎光行,1:03.3,,4-3,38.8,3.5,2,426(0),[地]小国博行,三田正眞,100.0
202130050503,2,8,8,ブエラプーラ,牝2,54,亀井洋司,1:03.4,1/2,1-1,39.6,3.1,1,438(+4),[地]佐々木国,ＹＧＧホースクラブ,28.0
202130050503,3,5,5,イケノギャルチャン,牝2,54,桑村真明,1:04.3,4,7-7,38.6,44.5,6,472(+8),[地]角川秀樹,池添安雄,21.0
202130050503,4,2,2,ウルティマン,牡2,54,松井伸也,1:04.3,ハナ,6-5,39.0,11.2,5,492(-6),[地]堂山芳則,西森鶴,14.0
202130050503,5,8,9,キューチャン,牝2,54,阿部龍,1:04.4,3/4,2-2,40.6,4.4,4,462(+2),[地]角川秀樹,（有）グランド牧場,7.0
202130050503,6,1,1,リュウノスピース,牡2,54,五十嵐冬,1:04.7,1.1/2,3-3,40.6,94.7,8,462(0),[地]川島洋人,蓑島竜一,
202130050503,7,4,4,エイレーネ,牝2,54,落合玄太,1:04.9,1,9-9,38.4,3.5,3,470(+2),[地]小野望,寳寄山拓樹,
202130050503,8,7,7,グランカレラ,牡2,54,岩橋勇二,1:05.4,2.1/2,7-8,39.7,192.1,9,400(+6),[地]米川昇,松本光弘,
202130050503,9,3,3,リュウワンドリーム,牝2,54,石川倭,1:05.8,2,5-5,41.0,69.6,7,426(0),[地]米川昇,門脇竜一,
