Code,Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
201045040104,1,5,5,モエロタケショウ,セ7,55,桑島孝春,1:37.8,,1-1-1-1,41.7,5.3,3,490(-6),[地]村田貴広,伊沢栄一,80.0
201045040104,2,4,4,ハッピーチアーズ,牝5,53,岩城方元,1:38.1,1.1/2,7-7-7-7,40.7,3.3,2,429(+2),[地]山田正実,秋元順紀,24.0
201045040104,3,2,2,マイネルクラール,牡5,55,坂井英光,1:38.7,3,9-9-6-4,41.2,5.6,4,462(0),[地]田島寿一,宮本猛志,14.4
201045040104,4,1,1,テイエムカモシカ,牝6,53,江川伸幸,1:39.3,3,5-3-4-2,42.5,10.7,5,430(-3),[地]渋谷信隆,石井太郎,9.6
201045040104,5,8,10,ハッピーミール,牝8,53,藤江渉,1:39.4,1/2,8-8-9-8,41.7,23.5,7,494(+1),[地]稲垣純緒,吉垣安男,8.0
201045040104,6,7,9,ミウラトワイニング,牡5,55,郷間勇太,1:39.7,1.1/2,11-10-8-9,42.0,21.6,6,453(-1),[地]岩本洋,佐藤明,
201045040104,7,6,6,エイチエヌキング,牡9,55,赤嶺亮,1:39.7,クビ,2-2-2-3,43.0,68.7,9,516(-5),[地]赤嶺本浩,鳴田啓志,
201045040104,8,7,8,タイジャック,牡6,54,国分祐仁,1:39.8,クビ,3-4-3-6,43.0,128.3,11,472(-2),[地]本間光雄,茂木昭,
201045040104,9,3,3,シルクロージネス,牡6,55,森泰斗,1:40.6,4,6-6-5-5,43.6,29.3,8,479(-10),[地]玉井勝,石田正胤,
201045040104,10,6,7,シャンデリー,牝6,53,佐藤博紀,1:42.0,7,4-5-10-10,44.3,2.4,1,465(0),[地]安池成実,（有）森井ホームサ,
201045040104,11,8,11,マイネルエトナ,牡6,55,山口達弥,1:42.3,1.1/2,10-11-11-11,43.8,78.2,10,481(-4),[地]宮下貴明,山路孝,
201045040101,1,1,1,ミウラオオスケ,牡3,54,的場文男,1:31.7,,1-1-1-1,40.7,5.6,2,442(-9),[地]岩本洋,佐藤明,120.0
