Code,Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
200455022208,1,7,7,レディマニフェスト,牝3,55,井上悦児,1:34.5,,4-4-3-2,,---,1,434(+2),[地]手島豊,原寛徳,34.0
200455022208,2,5,5,セイザンボス,牡3,56,鮫島克也,1:34.9,2,5-5-5-5,,---,3,510(-5),[地]鮫島勉,鋤元節夫,8.5
200455022208,3,8,8,ザプレジデント,牡3,56,吉田順治,1:35.4,2.1/2,6-7-6-6,,---,6,412(-5),[地]西岡龍三,日浦桂子,4.1
200455022208,4,2,2,ランデゴー,牡3,56,真島正徳,1:35.4,クビ,1-1-1-1,,---,2,528(+8),[地]真島元徳,原久美子,2.7
200455022208,5,1,1,メモリアルエクウス,牝3,55,三井邦夫,1:35.7,1.1/2,9-9-7-9,,---,5,462(0),[地]鮫島勉,原剛,1.7
200455022208,6,3,3,モエギノスズラン,牝3,55,山口勲,1:35.9,1,8-8-9-8,,---,8,425(0),[地]鮫島勉,高尾明,
200455022208,6,4,4,キクノブルボン,牝3,55,安楽成秀,1:35.9,同着,6-6-7-7,,---,7,440(-5),[地]土井道隆,竹原孝昭,
200455022208,8,6,6,カリスマビューティ,牝3,55,下條知之,1:36.1,3/4,1-1-1-2,,---,4,449(-1),[地]真島元徳,広松一義,
200455022208,9,8,9,ザブライアンボス,牡3,56,森田直哉,1:36.1,クビ,1-1-7-2,,---,9,488(+17),[地]西岡龍三,日浦桂子,
200455022210,1,6,6,ホーエイハンター,牡6,54,吉田順治,2:00.4,,2-2-2-1,,---,2,509(-2),[地]的場信弘,豊田幸子,110.0
200455022210,2,2,2,キングダイオー,牡7,54,鮫島克也,2:00.6,3/4,6-6-3-2,,---,1,507(+5),[地]的場信弘,下岡憲久,27.5
200455022210,3,8,9,クールマックス,牡8,54,永尾正則,2:02.0,7,7-8-6-5,,---,4,508(0),[地]的場信弘,藤沢広士,13.2
200455022210,4,4,4,ケイエスマジック,牡8,55,安東章,2:02.5,2.1/2,1-1-1-3,,---,6,465(+3),[地]高田豊治,小部芳子,8.8
200455022210,5,1,1,ドリーミング,牝8,54,山口勲,2:02.9,2,2-3-3-4,,---,5,487(-5),[地]三小田幸,青木也寸志,5.5
200455022210,6,3,3,パールウインク,牝8,53,石川浩文,2:03.1,1,7-7-6-6,,---,3,500(-11),[地]矢野久美,中村勘五,
200455022210,7,7,7,ミスターナタリー,牡7,54,倉富隆一,2:03.2,クビ,5-4-6-7,,---,7,508(+1),[地]川田孝好,高野哲,
200455022210,8,7,8,エトワールアンジュ,牝5,53,新原健伸,2:03.2,クビ,10-9-10-8,,---,7,431(+2),[地]上川薫,加藤金昭,
200455022210,9,5,5,ウイングスハーバー,牝6,53,三井邦夫,2:04.3,6,9-9-10-8,,---,9,465(-4),[地]山田義人,木村公子,
200455022210,10,8,10,キフネジーマー,牡5,54,北村欣也,2:04.6,1.1/2,4-4-9-8,,---,10,514(-7),[地]岩本正清,渋谷和広,
