Code,Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
200846042805,1,5,5,クイーンテレージア,牝4,53,鬼束亮,1:25.5,,3-3-2-1,,2.5,1,421(+3),[地]平床良博,畑中博文,16.0
200846042805,2,3,3,スターダストクロス,牡6,55,畑中信司,1:26.5,5,8-8-6-4,,21.4,7,458(-5),[地]吉井敏雄,山崎留男,4.0
200846042805,3,6,6,ドリームハマー,牡5,55,桑野等,1:26.5,クビ,7-7-7-6,,7.3,4,446(+2),[地]吉井敏雄,浜口卓也,1.6
200846042805,4,2,2,ベルモントパンドラ,牝4,53,堀場裕充,1:26.5,ハナ,2-2-1-2,,17.6,6,463(0),[地]服部健一,谷謙介,0.8
200846042805,5,8,10,シャインパンサー,牡4,55,吉原寛人,1:27.1,3,4-4-5-3,,4.7,3,501(-4),[地]高橋俊之,中村重幸,
200846042805,6,7,8,テンノオトメ,牝4,53,松戸政也,1:27.3,1,9-9-8-8,,76.0,9,412(-6),[地]宗綱泰彦,前田幸夫,
200846042805,7,8,9,ロココガール,牝6,53,鈴木太一,1:27.4,3/4,6-5-5-5,,12.7,5,466(+3),[地]鷹尾雄治,松沢幸雄,
200846042805,8,7,7,ヤマノルージュ,牝5,53,川添明弘,1:29.7,大,10-10-10-10,,113.9,10,402(-1),[地]服部健一,中川重光,
200846042805,9,4,4,ダイヤサウスポー,牝6,53,沖静男,1:30.1,2,4-6-8-9,,62.2,8,459(+1),[地]金田一昌,成瀬功,
200846042805,10,1,1,サクラピカイチ,牡4,55,江下英昭,1:31.1,5,1-1-2-7,,2.8,2,477(-7),[地]服部克雄,徳丸初盛,
200846042806,1,6,6,トップウーマン,牝6,53,米倉知,1:33.0,,3-1-1-1,,5.3,2,440(0),[地]松野勝己,畑中博文,16.0
200846042806,2,8,9,クロスマシェリ,牝4,53,中川雅之,1:33.1,クビ,3-3-2-2,,6.3,3,435(-3),[地]中川一男,割田鎌次,4.0
200846042806,3,8,10,バイオレットブーケ,牝4,53,畑中信司,1:33.4,1.1/2,6-6-5-3,,60.6,8,442(0),[地]寺田茂,宮谷内文雄,1.6
200846042806,4,7,8,コアレスタイガー,セ4,55,古性秀之,1:33.6,1,9-9-9-5,,10.4,4,430(-8),[地]金田一昌,小林昌志,0.8
200846042806,5,1,1,ラッキーラッキー,セ6,55,堀場裕充,1:33.6,アタマ,10-10-10-10,,31.5,6,401(0),[地]鷹尾雄治,小倉輝雄,
200846042806,6,4,4,ハッピーパイン,牝4,53,青柳正義,1:33.7,3/4,5-5-5-5,,41.5,7,414(-3),[地]鈴木正也,岩崎僖澄,
200846042806,7,5,5,コマンタレブー,牝6,53,鈴木太一,1:33.8,クビ,7-8-9-9,,24.6,5,490(-1),[地]吉井一良,櫛桁秀男,
200846042806,8,2,2,スプリングハウル,牡4,55,吉原寛人,1:33.8,クビ,7-7-5-5,,1.3,1,487(0),[地]高橋俊之,村瀬正,
200846042806,9,7,7,ピッピーウエスト,牝6,53,前野幸一,1:34.2,2,1-2-3-4,,112.4,9,426(-14),[地]鈴木長次,中村雅信,
200846042806,10,3,3,トリノチグサ,牝4,53,藤田弘治,1:34.7,2.1/2,1-4-4-8,,157.4,10,457(+2),[地]黒木豊,高山信義,
200865042802,1,5,5,オホーツクヒーロー,牡2,500,細川弘則,1:55.6,,,,1.7,1,864(0),[地]福森浩,細川貞夫,12.0
200865042802,2,7,8,キクノタイショウ,牡2,500,鈴木恵介,2:20.7,,,,7.2,3,842(0),[地]小林勝二,稲谷義雄,2.4
200865042802,3,6,6,ドリームボーイ,牡2,500,大口泰史,2:26.8,,,,8.0,4,772(0),[地]西邑春夫,佐々木啓文,1.4
200865042802,4,1,1,アアモンドショー,牡2,500,大河原和,2:27.4,,,,9.0,5,868(0),[地]尾ヶ瀬富,下内美繪子,0.9
200865042802,5,8,10,イマノキンショウ,牡2,500,西弘美,2:47.4,,,,18.0,7,787(0),[地]金田勇,今野義雄,0.6
200865042802,6,7,7,キタノヴィーナス,牝2,480,工藤篤,3:08.5,,,,31.0,8,854(0),[地]三浦孝幸,及川詔,
200865042802,7,8,9,キタノホワイト,牝2,470,西謙一,3:10.5,,,,46.4,9,765(0),[地]大橋和則,結城寛,
200865042802,8,4,4,ヒメノハツヒメ,牝2,480,藤本匠,3:12.0,,,,6.2,2,797(0),[地]小林長吉,南信良,
200846042810,1,8,8,スクデットキング,牡5,55,中川雅之,1:30.0,,3-3-1-1,,6.1,3,476(+1),[地]高橋道雄,牧畠清久,60.0
200846042810,2,6,6,トウショウサウンド,牡4,55,畑中信司,1:30.2,1,4-4-4-2,,16.5,7,490(0),[地]佐藤茂,増本光夫,15.0
200846042810,3,2,2,テンエイゴールド,セ8,55,平瀬城久,1:30.3,3/4,4-5-5-4,,4.5,2,496(+1),[地]黒木豊,田賀孝昭,6.0
200846042810,4,1,1,イケグットフェロー,牝5,53,吉原寛人,1:30.5,3/4,6-6-8-8,,10.5,5,413(-3),[地]松野勝己,高浜修,3.0
200846042810,5,7,7,イズミムテキ,牡9,55,前野幸一,1:30.5,クビ,6-6-9-6,,54.1,8,520(+2),[地]室井真文,成瀬功,
200846042810,6,5,5,ケイティクラシー,牝5,53,吉田晃浩,1:31.0,2.1/2,1-1-1-3,,1.8,1,476(+12),[地]佐藤茂,田原一正,
200846042810,7,3,3,モアザンステルス,牡6,55,松戸政也,1:31.1,1/2,8-8-6-6,,15.1,6,456(-2),[地]松野勝己,宮腰英和,
200846042810,8,4,4,ハッタリヴリア,牡7,55,米倉知,1:32.0,4,2-2-3-5,,7.0,4,473(-7),[地]岩切敏男,浜田光紀,
200846042804,1,5,5,カホクノホシ,牡6,55,畑中信司,1:39.5,,3-2-2-2,,8.8,4,521(+9),[地]寺田茂,酒井蔀,16.0
200846042804,2,2,2,タケイチミリオン,牡6,55,江下英昭,1:39.9,2,1-1-1-1,,11.4,5,483(+4),[地]吉井一良,土屋裕,4.0
200846042804,3,6,6,エプソムセイレーン,牝7,53,桑野等,1:40.1,1,2-3-3-3,,2.9,2,467(+3),[地]吉井敏雄,山崎留男,1.6
200846042804,4,7,7,サイレントルドルフ,牡4,55,端勝成,1:40.4,1.1/2,6-6-6-4,,2.5,1,505(0),[地]赤間亨,伊原新一郎,0.8
200846042804,5,3,3,ハリスツィード,牝7,53,堀場裕充,1:40.9,2.1/2,5-4-4-5,,3.2,3,459(+11),[地]加藤和宏,嶋田孝徳,
200846042804,6,8,8,ハイフレンドバトル,牝5,53,加藤和義,1:42.5,8,4-4-4-6,,47.3,7,419(-3),[地]吉井一良,（有）ホースケア,
200846042804,7,4,4,ユジン,牝5,53,川添明弘,1:42.6,クビ,7-7-8-8,,56.8,8,419(-1),[地]服部健一,吉岡秀宜,
200846042804,8,1,1,ブラックモナード,牝4,53,松戸政也,1:42.6,ハナ,8-7-7-7,,29.9,6,422(+4),[地]青山義明,（有）ホースケア,
200846042809,1,8,10,サンレイサイレンス,牡4,55,畑中信司,1:32.6,,5-5-5-2,,3.0,2,448(+1),[地]高橋道雄,永井啓弍,25.0
200846042809,2,8,9,スズカアムール,牝4,53,吉原寛人,1:32.6,ハナ,3-3-3-1,,2.1,1,476(-1),[地]高橋優子,永井啓弍,6.2
200846042809,3,3,3,スリーエレガンス,牝6,53,桑野等,1:33.2,3,1-1-1-2,,29.6,6,401(-2),[地]高橋優子,スズカ商事（株）,2.5
200846042809,4,2,2,テンエイカムカム,セ4,55,藤田弘治,1:33.3,クビ,8-8-9-8,,6.3,4,449(-2),[地]黒木豊,丹羽和子,1.2
