Code,Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
199952010202,1,1,1,ヨリキリ,牝4,55,位上良彦,1:33.8,,1-1-1,,---,1,414(-2),[地]大賀繁春,宮田直也,25.0
199952010202,2,4,4,エイトマンナ,牝4,55,岡田大,1:34.6,4,2-3-3,,---,3,421(0),[地]大賀一政,大島喜八郎,8.8
199952010202,3,3,3,リュウセイアイリス,牝4,55,世良澄衛,1:35.3,3,3-2-2,,---,2,410(+4),[地]渡辺進,吉山利夫,3.8
199952010202,4,2,2,ピアドブルー,牝4,55,上田浩喜,1:36.0,3,5-5-5,,---,5,376(0),[地]宮内重幸,小川吉昭,2.5
199952010202,5,5,5,ストロングエイコー,牝4,55,宮本彰,1:36.1,1/2,4-4-4,,---,4,414(0),[地]岡崎淳耀,狩野和友,
199952010203,1,6,6,セリーセクレタリー,牡6,56,世良澄衛,1:23.0,,1-1-1,,---,1,490(-5),[地]渡辺進,福永守,12.5
199952010203,2,1,1,ティーケイリバー,牝4,55,沖野耕二,1:23.6,3,2-2-2,,---,3,422(-2),[地]御神本修,田中栄,4.4
199952010203,3,4,4,サンクロッカス,牝4,52,小林靖幸,1:23.9,1.1/2,4-4-2,,---,5,412(-2),[地]御神本修,片岡朗,1.9
199952010203,4,3,3,ホーエイパーマ,牡4,56,城内普一,1:24.5,3,3-3-2,,---,2,432(-9),[地]田原義友,豊田幸子,
199952010203,5,2,2,パラストピアノ,牡5,56,岡田大,1:25.1,3,5-5-5,,---,6,507(-7),[地]大賀一政,中島俊夫,
199952010203,6,5,5,ワンオドール,牡4,56,井上信行,1:26.0,4,6-6-6,,---,4,433(-6),[地]椋木幹雄,豊田武,
199950010208,1,4,4,ゼツノアール,牡5,56,小牧太,1:28.5,,,,---,1,501(+23),[地]中塚猛,元川滿明,70.0
199950010208,2,8,11,エルメステイオー,牡7,55,坂本和也,1:28.7,1,,,---,9,493(+9),[地]寺地隆,寺本喜亘,24.5
199950010208,3,5,6,キタノドーベル,牝5,54,米田幸治,1:28.8,1/2,,,---,6,441(-4),[地]前田高明,門別修,14.0
199950010208,4,7,10,ダイコクマル,牡5,56,田中学,1:28.8,ハナ,,,---,4,518(-5),[地]岡田守利,吉野惇,10.5
199950010208,5,2,2,ウタブエジュニア,牡5,53,松本剛志,1:29.0,1,,,---,2,454(-7),[地]橋本和男,中村和夫,7.0
199950010208,6,6,8,ナンセイフラワー,牝5,54,小牧毅,1:29.1,クビ,,,---,5,463(-3),[地]加藤英昭,池田喜吉,
199950010208,7,8,12,セトノムスメ,牝7,53,花岡利美,1:29.3,1,,,---,10,449(0),[地]藪田勝也,難波澄子,
