Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,7,10,デルマフユゲシキ,牝4,54,安藤洋一,1:14.3,,1-1,37.9,15.3,6,451(+4),[地]立花伸,浅沼廣幸,80.0
2,3,3,アメリカンカラ,牝4,52,吉井章,1:15.5,6,7-5,38.3,5.2,3,439(+10),[地]赤嶺本浩,勝山隆造,32.0
3,6,8,アネラリオ,牝4,54,上田健人,1:15.6,1/2,2-2,39.0,2.6,1,501(-3),[地]納谷和玖,組）駿馬会,20.0
4,5,7,ハーピスト,牡5,56,中村尚平,1:15.6,クビ,10-9,37.9,22.2,7,477(+2),[地]高岩孝敏,井上久光,12.0
5,6,9,グランテイオー,セ5,56,瀬川将輝,1:16.2,3,5-6,39.0,11.9,4,486(0),[地]鷹見浩,中田和宏,8.0
6,1,1,ガーデンブロンシュ,牝4,54,江里口裕,1:16.5,1.3/4,8-8,39.1,34.5,9,455(+3),[地]小野寺晋,大塚謹吾,
7,4,4,ナックムスメ,牝4,54,高橋昭平,1:16.5,クビ,4-3,39.4,141.2,13,468(-3),[地]立花伸,小松欣也,
8,7,11,ワイエスグランプリ,牡5,56,遠藤健太,1:16.8,1.1/2,6-4,39.6,24.6,8,458(-3),[地]佐々木忠,山下定良,
9,5,6,クルイザキ,牝4,54,藤江渉,1:17.3,2.1/2,11-11,39.4,13.1,5,478(+4),[地]栗田泰昌,薄井隆博,
10,4,5,ワイエスカミング,牡5,56,早田功駿,1:17.4,クビ,9-10,39.9,122.9,11,452(+10),[地]佐々木忠,山下定良,
11,8,12,タケノハーバー,牝4,54,本田正重,1:17.4,クビ,3-7,40.3,3.2,2,500(+3),[地]辻野豊,小笠原武,
12,8,13,エルサ,牝5,54,保園翔也,1:18.0,3,12-13,40.0,138.2,12,457(+7),[地]渡辺和雄,清水剛,
13,2,2,ミスターギブソン,牡5,55,櫻井光輔,1:18.1,3/4,13-12,40.1,93.0,10,489(-5),[地]朝倉実,斉藤秀昭,
1,3,3,バーディーチャンス,牝3,54,矢野貴之,1:39.7,,3-3-3-3,40.4,2.8,1,441(+3),[地]高橋清顕,吉田照哉,150.0
2,7,7,ホクトスズラン,牝3,52,吉井章,1:39.7,ハナ,2-2-4-4,40.4,4.9,3,481(-9),[地]藤村和生,寺村定祐,60.0
3,5,5,アイ,牝3,54,小林拓未,1:39.8,クビ,1-1-1-1,40.7,42.2,7,443(+1),[地]市村誠,川上和彦,37.5
4,1,1,モンゲーロージズ,牝3,54,本田正重,1:39.8,クビ,5-5-6-5,39.8,3.3,2,452(+3),[地]上杉昌宏,須山悟至,22.5
5,4,4,エイコーノユメ,牡3,56,佐藤友則,1:40.5,3.1/2,4-4-2-2,41.3,5.7,4,471(+4),[地]中道啓二,山下栄一,15.0
6,6,6,モンゲーディープ,セ3,56,真島大輔,1:42.4,9,8-7-7-7,41.7,13.9,6,441(-7),[地]中道啓二,須山悟至,
7,8,8,ウインエモーション,牝3,54,本橋孝太,1:42.9,2.1/2,7-8-8-8,42.4,91.8,8,427(+7),[地]立花伸,小林章,
8,2,2,カズグレゴリオ,牡3,56,和田譲治,1:43.0,クビ,6-6-5-6,43.6,8.2,5,474(-1),[地]栗田裕光,安川幸彦,
1,5,7,トワノユメ,セ3,56,笹川翼,1:30.4,,1-1-1,40.0,31.2,9,403(-1),[地]米田英世,小笠原岳,150.0
2,6,8,ベルジュラック,牝3,54,森泰斗,1:31.0,3,2-2-2,40.4,3.1,1,514(-1),[地]村上頼章,吉田勝己,60.0
3,7,11,ヤマショウバトル,牡3,56,西啓太,1:31.1,3/4,3-3-3,40.4,3.1,2,495(-7),[地]堀千亜樹,山下勇,37.5
4,1,1,ピレニーズキング,牡3,56,上田健人,1:31.9,4,6-5-5,40.6,5.2,3,483(-7),[地]久保杉隆,廣瀬かほる,22.5
5,7,10,ウミカゼ,牝3,54,高野誠毅,1:32.5,3,7-9-7,40.8,12.2,5,461(-1),[地]佐野謙二,大崎洋平,15.0
6,2,2,フク,牝3,54,江里口裕,1:33.0,2.1/2,10-11-9,41.2,31.0,8,390(+5),[地]久保與造,欠畑圭一,
7,4,5,フレンチプリンセス,牝3,54,東原悠善,1:33.7,3.1/2,5-4-4,42.9,124.7,12,427(+9),[地]秋吉和美,田村義徳,
8,5,6,ローレンピュア,牝3,54,増田充宏,1:33.9,3/4,9-6-6,42.5,7.9,4,446(+6),[地]朝倉実,横澤元夫,
9,6,9,ポメロ,牝3,54,赤嶺亮,1:34.1,1,11-10-11,42.3,66.4,10,472(-3),[地]赤嶺本浩,（有）トニー企画,
10,4,4,フレンドプラチナ,牝3,54,中村尚平,1:34.2,3/4,13-12-12,42.2,15.1,6,479(-1),[地]上杉昌宏,横尾晴人,
11,8,13,シアラルーチェ,牝3,54,佐藤友則,1:35.0,4,4-7-8,43.5,108.8,11,410(-1),[地]上杉昌宏,（有）トニー企画,
12,3,3,ダローザ,牝3,54,有年淳,1:35.8,4,12-13-13,43.3,21.9,7,450(+2),[地]須田和伸,岡井元憲,
13,8,12,リンノコースト,牝3,54,保園翔也,1:36.4,3,8-8-10,44.7,126.1,13,446(-7),[地]宮浦正行,高橋誠,
1,6,7,カランツフレイバー,牝4,55,坂井英光,1:50.7,,7-7-6-6,40.5,13.8,8,461(-3),[地]稲益貴弘,尾田信夫,140.0
2,5,5,コパノメンデス,牡3,56,矢野貴之,1:50.7,クビ,3-2-2-2,41.2,3.5,1,451(+2),[地]宗形竹見,小林祐介,56.0
3,3,3,コスモバレット,牡3,56,真島大輔,1:50.9,3/4,1-1-1-1,41.4,3.8,2,477(-5),[地]宗形竹見,ビッグレッドファーム,35.0
4,8,11,フェスタジョーヌ,牡3,56,庄司大輔,1:51.1,1.1/4,4-4-4-3,41.5,38.0,11,446(+3),[地]川島正一,吉田勝己,21.0
5,2,2,ショウナンアバロン,セ7,57,森泰斗,1:51.3,1.1/4,10-10-10-10,40.0,12.7,7,459(+3),[地]三坂盛雄,西崎修治,14.0
6,7,9,パイオニアシーザー,牡4,57,有年淳,1:51.3,ハナ,9-8-8-7,41.0,12.1,6,533(+3),[地]寺田新太,（株）フロンティア,
7,7,8,コーラルクリス,牡4,57,笹川翼,1:51.4,クビ,5-5-5-4,41.6,10.9,4,526(+8),[地]久保田信,（株）丸若商事,
8,8,10,マロンリープ,牡5,55,瀧川寿希,1:51.7,1.1/2,11-11-11-11,39.0,12.0,5,492(+4),[地]橋本和馬,（有）宮内牧場,
9,1,1,メープルフレイバー,牝5,55,本橋孝太,1:51.7,クビ,8-9-9-9,40.8,13.9,9,449(+2),[地]月岡健二,尾田信夫,
10,4,4,キャスタウェイ,牡3,56,西啓太,1:52.5,4,6-6-7-8,42.2,23.0,10,494(-1),[地]福永敏,（株）チャンピオン,
11,6,6,ブラボーエイト,牡3,56,和田譲治,1:53.7,6,2-3-3-5,44.1,6.0,3,469(+4),[地]堀江仁,田部井孝夫,
1,8,9,ファイヤーワークス,牡4,56,川原正一,1:32.6,,2-2-2-2,39.2,3.9,2,489(0),[地]飯田良弘,杉浦和也,35.0
2,3,3,ブルーイメル,牡3,56,大柿一真,1:32.6,クビ,3-3-4-3,39.1,14.8,7,465(-3),[地]高馬元紘,和田博美,9.8
3,7,8,ジャルダンヴェール,牝4,55,田中学,1:32.8,1,1-1-1-1,39.5,3.5,1,460(+3),[地]渡瀬寛彰,平井裕,4.9
4,4,4,ベリータ,牝3,54,永井孝典,1:32.8,ハナ,7-8-7-7,38.9,18.3,8,449(+3),[地]田村彰啓,新垣拓也,3.5
5,8,10,レーヌアグリュム,牝3,54,大山真吾,1:33.1,1.1/2,7-6-3-3,39.5,5.2,3,406(+2),[地]渡瀬寛彰,桑畑夏美,2.8
6,2,2,ファイアクリスタル,牝5,54,中田貴士,1:33.4,2,10-10-5-5,39.3,8.7,5,490(+10),[地]野田忍,岡本敞司,
7,1,1,ナイトオブスターズ,牝5,54,吉村智洋,1:33.6,1.1/4,5-4-6-5,39.9,9.2,6,461(-4),[地]田中一巧,窪田康志,
8,7,7,マルデリジェント,牝3,54,鴨宮祥行,1:34.9,8,9-9-9-8,40.8,140.2,10,458(+2),[地]橋本忠明,橋本和男,
9,6,6,クールエンゲージ,牝7,55,山田雄大,1:35.3,2.1/2,6-7-10-9,41.4,93.1,9,475(+8),[地]保利幸作,保利照美,
10,5,5,エイシンセレニティ,牝3,55,下原理,1:38.2,大,4-4-8-10,44.6,6.3,4,494(-2),[地]平松徳彦,平井克彦,
1,1,1,エスプリロブ,牡4,56,有年淳,1:44.1,,1-1-1-1,41.3,38.0,7,476(+4),[地]澤佳宏,依田泰雄,100.0
2,8,9,ゲンキチヤマト,牡5,56,矢野貴之,1:44.2,3/4,4-5-5-3,41.0,2.2,1,493(+5),[地]藤田輝信,荒井元明,40.0
3,7,8,パワポケゴールド,牡5,56,瀧川寿希,1:44.3,クビ,8-8-8-8,40.5,9.7,4,427(+3),[地]福永敏,柳原達也,25.0
4,3,3,ピオン,牡5,56,千田洋,1:44.6,1.1/2,9-9-9-9,40.5,66.1,8,492(+7),[地]秋吉和美,（有）馬の友舎,15.0
5,6,6,フライトリーダー,牡7,56,達城龍次,1:44.8,1.1/4,7-6-4-5,41.9,13.8,5,487(-11),[地]蛯名雄太,中山聡,10.0
6,4,4,スセソール,セ6,56,真島大輔,1:45.2,2,2-2-2-2,42.4,4.2,3,461(-5),[地]森下淳平,伊達泰明,
7,2,2,ミミ,牝4,54,西啓太,1:46.3,5,5-4-6-6,42.8,66.4,9,471(+8),[地]三坂盛雄,真下辰夫,
8,7,7,ダイコウホウ,牡6,56,上田健人,1:46.4,1/2,3-3-3-4,43.6,3.2,2,460(-3),[地]納谷和玖,（有）アシスタント,
9,8,10,マイネルリーブラ,牡5,56,小林拓未,1:46.5,3/4,10-10-10-10,40.4,151.0,10,545(-6),[地]佐藤壽,酒井孝敏,
10,5,5,ゴールデンビューチ,牝5,54,本田正重,1:47.7,6,6-7-7-7,44.1,32.7,6,484(+7),[地]上杉昌宏,酒井紀之,
1,5,7,レディボロニヤ,牝3,54,御神本訓,1:16.0,,5-5,39.0,1.1,1,418(+7),[地]米田英世,松本俊廣,150.0
2,4,4,サブノヒマワリ,牝3,52,吉井章,1:16.0,クビ,4-4,39.1,29.7,5,412(-4),[地]立花伸,中川三郎,60.0
3,3,3,ユウユウアヴニール,牡3,56,西啓太,1:16.3,1.3/4,1-1,40.0,14.7,4,503(+3),[地]福田真広,高岡義光,37.5
4,6,8,プルミエールアンパ,牝3,54,柏木健宏,1:16.6,1.1/2,6-6,39.4,66.7,7,418(+1),[地]上杉昌宏,本田廣一,22.5
5,4,5,リンセンタイセイ,セ3,56,澤田龍哉,1:17.9,6,11-11,39.9,58.5,6,452(0),[地]久保與造,安川幸彦,15.0
6,1,1,アカツキノカナタ,牝3,54,加藤和博,1:17.9,ハナ,7-7,40.5,72.9,10,420(+5),[地]堀江仁,加藤誠,
7,6,9,リョウランパトラ,牝3,54,松崎正泰,1:18.0,3/4,12-12,39.8,174.2,11,446(+1),[地]朝倉実,佐藤良男,
8,8,13,オイランドウチュウ,牝3,54,真島大輔,1:18.1,クビ,3-3,41.4,9.3,2,450(+3),[地]須田和伸,大久保和夫,
9,8,12,マザーズロザリオ,牝3,54,和田譲治,1:18.4,1.1/2,9-9,40.7,67.7,8,445(-5),[地]高岩孝敏,（株）東京Ｍｉｄｇ,
10,2,2,ナックグラフィー,牝3,54,高橋昭平,1:18.6,1.1/4,8-8,41.1,203.7,12,490(+1),[地]立花伸,小松欣也,
11,7,10,ハナズバカラ,牝3,54,達城龍次,1:18.9,1.1/2,13-13,40.5,68.2,9,447(-4),[地]阪本一栄,マイケルＤ．タバ,
12,7,11,ジンファン,牝3,54,坂井英光,1:19.0,3/4,2-2,42.5,12.2,3,392(+4),[地]納谷和玖,（有）アシスタント,
13,5,6,アニムスオブワーズ,牝3,54,赤嶺亮,1:19.8,4,10-10,41.9,225.3,13,381(+2),[地]赤嶺本浩,二瓶徹,
1,3,3,ヴァルム,牝4,52,吉井章,1:43.7,,1-1-1-1,39.0,7.4,2,472(+8),[地]佐藤壽,酒井孝敏,120.0
2,8,9,ネオエレキング,牡5,56,今野忠成,1:43.9,1.1/4,6-6-5-3,38.7,32.8,6,447(0),[地]佐々木洋,瀬戸竜男,48.0
3,5,5,アオジャシン,牡6,56,安藤洋一,1:44.1,1.1/4,4-4-4-5,39.1,7.4,3,483(-3),[地]藤田輝信,下河辺牧場,30.0
4,7,7,ドラゴンイモン,牡5,56,矢野貴之,1:44.8,3.1/2,3-3-2-2,40.1,1.3,1,490(-2),[地]佐宗応和,井門敏雄,18.0
5,4,4,メイワレイ,牝5,54,達城龍次,1:45.4,3,2-2-3-4,40.7,10.5,4,513(+3),[地]辻野豊,増澤一明,12.0
