Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,4,4,コスモラフェット,牡4,56,大坪慎,1:28.0,,6-2,38.4,14.9,5,494(-7),[地]橘友和,湯澤寛,20.0
2,1,1,ヤマタケデュック,牝8,54,山本聡哉,1:28.2,3/4,2-1,39.5,1.9,1,451(-4),[地]晴山厚司,只野啓喜,5.2
3,3,3,ネオチャンプ,牡4,56,阿部英俊,1:28.2,ハナ,4-4,39.3,12.6,4,522(+2),[地]佐々木由,欠畑圭一,2.8
4,6,6,ヤマニンレナータ,牝5,54,菅原俊吏,1:28.3,クビ,5-6,39.1,4.5,3,455(-4),[地]伊藤和,土井久美子,2.0
5,5,5,ブロードビーチ,牝5,54,陶文峰,1:28.8,3,3-5,39.8,3.0,2,445(0),[地]菅原右吉,後藤順男,1.0
6,2,2,シースレス,牡7,55,岩本怜,1:29.6,5,1-2,41.0,28.4,6,399(-5),[地]三野宮通,後藤順男,
1,2,2,エバートロピカル,牝4,54,山本政聡,1:40.0,,5-4,36.9,7.4,4,434(+8),[地]飯田弘道,小阪優友,35.0
2,8,8,メルトポイント,牡4,55,岩本怜,1:40.1,クビ,3-3,37.3,4.5,3,486(+2),[地]平澤芳三,川村初美,9.1
3,7,7,リンネルクロス,牝5,54,山本聡哉,1:40.8,4,1-1,38.2,2.6,1,428(+8),[地]千葉博次,山地真吾,4.9
4,4,4,オリエンタルポリス,牡6,56,木村暁,1:40.8,クビ,2-2,38.1,2.8,2,491(-7),[地]及川良春,前田敏文,3.5
5,6,6,スクリーバ,牝5,51,塚本涼人,1:40.9,1/2,7-7,37.4,25.9,6,448(-2),[地]千葉博次,谷謙介,1.7
6,1,1,ソウダチ,牡4,56,陶文峰,1:41.9,6,8-5,38.2,14.1,5,430(-1),[地]菅原右吉,後藤順男,
7,5,5,ルーク,牡5,56,鈴木祐,1:42.3,2.1/2,4-6,39.4,31.9,8,490(-6),[地]橘友和,大野洋子,
8,3,3,タイセイターゲット,牡4,56,高松亮,1:42.9,4,6-8,39.4,30.3,7,499(+5),[地]佐藤雅彦,佐藤弘樹,
1,6,6,ホクレアネイチャー,牝8,54,関本淳,1:28.1,,4-3,38.0,1.7,1,451(0),[地]晴山厚司,井上修一,20.0
2,3,3,トーセンフレール,牝4,54,鈴木祐,1:28.2,1/2,1-1,38.5,3.6,2,429(-3),[地]工藤裕孝,田頭勇貴,5.2
3,5,5,メモリアルウッド,牡7,56,陶文峰,1:28.2,クビ,6-4,37.9,5.5,4,506(0),[地]菅原右吉,後藤順男,2.8
4,4,4,コパノロビンソン,牡4,56,小林凌,1:28.4,1.1/4,2-2,38.6,5.4,3,453(+3),[地]板垣吉則,小林祥晃,2.0
5,2,2,シュヌーク,牝4,54,大坪慎,1:29.5,7,5-5,39.3,37.5,6,422(+2),[地]工藤裕孝,欠畑圭一,1.0
6,1,1,ストリングス,牡4,56,木村暁,1:30.3,5,3-6,40.2,34.8,5,438(+1),[地]及川良春,谷謙介,
1,4,4,エリンゼフィール,牝4,54,小林凌,1:27.4,,4-4,37.9,16.7,6,445(+2),[地]畠山信一,吉田勝利,20.0
2,5,5,ピアス,牝5,54,阿部英俊,1:27.6,3/4,3-3,38.4,14.6,5,470(0),[地]佐々木由,谷謙介,5.2
3,7,7,エドノエレーナ,牝10,51,塚本涼人,1:27.6,アタマ,2-2,38.5,2.0,1,480(+1),[地]石川栄,遠藤喜和,2.8
4,6,6,トーホクアロー,牡10,56,鈴木祐,1:27.6,ハナ,6-7,37.7,4.1,3,486(+3),[地]櫻田康二,相馬哲夫,2.0
5,1,1,レッドフィエルテ,牝5,54,陶文峰,1:27.9,1.3/4,1-1,38.9,14.0,4,411(+3),[地]新田守,谷謙介,1.0
6,2,2,リョウランレーヴ,牝4,54,高橋悠里,1:28.1,3/4,7-5,37.7,3.5,2,450(-10),[地]石川栄,佐藤啓子,
7,3,3,テルノマイヒメ,牝6,54,山本政聡,1:28.8,4,5-6,39.1,22.0,7,442(-7),[地]小西重征,新井昭二,
