Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
3,2,2,ダンシング,牝4,51,岡村健司,1:30.3,2.1/2,9-9-9-7,36.6,10.5,3,518(-4),[地]真島元徳,副島義久,4.1
4,1,1,カシノエルフ,牡7,56,石川慎将,1:30.3,クビ,5-6-6-6,37.9,9.6,2,496(-6),[地]古賀光範,柏木務,2.3
5,4,4,サチノポピー,牝7,55,川島拓,1:30.8,2.1/2,3-3-5-5,38.9,25.0,5,478(+4),[地]土井道隆,（同）ＪＰＮ技研,1.4
6,7,7,マイネルカペラ,牡4,56,鮫島克也,1:30.9,3/4,6-5-4-4,39.0,37.4,8,461(-2),[地]土井道隆,組）ウィル,
7,7,8,モリデンクーバー,牡8,56,渡辺博文,1:31.0,1/2,7-7-7-8,38.2,169.0,9,497(+2),[地]浜田一夫,森田芳男,
8,5,5,シゲルハナガサ,牝4,54,兒島真二,1:31.2,1,1-1-2-3,39.8,28.9,6,457(+21),[地]九日俊光,森中蕃,
9,8,10,エーシンユリシーズ,牡7,56,山下裕貴,1:32.2,5,8-8-8-9,38.8,31.7,7,552(-12),[地]九日俊光,九日俊,
10,3,3,アウターバンクス,牡6,54,山口以和,1:35.1,大,10-10-10-10,41.1,235.7,10,471(-3),[地]矢野久美,（同）ＪＰＮ技研,
1,7,7,マツノキャップ,牡2,500,鈴木恵介,1:32.7,,,,3.5,1,907(+36),[地]小北栄一,小松達也,9.0
2,6,6,ノエルブラン,牡2,500,尾ヶ瀬馨,1:36.3,,,,6.1,3,877(0),[地]槻舘重人,細川貞夫,1.8
3,2,2,ジンタロー,牡2,500,藤野俊一,1:42.6,,,,7.0,4,877(+14),[地]今井茂雅,村上昭一,0.9
4,1,1,ホクトギンガ,牡2,500,藤本匠,1:44.3,,,,8.6,6,983(+28),[地]岩本利春,石岡務,0.5
5,5,5,サカノメイケツ,牝2,480,工藤篤,1:45.0,,,,3.8,2,901(+6),[地]田上忠夫,（株）大阪畜産,0.3
6,8,9,ユアサンレディ,牝2,480,大河原和,1:49.3,,,,21.7,8,903(+17),[地]小林長吉,南信良,
7,8,8,ニホンイチ,牡2,500,村上章,1:49.4,,,,12.7,7,829(+10),[地]鈴木邦哉,鈴木公伸,
8,4,4,キンロード,牡2,500,安部憲二,1:52.6,,,,22.4,9,947(+5),[地]尾ヶ瀬富,尾ヶ瀬浩二,
9,3,3,ツガルノマル,牡2,500,西謙一,1:52.9,,,,8.2,5,963(+3),[地]岩本利春,須藤信秋,
1,1,1,ビラトリフジヒメ,牝2,470,西将太,1:48.0,,,,54.9,9,799(+21),[地]西弘美,江谷輝昭,9.0
2,8,9,ミスキャロット,牝2,470,松本秀克,1:51.7,,,,7.2,5,870(+12),[地]小林長吉,村上広昭,1.8
3,4,4,モノクロチャン,牝2,470,菊池一樹,1:54.7,,,,19.0,7,813(+2),[地]小林長吉,下内美繪子,0.9
4,3,3,アアモンドドリーム,牝2,470,村上章,1:55.1,,,,40.4,8,811(+8),[地]鈴木邦哉,下内美繪子,0.5
5,7,7,オーシャンパワー,牡2,490,安部憲二,1:58.6,,,,2.7,1,804(0),[地]中島敏博,舘野竜一,0.3
6,6,6,アースホッカイドウ,牡2,490,阿部武臣,2:01.2,,,,8.5,6,842(+3),[地]坂本東一,松山増男,
7,2,2,カネタケブラック,牡2,490,藤野俊一,2:05.6,,,,4.8,2,880(+21),[地]平田義弘,寺田武造,
8,8,8,アカリチャン,牝2,470,赤塚健仁,2:07.1,,,,6.3,4,943(+13),[地]坂本東一,鈴木隆盛,
9,5,5,マツリダアラシ,セ2,480,鈴木恵介,2:09.1,,,,5.8,3,900(+12),[地]鈴木邦哉,古川一志,
1,1,1,クイズリングテラス,牝5,54,鮫島克也,1:31.3,,1-1-1-1,38.8,2.7,1,445(-11),[地]池田忠好,要海伸治,13.0
2,7,7,ロバーストサンダー,牝3,54,竹吉徹,1:31.9,3,7-7-7-4,38.4,88.6,8,445(+7),[地]山田義人,瀬戸竜男,3.0
3,2,2,キタサングットマン,牡4,56,吉田順治,1:31.9,アタマ,5-6-6-5,38.7,9.1,5,470(0),[地]三小田幸,原久美子,1.2
4,8,8,ワンダーベレーザ,牝5,54,山下裕貴,1:32.2,1.1/2,2-2-2-2,39.5,18.9,7,421(+3),[地]九日俊光,山本信行,0.7
5,4,4,ソプラノムーン,牝3,54,兒島真二,1:32.4,1,6-5-4-3,39.3,4.2,3,484(-8),[地]九日俊光,倉田博樹,0.4
6,3,3,クロスザボーダー,牡4,56,川島拓,1:32.6,1,9-9-9-9,38.0,7.6,4,445(+8),[地]土井道隆,酒井孝敏,
7,8,9,サダムジャポン,牡4,56,南谷圭哉,1:32.8,1,8-8-8-8,39.0,18.1,6,429(-4),[地]大垣敏夫,南部明則,
8,6,6,モズスピードスター,牡7,56,石川慎将,1:33.6,4,4-4-5-7,40.5,3.5,2,530(+8),[地]池田忠好,毛利一之,
9,5,5,ミヤビキラリ,牝3,54,倉富隆一,1:33.8,1,3-3-3-6,41.1,112.9,9,454(+10),[地]山田義人,瀬戸竜男,
1,1,1,カイセイチヒメ,牝3,600,藤本匠,1:45.5,,,,2.9,2,949(+9),[地]谷あゆみ,近藤昇,8.0
2,8,9,フクスケ,牡3,620,西謙一,1:56.6,,,,12.2,6,1022(-4),[地]服部義幸,長沢幸男,1.6
3,5,5,タカラファミリー,牝3,600,島津新,2:00.0,,,,42.9,9,914(+20),[地]服部義幸,松田勲,0.8
4,6,6,イワフネチャタ,牡3,620,船山蔵人,2:00.2,,,,25.1,8,972(-3),[地]鈴木邦哉,船山喜勝,0.4
5,2,2,タフガイ,牡3,620,長沢幸太,2:00.5,,,,6.3,3,905(+8),[地]服部義幸,中山一行,
6,4,4,エアーシップ,牡3,620,尾ヶ瀬馨,2:01.1,,,,11.4,5,952(+3),[地]森芳浩,森秀夫,
7,7,7,ヤッテミナハレ,セ3,610,工藤篤,2:02.2,,,,2.9,1,939(+7),[地]小林勝二,中島雅也,
8,7,8,マーチャン,牡4,620,村上章,2:04.0,,,,18.9,7,934(+12),[地]尾ヶ瀬富,尾ヶ瀬浩二,
9,8,10,テンリュウフジ,牡3,620,阿部武臣,2:06.5,,,,8.5,4,945(+13),[地]坂本東一,北角重雄,
10,3,3,ソウヤノカガヤキ,牡3,620,大河原和,2:13.9,,,,53.3,10,925(-10),[地]小林長吉,川上優,
1,7,7,サザンソレイユ,牝4,54,吉田順治,1:33.5,,2-2-2-2,39.3,3.4,2,466(+2),[地]山田義人,宇都宮智治,12.0
2,5,5,ハイピュアリティ,牝4,54,田中純,1:33.5,クビ,4-5-3-3,38.7,4.0,3,479(0),[地]東美義,吉野惇,2.8
3,6,6,サニーロマンス,牝4,54,石川慎将,1:33.5,アタマ,5-6-6-4,38.4,2.5,1,464(+8),[地]古賀光範,竹原孝昭,1.1
4,1,1,ローエンナルビー,牡4,56,大沢誠志,1:34.1,3,3-4-4-5,39.3,12.9,5,416(+2),[地]武藤敏明,（同）ＪＰＮ技研,0.6
5,4,4,ハッピーホリハル,牝4,54,川島拓,1:34.4,1.1/2,1-1-1-1,40.3,13.2,6,448(+2),[地]武藤敏明,（有）ホースケア,0.4
6,2,2,アイケービューティ,牝4,54,小松丈二,1:35.0,3,6-7-7-7,39.6,8.9,4,463(+6),[地]武藤敏明,谷謙介,
7,8,8,スマイルゴーゴー,牡4,56,山口勲,1:35.0,クビ,7-3-5-6,40.3,20.9,7,411(-4),[地]九日俊光,松野真一,
8,3,3,アイガウマレタヒ,牝5,51,岡村健司,1:36.9,大,8-8-8-8,41.0,103.2,8,452(+2),[地]大島静夫,松本英泰,
1,2,2,フジノウンカイ,牝3,600,菊池一樹,1:41.6,,,,2.3,1,1004(-1),[地]大友栄人,小笠原達也,8.0
2,4,4,ヤマトテンリュウ,牡3,620,西謙一,1:43.6,,,,3.4,2,930(+9),[地]西弘美,菅野二十世,1.6
3,3,3,ドントコイ,牡3,620,大河原和,1:47.7,,,,7.3,4,989(+9),[地]小林長吉,川上優,0.8
4,8,9,アアモンドユウシン,セ3,610,舘沢直央,1:48.7,,,,9.0,5,1020(+2),[地]金田勇,太田浩彦,0.4
5,7,7,アズキ,牝4,600,阿部武臣,1:51.8,,,,6.3,3,943(-8),[地]中島敏博,梅村智秀,
6,5,5,サカノタイホウ,牡3,620,尾ヶ瀬馨,1:56.1,,,,91.9,9,1089(+13),[地]田上忠夫,（株）大阪畜産,
7,8,10,イナノトップ,牝4,600,工藤篤,2:02.5,,,,105.7,10,1040(+7),[地]小北栄一,稲場洋二,
8,7,8,スギヤマ,牝3,600,松田道明,2:04.0,,,,14.8,6,894(+8),[地]松井浩文,杉沢勝治,
9,6,6,オオゾラヒカル,牡3,620,安部憲二,2:08.4,,,,54.2,8,892(-7),[地]中島敏博,小里昭男,
10,1,1,チャンプ,牡3,620,鈴木恵介,2:21.6,,,,45.0,7,988(+3),[地]鈴木邦哉,小林祥晃,
1,6,6,ヒデヨシ,牡4,620,菊池一樹,1:42.8,,,,10.9,5,1059(-3),[地]大友栄人,長津雄二,8.0
2,5,5,スマイルセンショー,牝4,600,村上章,1:43.2,,,,3.0,1,943(+5),[地]鈴木邦哉,伊藤彌一,1.6
3,7,7,ショウヘイ,牡3,620,渡来心路,1:44.3,,,,4.3,3,995(-3),[地]久田守,佐々木正人,0.8
4,4,4,テンノイノリ,牡3,620,松田道明,1:45.6,,,,3.2,2,1006(-4),[地]平田義弘,新山正一郎,0.4
5,1,1,マルオユタカ,牡5,630,大口泰史,1:55.2,,,,5.3,4,967(-2),[地]西邑春夫,扇俊治,
6,2,2,フレイムファイヤー,牡4,620,西謙一,1:56.0,,,,26.0,7,1087(+8),[地]金田勇,今野義雄,
7,3,3,プリティチヨヒメ,牝5,610,島津新,1:57.0,,,,13.1,6,1047(+6),[地]林豊,林正男,
1,5,5,エーチャン,牡4,630,藤本匠,1:40.0,,,,17.3,6,1152(+6),[地]大友栄人,高佐信彦,8.0
2,1,1,サカノゴウケン,牡7,640,工藤篤,1:41.5,,,,2.4,1,985(+10),[地]田上忠夫,（株）大阪畜産,1.6
3,8,9,カミノシズク,牡6,640,船山蔵人,1:42.5,,,,6.5,3,1007(0),[地]谷あゆみ,高橋勝坦,0.8
4,3,3,ブラックシシ,牡6,640,安部憲二,1:47.4,,,,10.4,4,1129(+10),[地]岩本利春,山田喜美男,0.4
5,8,8,コウシュハシンザン,牡4,630,大口泰史,1:48.4,,,,10.5,5,1098(+20),[地]金山明彦,広瀬豪,
6,2,2,テンカフブ,牡4,630,松田道明,1:49.1,,,,2.6,2,1126(-9),[地]大友栄人,高柳稔,
7,7,7,サカノチサト,牝6,620,尾ヶ瀬馨,1:57.8,,,,23.6,7,1042(+12),[地]小北栄一,（株）大阪畜産,
8,6,6,ダイホウサク,牡7,640,島津新,1:58.8,,,,50.7,8,1001(+11),[地]林豊,細川貞夫,
9,4,4,イカヅチタロウ,牡6,640,大河原和,2:19.4,,,,187.9,9,1010(+12),[地]服部義幸,中川清,
1,,3,Eziyra,牝2,57,スマレン,1:30.3,,,,---,1,計不,[外]ウェルド,アガ・カーン殿下,
1,,1,カプリ,牡2,58.5,ムーア,1:45.0,,,,---,1,計不,オブライエン,,
1,1,1,ヒメマルクィーン,牝5,630,村上章,1:37.0,,,,8.4,4,927(+4),[地]長部幸光,渡辺勇,10.0
2,2,2,ライデンマックス,牡6,650,鈴木恵介,1:40.2,,,,1.9,1,968(+10),[地]小北栄一,小松達也,2.0
3,6,6,オンリーワン,牡6,650,長沢幸太,1:41.3,,,,5.1,2,1022(+12),[地]服部義幸,横井均,1.0
4,5,5,ツガルノウンカイ,牡8,650,藤野俊一,1:43.3,,,,6.6,3,1088(+14),[地]村上慎一,小林良二,0.6
5,3,3,シンドラー,牡7,650,菊池一樹,1:45.1,,,,8.4,5,997(+22),[地]田上忠夫,古川一志,
6,7,7,ホンインボウ,牡4,640,大河原和,1:45.2,,,,13.9,6,1102(+10),[地]服部義幸,中山一行,
7,4,4,キタノオージャ,牡5,650,大口泰史,1:50.8,,,,32.0,8,1078(+7),[地]西邑春夫,広瀬豪,
8,8,8,エーマン,牝6,630,西謙一,2:06.5,,,,18.7,7,1029(+3),[地]西弘美,永満祥薫,
1,6,6,ジェイワン,牡2,545,松田道明,1:18.4,,,,2.3,1,998(+9),[地]槻舘重人,小森唯永,18.0
2,5,5,ゴールドインパクト,牡2,545,渡来心路,1:20.1,,,,3.6,2,1035(-3),[地]久田守,細野俊秀,3.6
3,1,1,ゴールデンフウジン,牡2,545,西将太,1:23.8,,,,4.1,3,1030(+8),[地]岩本利春,白戸耕二,1.8
4,8,9,ミノルシャープ,牡2,545,阿部武臣,1:24.2,,,,8.8,4,915(+13),[地]大友栄人,高山稔,1.0
5,7,8,トモエハイセイコー,牡2,540,西謙一,1:37.6,,,,30.5,7,968(+20),[地]西弘美,酒井兼益,0.7
6,2,2,フナノギムレット,牡2,540,大口泰史,1:41.7,,,,38.2,9,939(+25),[地]松井浩文,舩戸勝,
7,4,4,カネサスペシャル,牡2,540,大河原和,1:43.1,,,,14.0,5,927(+8),[地]村上慎一,坂井秀彰,
8,3,3,コウシュハノホシ,牡2,540,藤本匠,1:46.2,,,,30.0,6,931(+3),[地]岡田定一,広瀬豪,
9,8,10,ホクショウゼウス,牡2,545,安部憲二,1:47.8,,,,37.2,8,921(+7),[地]松井浩文,井内昭夫,
1,8,8,ラッセルクイン,牝3,605,鈴木恵介,1:35.2,,,,1.3,1,956(+15),[地]岡田定一,森信成,8.0
2,6,6,ホクトノホシ,牝3,600,大口泰史,1:45.6,,,,5.0,2,998(+2),[地]村上慎一,大熊金八,1.6
3,3,3,オーシャンスター,牡3,620,西将太,1:46.0,,,,22.0,5,965(-2),[地]中島敏博,舘野竜一,0.8
4,7,7,キタイノホシ,牡3,620,松田道明,1:47.6,,,,10.2,3,917(-6),[地]村上慎一,大熊金八,0.4
5,4,4,テシオキャップ,牡7,630,阿部武臣,1:52.4,,,,62.4,8,1054(-4),[地]長部幸光,渡辺勇,
6,2,2,コウシュハルパン,牡3,620,安部憲二,1:56.5,,,,17.1,4,955(-3),[地]松井浩文,広瀬豪,
7,1,1,チヨノシアトル,牡4,620,長沢幸太,1:57.8,,,,23.9,6,982(-7),[地]西弘美,小松功,
8,5,5,ホワイトドラゴン,牡3,620,菊池一樹,2:03.3,,,,40.6,7,996(-4),[地]大友栄人,岩城敏光,
1,8,10,センゴクエース,牡4,750,鈴木恵介,1:39.8,,,,1.4,1,1131(-8),[地]槻舘重人,千石貞子,120.0
2,5,5,キンメダル,牡4,720,菊池一樹,1:45.0,,,,13.7,4,1064(+12),[地]小北栄一,広部武士,30.0
3,4,4,アスリート,牝4,690,大河原和,1:45.7,,,,13.6,3,1034(+20),[地]服部義幸,中山一行,14.4
4,7,7,テンカトウイツ,牡4,710,長沢幸太,1:59.3,,,,97.4,10,988(+3),[地]服部義幸,安藤和治,9.6
5,1,1,イノリノチカラ,牡4,710,安部憲二,2:02.9,,,,17.2,5,1055(+6),[地]小北栄一,浜田誠,6.0
6,8,9,シリウス,牝4,700,藤野俊一,2:05.9,,,,17.2,5,1082(0),[地]長部幸光,高柳稔,
7,6,6,タキニシサンデー,牝4,690,西将太,2:15.2,,,,33.2,8,1024(+15),[地]大橋和則,田村全,
8,7,8,サンノハヤヒメ,牝4,690,舘沢直央,2:17.3,,,,45.1,9,1023(+5),[地]金田勇,三宮久蔵,
9,2,2,コウリキ,牡4,720,浅田達矢,2:19.8,,,,18.4,7,971(-2),[地]久田守,小縄久司,
10,3,3,バウンティハンター,牡4,730,阿部武臣,4:33.6,,,,5.2,2,1083(+10),[地]金田勇,高橋一二,
1,4,4,チェイスアドリーム,牡8,650,藤本匠,1:37.7,,,,5.9,4,1123(+12),[地]谷あゆみ,長沢広茂,9.0
2,7,7,レジーナ,牝4,620,赤塚健仁,1:38.4,,,,4.0,2,1029(-2),[地]久田守,細野俊秀,1.8
3,6,6,ヨシノイチバンヒメ,牝4,620,船山蔵人,1:38.5,,,,2.2,1,1096(+4),[地]中島敏博,樋浦昇,0.9
4,1,1,カクセンキング,牡4,640,尾ヶ瀬馨,1:39.2,,,,26.2,6,1045(-7),[地]槻舘重人,松井紀行,0.5
5,8,8,グラディエーター,セ7,650,阿部武臣,1:47.7,,,,5.4,3,976(+3),[地]坂本東一,鈴木隆盛,
6,2,2,メムロコマチ,牝4,620,西謙一,1:48.5,,,,7.1,5,1077(-6),[地]西弘美,小向勝司,
7,5,5,ニシキトモエ,牡7,650,舘沢直央,1:49.6,,,,30.7,7,1045(+12),[地]村上慎一,管野富夫,
1,,5,ナイトフラワー,牝4,58.5,シュタル,2:29.3,,,,---,1,計不,シールゲン,,
5,,2,イキートス,牡4,60,ファーガ,2:29.9,1.1/2,,,---,2,計不,グリューシェル,,
1,7,12,マイネルベレーロ,牡2,54,丸山元気,1:50.6,,3-3-3-3,35.4,4.9,3,486(+4),[東]中野栄治,サラブレッドクラブ・ラフィアン,500.0
2,3,4,ムーンザムーン,牝2,54,戸崎圭太,1:50.6,クビ,10-9-9-9,34.8,2.4,1,460(+8),[東]上原博之,林正道,200.0
3,3,3,ユキノレーヌ,牝2,54,北村宏司,1:50.7,1/2,4-5-4-4,35.3,10.1,5,436(-4),[東]和田正一,井上基之,130.0
4,4,6,アンネリース,牝2,54,柴田大知,1:50.7,アタマ,8-8-4-4,35.2,3.6,2,450(0),[東]尾関知人,サラブレッドクラブ・ラフィアン,75.0
5,1,1,クイーンズスタイル,牝2,54,石橋脩,1:50.7,ハナ,1-1-1-1,35.7,9.5,4,450(+4),[東]池上昌和,ヒダカ・ブリーダーズ・ユニオン,50.0
6,7,11,ファンシーアモン,牝2,52,木幡初也,1:50.7,ハナ,12-13-13-11,34.4,102.5,11,474(+4),[東]谷原義明,平岡茂樹,
7,6,10,ウォーブル,牝2,54,丹内祐次,1:50.9,1.1/4,10-12-11-10,34.8,43.7,9,462(+4),[東]伊藤大士,ビッグレッドファーム,
8,4,5,スグスキシッパイ,牡2,51,野中悠太,1:50.9,ハナ,2-2-2-2,35.8,191.6,13,436(+6),[東]粕谷昌央,小田切有一,
9,6,9,セイソ,牝2,54,横山和生,1:51.0,クビ,12-11-11-11,34.9,139.2,12,400(+8),[東]小野次郎,ミルファーム,
10,2,2,ポッドティノ,牡2,53,長岡禎仁,1:51.0,クビ,4-3-4-4,35.6,65.3,10,408(-2),[東]大竹正博,小川眞査雄,
11,8,13,クインズゴールド,牝2,54,内田博幸,1:51.1,クビ,14-14-13-14,34.8,27.4,7,416(-2),[東]尾形充弘,亀田和弘,
12,8,14,ウインドロイヤル,牡2,54,蛯名正義,1:51.1,クビ,7-6-8-8,35.5,24.3,6,478(+8),[東]大和田成,福原正博,
13,5,7,コスモカンナム,牡2,54,松岡正海,1:52.0,5,4-6-4-4,36.6,36.8,8,432(+2),[東]高橋文雅,岡田繁幸,
14,5,8,ラブアンドブレーブ,牡2,54,宮崎北斗,1:52.7,4,8-9-10-13,36.8,343.3,14,442(+4),[東]佐藤吉勝,スピードファーム,
1,4,8,ビービーガウディ,牡2,54,内田博幸,1:54.6,,12-11-3-2,39.2,4.7,3,452(0),[東]久保田貴,坂東牧場,500.0
2,1,2,ハイランドピーク,牡2,54,横山和生,1:54.6,クビ,6-6-5-4,39.1,82.9,11,424(-4),[東]土田稔,島川隆哉,200.0
3,5,10,ディアシューター,牡2,54,大野拓弥,1:54.8,1.1/4,6-8-6-4,39.1,3.4,1,504(+2),[東]高木登,ディアレストクラブ,130.0
4,5,9,アイアムノーブル,牡2,54,戸崎圭太,1:54.9,1/2,1-1-1-1,39.7,7.7,5,462(-2),[東]奥平雅士,堀紘一,75.0
5,1,1,パレスハングリー,牝2,54,村田一誠,1:55.0,3/4,6-6-9-7,39.1,7.4,4,460(-2),[東]大江原哲,西村豊,50.0
6,8,15,シュティーア,牝2,54,津村明秀,1:56.3,8,3-3-3-6,40.9,33.2,9,436(0),[東]清水英克,サラブレッドクラブ・ラフィアン,
7,2,4,ピアノイッチョウ,牝2,54,蛯名正義,1:56.8,3,16-15-16-14,39.2,18.8,7,518(-4),[東]尾形充弘,小林祥晃,
8,6,12,クリシュナ,牡2,54,嘉藤貴行,1:57.0,1,11-11-10-8,40.9,41.0,10,466(-4),[東]武市康男,清水敏,
9,6,11,スズマッカートニー,牡2,54,吉田豊,1:57.2,1.1/4,2-2-2-2,42.0,32.1,8,448(0),[東]高橋裕,森達郎,
10,2,3,ミヤビキャッスル,牝2,54,オールプ,1:57.3,3/4,10-10-12-12,40.7,146.6,14,490(+8),[東]高橋文雅,村上義勝,
11,8,16,マイネルラムセス,牡2,54,丹内祐次,1:57.4,1/2,4-4-6-8,41.8,161.4,15,490(-16),[東]相沢郁,サラブレッドクラブ・ラフィアン,
12,4,7,タリホー,牡2,54,西田雄一,1:57.4,ハナ,13-13-13-12,40.3,109.0,12,432(-6),[東]蛯名利弘,神田通博,
13,7,13,シルヴァーメテオ,牡2,54,丸山元気,1:57.5,1/2,13-13-11-10,41.2,4.4,2,472(-6),[東]畠山吉宏,ライオンレースホース,
14,3,6,ワンダフルメモリー,牝2,54,田辺裕信,1:59.0,9,4-4-8-10,43.2,13.0,6,472(+4),[東]奥村武,飯田良枝,
15,7,14,ペルビスワンダー,牡2,52,伴啓太,1:59.8,5,15-15-15-15,42.4,250.8,16,456(-6),[東]星野忍,村田滋,
16,3,5,イチネンイチクミ,牡2,54,田中勝春,2:03.6,大,6-8-14-15,46.4,109.7,13,428(-2),[東]武市康男,藤本彰,
1,2,3,トワイライトライフ,牝2,54,北村宏司,1:09.3,,12-10,34.6,18.0,8,444(-2),[東]黒岩陽一,サンデーレーシング,500.0
2,5,10,ハットラブ,牝2,51,菊沢一樹,1:09.3,クビ,5-6,35.1,2.7,1,454(-2),[東]菊沢隆徳,服部邦繁,200.0
3,4,7,レイテストバード,牝2,52,井上敏樹,1:09.4,クビ,12-10,34.7,28.2,11,440(-8),[東]田島俊明,小原準一郎,130.0
4,5,9,デルマオフクロサン,牝2,54,西田雄一,1:09.4,アタマ,5-4,35.2,21.3,9,438(-4),[東]蛯名利弘,浅沼廣幸,62.5
4,8,16,ウランゲル,牝2,54,柴田大知,1:09.4,同着,3-2,35.5,25.9,10,406(-4),[東]松永康利,ビッグレッドファーム,62.5
6,7,14,モアナ,牝2,54,内田博幸,1:09.6,1,14-14,34.5,6.1,3,488(-2),[東]高橋文雅,吉田和美,
7,4,8,ソルティピース,牝2,54,大野拓弥,1:09.6,ハナ,10-7,35.2,11.6,4,434(-4),[東]菅原泰夫,鈴木照雄,
8,1,2,エマーブル,牝2,54,嘉藤貴行,1:09.9,2,2-2,36.1,4.8,2,400(+2),[東]伊藤伸一,ミルファーム,
9,1,1,ウーマッハ,牝2,54,吉田豊,1:09.9,アタマ,1-1,36.2,17.1,6,464(+6),[東]古賀史生,鈴木康弘,
10,2,4,ナムラクロエ,牝2,54,田辺裕信,1:10.0,3/4,7-7,35.7,17.5,7,426(+2),[東]谷原義明,奈村信重,
11,3,5,フェアリーウイング,牝2,54,津村明秀,1:10.2,1,4-4,36.1,49.6,13,438(+6),[東]岩戸孝樹,田頭勇貴,
12,3,6,ジューン,牝2,54,オールプ,1:10.6,2.1/2,10-7,36.2,173.9,15,408(+4),[東]和田正道,和田牧場,
