Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
3,6,6,サンマルトゥーレ,牡3,56,佐藤友則,1:57.9,2.1/2,6-6-4-4,39.2,5.4,2,469(-1),[地]伊藤強一,相馬勇,2.9
4,8,9,デトロイトクイーン,牝8,54,岡部誠,1:58.2,1.1/2,9-9-9-7,38.9,48.3,7,445(-2),[地]加藤幸保,伊藤寿孝,2.1
5,5,5,リネンハピネス,牝5,54,水野翔,1:58.7,2.1/2,5-5-5-5,40.1,18.3,5,464(+1),[地]井上孝彦,戸山光男,1.5
6,4,4,コパノサンテラ,牡4,56,筒井勇介,1:58.8,クビ,7-7-7-8,39.9,24.9,6,449(+4),[地]後藤正義,小林祥晃,
7,7,7,ペイシャピュア,牡4,56,大畑雅章,1:59.0,1.1/2,2-2-2-2,41.0,7.7,4,495(0),[地]伊藤強一,豊原純弥,
8,8,8,シンゼンマリリン,牝5,54,山下雅之,1:59.3,1.1/2,4-4-6-6,40.9,94.1,8,443(-1),[地]田口輝彦,吉田勝利,
9,2,2,マインツ,牝4,54,大原浩司,2:00.6,6,3-3-7-9,42.0,106.7,9,418(+6),[地]後藤正義,蛭川正文,
1,4,4,カルターフント,牡2,55,村上忍,1:25.7,,4-3-2-2,40.3,4.2,2,461(+12),[地]板垣吉則,（有）太盛,41.0
2,2,2,アフタヌーン,牡2,55,高松亮,1:26.1,2.1/2,5-5-5-3,40.4,1.4,1,478(-6),[地]新田守,高橋敏英,8.2
3,8,8,ヒトリタビ,牡2,55,坂口裕一,1:26.3,1,1-1-1-1,41.5,8.0,4,486(+1),[地]村上昌幸,大久保和夫,4.1
4,3,3,ブレイヴ,牡2,55,斉藤雄一,1:27.2,6,3-4-4-4,41.5,53.0,6,507(+4),[地]小西重征,新井昭二,2.9
5,7,7,タイムウォーカー,牡2,55,山本聡哉,1:27.2,ハナ,6-8-8-8,40.9,30.0,5,466(-4),[地]吉田司,谷謙介,1.2
6,5,5,マイネルレイール,牡2,55,高橋悠里,1:27.4,1,8-7-6-5,41.3,6.5,3,457(+5),[地]板垣吉則,杉浦和也,
7,6,6,リゼグランド,牡2,55,阿部英俊,1:27.6,3/4,7-6-7-6,41.4,152.0,7,487(+7),[地]飯田弘道,欠畑圭一,
8,1,1,バイオレットガール,牝2,54,陶文峰,1:28.2,4,2-2-3-7,42.8,160.2,8,450(+3),[地]菅原右吉,中村善春,
1,8,8,ワイルドジーク,牡5,56,佐藤友則,1:42.6,,1-1-1,38.5,1.1,1,476(-1),[地]伊藤強一,清水正明,18.0
2,6,6,インパルスガール,牝5,54,大塚研司,1:43.1,2.1/2,4-4-2,38.6,55.3,7,478(-3),[地]井上孝彦,武仲勝,4.2
3,3,3,ヤマニンサッチェル,牝6,54,吉井友彦,1:43.7,3,3-3-2,39.2,19.5,5,443(+2),[地]森山英雄,土井久美子,1.8
4,2,2,ヒルノクオリア,牡6,56,向山牧,1:44.0,1.1/2,2-2-2,39.7,7.1,2,477(+3),[地]後藤正義,蛭川正文,1.3
5,7,7,ヘイハチハピネス,牝3,54,水野翔,1:44.1,3/4,5-5-6,39.4,15.1,3,445(-7),[地]笹野博司,伊藤貴憲,0.9
6,5,5,マロンマロン,牝4,54,森島貴之,1:44.2,1/2,6-5-5,39.4,28.3,6,471(+1),[地]大橋敬永,葛西豊次,
7,1,1,スーパーフレア,牝4,53,高橋昭平,1:45.2,5,7-7-7,39.7,19.3,4,441(-5),[地]伊藤強一,（同）ＪＰＮ技研,
8,4,4,ボーンインタイム,牡3,56,丸山真一,1:45.7,2.1/2,8-8-8,39.8,90.4,8,473(+9),[地]伊藤勝好,酒井孝敏,
1,6,6,テトラコード,セ3,56,小林凌,1:30.6,,3-3-1-1,40.8,1.7,1,474(-3),[地]関本浩司,大黒富美子,10.0
2,3,3,マーヴェラスデー,牝3,54,高松亮,1:31.7,7,4-4-4-4,41.7,30.5,5,456(-6),[地]佐藤雅彦,栗山正,2.0
3,5,5,シャインレイ,牡3,56,菅原辰徳,1:31.8,クビ,7-6-6-5,41.4,3.4,2,481(0),[地]瀬戸幸一,鈴木雅俊,1.0
4,4,4,ブラックスター,牝3,54,村上忍,1:31.9,1/2,2-2-2-2,42.1,4.8,3,418(-1),[地]村上実,Ｍ・Ｋｅｎｉｃｈｉホ,0.7
5,1,1,シャンテヴィーヴァ,牝3,54,山本聡哉,1:32.5,4,1-1-2-2,42.8,7.9,4,465(-2),[地]小林俊彦,岩渕瑞生,0.3
6,8,8,モズジュピター,牡3,56,高橋悠里,1:32.7,1,5-5-4-6,42.7,56.3,6,443(-1),[地]鈴木七郎,鈴木雅俊,
7,2,2,フミタツダイヤ,牝6,54,木村暁,1:34.5,大,6-7-7-7,43.1,196.2,8,453(+3),[地]及川良春,大黒富美子,
8,7,7,アラート,牡5,56,大坪慎,1:34.8,1.1/2,8-8-8-8,43.1,189.6,7,460(-11),[地]工藤裕孝,（有）メルシー,
1,6,6,シャイニーレディ,牝3,54,関本淳,1:30.2,,2-2-2-2,39.8,1.6,1,461(+3),[地]晴山厚司,小林昌志,10.0
2,1,1,スズランフェスタ,牝3,54,山本政聡,1:30.8,4,7-7-6-5,39.7,3.4,2,443(-3),[地]晴山厚司,村山卓也,2.0
3,7,7,ガンダルヴァ,牡4,56,菅原辰徳,1:31.2,2.1/2,5-5-4-3,40.6,81.8,7,445(+2),[地]佐藤祐司,森田徹,1.0
4,8,8,アスペクト,牡7,56,大坪慎,1:31.2,アタマ,3-3-3-3,40.7,3.7,3,510(-1),[地]桜田康二,大信田和彦,0.7
5,5,5,ミエノコマンダー,牝4,52,鈴木祐,1:31.3,1/2,8-8-8-6,39.8,33.9,5,390(+7),[地]工藤裕孝,（有）メルシー,0.3
6,2,2,ヤマヨハッピ,牝3,51,木村直輝,1:31.3,アタマ,1-1-1-1,41.0,76.1,6,445(0),[地]及川良春,大黒富美子,
7,4,4,ゴウイモン,牝7,54,木村暁,1:31.6,1.1/2,6-6-7-7,40.3,26.8,4,434(+2),[地]千葉博次,遠藤正広,
8,3,3,ファンシークイーン,牝3,54,小林凌,1:33.3,10,4-4-5-8,42.7,112.7,8,411(+1),[地]城地俊光,大黒富美子,
1,5,5,キセキノヒーロー,牡3,56,斉藤雄一,1:30.2,,3-3-3-2,39.2,2.5,2,446(-1),[地]小西重征,新井昭二,10.0
2,3,3,シンボリテレサ,牝3,54,村上忍,1:30.8,4,2-2-1-1,39.9,1.5,1,485(+4),[地]板垣吉則,杉浦和也,2.0
3,1,1,ノアヴィクトリー,牝3,54,山本政聡,1:31.3,3,1-1-1-3,40.5,7.6,3,475(0),[地]桜田浩樹,佐山公男,1.0
4,4,4,チャンピオンパラオ,牡5,56,木村暁,1:31.5,1.1/2,4-4-4-4,40.3,97.2,5,459(+2),[地]千葉博次,谷謙介,0.7
5,8,8,カズノヴィグラス,牡3,56,小林凌,1:31.7,1,6-6-5-5,39.9,14.9,4,478(+7),[地]板垣吉則,杉浦和也,0.3
6,2,2,シャイニードルチェ,牝5,54,関本淳,1:32.2,3,5-5-6-6,40.4,137.2,6,451(-2),[地]晴山厚司,只野啓喜,
7,7,7,ムーンパイロット,牝8,54,大坪慎,1:33.4,7,8-8-8-8,40.1,266.0,8,452(-2),[地]城地俊光,藤村忠三郎,
8,6,6,トラディショナル,牡4,56,高橋悠里,1:33.6,1.1/4,7-7-7-7,40.6,203.6,7,452(-3),[地]酒井仁,千葉一郎,
1,1,1,ペイルブルードット,牝3,54,阿部英俊,1:42.0,,1-1-1-1,38.9,1.5,1,449(+1),[地]佐々木由,飯田正剛,19.0
2,7,7,アイアイガウディ,牡6,56,高松亮,1:42.7,4,4-4-4-2,39.2,209.2,9,480(-4),[地]佐藤祐司,木村良明,3.8
3,6,6,イマジンジョン,牡7,56,山本聡哉,1:43.2,3,6-6-7-4,39.5,6.3,3,502(+4),[地]畠山信一,湯沢寛,1.9
4,5,5,オーバーチュア,牡5,54,鈴木祐,1:43.3,1/2,9-9-9-6,39.3,30.7,5,456(-4),[地]桜田康二,西村專次,1.4
5,2,2,プレアマール,牝3,54,坂口裕一,1:43.4,クビ,8-7-7-3,39.6,118.2,8,444(+1),[地]菅原勲,栗坂崇,0.5
6,3,3,ホクレアネイチャー,牝5,54,小林凌,1:44.3,6,10-8-10-10,40.1,51.8,7,439(+2),[地]晴山厚司,井上修一,
7,8,9,ブライティアスワン,牝5,54,関本淳,1:44.5,1,7-10-6-7,40.7,4.3,2,526(-2),[地]晴山厚司,小林昌志,
8,8,10,ドナエテルニテ,牝5,54,村上忍,1:44.9,2.1/2,2-2-2-5,41.6,32.9,6,454(+1),[地]酒井仁,千葉浩,
9,4,4,ステージアート,牡5,56,斉藤雄一,1:45.8,6,3-3-3-8,42.4,9.2,4,458(0),[地]小西重征,組）パートナーシップ,
10,7,8,ギンザジャンヌ,牝4,54,木村暁,1:46.6,5,5-5-5-9,43.0,281.3,10,468(+5),[地]村上昌幸,大黒富美子,
1,7,7,リオサリナス,牡5,56,山本政聡,1:42.6,,7-5-4-3,38.7,1.6,1,512(+4),[地]瀬戸幸一,鈴木雅俊,19.0
2,2,2,ヴォレグラース,牡3,56,斉藤雄一,1:42.7,1/2,1-1-1-1,39.3,11.0,4,450(+3),[地]小西重征,長沢茂,3.8
3,6,6,ラブミーリル,牝3,54,高松亮,1:42.8,1/2,9-9-7-4,38.6,69.2,8,399(0),[地]桜田浩樹,小林祥晃,1.9
4,7,8,ロザムンデ,牝4,54,山本聡哉,1:42.9,クビ,2-2-2-1,39.3,5.1,3,475(-2),[地]及川良春,岩渕瑞生,1.4
5,5,5,ティムシェル,牡4,56,菅原俊吏,1:43.0,1/2,8-8-6-6,38.8,20.2,5,501(+5),[地]小林俊彦,岩渕瑞生,0.5
6,4,4,ゼンノブショウ,牡5,56,村上忍,1:43.3,2,3-3-3-4,39.6,4.3,2,457(+7),[地]新田守,高橋敏英,
7,3,3,アイズフォワード,牡4,56,木村暁,1:44.0,4,6-7-8-8,39.9,37.5,7,465(-3),[地]及川良春,前田敏文,
8,8,10,マイネルテンクウ,牡7,56,大坪慎,1:44.4,2.1/2,5-6-5-7,40.5,27.6,6,525(-3),[地]吉田司,谷謙介,
9,8,9,アイガットハート,牡4,53,木村直輝,1:45.5,7,10-10-10-9,40.6,329.1,10,515(+2),[地]村上実,佐藤範夫,
10,1,1,レオウィッチ,牝4,54,小林凌,1:46.7,7,4-4-9-10,42.6,314.8,9,472(-5),[地]菅原勲,田中博之,
1,3,3,ヤヨイフェアリー,牝3,53,西啓太,1:29.4,,1-1-1,38.1,2.6,2,497(-7),[地]福永敏,（有）ファンタスト,120.0
2,2,2,ジェフティ,牡3,56,真島大輔,1:30.8,7,4-4-2,38.9,1.6,1,512(+3),[地]佐宗応和,前田幸治,48.0
3,1,1,サクラサイレンス,牝3,54,森泰斗,1:31.6,4,5-5-5,39.2,5.7,3,437(-14),[地]阪本一栄,蕭敬如,30.0
4,4,4,メモリースマート,牝3,54,瀧川寿希,1:33.3,8,3-3-3,41.4,36.7,5,455(+1),[地]庄子昭彦,シンザンクラブ,18.0
5,5,5,タカイチブラック,牝3,54,山崎良,1:34.3,5,2-2-4,42.8,21.9,4,415(-3),[地]久保杉隆,門脇竜一,12.0
1,2,2,アークマイニング,牝3,54,村上忍,1:43.1,,3-3-3-2,39.1,2.9,2,498(+2),[地]佐藤祐司,門野文典,19.0
2,3,3,スクリーンハッピー,牝3,52,鈴木祐,1:43.1,クビ,1-1-1-1,39.4,7.2,3,473(+5),[地]桜田康二,西村專次,3.8
3,5,5,ステイブレイズ,牝5,54,山本政聡,1:43.3,1.1/4,3-4-2-3,39.4,1.5,1,479(-2),[地]小林俊彦,吉田啓,1.9
4,1,1,アサバスカ,牝4,54,木村暁,1:43.9,4,8-8-8-4,39.6,48.3,6,487(-5),[地]石川栄,山下勇,1.4
5,4,4,コスモロングソード,牡3,55,鈴木麻優,1:44.2,2,7-7-5-5,40.1,23.3,4,449(-5),[地]伊藤和,山中元夫,0.5
6,6,6,ヒラボクビクトリー,牡8,53,木村直輝,1:44.5,2,10-10-6-6,40.0,173.1,10,467(-3),[地]村上実,佐々木寛明,
7,8,11,スタチュー,牡4,56,大坪慎,1:46.1,10,11-11-11-9,41.4,331.2,11,471(0),[地]佐藤敏彦,畠山勝武,
8,7,9,ミタイナ,牝4,54,菅原俊吏,1:46.1,ハナ,3-6-10-10,41.7,84.1,7,527(-17),[地]千葉幸喜,金蘭兄弟（有）,
9,8,10,サダルスード,牡7,56,斉藤雄一,1:46.7,4,9-9-9-8,42.1,24.3,5,476(+1),[地]小西重征,松井淳二,
10,7,8,シンキングジョリー,牝4,54,山本聡哉,1:47.0,1.3/4,2-2-4-7,43.1,139.8,9,494(-1),[地]佐藤浩一,佐藤貞夫,
11,6,7,レーヌドコロール,牝3,54,阿部英俊,1:47.9,6,6-5-6-11,43.7,90.1,8,485(+2),[地]三野宮通,井田荘一郎,
1,8,11,ミッドホエール,牝2,54,矢野貴之,1:15.6,,3-3,38.0,6.9,4,455(0),[地]辻野豊,宮崎時子,270.0
2,1,1,ケンルファール,牡2,55,真島大輔,1:15.6,クビ,4-4,37.8,4.7,3,522(0),[地]鈴木啓之,（株）エスティ,108.0
3,2,2,メモリーゴッド,牡2,55,的場文男,1:17.7,10,5-5,39.8,3.0,1,535(0),[地]庄子昭彦,シンザンクラブ,67.5
4,4,4,フルムーンマリー,牝2,54,瀧川寿希,1:18.8,5,1-1,41.3,29.3,8,440(0),[地]久保與造,望月朋子,40.5
5,6,7,メローネフレイバー,牝2,53,瀬川将輝,1:19.0,1,7-7,40.6,25.0,6,423(0),[地]月岡健二,尾田信夫,27.0
6,8,10,キープファイター,牡2,55,笹川翼,1:19.6,3,6-6,41.6,28.0,7,499(0),[地]鷹見浩,菊地博,
7,6,6,カッシオペイア,牡2,54,藤本現暉,1:19.9,1.1/2,8-8,41.0,177.5,11,406(0),[地]阪本一栄,金石守,
8,7,8,クアトロザブリンク,牡2,55,楢崎功祐,1:20.4,2.1/2,10-10,38.9,3.3,2,516(0),[地]松浦裕之,木村直樹,
9,5,5,バジガクアンジュ,牝2,54,東原悠善,1:21.1,3.1/2,2-2,43.6,105.1,9,459(0),[地]久保田信,（株）馬事学院,
10,7,9,マルカンボス,牡2,55,中村尚平,1:23.6,大,9-9,44.3,129.5,10,460(0),[地]村上頼章,斉藤勘介,
1,4,4,ヤマニンスワンキー,牡3,56,菅原俊吏,1:28.8,,2-2-2-1,39.0,1.7,1,527(-2),[地]伊藤和忍,土井久美子,10.0
2,3,3,フォーエヴァーマン,牡3,54,鈴木祐,1:29.6,5,3-3-3-3,39.0,2.6,2,435(+5),[地]桜田康二,千葉一郎,2.0
3,8,8,キョウビジン,牝3,54,高橋悠里,1:30.4,5,4-4-4-4,39.2,6.3,3,458(+1),[地]畠山信一,谷謙介,1.0
4,5,5,イクスチェッカー,牡5,56,山本政聡,1:30.8,2.1/2,5-6-5-5,39.3,23.6,4,435(-3),[地]桜田浩樹,田記正規,0.7
5,6,6,ユキノアカツキ,牡5,56,関本淳,1:31.0,3/4,8-7-7-6,39.3,59.8,7,550(+2),[地]晴山厚司,倉田吉一郎,0.3
6,7,7,ジェベルベイリー,牝3,54,村上忍,1:31.1,クビ,1-1-1-2,41.5,25.2,6,415(-6),[地]村上実,西村隆平,
7,2,2,ダイアナジョシ,牝3,54,大坪慎,1:31.8,4,7-8-7-7,40.1,314.9,8,411(-1),[地]工藤裕孝,欠畑圭一,
8,1,1,ゴールドスキーム,セ3,56,高松亮,1:33.0,7,5-5-6-8,41.5,23.8,5,452(-2),[地]佐藤雅彦,永田健一,
1,3,3,メガゼウス,牡3,56,矢野貴之,1:16.1,,1-1,38.7,12.4,6,500(+4),[地]福永敏,谷岡真喜,120.0
2,1,1,ウイングマーク,牡3,55,藤本現暉,1:16.6,2.1/2,4-3,39.0,7.7,3,513(+2),[地]蛯名雄太,白石陽造,48.0
3,2,2,ウィン,牡3,56,真島大輔,1:17.0,2,2-2,39.5,1.7,1,483(-3),[地]蛯名雄太,中山博,30.0
4,8,12,タイムアップ,牝3,54,山崎良,1:17.2,1.1/4,8-7,39.0,109.3,11,490(-1),[地]庄子昭彦,酒井孝敏,18.0
5,5,5,ゲルトルート,牝3,54,藤井勘一,1:18.0,4,9-9,39.5,9.0,5,452(0),[地]松浦裕之,（有）サンデーレー,12.0
6,7,10,ピュアフレイバー,牡3,56,和田譲治,1:18.2,1.1/4,5-6,40.4,7.5,2,532(+5),[地]福永敏,尾田信夫,
7,5,6,モアナスター,牡3,56,吉井竜一,1:18.2,クビ,5-5,40.4,8.8,4,508(0),[地]栗田裕光,（有）東勝シティ,
8,6,8,マルカンヒラリー,牝3,54,横川怜央,1:18.5,1.1/2,7-7,40.4,53.0,10,464(-1),[地]的場直之,斉藤勘介,
9,6,7,カハラハネムーン,牝3,54,高野誠毅,1:18.7,1,3-4,41.1,41.4,7,472(+4),[地]佐野謙二,加藤正二郎,
10,8,11,ホクソウアスセナ,牡3,55,保園翔也,1:18.7,ハナ,9-10,40.1,46.8,8,436(-4),[地]高岩孝敏,林作一,
11,7,9,ビジュガール,牝3,54,笹川翼,1:18.8,クビ,11-11,39.6,47.8,9,468(0),[地]中道啓二,小泉修,
12,4,4,タカオダイキ,セ3,56,石川駿介,1:18.8,クビ,12-12,39.3,176.5,12,470(+6),[地]立花貢,桜井龍蔵,
1,1,1,メイショウテンロウ,牡4,56,高橋悠里,1:43.2,,4-4-4-3,39.3,7.2,3,472(+1),[地]千葉幸喜,金蘭兄弟（有）,27.0
2,3,3,フジノピューマ,牡5,56,陶文峰,1:43.5,1.3/4,1-1-1-1,39.9,1.2,1,495(+2),[地]菅原右吉,木村良明,5.4
3,6,6,アクシア,牡5,56,山本政聡,1:43.6,1/2,6-5-5-4,39.3,8.5,4,480(+4),[地]桜田浩樹,山本武司,2.7
4,7,7,タイセイボルト,牡6,54,鈴木祐,1:43.7,1/2,8-8-8-7,38.6,150.2,8,477(-9),[地]佐藤雅彦,石川諭,1.9
5,5,5,スモーキーナイト,牝4,53,鈴木麻優,1:43.9,1.1/4,6-6-6-6,39.3,71.6,6,515(0),[地]三野宮通,佐藤達也,0.8
6,8,8,ラブトゥーマッチ,牡4,56,村上忍,1:44.0,1/2,3-3-3-2,40.3,20.0,5,495(-3),[地]村上実,佐々木寛明,
7,4,4,ウインミラージュ,牡4,56,高松亮,1:44.2,1.1/2,2-2-2-4,40.6,6.9,2,473(+1),[地]佐藤雅彦,鈴木克紀,
8,2,2,ウインバニラスカイ,牝4,54,小林凌,1:45.6,9,5-7-7-8,40.9,140.0,7,479(+2),[地]板垣吉則,杉浦和也,
1,6,6,ジェミニライブラ,牡2,55,山崎誠士,1:16.0,,1-1,39.2,2.5,1,490(0),[地]荒井朋弘,松嶋良治,270.0
2,8,8,ティーズノーブル,牝2,54,矢野貴之,1:16.5,2.1/2,2-2,39.5,3.5,2,465(0),[地]嶋田幸晴,立山伸二,108.0
3,7,7,アマン,牝2,54,繁田健一,1:17.3,4,8-8,39.5,11.9,5,479(0),[地]鈴木啓之,中西純穂,67.5
4,3,3,タイムズナウ,牝2,54,吉井竜一,1:18.1,4,6-7,40.7,29.5,9,443(0),[地]佐宗応和,菊地博,40.5
5,5,5,ライブスター,牝2,53,西啓太,1:18.4,1.1/2,5-5,41.2,10.3,4,383(0),[地]橋本和馬,島川隆哉,27.0
6,1,1,バジガクベルク,牝2,54,東原悠善,1:18.5,クビ,3-3,41.4,16.4,6,402(0),[地]久保田信,（株）馬事学院,
7,8,9,ムーンライトセレネ,牝2,54,真島大輔,1:18.5,アタマ,6-6,41.1,4.3,3,481(0),[地]荒山勝徳,池田草龍,
8,4,4,エムズラーティー,牝2,53,藤本現暉,1:19.2,3.1/2,3-4,42.1,23.6,7,423(0),[地]立花貢,筠文彦,
9,2,2,クリーミーリッチ,牝2,54,和田譲治,1:19.5,1.1/2,9-9,41.2,28.3,8,420(0),[地]沢佳宏,三嶋昌春,
1,3,3,ウルトラショット,セ5,56,矢野貴之,1:16.9,,2-2,38.9,2.3,2,474(-11),[地]村上頼章,横井快太,80.0
2,7,7,ミーヤチャスカ,牝6,54,森泰斗,1:17.7,4,3-3,39.5,1.8,1,502(+15),[地]堀千亜樹,臺佳彦,32.0
3,1,1,アスミキリ,牡4,56,江里口裕,1:17.7,アタマ,1-1,39.8,15.9,5,457(-8),[地]小野寺晋,江里口弘一郎,20.0
4,2,2,コメシャワー,牝7,54,高野誠毅,1:17.8,1/2,7-5,39.3,94.3,9,448(-3),[地]高岩孝敏,井上久光,12.0
5,4,4,ナンセイサクラ,牝5,54,楢崎功祐,1:17.8,ハナ,4-4,39.6,31.3,6,462(+13),[地]村上頼章,池田喜吉,8.0
6,7,8,ケイティズリング,牝7,53,西啓太,1:18.5,3.1/2,5-5,40.1,80.3,8,429(-1),[地]阪本泰之,キヨタケ牧場,
7,6,6,シンデンウルフ,牡7,56,坂井英光,1:18.6,クビ,10-10,39.6,38.5,7,483(+9),[地]栗田裕光,加藤由夫,
8,5,5,マジックパンプキン,牝4,54,東原悠善,1:18.6,アタマ,9-8,39.7,13.9,4,492(-7),[地]杉山康史,田村義徳,
9,8,10,リディア,牝5,53,保園翔也,1:18.7,3/4,8-8,39.9,12.6,3,478(+2),[地]岡野尚光,清水弘美,
10,8,9,アインクラング,牝5,54,山崎良,1:20.8,10,6-7,42.3,119.0,10,457(+8),[地]久保杉隆,今中俊平,
1,6,7,グッドオー,牡5,56,中野省吾,1:31.6,,1-1-2,40.0,6.1,2,486(+5),[地]久保與造,鈴木伸哉,80.0
2,6,6,タネノブライトン,牡6,56,森泰斗,1:31.6,ハナ,1-1-1,40.0,1.6,1,481(+5),[地]栗田裕光,種村良平,32.0
