Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,8,8,バイザスコット,牡5,56,柿原翔,1:30.3,,2-2-2,38.9,1.7,1,493(+5),[地]角田輝也,小菅誠,20.0
2,3,3,ディアヒラリー,牝4,54,岡部誠,1:31.3,5,1-1-1,40.2,1.8,2,457(-3),[地]角田輝也,永田和彦,5.0
3,7,7,ノアブギー,牡5,56,東川公則,1:32.3,5,4-3-5,40.7,13.8,3,488(-3),[地]安部幸夫,（有）ミドルアイラ,2.0
4,6,6,ストーミングスカイ,牝4,54,村上弘樹,1:32.6,1.1/2,7-7-7,39.6,203.7,7,421(-1),[地]坂口義幸,（同）ＪＰＮ技研,1.2
5,8,9,メイショウスリラー,牡8,55,加藤聡一,1:32.7,1/2,5-4-3,40.9,261.3,9,485(-2),[地]瀬戸口悟,瀬戸口勉,0.8
6,1,1,ハルカナルブルー,牝7,54,横井将人,1:32.8,クビ,5-6-6,40.7,75.6,5,455(+4),[地]安部幸夫,（同）ＪＰＮ技研,
7,5,5,オルティンド,牝4,53,宮下瞳,1:33.2,2,3-4-4,41.4,58.9,4,399(-7),[地]新山広道,（同）ＪＰＮ技研,
8,4,4,オースティン,牝5,54,山下雅之,1:33.6,2,9-9-8,39.2,245.3,8,404(-2),[地]山中輝久,（有）ホースケア,
9,2,2,ジョウショー,牡4,56,丸野勝虎,1:33.7,1/2,8-8-9,39.4,101.8,6,476(+2),[地]宮本仁,大黒富美子,
1,2,2,スリーバゴ,牡4,56,丹羽克輝,1:32.2,,2-2-2,39.4,1.3,1,490(-1),[地]竹下直人,永井商事,20.0
2,8,9,ムラングシャンティ,牝5,54,大畑雅章,1:33.1,4,1-1-1,40.6,3.0,2,481(-2),[地]山内和明,杉浦和也,5.0
3,3,3,エイワオーティス,牡8,56,戸部尚実,1:34.8,8,5-4-4,40.1,8.2,3,490(-5),[地]井手上慎,原口厚三,2.0
4,1,1,シャイニーフラワー,牝6,54,森島貴之,1:35.0,3/4,3-3-3,41.7,79.1,6,476(+2),[地]山中輝久,（有）ホースケア,1.2
5,8,8,ギブナッシンバック,牝4,54,岡部誠,1:35.1,3/4,4-5-5,40.3,42.4,4,470(-1),[地]田中敏和,（株）ファーストビ,0.8
6,6,6,ミスエレキング,牝5,54,尾崎章生,1:35.5,2,6-6-6,40.3,227.4,8,445(-1),[地]植松則幸,（株）ファーストビ,
7,4,4,リコリアーノ,牝5,53,加藤聡一,1:36.3,4,7-7-7,40.1,379.1,9,390(+8),[地]成田明,（同）ＪＰＮ技研,
8,5,5,ハナズチューリップ,牝6,54,山田祥雄,1:36.5,1.1/2,9-9-8,40.0,47.7,5,483(-2),[地]植松則幸,太田裕臣,
9,7,7,ウエスタンパレス,牡7,56,宇都英樹,1:40.5,大,8-8-9,44.1,192.4,7,513(+1),[地]角田輝也,西川賢,
1,8,8,ディストワセブン,牡3,56,大畑雅章,0:50.8,,1,36.8,1.6,1,447(+5),[地]今津博之,豊原純弥,25.0
2,6,6,サンマルホマレ,牝3,54,宇都英樹,0:50.8,クビ,2,36.6,10.3,4,437(+5),[地]角田輝也,（同）ＪＰＮ技研,6.3
3,4,4,ハナズクリーム,牝3,54,丸野勝虎,0:51.8,5,3,37.6,3.9,2,427(+15),[地]角田輝也,中西功,2.5
4,1,1,プロクレイマー,牡3,56,岡部誠,0:51.8,クビ,5,37.3,5.1,3,489(-1),[地]角田輝也,吉田稔,1.5
5,5,5,シンボリクレール,牝3,54,尾崎章生,0:51.9,クビ,4,37.4,51.3,6,431(-1),[地]地辺幸一,稲垣隆治,1.0
6,2,2,ヨシマサオー,牡3,56,加藤誓二,0:52.9,5,6,37.8,89.4,8,471(-15),[地]錦見勇夫,山本忍,
7,3,3,チェリードラゴン,牝3,53,加藤聡一,0:53.1,1,7,38.0,85.1,7,406(-8),[地]錦見勇夫,野田雅昭,
8,7,7,カツゲキシンゲン,牡3,55,木之前葵,0:55.0,9,8,40.2,25.8,5,369(+4),[地]錦見勇夫,野々垣正義,
1,3,3,デルマハンニャ,牝7,55,山崎誠士,1:35.4,,1-1-1-1,40.1,1.5,1,479(+6),[地]山崎裕也,浅沼広幸,260.0
2,2,2,マゼンタ,牡5,55,石崎駿,1:36.0,3,13-13-13-7,38.4,20.1,6,460(-9),[地]矢野義幸,山住勲,91.0
3,6,9,レイクマッケンジー,牡6,57,沢田龍哉,1:36.7,3,9-10-2-3,41.0,13.5,5,491(+6),[地]山下貴之,吉田照哉,52.0
4,4,6,トウカイガンバ,牡8,55,藤江渉,1:37.2,2.1/2,9-9-10-10,41.2,11.2,4,506(-2),[地]八木仁,杉浦和也,39.0
5,3,4,グランドエンジェル,牝6,55,赤岡修次,1:37.3,1/2,4-3-2-2,41.6,8.4,2,477(+23),[地]佐々木仁,（有）グランド牧場,26.0
6,5,7,ファビン,牝6,55,本橋孝太,1:37.3,ハナ,6-5-6-6,41.6,21.8,8,461(-2),[地]水野貴史,（株）フロンティア,
7,1,1,メジャープレゼンス,セ7,57,吉本隆記,1:37.4,1/2,8-7-6-4,41.5,237.7,13,504(-1),[地]冨田敏男,冨田藤男,
8,7,12,キタサンダイチ,牡6,57,矢野貴之,1:37.4,クビ,7-8-6-5,41.5,10.1,3,470(-10),[地]佐藤賢二,（有）大野商事,
9,8,14,クレバーペガサス,牡8,57,加藤和博,1:37.4,アタマ,11-11-12-7,41.2,106.3,12,488(-1),[地]冨田敏男,冨田藤男,
10,6,10,オオタカ,牡4,55,見越彬央,1:37.7,1.1/2,12-12-11-7,41.5,64.4,10,507(-15),[地]宇野木数,田村武久,
11,7,11,ワールドプリンス,牡4,55,笹川翼,1:38.2,2.1/2,5-6-6-10,42.5,67.7,11,478(-6),[地]小久保智,国田正忠,
12,8,13,ゴールドスガ,牡9,57,酒井忍,1:38.7,2.1/2,14-14-14-14,40.8,354.0,14,463(-3),[地]秋山重美,秋山宜範,
13,5,8,ブルーフラッシュ,セ6,55,町田直希,1:39.6,4,3-4-5-13,44.1,35.5,9,450(+6),[地]飯田幸雄,尾崎雄二,
14,4,5,エメンタールベルン,牝4,55,和田譲治,1:41.9,大,2-2-2-12,46.4,21.6,7,527(+2),[地]鈴木義久,四本昭弘,
1,1,1,ハーモニーブルラン,牡4,56,瀧川寿希,1:35.9,,1-1-1-1,40.5,16.7,6,499(+1),[地]高月賢一,日下部勝徳,200.0
2,7,12,リワードターン,牡6,56,繁田健一,1:36.5,3,7-7-3-2,40.4,5.0,3,490(0),[地]宇野木博,宮崎忠比古,70.0
3,4,6,キャッスルアーサー,セ4,56,中野省吾,1:37.3,4,5-5-5-5,40.9,33.8,11,437(-13),[地]渋谷信博,城市公,40.0
4,4,5,ジャングルスコール,牝5,54,笹川翼,1:37.7,2,11-11-12-6,40.7,20.4,8,442(-2),[地]小久保智,黒沢尚,30.0
5,7,11,ハイドンセット,牡5,56,張田昂,1:37.9,1,12-12-5-6,40.9,23.3,10,474(-2),[地]斉藤敏,杉浦和也,20.0
6,6,9,アポロメイン,牡5,56,加藤和博,1:37.9,クビ,4-4-4-4,41.7,21.9,9,530(+1),[地]川島豊,（株）ファーストビ,
