Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
8,4,4,テイエムミナンカゼ,牝4,54,山下裕貴,1:31.4,3/4,8-8-8-7,38.1,82.1,7,439(-1),[地]平山宏秀,竹園正繼,
1,7,8,サンローズピンク,牝5,54,山下裕貴,1:29.4,,5-5-4-1,38.1,11.8,5,463(-9),[地]頼本盛行,（同）ＪＰＮ技研,21.0
2,1,1,ブルベアナガイモ,牡3,56,兒島真二,1:31.0,8,6-6-6-5,38.8,5.2,4,481(-4),[地]九日俊光,森中蕃,6.3
3,5,5,メイショウユメジ,牝4,54,山口勲,1:31.1,クビ,1-1-1-2,40.3,3.3,2,420(-20),[地]平山宏秀,北原大史,2.1
4,3,3,ノンストップダイヤ,牝3,54,岡村健司,1:31.3,1,4-3-3-4,40.0,29.3,7,455(+2),[地]池田忠好,成富直行,1.3
5,6,6,テアニン,牝5,54,鮫島克也,1:31.5,1.1/4,2-2-2-3,40.5,2.7,1,482(+9),[地]西久保政,（同）ＪＰＮ技研,0.8
6,7,7,メダカハドコヘ,牝5,54,長田進仁,1:31.8,1.1/2,9-9-8-7,38.9,21.7,6,443(0),[地]中野博,下川明,
7,8,10,モズリンリン,牡5,56,村松翔太,1:32.1,1.1/2,10-10-10-9,38.4,83.1,8,466(+2),[地]土井道隆,酒井孝敏,
8,2,2,ヤシマスマイル,牝5,54,竹吉徹,1:32.4,1.1/2,7-7-7-6,39.6,100.0,9,439(+2),[地]矢野久美,東廣美,
9,8,9,クリノマルボルク,牡5,56,川島拓,1:33.8,7,3-4-5-8,42.0,4.7,3,451(-9),[地]土井道隆,酒井孝敏,
10,4,4,フローレススカイ,牝5,54,倉富隆一,1:33.9,3/4,8-8-9-10,40.7,103.8,10,493(-9),[地]川田孝好,成富直行,
1,7,7,ダノンイーグル,牡4,56,岡村健司,1:28.3,,3-4-1-1,37.7,5.6,2,515(+23),[地]東眞市,酒井孝敏,55.0
2,8,9,フォークローバー,牡4,56,宮下瞳,1:28.5,3/4,5-5-5-4,37.8,1.7,1,431(0),[地]山田徹,成富直行,16.5
3,7,8,ロトスキャンダル,牡4,56,山下裕貴,1:29.0,2.1/2,7-7-3-3,38.3,11.2,6,496(0),[地]真島元徳,国武佳博,5.5
4,6,6,シュダイカ,牝4,54,石川慎将,1:29.1,クビ,2-3-2-2,38.5,9.6,5,466(-1),[地]東眞市,（株）グリーンファ,3.3
5,3,3,カシノエイシ,牡5,56,木之前葵,1:29.2,1/2,9-9-9-6,37.3,7.4,4,582(+4),[地]古賀光範,柏木務,2.2
6,4,4,ハクユウロゼ,牝4,54,別府真衣,1:29.4,1,8-8-8-8,38.1,7.3,3,483(+4),[地]東眞市,Ｈ．Ｉコーポレーション,
7,8,10,カゼノシッポ,牝5,54,出水拓人,1:29.7,1.1/2,6-6-7-5,38.8,182.8,9,452(+1),[地]松島壽,河野能胤,
8,5,5,フルムーンソング,牡5,56,田中直人,1:30.4,4,4-2-4-7,39.8,110.8,8,435(+3),[地]松島壽,村山光弘,
9,2,2,ドリームアチーブ,牡7,56,村松翔太,1:32.8,大,10-10-10-10,39.5,202.3,10,474(+5),[地]井樋明正,西隆久,
10,1,1,イヴノオモイデ,牝4,54,川島拓,1:33.9,6,1-1-6-9,43.4,78.9,7,445(-6),[地]土井道隆,（同）ＪＰＮ技研,
1,5,5,スカーレットベスト,牝4,54,木之前葵,1:31.8,,4-5-5-3,40.0,7.5,4,446(+5),[地]中野博,三岡陽,21.0
2,8,9,キスイン,牝4,54,岡村健司,1:31.8,アタマ,3-3-4-2,40.3,6.4,3,449(+5),[地]池田忠好,梶原哲朗,6.3
3,3,3,ソウシソウアイ,牝3,54,別府真衣,1:31.8,ハナ,1-1-1-1,40.7,2.7,2,481(+6),[地]古賀光範,西村新一郎,2.1
4,7,7,クリノタモンテン,牡3,56,川島拓,1:31.9,1/2,7-7-6-5,40.1,11.9,5,432(-3),[地]中川竜馬,（有）門脇,1.3
5,2,2,クローディーヌ,牝5,54,山下裕貴,1:32.0,3/4,9-9-8-6,39.9,25.6,7,445(-3),[地]西久保政,（同）ＪＰＮ技研,0.8
6,1,1,クラウンムーン,牝5,54,宮下瞳,1:32.1,クビ,2-2-2-4,40.8,2.5,1,467(0),[地]手島勝利,眞保栄稔,
7,8,10,タイセイキーマン,牡4,56,出水拓人,1:32.3,3/4,5-4-3-7,40.9,24.9,6,488(-1),[地]濱田一夫,渋谷忠一,
8,4,4,アラロケ,牝4,54,田中直人,1:33.4,6,8-8-9-8,41.1,36.9,8,407(0),[地]中川竜馬,（有）門脇,
9,7,8,ビートアンドリズム,牝6,54,石川慎将,1:33.4,ハナ,6-6-7-9,41.5,90.4,9,445(+1),[地]中川竜馬,酒井孝敏,
10,6,6,マイネルソラニテ,牡3,56,村松翔太,1:35.1,9,10-10-10-10,41.9,128.5,10,517(-7),[地]土井道隆,酒井孝敏,
1,2,2,ウリュウ,牡3,630,松田道明,1:46.8,,,,2.8,1,1062(+7),[地]村上慎一,大熊金八,12.0
2,1,1,サカノタニカゼ,牡3,630,工藤篤,1:47.9,,,,3.2,2,1018(+12),[地]小林勝二,大阪武,2.4
3,4,4,ブレークスルー,牝3,610,鈴木恵介,1:55.6,,,,24.9,9,1018(+10),[地]大友栄人,高柳稔,1.2
4,6,6,ウィナーキララ,牝3,610,菊池一樹,1:56.2,,,,3.9,3,961(+1),[地]大友栄人,佐藤實,0.7
5,8,8,コウウンリキ,牡3,630,赤塚健仁,2:06.9,,,,20.6,8,905(+5),[地]久田守,渡部忠司,0.4
6,3,3,ダイヤディープ,牡3,630,村上章,2:13.0,,,,18.1,5,894(-10),[地]松井浩文,白田信一,
7,7,7,グレースハンター,牝3,600,竹ヶ原茉,2:13.6,,,,10.4,4,992(+3),[地]大橋和則,竹ヶ原勇,
8,8,9,ヒロノタイシ,牡3,630,西将太,2:15.1,,,,19.3,6,894(+21),[地]今井茂雅,曽我部裕,
9,5,5,キヨノハヤブサ,牝3,610,船山蔵人,2:26.4,,,,20.2,7,945(+7),[地]小北栄一,三浦清人,
1,6,6,クロカミダイヤ,牝2,490,藤本匠,1:43.0,,,,5.1,3,924(+25),[地]小林長吉,南信良,13.0
2,5,5,ソラチノキタイ,牡2,510,松田道明,1:43.9,,,,6.3,4,871(+21),[地]村上慎一,大熊金八,2.6
3,3,3,アカイダイヤ,牡2,510,鈴木恵介,1:44.3,,,,6.8,5,995(+19),[地]大友栄人,高柳稔,1.3
4,1,1,ドラゴンボーイ,牡2,510,西謙一,1:44.7,,,,10.0,7,914(+14),[地]西弘美,小向勝司,0.7
5,7,8,キタノハナマメ,牝2,490,菊池一樹,1:52.0,,,,4.7,1,822(+11),[地]平田義弘,皆川勝之,0.5
6,7,7,ハシノアリーナ,牝2,490,舘澤直央,1:52.3,,,,27.2,10,880(+22),[地]大友栄人,高橋史敏,
7,2,2,バイサイ,牡2,510,船山蔵人,1:56.9,,,,20.3,8,914(+34),[地]谷あゆみ,矢藤秀樹,
8,4,4,カイセイエース,牡2,510,阿部武臣,2:04.9,,,,4.8,2,860(+14),[地]西弘美,近藤昇,
9,8,10,マルオシンザン,牡2,510,村上章,2:08.8,,,,24.4,9,869(+15),[地]鈴木邦哉,扇俊治,
10,8,9,タカラウンカイ,牡2,510,西将太,2:11.7,,,,9.0,6,843(-29),[地]中島敏博,藤田千代,
1,7,8,サカノウィナー,牝2,500,工藤篤,1:34.4,,,,8.0,4,937(+33),[地]西康幸,（株）大阪畜産,15.0
2,7,7,オウゴンノリュー,牡2,520,鈴木恵介,1:35.9,,,,3.1,1,964(0),[地]久田守,稲谷義雄,3.0
3,5,5,アアモンドメガミ,牝2,500,赤塚健仁,1:36.5,,,,10.6,5,944(+6),[地]小林長吉,下内美繪子,1.5
4,1,1,シンエイジョッパリ,牝2,500,菊池一樹,1:37.0,,,,3.6,3,927(+15),[地]久田守,上口詩子,0.9
5,8,9,フレイムバイヤー,セ2,510,西謙一,1:38.3,,,,39.3,7,880(+33),[地]金田勇,今野義雄,0.6
6,8,10,リズム,牝2,500,中山直樹,1:43.7,,,,77.3,9,877(+23),[地]小林長吉,宮田邦子,
7,3,3,ホクショウカップ,牡2,520,阿部武臣,1:45.5,,,,3.5,2,1004(+19),[地]槻舘重人,井内紀子,
8,4,4,ジェイボーイ,牡2,520,藤本匠,1:45.9,,,,47.8,8,902(+17),[地]尾ヶ瀬富,小森唯永,
9,2,2,キタノヒバリ,牝2,500,松田道明,1:49.0,,,,11.0,6,998(+38),[地]村上慎一,三田正眞,
10,6,6,サカノダイヤ,牡2,520,島津新,1:57.7,,,,84.1,10,919(+6),[地]田上忠夫,（株）大阪畜産,
1,,1,Plus Que Parfait,,53.5,サンタナ,1:44.78,,,,---,3,計不,,,
1,5,5,カネササクラ,牝3,610,松田道明,1:43.0,,,,2.7,1,1010(+5),[地]村上慎一,青柳徳行,12.0
2,8,10,サンシルクラポピー,牝3,610,鈴木恵介,1:45.9,,,,4.6,3,1060(-10),[地]鈴木邦哉,川田章博,2.4
3,3,3,カネサコトブキ,牡3,630,藤野俊一,1:46.8,,,,47.1,9,976(+6),[地]長部幸光,渡辺勇,1.2
4,7,8,センリョウバコ,牝3,610,菊池一樹,1:47.3,,,,3.4,2,992(+22),[地]大橋和則,小倉たまき,0.7
5,7,7,ゴールデンミラクル,牡3,630,船山蔵人,1:49.9,,,,15.5,6,988(+4),[地]中島敏博,藤田千代,0.4
6,2,2,インターセプト,牡3,630,渡来心路,1:56.5,,,,25.7,7,1039(-3),[地]久田守,細野俊秀,
7,6,6,ツガルゼンシン,牡3,630,藤本匠,1:59.2,,,,7.8,4,934(-15),[地]岩本利春,須藤信秋,
8,4,4,スペースワン,牡3,630,赤塚健仁,2:04.9,,,,33.3,8,915(-10),[地]中島敏博,杉岡正美,
9,8,9,クイーンドリーマー,牝3,610,西将太,2:05.2,,,,10.9,5,939(-16),[地]今井茂雅,曽我部裕,
10,1,1,コウシュハアモーレ,牡3,630,長澤幸太,2:16.6,,,,130.9,10,982(-1),[地]西邑春夫,広瀬豪,
1,1,1,アオノブラック,牡2,530,阿部武臣,1:25.8,,,,4.4,2,966(+32),[地]金田勇,青山修,16.0
2,5,5,マンテン,牝2,510,村上章,1:34.8,,,,20.0,8,982(+1),[地]服部義幸,村上貴擁俊,3.2
3,3,3,マオノダイマオー,牡2,530,藤本匠,1:37.1,,,,4.4,1,880(+2),[地]松井浩文,秋田忍,1.6
4,4,4,ミラクルカオリ,牝2,510,船山蔵人,1:37.6,,,,9.8,6,850(+3),[地]中島敏博,藤田千代,0.9
5,2,2,トマランサジェット,牡2,530,渡来心路,1:38.8,,,,12.2,7,907(+7),[地]鈴木邦哉,澤谷芳喜,0.6
6,7,7,タケサンツヨイゾ,牡2,530,西将太,1:44.4,,,,5.0,3,1004(+3),[地]中島敏博,（株）北西ファーム,
7,8,8,ハイトップフーガ,牝2,510,西謙一,1:47.7,,,,6.5,5,1030(+17),[地]松井浩文,高山支征,
8,8,9,サカノハマナカ,牡2,530,工藤篤,1:54.7,,,,5.4,4,917(+18),[地]田上忠夫,（株）大阪畜産,
9,6,6,リキカイユウ,牡2,530,菊池一樹,1:57.4,,,,29.9,9,923(-3),[地]谷あゆみ,矢藤秀樹,
1,6,6,セナカ,牡7,650,工藤篤,1:33.2,,,,7.1,3,1104(-16),[地]田上忠夫,（株）大阪畜産,12.0
2,8,10,フナノギムレット,牡4,640,船山蔵人,1:37.4,,,,1.5,1,1020(-10),[地]松井浩文,舩戸勝,2.4
3,7,7,ドントコイ,牡5,650,藤本匠,1:39.7,,,,9.3,4,1060(0),[地]小林長吉,川上優,1.2
4,5,5,ムサシコマ,牡6,650,赤塚健仁,1:42.3,,,,25.6,6,984(+2),[地]久田守,細野俊秀,0.7
5,2,2,マツリダキング,牡4,640,舘澤直央,1:44.4,,,,69.2,10,1052(+12),[地]鈴木邦哉,船山喜勝,0.4
6,3,3,ライデンメルテイ,牝4,620,島津新,1:44.4,,,,6.2,2,1003(+5),[地]岡田定一,田中猛,
7,7,8,キンオーザ,牡4,640,菊池一樹,1:45.8,,,,9.8,5,1018(-10),[地]尾ヶ瀬富,河田剛男,
8,1,1,ピカイチ,牡8,650,村上章,1:46.5,,,,66.4,9,1000(-8),[地]鈴木邦哉,村上貴擁俊,
9,4,4,サカノイサムヒメ,牝4,620,長澤幸太,1:53.1,,,,54.7,8,933(-8),[地]服部義幸,（株）大阪畜産,
10,8,9,ミンナノマルゼン,牡4,640,西将太,2:01.5,,,,39.2,7,1032(-2),[地]松井浩文,高柳稔,
1,1,1,コウシュハルパン,牡5,660,赤塚健仁,1:38.3,,,,35.0,7,1024(-2),[地]松井浩文,広瀬豪,13.0
2,2,2,フジノウンカイ,牝5,640,藤野俊一,1:38.5,,,,8.1,4,1045(-3),[地]谷あゆみ,中島雅也,2.6
3,5,5,コウシュハアレッポ,牝5,640,藤本匠,1:41.9,,,,2.6,2,990(+6),[地]大友栄人,広瀬豪,1.3
4,8,9,ラッセルクイン,牝5,640,村上章,1:44.7,,,,21.6,5,1020(+13),[地]岡田定一,森信成,0.7
5,8,10,ミツボシ,牡7,660,長澤幸太,1:45.5,,,,5.7,3,1010(+12),[地]服部義幸,長澤幸男,0.5
6,6,6,スーパータイホウ,牡5,660,西謙一,1:47.8,,,,2.5,1,1070(-3),[地]西弘美,（有）ミヤビ通商,
7,3,3,サダノワークス,牡8,660,舘澤直央,1:55.0,,,,40.4,9,972(+3),[地]西弘美,加茂善定,
8,7,7,ホクショウゼウス,牡4,650,鈴木恵介,1:57.1,,,,40.2,8,1004(-5),[地]槻舘重人,井内紀子,
9,7,8,シマノシンザン,牡7,660,阿部武臣,1:57.4,,,,26.6,6,1020(-7),[地]坂本東一,佐藤範宏,
10,4,4,イワフネチャタ,牡5,660,島津新,2:11.2,,,,41.7,10,1049(+4),[地]鈴木邦哉,船山喜勝,
1,,3,Skalleti,セ3,54.5,オラーニ,2:00.97,,,,---,,計不,[外]レニエ,Jean-Claude Seroul,
1,6,6,カネサスペシャル,牡4,685,島津新,1:37.9,,,,16.0,6,1069(+11),[地]村上慎一,坂井秀彰,18.0
2,5,5,ジェイワン,牡4,685,鈴木恵介,1:38.8,,,,5.4,3,1131(+7),[地]槻舘重人,小森唯永,3.6
3,7,7,メジロゴーリキ,牡4,690,長澤幸太,1:40.6,,,,1.9,1,1188(-2),[地]岡田定一,広瀬豪,1.8
4,3,3,カネゾウ,牡7,695,赤塚健仁,1:50.6,,,,14.2,5,960(-8),[地]久田守,細野俊秀,1.0
5,1,1,アサヒリュウセイ,牡9,700,西謙一,1:51.9,,,,9.3,4,1083(+9),[地]松井浩文,（株）大阪畜産,0.7
6,4,4,ソウクンボーイ,牡8,705,村上章,1:52.8,,,,24.6,7,1113(-5),[地]西邑春夫,石橋強,
7,2,2,バウンティハンター,牡6,690,藤野俊一,1:54.4,,,,3.9,2,1138(-17),[地]金田勇,高橋健二,
8,8,8,スーパータイトル,牡8,695,工藤篤,1:57.2,,,,54.0,8,1040(+4),[地]金田勇,駒井鉄雄,
1,2,2,センゴクエース,牡6,745,工藤篤,1:47.1,,,,2.0,2,1162(0),[地]槻舘重人,千石貞子,32.0
2,1,1,マルミゴウカイ,牡5,745,藤野俊一,1:52.3,,,,2.0,1,1118(0),[地]槻舘重人,宮本康弘,8.0
3,4,4,フジダイビクトリー,牡10,735,西将太,1:55.0,,,,5.5,3,1086(-8),[地]中島敏博,（株）三上建設,3.8
4,5,5,マツカゼウンカイ,牡4,735,藤本匠,1:57.2,,,,22.1,5,1060(+4),[地]松井浩文,高柳稔,2.5
5,3,3,セイコークイン,牝8,715,船山蔵人,2:32.9,,,,16.0,4,1142(+10),[地]岡田定一,森信成,1.6
1,8,8,ヒラニワ,牡8,640,西謙一,1:50.7,,,,2.9,1,946(+7),[地]服部義幸,伊藤敏彦,12.0
2,2,2,シンエイシルビア,牝5,620,山本正彦,1:57.9,,,,3.4,2,1050(+4),[地]小林勝二,福森清,2.4
3,4,4,フクスケ,牡5,640,菊池一樹,1:58.9,,,,13.1,6,1072(+11),[地]服部義幸,中山一行,1.2
4,5,5,テシオキャップ,牡9,640,赤塚健仁,2:08.1,,,,19.3,7,963(-6),[地]長部幸光,渡辺勇,0.7
5,7,7,キンリュウザン,牡5,640,中山直樹,2:09.0,,,,66.3,8,1041(-18),[地]尾ヶ瀬富,ＪＳファーム（株）,0.4
6,3,3,タカシマミライ,牡4,630,村上章,2:09.8,,,,6.8,5,1073(+7),[地]村上慎一,大阪武,
7,6,6,セトノブツリュウ,牡8,640,長澤幸太,2:09.8,,,,6.7,4,1010(+15),[地]服部義幸,松田勲,
8,1,1,ダイホウサク,牡9,640,島津新,2:15.4,,,,5.3,3,1002(+9),[地]林豊,細川貞夫,
2,,4,ブルーム,牡2,57,ムーア,1:39.1,,,,---,4,計不,[外]オブライ,Michael Tabor & Derrick Smith & Mrs John Magnier,
1,,10,Enable,牝4,58,デットー,2:29.24,,,,1.7,1,計不,[外]ゴスデン,K Abdullah,
5,,3,カプリ,牡4,59.5,Ｄ．オブ,2:29.7,1.1/2,,,70.1,11,計不,[外]オブライ,,
1,,13,One Master,牝4,56.5,ブドー,1:20.2,,,,---,9,計不,[外]ハガス,Lael Stables,
1,4,8,ロマンティコ,牡2,55,ルメール,1:36.9,,1-1,37.6,1.1,1,526(-2),[東]藤沢和雄,多田信尊,500.0
2,5,10,コスモハヤテ,牡2,55,柴田大知,1:38.0,7,13-11,37.3,245.7,14,446(0),[東]小野次郎,ビッグレッドファーム,200.0
3,3,6,ヘルニーニョアキラ,牡2,55,丹内祐次,1:38.5,3,5-5,38.8,37.9,6,468(-12),[東]武市康男,ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス,130.0
4,8,15,ナックアポロン,牡2,55,大野拓弥,1:38.9,2.1/2,8-7,39.0,25.5,5,494(-6),[東]杉浦宏昭,小松欣也,75.0
5,4,7,リワードアンヴァル,牡2,55,蛯名正義,1:39.1,1.1/4,8-8,38.9,10.3,2,490(+6),[東]藤原辰雄,宮崎冴子,50.0
6,6,11,シバハマ,牡2,55,黛弘人,1:39.5,2.1/2,2-2,40.1,92.4,9,496(0),[東]和田正一,スピードファーム,
7,7,14,ヨンク,牡2,55,石川裕紀,1:40.1,3.1/2,5-5,40.4,11.0,3,480(-4),[東]小笠倫弘,古川智洋,
8,5,9,チャンダナ,牝2,54,伴啓太,1:40.2,1/2,12-11,39.6,187.4,12,462(0),[東]粕谷昌央,ターフ・スポート,
9,3,5,ニューツーリズム,牡2,55,田辺裕信,1:40.2,アタマ,16-16,38.6,49.8,7,478(+2),[東]黒岩陽一,吉田晴哉,
10,1,2,デルマエトワール,牝2,52,菊沢一樹,1:40.3,クビ,3-4,40.7,16.8,4,478(-10),[東]菊沢隆徳,浅沼廣幸,
11,8,16,ブラックアルテミス,牝2,52,横山武史,1:40.3,クビ,3-2,40.9,192.2,13,422(-12),[東]柴田政人,黒澤尚,
12,2,4,セイウンメラビリア,牝2,54,松岡正海,1:40.7,2.1/2,8-8,40.6,151.9,10,456(-6),[東]中舘英二,西山茂行,
13,7,13,タトゥーアリ,牡2,52,山田敬士,1:40.7,アタマ,8-10,40.3,270.6,15,532(0),[東]小桧山悟,アフロｉｎＥｌＰａｓｏ,
14,2,3,エリーグローリー,牝2,54,和田竜二,1:43.7,大,5-13,42.8,87.1,8,458(+2),[東]高橋文雅,谷川正純,
15,6,12,バジェネロアスール,牡2,54,武藤雅,1:44.4,4,13-14,43.3,380.4,16,456(+4),[東]武藤善則,アスール,
16,1,1,シゲルピカピカ,牝2,54,丸田恭介,1:45.1,4,15-15,43.8,184.9,11,460(+4),[東]石毛善彦,森中蕃,
1,3,5,エルピド,牡2,55,勝浦正樹,1:18.7,,3-3,36.6,14.4,4,450(+6),[東]田村康仁,ディアレストクラブ,500.0
2,8,16,フランシス,牝2,54,丹内祐次,1:18.7,クビ,1-1,36.9,39.4,8,470(+4),[東]竹内正洋,田島榮二郎,200.0
3,4,8,ラブヴィサージュ,牝2,54,西田雄一,1:19.2,3,2-2,37.3,48.6,10,454(-2),[東]蛯名利弘,荻伏服部牧場,130.0
4,5,10,ロードシュタルク,牡2,53,横山武史,1:19.5,1.3/4,3-3,37.4,130.6,13,434(+8),[東]高柳瑞樹,ロードホースクラブ,75.0
5,2,3,ニシノオウキ,牡2,55,田辺裕信,1:19.5,クビ,5-5,37.1,3.0,1,468(+8),[東]尾形和幸,西山茂行,50.0
6,6,12,アンジェリーブル,牝2,54,三浦皇成,1:19.7,1,5-5,37.3,3.6,2,424(-8),[東]藤原辰雄,グランド牧場,
7,2,4,ベルウッドヒビキ,牡2,55,黛弘人,1:19.7,クビ,8-8,37.1,47.6,9,466(+6),[東]和田雄二,鈴木照雄,
8,5,9,シゲルエメラルド,牡2,55,丸山元気,1:19.8,1/2,14-14,36.1,18.2,6,508(+4),[東]伊藤圭三,森中蕃,
9,4,7,イデアノオモイ,牝2,52,菊沢一樹,1:19.8,ハナ,12-13,36.4,26.7,7,430(-4),[東]柄崎孝,益田修一,
10,7,14,グレートデー,牡2,55,戸崎圭太,1:19.9,クビ,10-10,36.9,4.0,3,486(+6),[東]加藤和宏,スピードファーム,
11,3,6,コパノサンデー,セ2,53,藤田菜七,1:20.2,2,14-14,36.5,102.5,12,432(+12),[東]和田勇介,小林照弘,
