Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
12,5,5,ツルマルホクト,牡8,56,平原透雄,1:31.3,ハナ,10-11-11-11,39.8,387.0,12,502(-10),[地]長南和宏,山本晋也,
1,7,7,シャトーザール,牡5,56,川原正一,1:32.8,,7-7-2-2,40.1,1.7,1,452(-3),[地]山本和之,円城幸男,25.0
2,3,3,メイショウタイリン,牝4,54,大柿一真,1:33.3,3,8-8-2-3,40.4,5.9,3,451(-3),[地]小牧毅,松本好雄,6.3
3,8,9,メノトマイティー,牝4,54,吉村智洋,1:33.3,ハナ,2-2-1-1,40.9,5.9,2,467(+5),[地]小村正也,（同）ＪＰＮ技研,3.0
4,8,8,ホクザンショコラ,牝3,54,鴨宮祥行,1:34.2,5,5-5-7-7,41.4,9.2,4,451(0),[地]橋本忠明,木本辰也,2.0
5,6,6,ホクセツタイガー,牡7,56,小谷周平,1:34.4,1,9-9-5-6,41.4,37.5,8,445(+3),[地]稻田彰宏,平島尚武,1.3
6,1,1,クリノヘイロー,牡7,56,杉浦健太,1:34.7,1.3/4,6-6-9-8,41.7,50.4,9,476(0),[地]大石省三,栗本守,
7,2,2,ユキノクレオパトラ,牝5,54,西川進也,1:34.8,3/4,4-4-5-4,42.1,10.7,5,441(-4),[地]西川精治,松岡幸男,
8,4,4,ジューンシャイン,牝3,54,平原透雄,1:35.8,6,1-1-4-5,43.4,13.2,6,430(+5),[地]田村彰啓,吉川潤,
9,5,5,マリンブルー,牝3,54,大山真吾,1:35.8,ハナ,3-3-7-9,43.1,32.1,7,449(+3),[地]土屋洋之,小野博郷,
1,4,4,エイシンサンタフェ,牝3,54,吉村智洋,1:32.5,,10-9-5-2,39.9,5.2,3,487(-5),[地]橋本忠男,平井克彦,25.0
2,8,10,ヴォーグジャック,牝6,55,中田貴士,1:32.7,3/4,6-6-4-5,40.4,4.0,2,466(+1),[地]野田忍,岡本敞司,6.3
3,7,7,トーコーメロディ,牝4,54,大山真吾,1:32.8,3/4,3-3-1-4,40.6,1.8,1,458(+3),[地]吉行龍穂,森田藤治,3.0
4,2,2,ユノスパーダ,牡3,55,小谷周平,1:33.3,3,2-2-1-1,41.2,10.8,4,485(+4),[地]雑賀伸一,平賀真吾,2.0
5,3,3,プレシャスエリー,牝7,54,山崎雅由,1:33.7,2.1/2,1-1-1-2,41.7,12.4,5,497(+10),[地]田中道夫,高橋弘充,1.3
6,8,9,ホープインザスカイ,牡3,55,下原理,1:33.7,アタマ,8-8-8-7,40.9,222.9,10,412(+13),[地]岡田利一,稲田拓治,
7,5,5,ミキノデイジー,牝3,54,渡瀬和幸,1:34.0,1.1/2,5-5-7-8,41.5,24.5,6,435(+10),[地]大石省三,谷口久和,
8,6,6,エナーキー,牝4,54,高畑皓一,1:34.1,1/2,8-9-10-10,41.2,144.4,9,455(+10),[地]坂本和也,山本佳彦,
9,1,1,セナリオパレス,牝6,54,松浦政宏,1:34.3,1.1/2,4-4-6-6,42.0,38.2,7,446(+3),[地]小牧毅,小林量,
10,7,8,コトウッドテール,牝3,54,平原透雄,1:34.5,3/4,7-7-8-9,41.9,55.7,8,427(-1),[地]長南和宏,梶正典,
1,7,7,ヤマノボンバー,牡4,57,松浦政宏,1:54.3,,1-1-1-1,41.3,1.7,1,453(+3),[地]野田忍,沢村敏雄,70.0
2,1,1,クリノハナミチ,牡6,56,下原理,1:55.2,5,1-1-2-2,42.2,2.9,2,492(+2),[地]橋本忠明,栗本八江,17.5
3,3,3,ステーキ,牡5,56,中田貴士,1:55.4,1.1/2,1-1-3-3,42.1,5.1,3,506(-8),[地]橋本忠明,雜古隆夫,8.4
4,2,2,シルクイングレイヴ,セ6,56,小谷周平,1:55.4,アタマ,5-4-5-5,41.7,28.2,5,434(-6),[地]雑賀伸一,徳本要,5.6
5,5,5,ガッテンキャンパス,牡6,56,永島太郎,1:55.6,1,7-7-4-4,41.6,15.3,4,460(+10),[地]橋本忠明,栗本八江,3.5
6,6,6,アロウィーバイオ,牡5,56,川原正一,1:55.7,1/2,4-5-6-6,41.7,29.3,6,494(+2),[地]山本和之,バイオ,
7,4,4,ブルーイングリーン,牡6,56,松本幸祐,1:58.4,大,5-6-7-7,44.2,103.6,7,487(+3),[地]三宅直之,（株）ファーストビ,
1,6,7,フェリックス,牡4,57,下原理,1:53.9,,6-6-1-1,39.0,2.5,1,503(-2),[地]新子雅司,馬場三四郎,30.0
2,1,1,タガノポジターノ,牡3,55,笹田知宏,1:54.2,1.3/4,3-4-5-4,39.5,45.9,7,480(-3),[地]碇清次郎,崎川美枝子,7.5
3,2,2,ヒラボクローレル,セ7,56,板野央,1:54.5,2,1-1-3-3,40.0,104.7,11,465(0),[地]西村守幸,（株）ファーストビ,3.6
4,8,12,ドルチェレガート,セ4,56,川原正一,1:54.5,ハナ,3-3-1-2,39.7,3.7,3,457(+7),[地]柏原誠路,岡田牧雄,2.4
5,4,4,プラウドウルフ,牡4,56,山田雄大,1:54.6,クビ,8-9-6-5,39.4,2.6,2,477(+3),[地]吉行龍穂,鈴木芳夫,1.5
6,5,6,ディスフルーテ,牝3,54,永島太郎,1:55.3,4,9-8-8-7,40.1,127.0,12,462(+3),[地]田村彰啓,佐野篤志,
7,3,3,マルシゲサムライ,牡5,56,宮下康一,1:55.5,3/4,5-5-9-9,40.4,70.6,10,446(+1),[地]織田誠,（株）ファーストビ,
8,5,5,ブレイブミノル,牡3,55,松浦政宏,1:55.6,1/2,7-7-7-8,40.6,44.2,6,493(+10),[地]新井隆太,吉岡實,
9,8,11,アラムナス,牡5,56,高畑皓一,1:55.7,3/4,12-12-10-10,40.0,49.3,8,521(+1),[地]松浦正勝,山本晋也,
10,7,9,ハーティタイトル,牝3,54,杉浦健太,1:55.8,クビ,2-2-4-5,41.1,29.6,5,460(+8),[地]坂井光政,桑原幸治,
11,7,10,ミスターグランプリ,牡4,56,大山真吾,1:56.4,3.1/2,10-11-12-11,40.4,53.8,9,486(+7),[地]保利良平,薪浦政彦,
12,6,8,ミヤビファルネーゼ,牡7,56,吉村智洋,1:56.5,クビ,11-10-10-11,40.9,14.9,4,483(+6),[地]山口浩幸,冨田藤男,
1,5,6,モズミステイク,牡3,55,松浦政宏,1:29.7,,11-11-6-4,38.2,24.2,6,457(-1),[地]小牧毅,谷間修裕,35.0
2,8,11,ユウキエナージー,牝3,54,杉浦健太,1:29.8,1/2,4-4-3-1,39.4,1.4,1,475(+3),[地]新井隆太,羽地律雄,8.8
3,6,7,ジョージバジー,牡4,56,大柿一真,1:30.5,4,5-5-4-5,40.0,60.9,9,447(+3),[地]田中道夫,高橋弘充,4.2
4,8,12,チャンドニ,牡3,55,鴨宮祥行,1:30.9,2.1/2,2-2-2-3,40.7,7.2,2,479(+11),[地]橋本忠明,雜古隆夫,2.8
5,5,5,ケイブキューブ,牝6,52,小山裕也,1:30.9,アタマ,12-12-10-9,39.4,203.7,12,485(-2),[地]盛本信春,野島泰,1.8
6,2,2,マイネアバンガルド,牝4,54,平原透雄,1:31.0,クビ,1-1-1-1,40.9,10.6,4,475(-1),[地]長南和宏,山本晋也,
7,4,4,ライトパープル,牡4,56,川原正一,1:31.2,3/4,6-6-7-6,40.3,7.3,3,495(+5),[地]田中範雄,林知佐子,
8,7,10,ユニバーサルキング,セ5,56,山崎雅由,1:31.3,1/2,8-8-9-10,40.1,45.2,8,489(+1),[地]南弘樹,山崎和哉,
9,3,3,ユーガッタフレンド,牡4,56,大山真吾,1:31.5,1,10-9-12-11,40.0,32.9,7,500(0),[地]土屋洋之,（有）宮内牧場,
10,1,1,マサタケシャトー,牝3,54,小谷周平,1:31.6,3/4,7-7-8-6,40.7,22.3,5,470(+1),[地]小村正也,岡田誠治,
11,6,8,アップルクラウン,牝4,54,吉村智洋,1:32.7,7,9-9-10-12,41.4,62.0,10,465(+8),[地]飯田良弘,平口信行,
12,7,9,マイネルヴェルト,牡4,56,下原理,1:33.1,2.1/2,3-3-5-8,42.7,190.2,11,480(+1),[地]長南和宏,大嶋晃一,
1,,6,My Dream Boat,,,オニール,1:36.6,,,,---,15,計不,,,
1,8,9,マイティーフライ,牝3,54,川原正一,1:33.3,,1-1-1-1,39.9,1.2,1,440(+8),[地]長南和宏,山田裕史,25.0
2,1,1,コホウノカガヤキ,牝7,54,西川進也,1:33.6,1.1/2,8-8-5-4,39.2,22.2,4,457(+7),[地]西川精治,（有）ミドルアイラ,6.3
3,5,5,アイファーニーニャ,牝4,54,永島太郎,1:34.1,3,9-9-9-5,39.5,5.4,2,422(+1),[地]屋敷和彦,中島稔,3.0
4,8,8,リコーファントム,セ6,56,山田雄大,1:34.4,1.3/4,2-2-2-2,40.8,24.8,5,482(0),[地]黒田隆男,（株）ファーストビ,2.0
5,7,7,カワヅサクラ,牝4,54,鴨宮祥行,1:34.5,3/4,3-3-3-3,40.8,11.7,3,452(+2),[地]栗林徹治,三木計一,1.3
6,6,6,トキメキブンブン,牝4,54,松本幸祐,1:35.0,3,7-7-8-8,40.5,54.1,7,455(+1),[地]大石省三,阿部和男,
7,2,2,カインドネス,牝3,54,平原透雄,1:35.3,1.3/4,6-6-6-7,41.0,68.6,8,446(+1),[地]長南和宏,梶正典,
8,3,3,クィーンストーリー,牝5,54,小谷周平,1:35.8,3,5-5-7-9,41.6,147.1,9,443(+6),[地]溝橋利喜,組）オールザベスト組,
9,4,4,スカーレットロマン,牡3,55,宮下康一,1:35.9,3/4,3-3-4-5,42.2,38.5,6,443(+13),[地]南弘樹,（有）稲葉牧場,
1,8,10,ハッピーポケット,牝5,54,竹村達也,1:30.7,,1-1-1-1,40.0,7.3,4,489(+2),[地]長南和宏,平田真也,25.0
2,1,1,スペシャリテ,牝4,54,下原理,1:31.2,3,3-3-3-2,40.1,4.6,2,440(+9),[地]新井隆太,新木鈴子,6.3
3,2,2,アポロフライ,牝3,54,吉村智洋,1:31.7,3,10-9-3-3,40.0,29.6,7,450(-4),[地]小村正也,岡田義雄,3.0
4,7,8,ヘヴンリームーン,牝5,54,松浦政宏,1:32.0,1.1/2,2-2-2-4,41.1,2.0,1,472(+1),[地]田中道夫,松岡幸男,2.0
5,8,9,トウケイチーター,牡3,55,永島太郎,1:32.1,1/2,7-8-7-6,39.9,4.9,3,436(-4),[地]住吉朝男,木村信彦,1.3
6,4,4,バトルトウショウ,牝5,54,板野央,1:32.2,3/4,8-6-5-5,40.5,15.8,6,441(+5),[地]荒山義則,田中英昭,
7,3,3,エスケイタイガー,牡6,56,瀬沢宙,1:32.4,1,9-10-8-8,39.9,195.1,10,455(+1),[地]屋敷和彦,（有）ミドルアイラ,
8,5,5,バトルミュートゥス,牡4,56,大山真吾,1:32.8,2.1/2,5-4-6-7,41.3,14.5,5,430(+3),[地]田中範雄,宮川秋信,
9,6,6,コマンドアゲン,牡7,56,小谷周平,1:33.4,4,4-5-8-9,41.5,71.2,8,464(+4),[地]稻田彰宏,角山喜信,
10,7,7,ツヤマル,牡5,56,鴨宮祥行,1:34.1,4,6-6-8-10,42.0,71.2,8,445(-14),[地]高馬元紘,安高清一郎,
1,,1,Almanzor,牡2,57.2,スミヨン,1:41.80,,,,---,1,計不,[外]ＪＣ．ル,,
1,8,8,アートオブタイム,牝2,54,松井伸也,1:02.3,,1-1,37.4,2.1,1,436(+8),[地]小野望,岡田隆寛,30.0
2,8,9,マルメロ,牡2,54,井上俊彦,1:02.7,2,5-5,37.3,7.0,4,440(+2),[地]林和弘,（有）吉田牧場,6.0
3,7,7,ベターオフ,牝2,54,伊藤千尋,1:02.9,1,3-2,37.6,2.9,2,412(+2),[地]石本孝博,（有）ホースケア,4.5
4,2,2,ルンタウポポ,牡2,54,藤井勘一,1:02.9,クビ,3-4,37.6,6.5,3,446(+2),[地]米川昇,藤村伸次,3.0
5,6,6,アプリーレ,牡2,54,宮崎光行,1:02.9,クビ,5-5,37.5,53.5,7,418(+4),[地]米川伸也,大矢時夫,1.5
6,1,1,ワンダフルキッス,牝2,54,阪野学,1:03.5,3,7-7,37.9,19.8,6,442(0),[地]田中正二,近藤英二,
7,5,5,ラピッドプロセス,牝2,54,五十嵐冬,1:03.5,ハナ,2-2,38.3,17.3,5,418(-2),[地]桑原義光,高山直樹,
8,4,4,ベニノビリーブ,牝2,54,桑村真明,1:04.2,3,8-7,38.4,115.2,9,466(0),[地]千葉津代,紅谷,
9,3,3,ヤマヨハッピ,牝2,54,黒沢愛斗,1:04.8,3,9-9,38.0,80.9,8,448(-2),[地]恵多谷豊,杉山義行,
1,5,5,ヤマニンボレアル,牡4,56,石川倭,1:50.6,,1-1-1-1,40.3,1.5,1,512(-6),[地]安田武広,土井睦秋,30.0
2,3,3,エアカページ,牡4,56,藤井勘一,1:50.6,クビ,4-4-4-3,39.4,2.8,2,522(+4),[地]田中淳司,ラッキーフィールド,6.0
3,1,1,アルポケット,牡5,56,松井伸也,1:50.7,クビ,7-7-6-6,38.7,5.4,3,450(0),[地]千葉津代,冨沢敦子,4.5
4,6,6,ゲラーデ,牡4,56,岩橋勇二,1:50.9,1,6-6-2-2,40.4,26.4,4,452(0),[地]田中淳司,中村博亮,3.0
5,7,7,バゴラグーン,牝4,54,桜井拓章,1:52.3,7,3-2-3-4,41.3,44.9,5,436(+10),[地]林和弘,萩沢俊雄,1.5
6,4,4,ゴールドファイヤー,牝4,54,山本咲希,1:54.0,8,2-2-4-5,42.8,96.1,6,440(+10),[地]柳沢好美,（同）ＪＰＮ技研,
7,2,2,バリバリ,牡6,56,馬渕繁治,1:55.2,6,4-4-6-7,43.2,100.2,7,460(-2),[地]山中静治,（同）ＪＰＮ技研,
1,8,10,レイホーウエーブ,牡2,54,伊藤千尋,1:14.2,,2-2,37.1,2.4,1,454(+8),[地]田中正二,永井啓弍,30.0
2,7,8,マッサンゴールド,牡2,54,井上幹太,1:14.7,2.1/2,3-3,37.3,15.8,5,450(-2),[地]岡島玉一,大久保和夫,6.0
3,1,1,オリオンエール,牝2,54,石川倭,1:15.8,5,5-4,38.1,2.6,2,460(+2),[地]安田武広,柴田栄,4.5
4,8,9,ディーズボーラー,牝2,51,山本咲希,1:16.2,2,1-1,39.3,16.4,6,454(+6),[地]松本隆宏,秋谷寿之,3.0
5,5,5,エイシンピリカ,牝2,54,阪野学,1:16.4,3/4,4-4,38.8,5.9,3,456(+2),[地]田中正二,平井克彦,1.5
6,3,3,フォルスクリール,牡2,54,服部茂史,1:16.8,2,7-6,38.8,8.4,4,474(-10),[地]川島洋人,杉山忠国,
7,7,7,マイビーナス,牝2,54,阿部龍,1:16.9,3/4,9-9,38.7,41.2,7,426(0),[地]田部和則,荒木克己,
8,4,4,ティキ,牝2,54,松井伸也,1:17.2,1.1/2,10-10,38.8,57.7,8,462(0),[地]斉藤正弘,（有）アシスタント,
9,2,2,ハッピーチャージ,牝2,54,亀井洋司,1:17.3,3/4,8-6,39.2,91.4,10,416(+12),[地]恵多谷豊,高野孝允,
10,6,6,トーイドン,牡2,54,黒沢愛斗,1:19.1,9,6-6,41.2,78.1,9,428(+6),[地]黒川智貴,伊藤捷一,
1,7,7,サトノギャラクシー,牡3,56,桑村真明,1:49.0,,7-7-4-3,38.5,1.4,1,528(+4),[地]角川秀樹,里見治,20.0
2,8,8,ホーチャム,牝3,54,石川倭,1:49.2,1,3-3-1-1,39.1,12.3,4,488(0),[地]原孝明,吉田安惠,4.0
3,1,1,エアスワッグ,牡4,56,服部茂史,1:50.0,4,6-6-7-5,39.2,4.9,2,504(+2),[地]田中淳司,ラッキーフィールド,3.0
4,5,5,パスファインダー,牡4,56,宮崎光行,1:50.1,1/2,8-8-7-5,39.3,5.6,3,478(-2),[地]松本隆宏,吉田勝利,2.0
5,2,2,ブライハイド,牡5,56,阿部龍,1:50.3,1,9-9-9-9,39.2,53.2,7,474(0),[地]佐藤英明,伊達敏明,1.0
6,8,9,マイネルカヴァータ,牡3,56,松井伸也,1:50.4,クビ,4-5-4-7,39.9,26.4,5,456(+2),[地]斉藤正弘,杉浦和也,
7,4,4,ナーゴナーゴユーリ,牝4,54,水野翔,1:50.6,1,1-2-1-1,40.5,34.4,6,398(+4),[地]村上正和,石川美代子,
8,3,3,アヅマアンビシャス,牝8,51,山本咲希,1:51.8,6,1-1-3-3,41.6,194.9,9,496(+10),[地]安田武広,門別敏朗,
9,6,6,ロールスブリス,牝4,54,亀井洋司,1:52.3,2.1/2,4-4-6-8,41.7,150.2,8,462(-6),[地]若松平,荒井克英,
1,5,5,シルバーラッシュ,牡2,54,井上俊彦,1:53.0,,4-4-4-4,38.4,2.2,1,506(+4),[地]原孝明,槇本牧場,30.0
2,4,4,タイセイソレイユ,牡2,54,宮崎光行,1:53.0,アタマ,3-3-3-2,38.6,10.9,4,452(-4),[地]田中淳司,田中成奉,6.0
3,2,2,ピックミーアップ,牡2,54,服部茂史,1:53.3,1.1/2,1-1-1-1,39.3,2.3,2,458(+2),[地]田中淳司,山口裕介,4.5
4,6,6,カモンマッサン,牡2,54,阿部龍,1:54.0,4,6-5-4-4,39.4,5.7,3,544(+4),[地]角川秀樹,沖田方子,3.0
5,3,3,テツワンイナキチ,牡2,54,桑村真明,1:54.5,2.1/2,2-2-2-2,40.3,11.9,5,452(-10),[地]山田和久,黒木剛,1.5
6,1,1,センスアーレ,牝2,54,山本聡紀,1:56.7,大,4-5-6-6,40.9,40.4,6,422(+4),[地]小国博行,（株）Ｎｉｃｋｓ,
1,4,4,グッドフォーユー,牝2,54,松井伸也,1:01.4,,3-3,36.9,3.7,3,444(0),[地]斉藤正弘,（有）グランド牧場,150.0
2,8,9,リコーパンター,牝2,54,服部茂史,1:01.5,1/2,4-4,36.9,3.7,2,490(0),[地]佐久間雅,土橋正雄,30.0
3,8,8,ニャチャン,牝2,54,石川倭,1:01.7,1,1-1,38.0,28.5,7,470(0),[地]原孝明,大久保和夫,22.5
4,5,5,シャンパンダイヤ,牝2,54,阿部龍,1:03.5,9,5-7,38.6,4.6,4,414(0),[地]桧森邦夫,熊沢千明,15.0
5,3,3,スマートセレス,牡2,54,岩橋勇二,1:03.7,1,2-2,39.8,3.5,1,440(0),[地]田中淳司,大川徹,7.5
6,1,1,シルバークィーン,牝2,54,伊藤千尋,1:04.2,2.1/2,5-5,39.3,29.8,8,392(0),[地]佐久間雅,キヨタケ牧場,
7,6,6,ツキノヒカリ,牝2,54,亀井洋司,1:04.3,1/2,7-5,39.2,68.6,9,402(0),[地]原孝明,（有）カミイスタッ,
8,7,7,タカノマイタケ,牡2,54,桑村真明,1:05.5,6,8-8,40.2,13.5,5,430(0),[地]角川秀樹,高橋和彦,
9,2,2,ソレイユジェルム,牝2,54,黒沢愛斗,1:08.4,大,9-9,42.1,14.9,6,352(0),[地]佐藤英明,井田荘一郎,
1,6,6,ケイティマーヤ,牝2,54,伊藤千尋,1:01.1,,3-3,36.4,4.2,3,462(+22),[地]田中正二,船越伸也,30.0
2,3,3,クラベエ,牡2,54,水野翔,1:01.4,1.1/2,1-1,36.9,2.8,1,456(0),[地]村上正和,倉見利弘,6.0
3,1,1,ワカバマーク,牝2,54,藤井勘一,1:02.3,4,3-4,37.6,56.6,6,484(+16),[地]柳沢好美,長浜和也,4.5
4,5,5,サンサンヒマワリ,牝2,51,山本咲希,1:02.5,1,5-5,37.3,3.0,2,416(-2),[地]桧森邦夫,西森鶴,3.0
5,8,8,エムオーターボー,牡2,54,桑村真明,1:03.1,3,6-6,37.7,5.0,4,490(-6),[地]角川秀樹,大浅貢,1.5
6,2,2,プリモプレスト,牝2,54,阿部龍,1:03.7,3,1-1,39.2,9.4,5,408(-2),[地]国信満,勝山隆造,
7,7,7,ユウキリンリン,牝2,54,小林靖幸,1:05.1,7,8-8,39.0,214.0,7,422(+4),[地]安田武広,藤沢澄雄,
8,4,4,ポートカナベラル,牝2,54,桜井拓章,1:05.3,1,7-7,39.8,214.0,7,414(-2),[地]石本孝博,（有）ホースケア,
1,4,4,イケノパシスタ,牝2,54,阿部龍,1:14.3,,2-2,38.2,4.0,2,466(0),[地]角川秀樹,池添安雄,30.0
2,3,3,ネスター,牡2,54,松井伸也,1:14.3,アタマ,1-1,38.4,1.8,1,444(-4),[地]小野望,（有）アシスタント,6.0
3,2,2,ワタシヲミテネ,牝2,54,桑村真明,1:14.8,2.1/2,5-3,38.3,41.5,7,378(+10),[地]川島洋人,（有）高村牧場,4.5
4,8,9,ストーミーダンディ,牡2,54,黒沢愛斗,1:15.1,1.1/2,6-4,38.5,20.9,6,434(+8),[地]恵多谷豊,安味宣光,3.0
5,7,7,アラノボル,牡2,54,沼沢英知,1:15.3,1,9-9,37.2,5.8,3,440(-6),[地]米川昇,荒木正博,1.5
6,6,6,アルプスガイド,牝2,54,服部茂史,1:15.3,アタマ,7-7,38.6,8.3,4,440(0),[地]小国博行,小林勝,
7,8,8,スピッツベルゲン,牡2,54,石川倭,1:16.8,7,3-4,40.5,80.9,9,452(-2),[地]米川昇,西村知也,
8,5,5,カネショウアタック,牡2,54,宮崎光行,1:17.7,4,3-6,41.4,55.2,8,450(+4),[地]松本隆宏,（有）カネショウ,
9,1,1,アルカンジュエール,牝2,51,山本咲希,1:18.6,4,8-7,41.7,17.4,5,434(+8),[地]松本隆宏,山口明彦,
1,8,8,ブリリアントミノル,牡4,56,石川倭,1:36.2,,1-2-2-2,39.2,5.4,3,466(0),[地]米川昇,吉岡實,20.0
2,5,5,ブライティアギャル,牝3,54,松井伸也,1:36.2,クビ,1-1-1-1,39.3,3.3,2,462(+4),[地]山口竜一,小林昌志,4.0
3,7,7,リンノメサイア,牝3,54,井上俊彦,1:36.7,2.1/2,3-3-3-2,39.5,2.9,1,500(+6),[地]林和弘,林正夫,3.0
4,3,3,ブラックバスター,牡3,56,服部茂史,1:36.8,3/4,9-9-5-6,39.2,5.4,4,482(+2),[地]川島洋人,北海道物産研究所（,2.0
5,8,9,アーススカイ,牡3,56,宮平鷹志,1:36.9,1/2,7-7-5-5,39.3,13.3,6,454(0),[地]岡島玉一,松山増男,1.0
6,6,6,カルミア,牝3,54,阪野学,1:37.2,1.1/2,6-6-7-7,39.5,38.9,7,436(+12),[地]原孝明,金石守,
7,2,2,スカイマイハート,牝4,54,五十嵐冬,1:37.3,3/4,4-3-3-2,40.1,7.2,5,492(0),[地]村上正和,須貝広次,
8,1,1,オウシュウジャパン,牝6,54,山本聡紀,1:37.8,2.1/2,4-5-8-8,39.9,319.6,8,446(+2),[地]桧森邦夫,江口薫,
9,4,4,アルファグッキー,牝5,54,桜井拓章,1:40.0,大,7-7-9-9,41.9,447.4,9,466(+16),[地]山中静治,（同）ＪＰＮ技研,
1,1,1,エイシンニシパ,牡2,54,服部茂史,1:51.5,,6-6-6-5,39.2,1.4,1,488(0),[地]田中淳司,平井宏承,80.0
2,4,4,パーフェクトデイ,牡2,54,宮崎光行,1:51.7,1,4-3-2-2,40.0,4.6,2,454(-8),[地]山口竜一,吉田安惠,16.0
3,8,8,ギガビーム,牡2,54,阿部龍,1:52.4,3,1-1-1-1,40.8,7.4,3,470(-6),[地]斉藤正弘,土井和則,12.0
4,5,5,テンカムソウ,牡2,54,松井伸也,1:52.8,2,1-2-2-2,41.1,42.6,6,498(-2),[地]小野望,（有）アシスタント,8.0
5,3,3,ストームメイ,牡2,54,桑村真明,1:53.2,2,3-4-4-4,41.3,8.4,4,458(+2),[地]佐久間雅,村山光弘,4.0
6,2,2,エムオータイカン,牝2,54,山本聡紀,1:53.2,クビ,7-7-7-7,40.4,73.1,7,438(+6),[地]山口竜一,大浅貢,
7,6,6,ヴァイパー,牡2,54,五十嵐冬,1:55.2,大,5-5-5-6,43.1,14.0,5,470(-6),[地]堂山芳則,清川孝徳,
1,6,6,シャイニングアワー,牡10,55,桑村真明,1:13.0,,3-1,37.5,4.8,3,500(-4),[地]角川秀樹,ユートピア牧場,60.0
2,7,8,ブセナ,牝4,53,井上幹太,1:13.1,クビ,6-4,37.2,7.9,5,480(+2),[地]桧森邦夫,石川秀守,12.0
3,3,3,ニシノデンジャラス,牡4,55,宮崎光行,1:13.1,クビ,7-7,37.0,3.0,1,542(0),[地]堂山芳則,西森鶴,9.0
4,8,11,ファイト,牡4,55,井上俊彦,1:13.5,2,4-4,37.8,17.1,6,534(-2),[地]石本孝博,（有）新生ファーム,6.0
5,8,10,レッドハピネス,牡5,55,松井伸也,1:13.8,1.1/2,5-4,38.0,7.2,4,474(-4),[地]原孝明,槇本牧場,3.0
6,6,7,サクラヴィクトリー,牡6,55,亀井洋司,1:14.0,1,11-11,37.3,164.9,9,476(0),[地]高橋司,田村誠,
7,7,9,ベルモントマリア,牝6,52,黒沢愛斗,1:14.1,3/4,8-8,37.9,35.4,8,524(+4),[地]川島洋人,田村誠,
8,4,4,エゴイスト,牝4,53,岩橋勇二,1:15.0,4,2-1,39.7,3.1,2,518(+14),[地]小野望,田端修,
9,2,2,クリスタルカイザー,牡5,55,五十嵐冬,1:15.4,2,1-1,40.3,28.0,7,498(-4),[地]川島洋人,竹下浩一,
10,1,1,ダイワカリエンテ,牝6,52,水野翔,1:16.4,5,9-10,40.1,178.8,10,470(+2),[地]恵多谷豊,畑末広郎,
11,5,5,キャストロメファ,牝5,53,佐々木国,1:17.2,4,9-9,40.9,280.0,11,458(+6),[地]若松平,手嶋康雄,
1,2,2,ビーユアエンジェル,牝6,54,真島大輔,1:35.6,,2-2-2-2,39.3,3.4,2,508(-1),[地]内田勝義,吉田正志,240.0
2,1,1,オーラゼウス,牡3,55,左海誠二,1:36.0,2,1-1-1-1,40.9,2.5,1,462(-1),[地]八木仁,高橋徳昭,72.0
