Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,,1,Solow,,,ギュイヨ,1:36.0,,,,---,1,計不,,,
1,,3,Sheikhzayedroad,,,,2:57.1,,,,---,3,計不,,,
1,,4,Elliptique,牡5,58,ブドー,1.54.71,,,,---,3,計不,[外]ファーブ,Rothschild Family,
1,,6,Signs of Blessing,セ5,58,パスキエ,1:15.5,,,,---,1,計不,[外],I Corbani/Pandora Racing/A Mouknass,
1,3,3,クロスカレント,牝5,54,田中学,1:32.2,,5-5-3-2,39.0,3.8,3,485(+3),[地]山口益巳,阿部善武,35.0
2,1,1,アズールウィンドウ,牡6,56,山田雄大,1:32.4,1.1/4,4-4-4-4,39.2,27.5,7,555(+2),[地]黒田隆男,（株）ファーストビ,8.8
3,6,8,ヴェリタスキング,牡4,56,木村健,1:32.4,クビ,8-8-7-5,39.1,3.2,1,494(+1),[地]野田忍,松本肇,4.2
4,6,7,ジャコンブ,牝5,54,吉村智洋,1:32.6,1,1-1-1-1,39.7,11.9,6,471(-4),[地]大石省三,晴間初栄,2.8
5,8,11,ミュークロール,牝4,54,川原正一,1:32.7,3/4,3-3-2-2,39.6,3.2,1,510(+3),[地]高馬元紘,荒木謙明,1.8
6,5,6,ニシノアンジュ,牝4,54,大山真吾,1:33.1,2.1/2,10-10-9-7,39.5,29.9,8,451(-2),[地]盛本信春,西村亮二,
7,5,5,タマノバベル,牡4,56,下原理,1:33.3,1.1/4,9-9-11-10,39.6,10.7,5,485(+6),[地]橋本忠明,玉腰勇吉,
8,4,4,ハヤブサタイザン,牝5,54,杉浦健太,1:33.4,3/4,6-6-8-8,40.0,9.3,4,444(-6),[地]碇清次郎,平野正行,
9,7,10,コスモディクタット,牝7,54,渡瀬和幸,1:33.4,アタマ,2-2-4-6,40.4,120.1,10,471(+1),[地]茂崎正善,谷謙介,
10,7,9,キャニオンサクセス,牡7,56,板野央,1:33.7,2,6-7-4-9,40.3,148.7,11,461(-1),[地]尾原強,山下寿,
11,2,2,ミヤトーレル,牡7,56,西川進也,1:33.8,1/2,12-11-10-11,39.9,98.1,9,532(+2),[地]田中範雄,宮原広伸,
12,8,12,ジャパンヴィーナス,牝5,54,竹村達也,1:35.6,大,11-12-12-12,41.0,416.4,12,474(+10),[地]保利良次,内田滋三,
1,,4,Very Special,,,ドイル,1:48.8,,,,---,2,計不,,,
1,8,10,シゲルダンジリ,牡4,56,山崎誠士,1:37.6,,2-2-2-2,39.8,10.1,3,467(+1),[地]田島寿一,森中蕃,80.0
2,7,9,カネトシヴェルス,牡7,56,真島大輔,1:37.7,3/4,1-1-1-1,40.1,1.2,1,486(+2),[地]佐々木仁,兼松昌男,24.0
3,1,1,シッチジョウジュ,セ7,56,山崎真,1:38.6,4,3-3-3-3,40.7,71.6,7,457(+4),[地]牛房栄吉,篠塚和郎,14.4
4,2,2,アキトプラズマ,牡4,56,中野省吾,1:38.6,クビ,6-5-5-4,40.4,7.6,2,502(-4),[地]佐藤健二,村山哲生,9.6
5,8,11,カラエ,牝5,54,Ｆ．ボッ,1:38.7,1/2,8-8-8-5,40.1,10.6,4,453(+3),[地]内田勝義,佐藤貞夫,8.0
6,4,4,ゴールドスペラーレ,牡7,56,森泰斗,1:40.0,6,7-7-7-6,41.4,14.5,5,476(-4),[地]野口孝,厚沢保明,
7,6,7,セイヤクン,牡5,56,金子正彦,1:40.4,2,8-9-9-10,41.4,192.8,10,434(-2),[地]冨田敏男,冨田藤男,
8,5,5,ビビッドフレイム,牝5,54,杉村一樹,1:40.5,クビ,4-4-4-7,42.5,125.1,9,487(-1),[地]今井輝和,門別敏朗,
9,3,3,フクノロブロイ,セ5,56,半沢慶実,1:40.6,1/2,5-5-6-8,42.2,83.2,8,474(+5),[地]宇野木博,小沼博,
