Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
7,6,8,ティンウッドマン,セ4,56,左海誠二,1:16.5,クビ,8-4-4,39.2,4.8,2,445(-2),[地]林正人,西森鶴,
8,8,12,サフランスター,牡6,56,町田直希,1:16.6,3/4,1-1-1,40.2,14.2,5,535(+6),[地]佐々木功,海原聖一,
9,7,10,バライロコマチ,牝5,54,瀧川寿希,1:16.9,1.1/2,5-6-7,39.4,25.2,10,478(-2),[地]栗林信文,ターフ・スポート,
10,1,1,レディゴーラウンド,牝6,54,繁田健一,1:17.3,2,4-4-6,40.0,18.6,7,438(-8),[地]吉橋淳一,（同）ＪＰＮ技研,
11,2,2,シュガーラブ,牝5,54,山本聡哉,1:17.9,3,2-2-3,41.0,21.4,8,480(+1),[地]佐藤賢二,村山哲生,
12,6,7,ハクサンレガシー,牡8,56,吉原寛人,1:18.1,1,11-10-12,40.0,40.0,11,447(+8),[地]矢野義幸,河崎五市,
1,4,6,リュボーフ,牝5,54,御神本訓,1:46.0,,1-1-1-1,39.2,7.4,3,468(+6),[地]佐々木仁,宮崎時子,120.0
2,8,14,レオサーパス,牡6,56,今野忠成,1:46.0,クビ,7-7-4-4,38.9,11.0,5,451(+5),[地]岡林光浩,田中博之,42.0
3,1,1,アルトサックス,牡6,56,柏木健宏,1:46.1,3/4,10-11-10-10,38.4,17.1,8,492(+11),[地]山本学,手嶋康雄,24.0
4,7,11,スプラット,牝4,54,田中力,1:46.1,アタマ,11-10-7-7,38.8,263.7,13,428(-2),[地]林正人,山口裕介,18.0
5,8,13,オダツ,牝5,54,吉原寛人,1:46.1,アタマ,2-2-2-2,39.2,17.4,9,464(0),[地]坂本昇,原久美子,12.0
6,5,7,レオネルコード,牡4,56,石崎駿,1:46.2,クビ,13-13-12-11,38.4,3.1,1,462(+2),[地]矢野義幸,石瀬浩三,
7,6,9,ジーパワー,牡5,56,本田正重,1:46.5,1.1/2,4-4-3-3,39.5,3.9,2,502(+19),[地]山田信大,大久保和夫,
8,2,2,ホープライズ,牡4,56,山本聡哉,1:46.6,1/2,9-9-8-8,39.2,8.5,4,480(0),[地]岡林光浩,伏木田達之,
9,4,5,ネイルアンドリング,牝5,54,沢田龍哉,1:46.9,1.1/2,5-5-6-6,39.7,12.7,7,477(+6),[地]佐藤賢二,（有）エッジ,
10,3,4,マエストロ,セ5,56,瀧川寿希,1:47.0,クビ,3-3-4-5,39.9,11.9,6,471(+9),[地]稲益貴弘,川上和彦,
11,7,12,ダイワリアクション,牡5,56,吉留孝司,1:47.0,クビ,8-8-9-9,39.4,35.4,10,539(+1),[地]平山真希,杉浦和也,
12,5,8,マイネルフェイブル,牡9,56,吉本隆記,1:47.5,2.1/2,12-12-10-12,39.8,315.5,14,501(-1),[地]牛房栄吉,篠塚和郎,
13,6,10,エイシンギガント,牡5,56,町田直希,1:47.7,1.1/2,6-6-12-13,39.9,233.5,12,487(+2),[地]山田正実,秋元順紀,
14,3,3,ロジキセキ,牡4,56,繁田健一,1:47.8,クビ,14-14-14-14,39.5,51.8,11,487(+8),[地]山下貴之,和田勉,
1,7,7,キスイン,牝4,54,今井貴大,1:35.8,,1-1-1,40.5,3.7,2,453(-2),[地]坂口義幸,太田雅貴,20.0
2,6,6,アパタイト,牝4,54,丸山真一,1:35.9,3/4,8-5-3,40.2,14.0,4,397(-4),[地]竹之下昭,（同）ＪＰＮ技研,5.0
3,8,9,シンボリクレール,牝4,54,加藤聡一,1:36.1,1.1/2,7-7-5,40.3,1.6,1,411(-2),[地]坂口義幸,（株）ボンズ,2.0
4,4,4,ガンバレアナコンダ,牝4,54,尾崎章生,1:36.5,2,2-2-2,41.1,6.0,3,395(-1),[地]植松則幸,（株）ファーストビ,1.2
5,8,8,コパノマックレーン,牝4,54,加藤利征,1:36.5,ハナ,4-3-4,41.0,60.4,7,430(-6),[地]伊藤勝己,（同）ＪＰＮ技研,0.8
6,1,1,ダイドマッセル,牝4,53,宮下瞳,1:37.5,5,5-6-7,41.8,17.1,5,407(-1),[地]竹口勝利,太田雅貴,
7,2,2,マヤアムール,牝4,54,藤原良一,1:37.5,ハナ,3-3-6,42.0,103.8,8,432(0),[地]井上正,まの,
8,5,5,ファントムレディ,牝4,54,戸部尚実,1:38.4,4,6-7-8,42.6,34.7,6,441(+2),[地]成田明,（同）ＪＰＮ技研,
9,3,3,メガアルテミス,牝4,54,加藤誓二,1:38.9,2.1/2,9-9-9,42.5,117.0,9,394(+3),[地]竹口勝利,（同）ＪＰＮ技研,
1,8,10,ハニームーン,牡6,57,森泰斗,1:43.6,,7-7-7-6,38.6,5.8,4,499(+15),[地]山浦武,沖田方子,300.0
2,2,2,クインザヒーロー,牡5,57,中野省吾,1:43.7,1/2,3-3-3-3,39.0,3.3,1,467(+5),[地]新井清重,伊藤將,105.0
3,4,4,プレイザゲーム,牡5,57,左海誠二,1:43.8,3/4,9-9-8-9,37.8,77.7,10,477(-4),[地]林正人,山口裕介,60.0
4,7,8,ガリャルダ,牡8,57,繁田健一,1:43.9,クビ,6-5-4-7,39.1,5.7,3,489(+3),[地]佐藤賢二,（株）バスター,45.0
5,3,3,コスモカウピリ,牡7,57,吉原寛人,1:44.1,1,5-6-6-5,39.2,11.4,6,513(+4),[地]宗形竹見,ビッグレッドファーム,30.0
6,8,9,パーフェクトデイ,牡5,57,本田正重,1:44.1,ハナ,8-8-9-8,38.0,3.5,2,485(+8),[地]川島正一,吉田正志,
7,7,7,エイシンヒート,牡5,57,瀧川寿希,1:44.1,ハナ,10-10-10-10,37.2,64.7,9,481(-12),[地]藤原智行,平井宏承,
8,5,5,トーセンラーク,牝6,55,和田譲治,1:44.1,アタマ,1-1-1-1,39.6,54.6,8,485(-4),[地]小久保智,島川隆哉,
9,6,6,サトノアビリティ,牡8,57,今野忠成,1:44.2,1/2,2-2-1-2,39.7,7.2,5,540(+10),[地]川島正一,里見治,
10,1,1,プラントハンター,牡8,57,柏木健宏,1:45.4,6,4-4-4-4,40.6,21.0,7,463(-9),[地]宇野木博,太田幸作,
1,3,3,シシャモムスメ,牝4,54,宇都英樹,1:33.3,,1-1-1,39.3,1.1,1,432(-4),[地]角田輝也,西川剛,20.0
2,8,8,アイファーサフラン,牝4,54,岡部誠,1:36.6,大,2-2-4,41.4,21.8,3,475(-2),[地]倉地学,（有）ミドルアイラ,5.0
3,4,4,ナムラバウアー,牡4,55,木之前葵,1:36.8,1,7-7-5,41.1,4.3,2,450(-3),[地]錦見勇夫,森田裕樹,2.0
4,1,1,セイパンテーラ,牝4,54,友森翔太,1:37.0,1.1/2,4-5-7,41.5,24.0,4,397(-1),[地]塚田隆男,久世俊勝,1.2
5,2,2,ラジェム,牝4,54,村上弘樹,1:37.0,アタマ,5-4-2,41.6,39.6,6,433(-2),[地]伊藤勝己,（有）ホースケア,0.8
6,7,7,ベニノサクラ,牝4,54,大畑雅章,1:37.3,1.1/2,8-8-6,41.4,32.9,5,451(-1),[地]錦見勇夫,（同）ＪＰＮ技研,
7,5,5,ウインシガーロ,牡5,56,藤原良一,1:37.6,1.1/2,6-6-8,41.9,117.8,8,464(+3),[地]新山広道,（同）ＪＰＮ技研,
8,8,9,ニシケンセレナーデ,牝4,54,加藤誓二,1:37.6,アタマ,3-2-3,42.4,124.3,9,475(-1),[地]錦見勇夫,（同）ＪＰＮ技研,
9,6,6,マイネルオットー,牡4,56,丸山真一,1:37.8,3/4,9-9-9,41.5,87.5,7,514(0),[地]地辺幸一,（株）ファーストビ,
1,7,7,バッケンシェール,牡4,56,村上弘樹,1:35.5,,6-6-1,40.0,4.4,3,474(+6),[地]田中敏和,（株）ファーストビ,20.0
2,3,3,ティーガー,牡4,55,宮下瞳,1:35.5,アタマ,1-1-4,40.6,2.7,1,528(0),[地]坂口義幸,谷謙介,5.0
3,5,5,ディアイロンデル,牡4,55,木之前葵,1:35.6,クビ,9-9-3,39.8,7.8,4,499(-3),[地]今津勝之,小橋亮太,2.0
4,2,2,ネオヴィヴィッド,牝4,54,加藤誓二,1:35.7,1/2,5-5-1,40.4,3.1,2,412(-8),[地]今津博之,荒井康之,1.2
5,8,8,グリッタードリーム,牝4,54,加藤利征,1:36.8,5,7-7-7,41.1,108.4,8,466(-2),[地]新山広道,（同）ＪＰＮ技研,0.8
6,1,1,アグネスヒテン,牝4,54,丸山真一,1:36.8,クビ,4-4-6,41.6,12.9,6,419(+3),[地]竹下直人,吉山藤雄,
7,8,9,ポートカナベラル,牝5,54,島崎和也,1:37.6,4,8-8-8,41.8,135.5,9,413(-8),[地]山中輝久,（有）ホースケア,
8,6,6,ハイアビリティー,牝6,54,岡部誠,1:37.6,クビ,3-2-5,42.5,10.1,5,429(-4),[地]安部幸夫,（有）ミドルアイラ,
9,4,4,バジガクレディー,牝4,54,大畑雅章,1:38.3,3,2-2-9,43.2,33.6,7,442(-9),[地]角田輝也,（株）馬事学院,
1,3,3,ローズクイーン,牝4,54,山田祥雄,1:34.0,,6-5-1,40.6,2.4,2,477(+3),[地]田中敏和,（株）ファーストビ,20.0
2,2,2,モンキーキック,牡4,56,今井貴大,1:34.3,1.1/2,7-8-6,40.5,152.5,9,476(0),[地]藤ヶ崎一,服部康夫,5.0
3,7,7,トダメチャ,牡4,56,加藤聡一,1:34.8,2.1/2,4-3-5,41.8,2.1,1,469(+7),[地]今津博之,増田兼良,2.0
4,8,8,スズカサニーサイド,牝4,54,丹羽克輝,1:35.4,3,2-2-3,42.4,28.9,6,426(+6),[地]竹下直人,永井啓弍,1.2
5,1,1,メモリーペガサス,牡4,56,友森翔太,1:35.4,クビ,9-9-8,41.2,15.6,5,470(0),[地]塚田隆男,シンザンクラブ,0.8
6,5,5,ラインターゲット,牝4,54,村上弘樹,1:35.5,クビ,8-7-7,41.7,37.8,7,458(+7),[地]地辺幸一,深見敏男,
7,8,9,プリンセスミオ,牝4,54,柿原翔,1:35.7,1.1/2,1-1-2,42.9,8.1,3,420(-1),[地]安部幸夫,西村健,
8,6,6,オータムスカイ,牝4,53,木之前葵,1:35.9,1,5-6-9,42.4,10.3,4,437(-7),[地]今津勝之,（同）ＪＰＮ技研,
9,4,4,レーヌドデゼール,牝4,54,尾崎章生,1:36.2,1.1/2,3-4-4,43.0,80.5,8,478(-1),[地]植松則幸,吉田勝利,
1,1,1,スターマイボーイ,牡4,56,笹川翼,1:37.1,,1-1-1-1,39.5,5.6,2,481(-4),[地]川島正一,坂本順子,100.0
2,3,3,ドンビーアフレイド,牡4,55,臼井健太,1:37.6,2.1/2,5-5-5-6,39.3,17.1,6,470(+1),[地]山中尊徳,島川隆哉,35.0
3,5,5,カリビアンスタッド,牡5,56,吉原寛人,1:37.8,1.1/2,2-2-2-2,40.0,10.5,4,514(+17),[地]出川克己,吉田照哉,20.0
4,4,4,プライムコード,牡4,56,石崎駿,1:37.9,1/2,6-6-6-5,39.4,1.7,1,484(+3),[地]佐藤賢二,村田繁實,15.0
5,2,2,オトメノスガタ,牝4,54,左海誠二,1:38.3,2,4-4-3-3,40.3,16.3,5,443(+12),[地]林正人,江川伸夫,10.0
6,8,12,ポッドブロンコ,牡5,56,和田譲治,1:38.7,2,3-3-3-4,40.7,82.8,10,488(+10),[地]佐藤厚弘,橋本富夫,
7,7,10,ディヴェルシオーネ,牝5,54,實川純一,1:38.9,1,11-10-9-10,39.9,47.8,8,495(+2),[地]佐々木功,佐々木総雄,
8,6,7,グルタスマキシマス,牡4,56,酒井忍,1:38.9,ハナ,12-12-8-7,40.2,5.8,3,461(+8),[地]山田信大,玉腰勇吉,
9,5,6,キープザパッション,牝6,54,見越彬央,1:39.1,3/4,8-8-10-9,39.9,193.5,11,430(-1),[地]吉田正美,高山竜二,
10,7,9,ネコグンダン,牝9,54,橋本直哉,1:40.0,5,9-9-12-12,40.4,357.6,12,445(-3),[地]岡田一男,糸井政三,
11,8,11,モエレフウジン,牡4,56,森泰斗,1:40.3,1.1/2,7-7-6-8,41.8,22.8,7,466(+6),[地]斉藤敏,中村時子,
12,6,8,デルマタッシャデナ,牡4,56,今野忠成,1:41.2,5,10-11-11-11,41.7,66.2,9,464(0),[地]山崎裕也,浅沼広幸,
1,3,3,シェアマインズ,牡4,56,丸山真一,1:36.5,,2-2-2,40.9,5.0,2,479(-1),[地]安部幸夫,（同）ＪＰＮ技研,20.0
2,4,4,イーストクー,牝4,54,友森翔太,1:36.5,クビ,3-3-1,40.8,6.4,3,403(-1),[地]塚田隆男,東清志,5.0
3,1,1,ラファエラ,牝4,54,大畑雅章,1:37.0,2.1/2,4-4-5,41.2,1.5,1,438(-1),[地]今津博之,ヒダカ・ブリーダーズ・ユニオン,2.0
4,5,5,リュウワンマミサン,牝4,54,加藤聡一,1:37.2,1.1/2,1-1-3,41.7,16.1,5,407(-6),[地]坂口義幸,門脇竜一,1.2
5,2,2,コトブキセレッソ,牝4,54,宇都英樹,1:37.2,クビ,6-5-4,41.2,7.9,4,396(+1),[地]桜井今朝,尾上松壽,0.8
6,6,6,スズカルーメン,牝4,54,横井将人,1:37.5,1.1/2,9-9-8,40.6,87.8,8,400(+1),[地]坂口義幸,永井啓弍,
7,8,8,ビービーシャルフ,牡4,56,丹羽克輝,1:37.6,1/2,7-7-6,41.3,74.6,7,459(-18),[地]井上正,（同）ＪＰＮ技研,
8,7,7,テオドルス,牡4,56,山田祥雄,1:37.9,1.1/2,8-8-7,41.4,73.0,6,446(-3),[地]植松則幸,（株）ファーストビ,
9,8,9,ワザアリイッポン,牡4,56,尾崎章生,1:37.9,アタマ,5-6-9,41.7,139.7,9,426(+2),[地]植松則幸,（株）ファーストビ,
1,7,7,ウリャオイ,牝4,54,岡部誠,1:34.4,,2-2-2,39.9,1.5,1,476(-1),[地]井手上慎,本田高浩,20.0
2,5,5,セイウンシナツ,牡4,56,加藤誓二,1:34.5,クビ,4-4-1,39.6,3.0,2,444(-2),[地]坂口義幸,太田雅貴,5.0
3,4,4,ビービーブラーヴォ,セ4,56,加藤利征,1:35.6,5,3-3-4,40.8,6.4,3,428(-5),[地]伊藤勝己,（有）ホースケア,2.0
4,8,9,サノノジャングル,牡4,56,山田祥雄,1:36.2,3,1-1-3,42.3,18.2,4,418(-1),[地]植松則幸,（株）ファーストビ,1.2
5,8,8,ナイトタイム,牝5,54,松戸政也,1:36.2,アタマ,5-5-5,40.8,49.5,5,439(+2),[地]伊藤勝己,（有）ホースケア,0.8
6,1,1,アイファーリスナー,牝5,54,丸野勝虎,1:37.0,4,8-8-6,40.5,55.5,7,418(-1),[地]倉地学,（有）ミドルアイラ,
7,2,2,ショコラシュクレ,牝5,54,藤原良一,1:37.8,4,6-6-7,41.9,183.2,9,465(-10),[地]伊藤勝己,（同）ＪＰＮ技研,
8,6,6,コスモレグノ,牡7,56,丸山真一,1:37.9,クビ,9-9-9,40.9,157.0,8,512(+5),[地]伊藤勝己,（有）ホースケア,
9,3,3,ブルーネビュラ,牝5,54,尾崎章生,1:38.3,2,7-7-8,42.0,54.1,6,485(-2),[地]植松則幸,（株）ファーストビ,
1,4,4,ミヤビフロンティア,牡3,530,西謙一,2:10.7,,,,94.6,8,849(+1),[地]西弘美,（有）ミヤビ通商,12.0
2,8,9,メトータイショウ,牡3,530,松田道明,2:12.9,,,,3.5,2,815(+4),[地]村上慎一,鈴木忠,2.4
3,7,7,サカノプリンス,牡3,530,工藤篤,2:14.1,,,,2.1,1,902(+12),[地]田上忠夫,大阪武,1.2
4,1,1,サクセスローズ,牝3,510,阿部武臣,2:23.0,,,,8.3,4,905(+11),[地]坂本東一,山根福司,0.7
5,2,2,フジダイクイーン,牝3,510,村上章,2:23.3,,,,9.4,5,893(+4),[地]村上慎一,佐藤敏律,0.4
6,6,6,キャッチアドリーム,牡3,530,藤本匠,2:25.2,,,,5.1,3,883(+6),[地]谷あゆみ,長沢広茂,
7,5,5,カミノクニスター,牡3,530,西将太,2:34.4,,,,31.8,7,885(+1),[地]大橋和則,矢藤秀樹,
8,3,3,テンカクイン,牝3,500,竹ヶ原茉,2:58.9,,,,156.0,9,815(+6),[地]大橋和則,長谷川義晃,
9,8,8,ダイヤタイフーン,牝3,510,菊池一樹,3:45.7,,,,28.5,6,925(-3),[地]谷あゆみ,矢藤秀樹,
1,3,3,トラシゲ,牡4,650,長沢幸太,1:59.6,,,,3.0,1,956(-7),[地]服部義幸,佐々木松一,11.0
2,8,8,タワイチ,牡4,650,阿部武臣,2:05.5,,,,23.4,7,1050(+1),[地]谷あゆみ,矢藤秀樹,2.2
3,1,1,ペーパンヨシヒメ,牝4,630,工藤篤,2:12.2,,,,4.5,3,926(+1),[地]小林勝二,大阪武,1.1
4,7,7,ホクトリュウセイ,牝4,630,藤野俊一,2:12.5,,,,8.7,5,956(+5),[地]松井浩文,矢藤秀樹,0.6
5,4,4,コウシュハマリン,牝4,630,島津新,2:17.1,,,,45.5,8,978(-4),[地]林豊,（株）北西ファーム,0.4
6,2,2,ワンダーミッキー,牝4,630,中山直樹,2:20.7,,,,48.0,9,958(-15),[地]山田勇作,田中光儀,
7,6,6,ブラックショウ,牝4,630,松田道明,2:30.8,,,,4.0,2,1048(+10),[地]村上慎一,大熊金八,
8,8,9,イテヅル,牝4,630,赤塚健仁,2:32.4,,,,17.2,6,849(-18),[地]久田守,佐々木正人,
9,5,5,クールス,牡4,650,藤本匠,2:48.0,,,,5.2,4,1045(+18),[地]大友栄人,高佐信彦,
1,2,2,テアトロレアル,牝5,54,戸部尚実,1:33.4,,1-1-1,41.2,2.0,1,441(-2),[地]瀬戸口悟,瀬戸口勉,20.0
2,4,4,ハギノプレスト,牡4,56,岡部誠,1:33.6,1,3-3-2,41.1,2.3,2,483(-8),[地]角田輝也,安岡美津子,5.0
3,7,7,サンレイサワヤカ,牝4,54,丸山真一,1:33.6,ハナ,5-5-3,38.9,4.1,3,432(+2),[地]坂口義幸,永井啓弍,2.0
4,8,10,マイファンファーレ,牝6,54,尾崎章生,1:36.4,大,4-4-4,43.4,205.6,9,463(-8),[地]本名信行,（有）ホースケア,1.2
5,3,3,ステラエスペランサ,牡4,56,丸野勝虎,1:36.5,クビ,7-7-6,41.3,12.9,4,541(+8),[地]安部幸夫,稲葉光昭,0.8
6,8,9,ヒカルアヤノヒメ,牝14,53,宮下瞳,1:36.7,1.1/2,6-6-7,41.6,107.2,5,465(0),[地]井上哲,酒井しずゑ,
7,1,1,クロックマダム,牝8,54,藤原良一,1:36.9,3/4,8-9-8,41.3,418.1,10,476(+1),[地]成田明,（株）ファーストビ,
8,6,6,チェリードラゴン,牝4,53,木之前葵,1:37.4,2.1/2,9-8-9,41.8,136.3,7,400(-13),[地]錦見勇夫,野田雅昭,
9,7,8,ラブリン,牝4,54,加藤利征,1:37.8,2,10-10-10,41.6,128.0,6,405(-1),[地]竹口勝利,太田雅貴,
10,5,5,オレンジポピー,牝4,54,村上弘樹,1:38.2,2,2-2-5,45.9,136.3,7,474(-2),[地]坂口義幸,（同）ＪＰＮ技研,
1,5,5,ワタシトマランサー,牝3,520,村上章,1:48.3,,,,14.4,8,930(0),[地]鈴木邦哉,沢谷芳喜,12.0
2,1,1,ラックボックス,牡3,540,長沢幸太,1:52.2,,,,8.1,6,910(-2),[地]服部義幸,佐藤孝之,2.4
3,7,8,コマノゴールド,牡3,540,松田道明,1:52.5,,,,7.9,5,995(-7),[地]小林長吉,川上優,1.2
4,3,3,キタノショウナン,牝3,520,赤塚健仁,1:58.4,,,,13.2,7,905(+18),[地]服部義幸,太細保春,0.7
5,2,2,グレースハンター,牝3,510,竹ヶ原茉,1:58.8,,,,3.8,1,919(+11),[地]大橋和則,竹ヶ原勇,0.4
6,8,9,ゴールデンエイジ,牝3,520,藤本匠,2:01.2,,,,6.3,3,942(+10),[地]大友栄人,高柳稔,
7,8,10,ホクトペリドット,牝3,520,島津新,2:01.6,,,,34.8,9,904(+1),[地]岩本利春,石岡務,
8,7,7,ヒロノタイシ,牡3,540,西将太,2:08.8,,,,4.1,2,857(-10),[地]今井茂雅,曽我部裕,
9,4,4,サカノヒマワリ,牝3,520,工藤篤,2:15.2,,,,6.8,4,978(+4),[地]小林勝二,（株）大阪畜産,
10,6,6,テツアズマ,牝3,520,藤野俊一,2:35.4,,,,46.1,10,839(-17),[地]松井浩文,（有）トーヨーファ,
1,1,1,ゴールドトランプ,牡4,56,友森翔太,1:30.7,,5-5-3,38.6,5.7,3,464(-1),[地]塚田隆男,（有）崇富商業,38.0
2,5,5,ビターレ,牡4,56,岡部誠,1:30.8,クビ,1-1-1,39.2,2.3,2,465(+2),[地]藤ヶ崎一,玉田博志,9.5
3,8,11,ヴォルスング,牡7,55,木之前葵,1:31.1,1.1/2,8-8-7,38.3,2.2,1,440(-8),[地]錦見勇夫,錦見日出雄,3.8
4,2,2,アネッロドーロ,牝4,54,丹羽克輝,1:31.3,1.1/2,3-3-2,39.5,14.9,4,457(+6),[地]竹下直人,大島栄一,2.3
5,8,10,カネトシハートフル,牝6,54,山田祥雄,1:32.0,3,9-9-5,39.1,181.0,10,398(0),[地]植松則幸,（株）ファーストビ,1.5
6,7,9,エアブライス,牝4,54,今井貴大,1:32.1,クビ,10-10-8,39.1,33.3,6,451(0),[地]藤ヶ崎一,後藤貞夫,
7,4,4,ジェットソング,牡8,56,丸野勝虎,1:32.5,2,7-7-10,39.8,47.2,7,469(-1),[地]塚田隆男,橋元勇氣,
8,6,7,マツノテンカムテキ,牡6,56,丸山真一,1:32.7,1,6-6-9,40.4,111.7,9,486(-1),[地]伊藤勝己,（有）ホースケア,
9,3,3,アブソルプション,セ5,55,宮下瞳,1:32.8,1/2,4-4-4,40.9,19.5,5,515(+4),[地]瀬戸口悟,瀬戸口勉,
10,7,8,フリーゴーイング,牡4,56,大畑雅章,1:33.2,2,2-2-6,41.4,87.6,8,480(-2),[地]錦見勇夫,山本忍,
11,6,6,マルカシグナス,セ7,56,村上弘樹,1:34.2,5,11-11-11,40.3,202.8,11,471(-3),[地]瀬戸口悟,瀬戸口勉,
1,7,8,インストアイベント,牡8,56,岡部誠,1:44.7,,3-2-1,40.8,1.5,1,488(-3),[地]角田輝也,岩田幸哉,28.0
2,6,6,ライムチェイサー,牡6,56,柿原翔,1:45.0,1.1/2,2-2-1,41.1,5.3,3,471(-5),[地]藤ヶ崎一,豊原純弥,7.0
3,4,4,セルリアンコスモ,牡6,56,大畑雅章,1:45.5,2.1/2,7-6-3,40.7,4.8,2,530(0),[地]今津博之,生田敏成,2.8
4,1,1,ボールドハート,牡6,56,東川公則,1:46.6,5,8-8-7,41.3,73.4,7,503(+2),[地]今津勝之,山村朱伸,1.7
5,8,9,ジェイエルフリート,セ6,56,村上弘樹,1:46.6,アタマ,6-5-4,42.0,7.8,4,491(0),[地]藤ヶ崎一,橋元幸人,1.1
6,8,10,チムニーロック,牡5,56,今井貴大,1:47.6,5,5-7-8,42.7,31.3,5,488(0),[地]竹下直人,大島栄一,
7,3,3,ディーズボーラー,牝5,53,宮下瞳,1:47.7,クビ,4-4-6,43.2,85.6,8,475(-3),[地]藤ヶ崎一,仲尾正人,
8,2,2,フェリシダーデス,牝6,54,加藤聡一,1:48.1,2,9-9-9,42.1,269.8,10,428(+2),[地]今津博之,増田兼良,
9,5,5,メイショウウララカ,牝5,54,加藤誓二,1:48.3,1.1/2,1-1-5,44.6,36.5,6,443(-4),[地]今津博之,飯田学,
10,7,7,ドラマクイーン,牝6,52,渡辺竜也,1:48.7,2,10-10-10,42.2,229.6,9,433(-2),[地]山中輝久,（有）ホースケア,
1,7,7,センリョウバコ,牝3,530,菊池一樹,1:38.9,,,,4.3,2,903(+6),[地]大橋和則,小倉たまき,14.0
2,1,1,サカノダイジン,牡3,550,工藤篤,1:42.2,,,,5.5,3,968(0),[地]田上忠夫,（株）大阪畜産,2.8
3,2,2,キョウエイセンプー,牡3,550,渡来心路,1:42.7,,,,3.7,1,996(+9),[地]森芳浩,亀田英二,1.4
4,6,6,カイセリュウキ,牝3,520,竹ヶ原茉,1:57.1,,,,9.2,5,892(-8),[地]西弘美,近藤昇,0.8
5,7,8,ジェイクララ,牝3,535,阿部武臣,2:04.1,,,,5.7,4,877(+10),[地]坂本東一,小森唯永,0.5
6,5,5,スペースワン,牡3,550,赤塚健仁,2:04.5,,,,10.8,6,903(+3),[地]中島敏博,杉岡正美,
7,8,10,サクラタイショウ,牡3,550,西将太,2:08.8,,,,24.9,9,929(-1),[地]金山明彦,川端幸子,
8,3,3,クインイナバウア,牝3,530,長沢幸太,2:09.6,,,,27.8,10,953(-7),[地]服部義幸,伊藤敏彦,
9,4,4,ホクショウテンカ,牡3,550,西謙一,2:18.6,,,,16.3,8,1032(-4),[地]岡田定一,井内昭夫,
