Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,5,5,カルクオンガエシ,牝3,54,千田洋,1:24.6,,2-1-1-1,39.2,7.4,2,462(+1),[地]酒井仁,草野光夫,12.0
2,8,8,イケイケヒカル,牝3,54,関本淳,1:24.6,クビ,1-2-2-2,39.0,1.1,1,448(+8),[地]小林義明,阿部東亜子,2.4
3,2,2,ハナウタ,牝3,54,高松亮,1:25.3,4,3-4-4-4,39.2,8.8,3,432(+9),[地]千葉幸喜,大久保和夫,1.2
4,1,1,チャーミールル,牝4,54,高橋悠里,1:25.8,3,4-3-3-3,40.0,34.4,5,376(-2),[地]鈴木七郎,吉田釀治,0.9
5,3,3,マルケイジャパン,牡3,56,村上忍,1:26.0,1,6-5-5-5,39.8,17.1,4,442(+3),[地]佐藤祐司,熊谷啓一,0.3
6,4,4,アンダーザローズ,牡6,56,木村暁,1:26.3,2,7-7-6-6,39.9,126.6,8,545(-5),[地]只野広明,谷謙介,
7,6,6,ジョールーチェ,牝6,54,菅原辰徳,1:27.7,9,7-8-8-8,40.9,93.3,7,431(-7),[地]平沢芳三,酒井孝敏,
8,7,7,ヒドゥンアジェンダ,牡10,56,菅原俊吏,1:27.7,クビ,5-6-6-7,41.3,53.7,6,468(0),[地]伊藤和,諸江幸祐,
1,6,6,ロールボヌール,牡2,55,山本聡哉,0:51.9,,1-1,36.3,1.5,1,464(0),[地]千葉幸喜,大久保和夫,135.0
2,3,3,グレースドナヒュー,牝2,54,菅原俊吏,0:53.2,8,2-2,37.2,3.2,2,443(0),[地]伊藤和,佐藤良二,27.0
3,1,1,スプリングハロー,牡2,55,高橋悠里,0:53.8,4,3-3,37.4,30.4,6,462(0),[地]鈴木七郎,泉山真行,13.5
4,2,2,クリエイトキング,牡2,55,山本政聡,0:55.1,8,6-4,38.6,5.6,3,486(0),[地]晴山厚司,クリエイトさくら（,9.5
5,5,5,キタノサチ,牡2,55,斉藤雄一,0:55.3,3/4,5-4,38.7,21.2,5,429(0),[地]小西重征,北村守彦,4.0
6,4,4,グジョウダーク,牡2,55,菅原辰徳,0:55.5,1.1/2,3-4,39.0,20.7,4,419(0),[地]瀬戸幸一,安達洋生,
1,4,4,マイネルヴァルム,牡6,56,山本政聡,1:56.9,,1-1-1-1,39.1,4.6,3,477(+5),[地]板垣吉則,杉浦和也,80.0
2,3,3,コスモイフリート,牡7,56,菅原辰徳,1:57.8,6,3-3-2-2,39.7,21.8,5,512(+1),[地]瀬戸幸一,鈴木雅俊,16.0
3,2,2,カネマサゴールド,セ7,56,斉藤雄一,1:58.1,1.1/2,4-4-4-3,39.8,2.8,2,504(0),[地]板垣吉則,小池啓補,8.0
4,6,6,ミカエルビスティー,牡7,56,高橋悠里,1:58.3,1.1/4,5-5-3-3,40.0,2.2,1,489(+6),[地]千葉幸喜,上野忠,5.6
5,1,1,ローレルキングダム,牡6,56,南郷家全,1:58.4,1/2,6-5-6-5,39.7,54.6,6,492(-1),[地]吉田司,（同）ＪＰＮ技研,2.4
6,5,5,キッズアプローズ,牡8,56,高松亮,1:59.7,8,2-2-4-6,41.6,6.0,4,506(-13),[地]佐藤雅彦,瀬谷隆雄,
1,6,6,ナゲットハント,牝4,54,坂口裕一,1:30.6,,3-4-3-2,40.0,1.6,1,440(-2),[地]菅原右吉,森田徹,12.0
2,4,4,トーホウエトワール,牝3,54,高松亮,1:30.8,1.1/4,2-2-1-1,40.3,4.0,2,437(-2),[地]只野広明,谷謙介,2.4
3,7,7,マルショウカザン,牡9,56,村上忍,1:32.2,9,8-8-7-5,40.6,9.5,5,486(+6),[地]村上実,中嶋良一,1.2
4,2,2,ミオグロビン,牝3,54,斉藤雄一,1:32.5,2,4-3-4-4,41.7,8.7,4,438(-4),[地]福田秀夫,古舘栄男,0.9
5,5,5,クリノローツェ,牝4,54,菊地康朗,1:32.7,3/4,1-1-2-3,42.3,8.3,3,474(+10),[地]三野宮通,栗本博晴,0.3
6,1,1,モルフェリズム,牝6,54,木村暁,1:32.9,1.1/4,7-7-8-8,41.5,27.5,6,430(+3),[地]及川良春,（有）ホースケア,
7,8,8,オメガユーロスター,牡9,56,菅原俊吏,1:33.0,1/2,5-6-5-7,41.7,59.9,7,462(-3),[地]伊藤和,原禮子,
8,3,3,ベニノオーシャン,牝4,54,南郷家全,1:33.0,ハナ,6-5-5-6,41.9,97.1,8,422(+2),[地]菅原勲,紅谷,
1,8,8,コスモメロス,牡3,56,山本聡哉,1:31.3,,2-2-2-1,39.7,1.1,1,469(+4),[地]畠山信一,湯沢寛,12.0
2,4,4,ハイパフォーマンス,牡6,56,南郷家全,1:31.5,3/4,5-5-4-4,39.6,8.5,2,445(+4),[地]吉田司,（同）ＪＰＮ技研,2.4
3,3,3,ダルド,セ4,56,山本政聡,1:31.5,クビ,3-3-3-3,39.8,16.2,3,413(+1),[地]平沢芳三,酒井孝敏,1.2
4,5,5,ヒシダニエル,牡5,56,関本淳,1:31.8,2,7-6-6-6,38.9,19.0,4,408(0),[地]晴山厚司,只野啓喜,0.9
5,7,7,イトシイコイビト,牝4,54,高橋悠里,1:32.1,2,4-4-5-5,40.0,26.0,5,413(0),[地]関本浩司,小沢卓,0.3
6,6,6,ナンヨーマケナイワ,牝5,54,千田洋,1:32.4,1.3/4,1-1-1-2,41.0,27.5,6,463(-7),[地]酒井仁,（同）ＪＰＮ技研,
7,1,1,ゴールデンハルサヤ,牡6,56,菅原辰徳,1:33.1,4,8-8-7-7,39.6,31.6,7,457(+1),[地]佐々木由,菊地捷士,
8,2,2,アンリヴィエール,牝5,54,木村暁,1:33.1,アタマ,6-7-8-7,39.8,146.6,8,456(-4),[地]及川良春,（有）ホースケア,
1,3,3,ニューエトワール,牝3,54,山本聡哉,1:30.7,,2-2-2-2,38.2,1.3,1,438(-8),[地]板垣吉則,杉浦和也,12.0
2,4,4,デルマフジコ,牝3,54,菅原俊吏,1:31.1,2.1/2,1-1-1-1,38.9,3.2,2,487(+1),[地]佐藤祐司,木村良明,2.4
3,8,8,ランデックセブン,牡3,56,高松亮,1:32.3,7,3-3-3-3,39.6,12.1,3,497(+1),[地]桜田浩樹,簗田満,1.2
4,6,6,スーパーナチュラル,牝7,50,鈴木麻優,1:32.8,3,6-6-5-5,39.3,32.4,5,411(+3),[地]平沢芳三,佐々木義元,0.9
5,1,1,イルンゲルン,牡3,56,坂口裕一,1:33.0,1.1/4,5-4-4-4,40.1,15.5,4,437(-4),[地]城地俊光,大黒富美子,0.3
6,7,7,エルブールズ,牡7,56,菅原辰徳,1:33.9,6,8-8-7-7,40.1,89.5,7,491(-1),[地]佐々木由,谷謙介,
7,2,2,エアサラディン,牡4,56,木村暁,1:34.0,1/2,4-4-5-6,40.7,77.2,6,466(+1),[地]関本浩司,（有）ホースケア,
8,5,5,サクラエボル,牝6,54,大坪慎,1:36.1,大,7-7-8-8,41.9,139.9,8,458(+4),[地]佐々木修,田村誠,
1,1,1,ヤマトレディ,牝3,54,高松亮,1:30.3,,1-1-1-1,40.1,1.3,1,413(+3),[地]佐々木由,谷謙介,12.0
2,2,2,シンウン,牡3,56,山本政聡,1:32.2,大,4-4-6-4,41.2,44.2,6,411(+4),[地]桜田浩樹,（有）オフィスイデ,2.4
