Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,8,9,シガーロス,牝4,54,向山牧,1:28.8,,2-2-1,37.9,1.2,1,493(0),[地]川嶋弘吉,日進牧場,17.0
2,7,7,ミツアキダイチャン,牡4,56,筒井勇介,1:29.6,4,3-3-3,38.5,9.3,3,525(+1),[地]田口輝彦,山本光明,3.4
3,1,1,ロイヤルパレード,牝3,54,山下雅之,1:29.9,1.1/2,1-1-1,39.1,7.6,2,454(-9),[地]笹野博司,阿部和良,1.7
4,8,8,ミスウィスコンシン,牝6,54,花本正三,1:30.0,1/2,5-5-5,38.6,29.4,6,384(-2),[地]加藤幸保,吉田銘一,
5,5,5,アニック,牝4,54,大塚研司,1:30.0,クビ,6-7-6,38.3,13.3,4,398(+5),[地]藤田正治,（同）ＪＰＮ技研,
6,3,3,ラヴラヴフェイス,牝4,52,木之前葵,1:30.0,ハナ,4-4-4,38.7,16.4,5,415(-5),[地]錦見勇夫,錦見日出雄,
7,4,4,ウォーヘッド,牡4,56,池田敏樹,1:30.6,3,8-8-7,38.6,99.4,8,435(+3),[地]藤田正治,酒井孝敏,
8,6,6,ゴールデンステッキ,牡5,56,東川公則,1:30.8,3/4,9-9-8,38.8,35.5,7,486(+1),[地]後藤正義,小川勲,
9,2,2,トミケンウエスト,牡6,56,森島貴之,1:33.1,大,7-6-9,41.5,259.5,9,482(+4),[地]青木達彦,（株）ファーストビ,
1,6,6,グロッシュラー,牝3,54,湯前良人,1:29.7,,5-4-4,38.3,61.1,6,442(-6),[地]山中輝久,福永實,16.0
2,7,7,ユーセイエンジェル,牝3,54,池田敏樹,1:29.8,1/2,4-3-1,38.6,1.5,1,429(+2),[地]尾島徹,浅井隆夫,3.2
3,8,8,サンダルエチケット,牝3,54,向山牧,1:30.1,1.1/2,6-6-5,38.8,4.8,3,478(0),[地]川嶋弘吉,（株）ファーストビ,1.6
4,5,5,トキノクリスタル,牝3,54,大塚研司,1:30.1,クビ,2-2-1,39.0,28.3,5,424(+4),[地]藤田正治,（有）ホースケア,
5,1,1,ネコハッピー,牝3,54,丸野勝虎,1:30.8,3,1-1-3,39.7,3.6,2,453(-4),[地]角田輝也,（株）フロンティア,
6,4,4,ジョウノチェリー,牝3,54,山下雅之,1:31.3,2.1/2,3-5-6,39.9,17.6,4,451(-4),[地]尾島徹,坂田行夫,
7,3,3,タヤスサーチ,牝6,52,藤田玄己,1:34.2,大,8-8-8,41.5,417.2,8,440(0),[地]藤田正治,（有）ミドルアイラ,
8,2,2,サトワンエース,牝4,54,森島貴之,1:35.0,4,7-7-7,43.3,324.5,7,423(-1),[地]青木達彦,（株）ファーストビ,
1,8,8,ルーヴルヴォイス,牝3,54,花本正三,1:28.8,,3-3-2,38.5,1.6,1,437(+1),[地]伊藤強一,安東純二,17.0
2,7,7,アンビュランス,牡5,56,筒井勇介,1:29.1,1.1/2,2-2-3,38.9,5.7,3,468(+4),[地]栗本陽一,鈴木和彦,3.4
3,4,4,ディアタイガ,牡3,56,池田敏樹,1:29.3,1,7-4-3,38.6,3.9,2,461(+2),[地]栗本陽一,浅川脩,1.7
4,3,3,ガンバルデュラン,牝6,54,山下雅之,1:29.9,3,1-1-1,40.0,108.8,9,489(-3),[地]山中輝久,（有）ホースケア,
5,5,5,ヤマニンヘリテージ,牡6,56,吉井友彦,1:29.9,アタマ,8-8-7,38.2,7.8,4,443(+1),[地]森山英雄,土井睦秋,
6,2,2,ケージーアケボノ,牝6,54,湯前良人,1:30.3,2,4-5-5,39.4,35.6,6,432(+1),[地]水野善太,古川孝雄,
7,6,6,ケンガミネ,牝5,52,藤田玄己,1:30.3,ハナ,5-6-5,39.4,59.6,8,455(+6),[地]藤田正治,（有）ホースケア,
8,8,9,メジャーホープ,牡4,56,森島貴之,1:31.4,5,6-7-8,40.3,56.4,7,501(+1),[地]柴田高志,五島晴美,
9,1,1,カイジンムーン,牝5,54,大原浩司,1:36.5,大,9-9-9,43.2,27.9,5,450(+2),[地]山中輝久,（有）ホースケア,
1,7,7,ヤマニンアルブル,牡4,56,吉井友彦,1:45.4,,4-2-2,38.3,3.1,2,455(-1),[地]森山英雄,土井睦秋,16.0
2,6,6,ピュアモトヒメ,牝4,54,東川公則,1:45.8,2,1-1-1,38.9,1.7,1,486(-3),[地]後藤正義,組）カヤドーレーシン,3.2
3,1,1,ミュゼクリエイター,牡4,56,森島貴之,1:46.6,4,8-7-4,39.0,9.4,4,481(-5),[地]山中輝久,（有）ホースケア,1.6
4,5,5,アビオニクス,牡8,56,湯前良人,1:47.0,2,5-5-4,39.8,44.4,6,512(-2),[地]山際孝幸,山際義明,
5,4,4,アストロフォンテン,牡6,56,佐藤友則,1:47.1,1/2,6-6-7,39.7,45.0,7,463(+1),[地]法理勝弘,吉橋計,
6,2,2,ピースキャンドル,牝6,54,大原浩司,1:47.2,クビ,3-4-3,40.0,5.3,3,442(0),[地]後藤正義,前田晋二,
7,8,8,チョココロネ,牝4,54,山下雅之,1:47.8,3,2-3-6,40.8,38.4,5,444(+2),[地]田口輝彦,吉田勝利,
8,3,3,ステキナドレス,牝5,54,島崎和也,1:48.9,5,7-8-8,40.7,142.2,8,426(0),[地]水野善太,（有）ミドルアイラ,
1,6,7,クゲ,牡2,55,松本剛志,1:34.7,,5-5-1-2,41.1,2.9,2,489(0),[地]屋敷和彦,石川幸司,45.0
2,3,3,ペッパーズブラッド,牡2,55,下原理,1:34.9,3/4,2-2-1-1,41.6,2.3,1,471(+11),[地]橋本忠明,吉田照哉,11.3
3,5,6,ネクストレベル,牝2,54,笹田知宏,1:35.0,3/4,4-4-4-3,41.4,8.0,4,468(0),[地]新子雅司,堀井直樹,5.4
4,6,8,スマイルガーランド,牝2,54,中田貴士,1:36.7,大,6-6-6-5,42.5,117.8,9,435(-7),[地]飯田良弘,松野真一,3.6
5,2,2,メルシーラブ,牝2,54,西川進也,1:37.2,3,9-8-8-8,42.7,43.1,6,413(0),[地]西川精治,中島稔,2.3
6,8,11,フェスティヴムード,牝2,54,吉村智洋,1:37.3,3/4,3-3-3-4,43.8,25.8,5,418(-12),[地]高馬元紘,堂守貴志,
7,4,4,シャララスイング,牝2,54,宮下康一,1:37.6,1.1/2,7-7-7-7,43.4,4.3,3,432(-1),[地]徳本慶一,広藤圭祐,
8,5,5,アンタレス,牝2,54,松浦政宏,1:37.6,クビ,10-10-10-9,42.6,107.3,8,399(-4),[地]野田忍,岡本敞司,
9,8,12,レサーカ,牝2,54,鴨宮祥行,1:38.2,3.1/2,8-9-9-10,43.6,139.3,10,442(+5),[地]田村彰啓,竹田和博,
10,7,10,ラピッドプロセス,牝2,54,渡瀬和幸,1:38.3,クビ,11-11-11-11,42.8,152.5,11,416(-2),[地]黒田隆男,中島稔,
11,7,9,カムオンユアチャン,牝2,54,松本幸祐,1:39.6,8,12-12-12-12,43.6,536.8,12,433(+2),[地]大石省三,名古屋一征,
12,1,1,リュウジンノマイ,牝2,54,寺地誠一,1:41.3,大,1-1-5-6,48.0,44.5,7,456(0),[地]保利良平,岡田竜二,
1,3,3,グッドラックミー,牝5,54,東川公則,1:29.5,,2-2-2,38.3,2.6,2,492(-1),[地]川嶋弘吉,大湯幸栄,16.0
2,1,1,リコリアーノ,牝3,54,向山牧,1:29.7,1.1/2,5-3-3,38.4,2.2,1,392(-3),[地]川嶋弘吉,（同）ＪＰＮ技研,3.2
3,8,8,デピュートアゲン,牡3,56,佐藤友則,1:29.8,1/2,1-1-1,38.7,3.2,3,506(+1),[地]尾島徹,浅川皓司,1.6
4,2,2,リックサクラー,牝4,54,吉井友彦,1:30.5,3,4-5-5,38.9,28.6,5,458(0),[地]森山英雄,山辺浩,
5,6,6,グランクック,牡5,56,小山信行,1:30.5,アタマ,6-6-6,38.8,107.6,7,438(-3),[地]竹口勝利,（有）ホースケア,
6,4,4,アルジャン,牡5,56,花本正三,1:30.7,1.1/2,3-3-4,39.2,21.4,4,419(-2),[地]伊藤強一,柴田浩二,
