Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,7,7,ラウレアラテルネ,牝5,54,宮崎光行,1:54.0,,2-2-2-2,41.5,16.5,5,450(-6),[地]佐久間雅,横瀬寛子,30.0
2,5,5,メイショウエゾホシ,牡4,56,田野豊三,1:54.2,1,1-1-1-1,41.9,2.3,1,518(+4),[地]川島洋人,田中一徳,6.0
3,1,1,ブルーベルファイト,牡5,56,石川倭,1:54.9,3,8-6-6-6,41.7,2.6,2,464(-2),[地]米川伸也,槇本牧場,4.5
4,3,3,カヤク,牡3,56,亀井洋司,1:55.1,1,4-4-4-3,42.4,6.7,3,476(+2),[地]広森久雄,（同）ＪＰＮ技研,3.0
5,7,8,ナムラランボー,牡4,56,松井伸也,1:55.3,1,6-7-7-7,42.0,17.6,6,530(+2),[地]川島雅人,吉橋英隆,1.5
6,6,6,カミカザリ,牝6,53,水野翔,1:55.4,クビ,8-9-8-8,41.5,30.9,7,506(+10),[地]黒川智貴,沖田方子,
7,8,10,ハッスルカフェ,セ5,56,井上俊彦,1:55.6,1,3-3-3-4,43.0,106.2,8,494(-2),[地]村上正和,西川光一,
8,8,9,カガエクリプス,牡3,56,阿部龍,1:57.4,9,4-5-4-5,44.7,8.3,4,542(+4),[地]桧森邦夫,中村昌根,
9,4,4,ルンタアグサン,牡6,56,岩橋勇二,1:58.0,3,8-10-9-9,44.0,123.9,9,478(-2),[地]米川昇,藤村伸次,
10,2,2,アジュディキセキ,牝6,54,伊藤千尋,1:59.8,9,6-8-10-10,45.5,274.6,10,454(0),[地]谷口常信,大野春男,
1,7,7,アポストル,牡2,54,服部茂史,1:16.3,,4-2,39.5,1.6,1,502(0),[地]田中淳司,吉田和美,150.0
2,5,5,ナンセカンセ,牡2,54,桑村真明,1:18.6,大,3-3,42.0,9.8,4,450(0),[地]角川秀樹,オリオンファーム,30.0
3,2,2,カズミドリーム,牝2,54,松井伸也,1:19.3,3,1-1,43.1,6.9,3,448(0),[地]黒川智貴,大道数美,22.5
4,6,6,エルポデール,牡2,54,五十嵐冬,1:19.6,1.1/2,7-6,41.6,2.9,2,452(0),[地]桑原義光,吉田照哉,15.0
5,4,4,ハッピーマイロード,牡2,54,宮崎光行,1:19.7,1/2,6-6,41.8,46.6,6,484(0),[地]松本隆宏,（有）カネショウ,7.5
6,3,3,ファビリア,牝2,54,黒沢愛斗,1:20.7,5,2-4,44.3,56.4,7,434(0),[地]恵多谷豊,船越伸也,
7,8,8,フジノオリーブ,牝2,54,阿部龍,1:22.2,7,5-5,44.9,28.2,5,456(0),[地]佐久間雅,藤沢和徳,
1,3,3,ヒロ,牝2,54,岩橋勇二,1:17.5,,4-3,40.7,3.6,2,442(+4),[地]小国博行,三田正真,80.0
2,1,1,シグラップアモーレ,牝2,54,桑村真明,1:17.5,ハナ,6-6,40.4,1.6,1,456(-4),[地]小野望,杉浦和也,16.0
3,2,2,エイシンテネア,牝2,54,伊藤千尋,1:18.5,5,1-1,42.1,12.1,4,450(+4),[地]田中正二,平井宏承,12.0
4,4,4,ビービーレジーナ,牝2,54,五十嵐冬,1:18.8,1.1/2,2-1,42.3,5.4,3,442(+2),[地]堂山芳則,坂東牧場,8.0
5,7,7,レディウィスキー,牝2,54,阿部龍,1:18.9,クビ,3-3,42.2,85.2,7,468(-2),[地]角川秀樹,（有）グランド牧場,4.0
6,8,8,アウトザブルー,牝2,54,松井伸也,1:18.9,クビ,4-5,42.1,16.7,5,434(+4),[地]斉藤正弘,（有）グランド牧場,
7,6,6,エメラルローズ,牝2,54,阪野学,1:19.3,2,8-8,40.8,211.1,8,442(+2),[地]田中正二,高橋勉,
