Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,4,4,メモリービビッド,牡3,56,宇都英樹,1:46.3,,5-5-5,38.0,2.0,1,457(+9),[地]塚田隆男,シンザンクラブ,14.5
2,8,9,ナーゴナーゴハツエ,牝3,54,岡部誠,1:46.4,1/2,2-2-2,38.4,2.4,2,452(+2),[地]塚田隆男,石川美代子,2.6
3,3,3,テイエムダイトッパ,牡4,56,持原大志,1:46.6,1.1/2,3-3-4,38.4,18.6,5,470(-4),[地]竹之下昭,竹園正繼,1.1
4,8,10,パワフルスズカ,牡4,56,柿原翔,1:46.7,3/4,4-4-3,38.6,8.7,3,456(+5),[地]坂口義幸,永井啓弍,0.7
5,7,8,ナムラショコラ,牝3,54,大畑雅章,1:47.2,2.1/2,1-1-1,39.3,9.9,4,479(-8),[地]錦見勇夫,西川尚,
6,7,7,コーリンマレガー,牝4,52,木之前葵,1:47.7,2.1/2,7-6-6,39.2,61.4,8,458(+7),[地]錦見勇夫,伊藤恵介,
7,2,2,メジャークイン,牝5,54,加藤利征,1:47.7,クビ,6-7-7,39.1,34.2,6,471(+1),[地]伊藤勝己,（有）ホースケア,
8,5,5,イセノファルコン,牡4,56,丸野勝虎,1:48.2,2.1/2,8-8-8,39.3,35.3,7,489(+9),[地]井上正,大橋章雄,
9,1,1,コスモオデッセイ,牡4,53,八木直也,1:51.0,大,9-9-9,41.7,104.2,9,459(+5),[地]竹口勝利,竹口雄,
10,6,6,マインユアーズ,牝4,54,阪野学,1:51.4,2,10-10-10,41.9,203.8,10,442(-4),[地]植松則幸,（株）ファーストビ,
1,8,8,クーファリリー,牝4,54,丸野勝虎,1:31.7,,1-1-1,40.7,1.5,1,501(+2),[地]今津博之,小菅誠,13.5
2,6,6,コンクエスト,牡4,56,岡部誠,1:32.0,1.1/2,2-2-2,40.4,3.0,2,507(+2),[地]角田輝也,古賀和夫,2.5
3,1,1,サンライズスター,牡6,53,村上弘樹,1:32.4,2,5-5-5,40.0,12.1,3,503(+3),[地]瀬戸口悟,瀬戸口勉,1.0
4,4,4,アニヴェルキミコ,牝9,54,持原大志,1:32.8,2,3-3-3,40.8,24.8,6,445(+4),[地]田中敏和,吉岡秀宜,0.6
