Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,3,6,スナッチマインド,牝4,55,浜中俊,1:21.8,,10-7,35.5,3.5,2,458(+10),[西]岡田稲男,シルクレーシング,"1,092.0"
2,1,2,リーサルウェポン,牝4,55,川田将雅,1:21.8,ハナ,4-4,35.6,4.8,3,428(+2),[西]荒川義之,ＨｉｍＲｏｃｋＲａｃｉｎｇ,432.0
3,7,14,ネオスターダム,牡3,54,ルメール,1:22.0,1.1/2,3-3,35.9,2.7,1,470(-2),[西]石坂正,一村哲也,266.0
4,6,11,エイシンソルティー,牝4,55,酒井学,1:22.1,クビ,11-10,35.5,29.6,9,486(+6),[西]西園正都,栄進堂,160.0
5,2,3,トウシンムサシ,牡4,57,松山弘平,1:22.3,1.1/2,8-9,35.9,24.8,8,456(0),[西]山内研二,サトー,105.0
6,3,5,ケイリンボス,牡4,57,中谷雄太,1:22.4,3/4,12-10,35.8,18.1,6,520(+4),[西]矢作芳人,山田裕仁,
7,4,8,ツィンクルソード,牡4,57,福永祐一,1:22.5,クビ,15-13,35.5,13.2,4,478(+2),[西]松永昌博,サンデーレーシング,
8,7,13,マジカルビアンカ,牝5,55,藤岡佑介,1:22.5,クビ,2-2,36.6,212.8,14,454(+20),[西]本田優,村上憲政,
9,8,16,ボールドジャパン,牡4,57,川須栄彦,1:22.5,アタマ,12-13,35.7,74.1,12,498(-6),[西]中村均,増田陽一,
10,5,10,サンマルバクシン,セ4,57,藤懸貴志,1:22.7,1.1/4,1-1,36.8,513.2,17,434(-6),[西]山内研二,相馬勇,
11,1,1,グッドレインボー,牝5,55,国分優作,1:22.9,3/4,4-4,36.7,63.2,11,478(-2),[西]宮徹,杉立恭平,
12,2,4,テイエムフタエマル,牝3,52,岩崎翼,1:23.1,1.1/2,14-16,35.9,345.8,16,482(-2),[西]岩元市三,竹園正繼,
13,8,17,コスモグラウベ,牡4,57,高倉稜,1:23.2,3/4,4-4,37.1,46.8,10,448(-4),[西]西園正都,ビッグレッドファーム,
14,5,9,マイネルレハイム,牡3,54,Ｍ．デム,1:23.3,クビ,15-13,36.3,19.6,7,460(-10),[西]田所秀孝,サラブレッドクラブ・ラフィアン,
15,4,7,ヴェントアウレオ,牡4,57,幸英明,1:23.5,1.1/4,17-17,36.0,313.3,15,470(-8),[西]坪憲章,藤田孟司,
16,6,12,タガノスカイ,牝4,55,和田竜二,1:23.5,ハナ,7-7,37.2,13.9,5,468(0),[西]浅見秀一,八木良司,
17,8,15,ナガラキコウシ,牡3,54,北村友一,1:25.3,大,8-10,38.9,173.9,13,458(-4),[西]大根田裕,長良レーシングクラブ,
1,2,3,トワエモア,牝3,52,武幸四郎,1:10.4,,1-1,36.1,16.1,8,482(+2),[西]日吉正和,中辻明,750.0
2,4,8,トウケイタイガー,牡4,57,藤岡佑介,1:10.5,1/2,2-2,36.1,6.4,4,462(+10),[西]松下武士,木村信彦,300.0
3,7,14,クーゲル,牡4,54,鮫島克駿,1:10.5,ハナ,4-3,35.8,5.6,2,510(+4),[西]加用正,幅田昌伸,190.0
4,5,9,ハッピーロングラン,牝4,55,北村友一,1:10.9,2.1/2,8-10,35.8,25.3,10,424(0),[西]安田隆行,馬場幸夫,110.0
5,8,15,ジャコカッテ,牡4,57,和田竜二,1:11.1,1.1/4,6-6,36.3,8.4,6,500(+8),[西]高橋義忠,晴間初栄,75.0
6,8,16,アドマイヤヤング,牡4,57,福永祐一,1:11.1,アタマ,11-10,35.9,5.9,3,504(-6),[西]梅田智之,近藤利一,
7,3,6,センターピース,牡3,54,浜中俊,1:11.1,クビ,6-7,36.2,5.0,1,452(-12),[西]石坂正,水上行雄,
8,3,5,コウエイテンペスタ,牝4,55,酒井学,1:11.1,ハナ,12-13,35.8,46.1,11,504(0),[西]湯窪幸雄,伊東政清,
9,6,11,サンレイクウッド,牡4,57,秋山真一,1:11.1,アタマ,3-3,36.5,25.3,9,522(+2),[西]谷潔,加藤信之,
