Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,5,5,ナインハーフ,牝2,54,大山真吾,1:34.9,,8-8-3-2,41.0,2.1,1,437(-5),[地]森沢友貴,キャロットファーム,55.0
2,5,6,ボンマルシェ,牝2,54,山田雄大,1:35.3,2.1/2,6-5-5-4,41.5,12.9,4,448(-6),[地]荒山義則,高野孝允,13.8
3,3,3,アートオブタイム,牝2,54,松浦政宏,1:35.4,1/2,4-4-7-6,41.7,14.8,6,439(+4),[地]織田誠,長浜和也,6.6
4,6,7,ハリマリキ,牝2,54,広瀬航,1:35.9,3,2-2-1-1,42.4,93.9,8,414(-3),[地]三宅直之,角谷泰介,4.4
5,1,1,バーンスピリット,牝2,54,川原正一,1:36.0,1/2,12-11-6-7,41.7,2.5,2,473(+5),[地]田中範雄,杉山忠国,2.8
6,8,11,デイロングストーリ,牡2,55,杉浦健太,1:36.1,1/2,9-10-9-10,41.7,93.9,8,461(-7),[地]諏訪貴正,河内敏,
7,7,10,トモノマックス,牡2,55,鴨宮祥行,1:36.1,クビ,5-5-2-3,42.4,10.7,3,439(+4),[地]橋本忠明,共田義夫,
8,2,2,シャマシュ,牡2,55,板野央,1:36.7,3.1/2,10-9-8-8,42.6,179.5,11,448(-15),[地]坂井光政,加納大志,
9,7,9,アポロマリンカ,牝2,54,小谷周平,1:36.7,ハナ,11-12-12-12,42.0,139.3,10,485(+5),[地]稻田彰宏,組）オールザベスト組,
10,6,8,アイファーグリーン,牝2,54,池田敦,1:36.9,3/4,3-3-10-11,43.1,13.2,5,408(+10),[地]尾原強,中島稔,
11,8,12,ヒラケゴマ,牝2,54,宮下康一,1:36.9,アタマ,1-1-4-5,43.5,30.0,7,422(-1),[地]田村彰啓,大道秀雄,
12,4,4,マートレット,牡2,55,田野豊三,1:37.1,3/4,7-7-11-9,43.2,310.8,12,470(+1),[地]溝橋利喜,組）オールザベスト組,
1,8,10,サマーサラファン,牝3,54,藤田弘治,1:37.5,,1-1-1-1,40.0,1.0,1,445(+3),[地]鈴木長次,（株）ファーストビ,19.0
2,4,4,ブライテストソード,セ6,56,青柳正義,1:38.3,4,7-6-6-5,39.9,68.8,6,483(-2),[地]鈴木長次,（株）ファーストビ,3.8
3,3,3,アリアーヌ,牝6,54,畑中信司,1:39.2,4,10-10-7-7,39.8,39.9,4,466(+11),[地]寺田茂,新村順一,1.7
4,2,2,エーティーショパン,牡9,56,鈴木太一,1:39.2,アタマ,6-5-3-2,41.0,15.2,3,491(-6),[地]鈴木長次,石山紘,1.3
5,1,1,ベルウッドジンプウ,牡5,56,吉原寛人,1:39.4,1,4-4-3-4,41.3,8.1,2,470(+3),[地]加藤和義,山村太三,0.7
6,6,6,マイネルフレンズ,牡9,56,服部大地,1:40.2,4,9-9-8-9,40.7,172.0,10,480(+1),[地]井樋一也,小柳猛,
7,7,8,レディームーン,牝3,54,中島龍也,1:40.4,1,2-2-2-3,42.6,55.0,5,431(+5),[地]高橋道雄,小林博雄,
8,7,7,ウインフォーエバー,牝3,54,桑野等,1:40.9,2.1/2,7-8-8-8,41.6,123.2,8,483(+7),[地]鈴木長次,（株）ファーストビ,
9,5,5,プリティネージュ,牝7,54,沖静男,1:41.0,クビ,3-3-3-6,43.0,137.6,9,438(-4),[地]松野勝己,畑中博文,
10,8,9,メイショウナギサ,牝4,52,塚本弘隆,1:41.5,2.1/2,4-7-8-10,42.2,74.4,7,456(-2),[地]高橋道雄,塩浜攻仁,
1,1,1,ボルテックスセドナ,牝3,53,鈴木太一,2:04.3,,6-5-4-2,38.7,3.5,2,461(0),[地]中川雅之,上山泰憲,80.0
2,7,8,ユンゼイ,牡3,58,畑中信司,2:05.9,8,1-1-1-1,41.7,1.5,1,471(+3),[地]高橋俊之,中村重幸,16.0
