Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,1,1,クリデュクール,牡3,57,大山真吾,1:31.5,,5-4-4-3,38.9,1.5,1,499(-8),[地]森沢友貴,（有）サンデーレー,35.0
2,2,2,タガノカピート,牝3,54,下原理,1:31.6,1/2,1-1-1-1,39.3,3.0,2,472(+22),[地]新子雅司,八木良司,8.4
3,5,5,ヨイマチグサ,牝3,54,永島太郎,1:31.8,1.1/4,8-8-2-2,38.9,24.9,6,439(-9),[地]大石省三,城地清満,4.2
4,7,8,ジェントルダンディ,牡5,56,宮下康一,1:32.7,6,10-9-7-8,39.6,24.1,5,545(+2),[地]平松徳彦,組）ジェントルマンホ,2.8
5,8,9,パワーローラン,牡7,56,広瀬航,1:32.9,3/4,2-2-3-4,40.5,81.9,9,470(+5),[地]尾林幸二,まの,2.1
6,6,6,シチリアノアガタ,牝4,54,川原正一,1:32.9,クビ,9-10-6-6,39.7,33.9,7,394(-10),[地]土屋洋之,松田整二,
7,4,4,オオエピクシー,牝7,54,小谷周平,1:33.7,5,4-5-5-5,41.0,142.5,10,422(-3),[地]溝橋利喜,組）オールザベスト組,
8,3,3,マイネルクレイモア,牡5,56,杉浦健太,1:34.0,2,7-6-9-7,41.1,66.4,8,465(0),[地]三宅直之,（株）ファーストビ,
9,7,7,ストロベリーハーツ,牝3,54,竹村達也,1:34.9,5,6-7-10-10,41.9,15.2,4,463(+9),[地]盛本信春,田島政光,
10,8,10,クリノハプスブルク,牡3,56,田中学,1:35.9,6,3-3-8-9,43.2,12.5,3,457(+23),[地]渡瀬寛彰,栗本八江,
1,5,5,ラブシャーク,牝8,54,渡瀬和幸,1:35.7,,4-4-3-2,42.5,2.8,2,454(+3),[地]国沢利照,鍋倉昌志,25.0
2,6,6,エスケイタイガー,牡8,56,杉浦健太,1:36.0,1.1/2,6-6-5-4,42.6,18.1,6,469(-4),[地]小村正也,（有）ミドルアイラ,6.0
3,7,7,ヒロスズ,牝3,54,宮下康一,1:36.3,1.1/2,7-7-6-6,42.6,102.1,8,420(+5),[地]大塚信次,淵上勝夫,3.0
4,8,9,アグネスホット,牝3,54,田中学,1:36.4,3/4,9-8-7-5,42.6,5.9,4,470(-6),[地]岡田利一,阿形逸雄,2.0
5,3,3,アース,牝9,54,西川進也,1:36.7,1.1/2,10-10-9-8,42.7,111.8,9,442(-6),[地]溝橋利喜,組）オールザベスト組,1.5
6,8,10,ディベルティード,牡5,56,広瀬航,1:37.1,2.1/2,3-3-1-1,44.2,2.8,1,441(-5),[地]三宅直之,武井啓透,
7,4,4,ノイエヴェルト,牝5,54,高畑皓一,1:37.3,1,1-2-2-3,44.5,16.0,5,478(-15),[地]高馬元紘,藤田岳彦,
8,2,2,パープレー,牡6,56,竹村達也,1:37.7,2.1/2,8-9-10-9,43.8,52.3,7,432(-2),[地]織田誠,櫨山慶次,
9,1,1,ファーストエイト,牡3,56,吉村智洋,1:37.9,1.1/2,2-1-4-7,45.0,4.6,3,442(-8),[地]有馬澄男,岡田義見,
10,7,8,ヒナタエース,牡3,56,小谷周平,1:38.4,3,5-5-8-9,44.8,122.1,10,453(+8),[地]溝橋利喜,組）オールザベスト組,
1,4,4,ミズデッポウ,セ3,56,吉村智洋,1:32.5,,8-7-1-1,39.9,3.6,3,473(-3),[地]保利幸作,古東薫,25.0
2,7,8,ツジラピテス,牡4,56,竹村達也,1:32.7,1.1/2,3-3-4-2,40.0,3.2,1,523(-9),[地]長南和宏,村瀬寛紀,6.0
3,1,1,トモノブラック,牡6,56,西川進也,1:34.2,9,9-9-5-5,41.2,15.9,5,508(0),[地]西川精治,共田義夫,3.0
4,5,5,フェブマカナ,牡3,56,中田貴士,1:34.3,クビ,6-6-3-4,41.7,183.9,8,450(+3),[地]野田忍,岡本敞司,2.0
5,7,7,マーヴェラスデー,牝4,54,鴨宮祥行,1:34.6,1.3/4,5-5-8-6,41.6,32.4,6,438(+3),[地]栗林徹治,太田裕臣,1.5
6,6,6,ブラックウィンダム,牡4,56,下原理,1:35.0,2.1/2,1-1-2-3,42.5,3.5,2,468(+12),[地]新子雅司,菅原広隆,
7,8,9,ナリノスワンキー,牝4,54,杉浦健太,1:36.1,7,4-4-6-7,43.5,83.9,7,455(0),[地]玉垣光章,成塚清志,
8,8,10,タケマルドン,牡8,56,山崎雅由,1:36.3,1,2-2-7-8,43.6,185.7,9,478(-2),[地]長倉功,竹内勝之,
9,2,2,マルゼンキット,牡4,56,田野豊三,1:37.2,5,7-8-9-9,44.0,3.7,4,469(+10),[地]保利良次,吉川安久,
10,3,3,マルイチワンダー,牡7,56,山田雄大,1:37.7,3,10-10-10-10,43.8,235.5,10,455(-2),[地]黒田隆男,（株）ファーストビ,
1,7,8,リバティークイーン,牝4,54,笹田知宏,1:20.6,,1-1-1-1,39.6,2.0,1,463(-6),[地]新子雅司,平川浩之,25.0
2,1,1,ヒロノチャンバー,牡4,56,田中学,1:21.7,7,3-3-2-2,40.5,2.7,2,496(-1),[地]岡田利一,高原将浩,6.0
3,6,6,アルファキンバレー,牝5,54,板野央,1:23.4,大,7-7-7-6,41.5,10.1,4,448(+3),[地]荒山義則,近藤悦子,3.0
4,8,10,サウンドメジャー,セ8,56,松本剛志,1:23.4,アタマ,10-10-10-9,40.2,80.1,7,460(+1),[地]西村守幸,（株）ファーストビ,2.0
5,3,3,マジカルビアンカ,牝7,54,大柿一真,1:23.4,ハナ,4-6-5-3,41.7,30.7,6,459(0),[地]北野真弘,村上憲政,1.5
6,5,5,アワジノオトメ,牝4,54,永井孝典,1:24.0,3.1/2,4-5-6-7,42.3,100.9,8,384(-13),[地]坂本和也,角山喜信,
7,7,7,ブレイクスルー,牝10,54,田野豊三,1:24.4,2.1/2,4-4-4-5,42.9,6.7,3,480(+1),[地]稻田彰宏,組）オールザベスト組,
8,2,2,エイシンブラジリア,牝3,54,広瀬航,1:24.5,クビ,8-8-8-8,42.2,193.8,9,510(+5),[地]溝橋利喜,組）オールザベスト組,
9,8,9,エスカーヤスカイ,牝8,54,小谷周平,1:25.4,6,9-9-9-10,42.4,281.9,10,428(0),[地]溝橋利喜,小谷昌吾,
10,4,4,メモリーマニフィカ,牝4,54,大山真吾,1:25.6,1,2-2-3-4,44.4,10.6,5,504(+3),[地]高馬元紘,橋元幸次,
1,2,2,カツゲキキトキト,牡4,57,大畑雅章,2:02.6,,2-2-1,39.2,1.0,1,528(+2),[地]錦見勇夫,野々垣正義,500.0
2,6,7,エーシンクリアー,牡7,57,岡部誠,2:03.8,6,7-7-5,39.6,15.0,3,481(+2),[地]橋本忠明,平井克彦,125.0
3,8,12,オウマタイム,牡5,57,左海誠二,2:03.9,クビ,3-3-3,40.4,11.5,2,473(+10),[地]林正人,山口裕介,50.0
4,6,8,コスモナーダム,牡6,57,佐藤友則,2:04.0,3/4,6-6-2,40.0,43.7,6,486(-3),[地]井手上慎,野々山重貞,30.0
5,4,4,メモリージルバ,牡8,57,友森翔太,2:04.3,1.1/2,10-10-8,39.8,105.4,9,468(-3),[地]塚田隆男,シンザンクラブ,20.0
6,7,10,キングルアウ,牡5,57,保園翔也,2:04.5,1.1/2,4-4-6,40.6,76.4,8,505(+2),[地]山口浩幸,冨田藤男,
7,1,1,ヴェリテ,セ5,57,柿原翔,2:04.7,3/4,1-1-4,41.5,62.6,7,486(-4),[地]竹下太,辻祐二,
8,8,11,ドリームズライン,牡3,55,東川公則,2:05.3,3,9-8-7,41.0,18.6,4,477(+7),[地]川西毅,杉山忠国,
9,5,5,オンワードハドソン,牝5,55,今井貴大,2:05.6,1.1/2,8-9-9,41.1,219.3,12,495(+3),[地]宮本仁,中嶋隆,
10,7,9,タナトス,牡9,57,戸部尚実,2:05.7,1/2,5-5-10,41.8,36.0,5,473(+3),[地]角田輝也,欠畑圭一,
11,5,6,エーシンマックス,牡7,57,木之前葵,2:06.1,2,12-12-12,40.3,158.3,10,513(+6),[地]錦見勇夫,（有）大勇,
12,3,3,ケイリンボス,牡6,57,佐原秀泰,2:06.4,1.1/2,11-11-11,41.4,169.4,11,537(+9),[地]別府真司,酒井孝敏,
1,1,1,テクノマインド,牡2,55,川原正一,1:54.9,,1-1-1-1,41.1,1.9,1,439(+2),[地]住吉朝男,梶山高志,250.0
2,2,2,コーナスフロリダ,牡2,55,吉村智洋,1:55.3,2.1/2,6-6-3-2,41.1,4.0,2,458(-4),[地]田中範雄,（株）グリーンファ,60.0
3,4,4,テルタイザン,牡2,55,田中学,1:56.1,5,4-4-5-4,41.9,12.9,6,483(0),[地]碇清次郎,平野照子,30.0
4,6,6,シェナノブチ,牡2,55,大柿一真,1:56.7,3.1/2,8-8-5-5,42.2,32.7,8,412(-3),[地]山口浩幸,冨田藤男,20.0
5,3,3,スターオオクリカラ,牝2,54,笹田知宏,1:56.9,1,2-2-2-3,43.0,29.7,7,398(-3),[地]新子雅司,須田靖之,15.0
6,5,5,アルティスタエース,牡2,55,松浦政宏,1:57.3,2.1/2,5-5-8-7,42.9,8.9,4,456(+1),[地]野田忍,村上稔,
7,8,8,エンジェルアイドル,牝2,54,大山真吾,1:57.4,1/2,3-3-7-8,43.2,7.3,3,424(0),[地]坂本和也,木村良明,
8,7,7,シャインジーク,牝2,54,下原理,1:57.4,アタマ,7-7-4-6,42.9,9.1,5,489(-1),[地]飯田良弘,大石正,
1,3,3,マイタイザン,牡4,56,杉浦健太,1:53.3,,2-2-1-1,37.9,2.0,2,522(+2),[地]新井隆太,平野正行,170.0
2,2,2,ミッレミリア,牡4,57,大山真吾,1:53.7,2.1/2,3-3-3-2,38.1,1.7,1,462(+2),[地]保利良次,谷謙介,40.8
3,4,4,マークスマン,セ7,57,竹村達也,1:54.4,4,3-4-4-4,38.6,14.1,3,514(+1),[地]長南和宏,山本晋也,20.4
4,5,5,メイショウヨウコウ,牡7,54,吉村智洋,1:54.5,1/2,5-5-5-5,38.3,29.4,5,490(+2),[地]住吉朝男,松本好雄,13.6
5,6,6,オースミイージー,牡9,54,松本剛志,1:55.2,4,6-6-6-6,38.6,57.5,6,497(-4),[地]西村守幸,（株）オースミ,10.2
6,1,1,ランドクイーン,牝7,54,下原理,1:55.6,2.1/2,1-1-2-3,40.2,15.3,4,487(-9),[地]盛本信春,山口敦広,
1,1,1,スーパージェット,牡2,55,田中学,1:32.2,,2-2-2-2,39.1,1.5,1,496(0),[地]田中道夫,（同）ＪＰＮ技研,70.0
2,7,7,メイクアラッシュ,牝2,54,大山真吾,1:32.2,アタマ,1-1-1-1,39.3,3.4,2,442(+3),[地]吉行龍穂,阿形逸雄,16.8
3,4,4,アデージョ,牝2,54,寺地誠一,1:33.4,7,3-3-3-4,39.8,31.4,5,430(+3),[地]茂崎正善,上田忠男,8.4
4,6,6,アセロラチャン,牝2,54,広瀬航,1:33.4,アタマ,5-5-4-3,39.6,23.0,4,424(-5),[地]保利良平,谷謙介,5.6
5,5,5,レジーナデルーチェ,牝2,54,鴨宮祥行,1:34.3,5,6-6-6-6,40.4,42.3,7,430(-2),[地]田中道夫,高橋弘充,4.2
6,3,3,エイシンテルマエ,牝2,54,下原理,1:34.7,2.1/2,4-4-5-5,41.2,4.9,3,450(-7),[地]坂本和也,平井克彦,
7,2,2,オリオンローラ,牝2,54,川原正一,1:35.9,7,7-7-7-7,40.9,35.7,6,444(-2),[地]松平幸秀,近藤良寛,
1,1,1,レコパンヴァーミリ,牝4,54,川原正一,1:32.4,,8-8-8-3,39.2,4.4,2,433(-3),[地]尾原強,山下寿,35.0
2,7,7,ラインジェット,牡3,56,吉村智洋,1:33.1,4,4-4-2-1,41.2,1.5,1,431(-13),[地]有馬澄男,大澤繁昌,8.4
3,6,6,テセラグッドノーズ,牝4,54,宮下康一,1:33.7,3.1/2,5-5-5-4,41.8,18.6,5,449(+1),[地]徳本慶一,広藤政弘,4.2
4,5,5,デルマクラノスケ,牡4,56,寺地誠一,1:34.1,2.1/2,7-7-6-6,41.6,50.5,7,460(+5),[地]黒田隆男,（株）ファーストビ,2.8
5,8,10,デンコウハシャ,セ5,56,杉浦健太,1:34.6,3,1-1-1-2,43.2,11.3,4,453(+17),[地]尾林幸二,田中康弘,2.1
6,8,9,メイショウトヅガワ,牡4,56,中田貴士,1:34.8,3/4,2-2-4-7,43.0,24.9,6,488(+2),[地]橋本忠明,松本好雄,
7,3,3,マイティドリーム,牡3,56,大柿一真,1:34.9,3/4,3-3-3-4,43.2,6.7,3,481(+3),[地]橋本忠明,矢野秀春,
8,4,4,ルッチカーレ,牡3,56,小谷周平,1:35.5,3.1/2,9-9-9-9,41.6,207.6,8,508(+3),[地]稻田彰宏,組）オールザベスト組,
