Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,4,4,コスモスイング,牡6,55,井上幹太,1:56.0,,3-3-2-2,40.4,3.7,2,492(+14),[地]岡島玉一,門別善男,80.0
2,2,2,ロイヤルクレスト,牡7,57,五十嵐冬,1:56.4,2,1-1-1-1,41.0,1.5,1,530(+2),[地]原孝明,木村貢,16.0
3,3,3,コスモアジル,牡7,53,松井伸也,1:57.0,3,8-6-4-5,40.7,4.0,3,534(-2),[地]安田武広,神村雅己,12.0
4,7,7,クライリング,牝4,51,伊藤千尋,1:58.1,5,5-5-6-6,41.4,26.2,4,486(0),[地]田中淳司,吉田正志,8.0
5,5,5,ビッグバンドジャズ,牡5,54,服部茂史,1:58.7,3,4-4-4-4,42.4,95.5,7,516(0),[地]川島洋人,下河辺牧場,4.0
6,6,6,ビービーアックス,牡7,54,岩橋勇二,1:58.7,クビ,6-7-8-8,41.8,57.5,6,504(-6),[地]堂山芳則,坂東牧場,
7,1,1,モリデンクーバー,牡7,53,山本聡紀,1:59.1,2,7-7-6-6,42.4,112.3,8,500(0),[地]山口竜一,森田芳男,
8,8,8,スイングエンジン,牡9,53,桑村真明,1:59.2,クビ,2-2-3-3,43.5,32.4,5,516(+6),[地]林和弘,平井裕,
1,6,7,アルランピード,牡3,54,宮崎光行,1:58.0,,1-1-1-1,42.7,1.9,2,496(+2),[地]松本隆宏,西森鶴,50.0
2,5,5,モンサンサターン,セ5,55,井上俊彦,1:58.2,3/4,4-4-4-4,41.6,47.8,5,494(+6),[地]松本隆宏,下河辺牧場,10.0
3,1,1,ポイントパイパー,セ4,56,石川倭,1:58.2,ハナ,6-6-7-5,41.2,70.7,7,548(+2),[地]原孝明,下屋敷牧夫,7.5
4,3,3,パシコペンネッタ,牝3,51,山本聡紀,1:58.8,3,6-8-6-5,42.0,122.5,9,438(-2),[地]広森久雄,酒井芳秀,5.0
5,7,10,オフィシエ,牡5,57,阿部龍,1:59.0,1,6-6-4-5,42.4,18.2,4,464(0),[地]佐藤英明,伊達敏明,2.5
6,6,8,サクラシュトローム,牡4,55,五十嵐冬,1:59.1,クビ,2-2-2-2,43.3,1.9,1,508(+8),[地]桧森邦夫,田村誠,
7,2,2,ブラックチョコ,牝4,53,伊藤千尋,1:59.2,1/2,9-10-9-9,41.6,217.6,10,436(-6),[地]安田武広,門別敏朗,
8,4,4,パパパノチョイナ,牝5,54,松井伸也,1:59.3,クビ,10-9-9-9,41.7,395.6,11,466(+4),[地]安田武広,藤沢澄雄,
9,7,9,ファンディータ,牝4,54,黒沢愛斗,1:59.3,ハナ,3-3-3-3,43.0,11.2,3,446(+6),[地]恵多谷豊,日進牧場,
10,8,12,フロールシータ,牝4,53,岩橋勇二,1:59.3,アタマ,5-5-8-8,42.2,103.6,8,542(+2),[地]石本孝博,門別敏朗,
11,8,11,デルマシシマル,牡4,55,桑村真明,2:01.3,大,11-11-11-11,41.5,68.5,6,486(+6),[地]角川秀樹,矢野琢也,
1,4,4,サブノランマル,牡5,56,早田功駿,1:14.4,,1-3,39.0,4.6,2,478(-3),[地]阪本一栄,中川三郎,100.0
2,7,9,ブライトウェイ,牝3,54,中村尚平,1:14.8,2.1/2,6-5,38.3,21.5,7,408(0),[地]村上頼章,社台レースホース,30.0
3,6,7,イエローブラッド,牡4,56,有年淳,1:15.0,1,3-1,39.6,7.1,3,449(-2),[地]鷹見浩,（株）ＢＥＴＴＥＲ,18.0
4,1,1,ムサシキセキオー,牡4,56,笹川翼,1:15.1,1/2,11-9,37.8,2.2,1,487(+3),[地]栗田泰昌,武蔵屋ハウス（株）,12.0
5,8,11,ビビビ,牝3,54,高野毅,1:15.2,1/2,1-2,39.8,22.1,10,454(-3),[地]桜木英喜,（株）めばえ企画,10.0
6,8,10,カイジンムーン,牝5,54,山崎誠士,1:15.4,3/4,8-8,38.5,21.6,9,459(+3),[地]佐宗応和,広村憲郎,
7,5,5,ブライアントピース,牝4,54,上田健人,1:15.4,ハナ,10-10,38.1,16.8,5,482(+1),[地]渡辺和雄,高橋誠,
8,2,2,ビナキャロル,牝3,54,的場文男,1:15.5,1/2,9-11,38.3,7.7,4,445(-1),[地]赤嶺本浩,杉浦和也,
9,6,6,マホトーン,牝3,54,真島大輔,1:15.7,1.1/4,5-6,39.2,19.1,6,467(-1),[地]栗田裕光,村上直樹,
10,7,8,アインクラング,牝4,53,瀬川将輝,1:15.9,3/4,7-7,39.0,57.3,11,454(-4),[地]久保杉隆,今中俊平,
11,3,3,デルモ,牝3,54,坂井英光,1:16.7,4,4-4,40.5,21.5,8,502(+2),[地]須田和伸,岡井元憲,
1,4,4,タービランス,牡2,55,佐々木国,1:51.1,,2-2-1-1,40.6,1.4,1,516(+18),[地]若松平,泉俊二,300.0
2,3,3,スティールキング,牡2,55,宮崎光行,1:51.3,1,1-1-1-1,40.8,9.2,4,504(+8),[地]角川秀樹,菅野守雄,60.0
3,5,5,ジャーニーマン,牡2,55,桑村真明,1:51.4,1/2,5-4-3-3,40.6,4.5,2,472(-10),[地]斉藤正弘,（有）グランド牧場,45.0
4,7,7,モリデンルンバ,牡2,55,井上俊彦,1:51.8,2,4-6-3-4,41.0,31.9,5,500(-8),[地]柳沢好美,森田芳男,30.0
5,1,1,ミスターダヴィンチ,牡2,55,阿部龍,1:52.5,4,8-8-8-8,40.6,78.2,6,510(+2),[地]角川秀樹,（有）新生ファーム,15.0
6,8,9,タッチワールド,牡2,55,松井伸也,1:53.1,3,7-7-7-5,42.0,144.8,7,470(-2),[地]山口竜一,門別正,
7,8,8,ヴェルミオン,牡2,55,五十嵐冬,1:54.0,4,6-4-6-6,43.1,5.2,3,496(0),[地]広森久雄,サンデーレーシング,
8,6,6,シニスターブレイク,牡2,55,石川倭,1:55.9,9,3-3-3-7,45.1,170.4,8,454(+4),[地]原孝明,槇本牧場,
1,5,7,アエノカルティエ,牝4,54,矢野貴之,1:28.9,,9-9-5,39.1,3.6,1,440(-4),[地]森下淳平,角井紀夫,100.0
2,3,3,サキノダイアン,牡6,56,的場文男,1:28.9,アタマ,12-12-11,38.8,13.1,6,487(0),[地]桜木英喜,榊原富夫,30.0
3,5,8,ラッキーハンター,牡4,56,森泰斗,1:29.2,1.1/2,12-14-14,38.7,10.9,4,504(+3),[地]佐宗応和,西村憲人,18.0
4,1,1,ミッドアイガー,牡3,56,石崎駿,1:29.3,3/4,5-4-3,39.8,6.6,3,434(-9),[地]渡辺和雄,宮崎利男,12.0
5,8,14,ハルサエクレバ,牝3,54,山崎誠士,1:29.3,アタマ,4-3-2,39.9,32.0,11,427(+4),[地]荒井朋弘,松嶋良治,10.0
6,4,6,エスプリドール,牡4,56,楢崎功祐,1:29.5,3/4,8-11-9,39.6,12.8,5,483(-2),[地]沢佳宏,依田泰雄,
7,3,4,ウインベーネ,牡3,56,松崎正泰,1:29.7,1.1/4,7-6-4,40.1,15.1,8,460(+4),[地]庄子昭彦,酒井孝敏,
8,4,5,マグネイト,セ5,56,今野忠成,1:29.8,クビ,14-13-13,39.4,191.6,13,473(+3),[地]田中康弘,キヨタケ牧場,
9,2,2,ブエラ,牝5,54,中野省吾,1:29.8,アタマ,6-8-7,40.1,16.4,9,476(+2),[地]高橋清顕,吉田照哉,
10,7,11,ルミノーソ,牡3,56,瀧川寿希,1:29.8,クビ,1-1-1,40.5,19.2,10,480(+1),[地]寺田新太,（株）フロンティア,
11,8,13,メイショウエジソン,牡5,56,東原悠善,1:30.1,1.1/2,11-10-12,40.2,193.2,14,496(+2),[地]柏木一夫,（有）トニー企画,
12,7,12,オニパンダ,牝4,54,江里口裕,1:30.4,1.3/4,10-7-8,40.7,3.6,2,505(-2),[地]小野寺晋,梶原哲朗,
13,6,9,ビバ,牡7,56,笹川翼,1:30.9,2.1/2,3-5-10,41.3,14.7,7,482(-2),[地]秋吉和美,鎌形俊郎,
14,6,10,トップザサブライ,セ4,56,坂井英光,1:32.3,7,2-2-5,42.9,57.0,12,436(+7),[地]橋本和馬,（有）宮内牧場,
1,7,11,クロノスバローズ,牡3,56,笹川翼,1:15.0,,10-10,37.6,3.9,1,430(+14),[地]米田英世,猪熊広次,100.0
2,8,13,アゼリア,牝3,54,的場文男,1:15.4,2,2-2,39.1,5.5,4,453(+7),[地]立花伸,リーヴァ,30.0
3,2,2,ラマッダレーナ,牝3,54,森泰斗,1:15.6,1,1-1,39.4,5.2,3,496(+14),[地]荒山勝徳,（株）ニコニコ商会,18.0
