Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,7,7,ブルターレ,牡4,56,大沢誠志,1:26.1,,2-2-1-1,40.0,4.3,3,484(-2),[地]別府真司,赤沼秀典,20.0
2,5,5,エイシンサワー,牡6,56,西森将司,1:26.2,1/2,4-3-3-2,40.0,2.1,1,507(+1),[地]細川忠義,酒井孝敏,5.0
3,6,6,ムルムル,牝4,54,岡村卓弥,1:26.8,3,3-4-4-3,40.2,3.0,2,497(+2),[地]目迫大輔,西森三智代,3.0
4,4,4,ヘキサゴン,牡5,56,郷間勇太,1:26.8,アタマ,6-6-6-4,39.8,10.8,4,463(-5),[地]国沢輝幸,岡林憲一,2.0
5,3,3,ハルノフラワー,牝4,54,小山裕也,1:27.5,3,7-7-7-7,40.2,21.8,6,422(+3),[地]宮路洋一,深瀬歩,1.0
6,1,1,ナムラストレート,牡4,55,別府真衣,1:27.5,クビ,5-5-5-6,40.6,15.2,5,471(+2),[地]別府真司,吉橋英隆,
7,2,2,フジトキメキ,牝4,54,妹尾浩一,1:28.6,5,1-1-2-5,42.4,27.8,7,464(-3),[地]打越勇児,荒木誠,
1,1,1,アキノリーツリー,牝4,54,林謙佑,1:25.6,,1-1-1-1,39.6,1.5,1,459(+1),[地]田中譲二,三岡有香,20.0
2,5,5,ダイワアクシス,牡9,56,大沢誠志,1:27.3,8,3-3-3-2,40.6,7.4,3,446(+2),[地]細川忠義,西村專次,5.0
3,6,6,ネオヴェッキオ,牝4,54,郷間勇太,1:27.5,1,2-2-2-3,41.1,2.8,2,449(-5),[地]田中譲二,成富直行,3.0
4,4,4,ウイングストーミン,牝4,54,石本純也,1:27.6,クビ,4-4-4-4,40.5,11.8,4,421(+7),[地]田中伸一,杉本剛彦,2.0
5,2,2,オーシャンムーサ,牝5,53,塚本雄大,1:29.7,大,5-5-5-5,40.4,35.0,5,428(-2),[地]宗石大,酒井孝敏,1.0
6,3,3,アステロイド,牡4,55,松木大地,1:32.1,大,6-6-6-6,41.4,46.4,6,502(-1),[地]雑賀秀介,甲原晃,
1,3,3,ピエナトビーズ,牝4,54,小谷周平,1:28.3,,1-1-1-1,38.8,28.7,7,405(+11),[地]玉垣光章,本谷兼三,35.0
2,5,5,プルマブランカ,牝4,54,笹田知宏,1:28.6,2,4-4-2-2,38.7,6.8,3,485(+4),[地]新子雅司,浅川吉男,9.8
3,6,6,サンライズソウマ,セ4,56,永井孝典,1:29.8,7,3-2-3-3,40.2,2.6,1,479(+2),[地]柏原誠路,松岡隆雄,4.9
4,7,8,ウインイルソーレ,牡7,56,寺地誠一,1:29.8,クビ,10-10-9-7,38.8,44.7,9,499(-2),[地]保利幸作,古東薫,3.5
5,4,4,ブルーフォース,牡4,56,板野央,1:30.0,3/4,5-6-6-5,39.8,7.1,4,488(-1),[地]高本友芳,槇本牧場,2.8
6,2,2,ニシオキボオト,牡8,56,松本幸祐,1:30.3,2,2-3-4-4,40.5,20.9,6,517(-1),[地]住吉朝男,西尾午郎,
7,1,1,マーヴェラスデー,牝5,54,鴨宮祥行,1:30.4,クビ,8-8-7-7,39.7,32.4,8,433(-2),[地]栗林徹治,太田裕臣,
8,8,9,ミキノデイジー,牝6,54,渡瀬和幸,1:31.0,4,9-9-10-10,40.1,16.7,5,462(-1),[地]大石省三,谷口久和,
9,7,7,リベランジェロ,牡5,56,吉村智洋,1:31.2,3/4,6-5-4-6,41.2,2.6,2,521(-13),[地]森沢友貴,奥裕嗣,
10,8,10,ビクトリアガーデン,牝9,54,大柿一真,1:31.8,3.1/2,7-7-8-9,41.2,151.5,10,473(-1),[地]徳本慶一,組）オールザベスト組,
1,8,10,クリノヒビキ,牡3,55,大山真吾,1:29.2,,2-2-1-1,39.0,4.0,3,486(0),[地]橋本忠明,栗本八江,75.0
2,6,7,レップウ,牡3,55,田中学,1:29.6,2.1/2,6-6-3-3,39.1,2.4,1,469(+2),[地]保利良平,津田浩一,21.0
3,7,9,ヴェルジェーズ,牝3,54,下原理,1:29.6,クビ,1-1-1-1,39.4,3.1,2,482(0),[地]盛本信春,吉田修,10.5
4,8,11,モアナジンク,牝3,54,杉浦健太,1:30.3,4,3-3-5-4,39.7,14.6,5,450(-6),[地]田中範雄,林知佐子,7.5
5,6,6,アルティスタエース,牡3,55,永島太郎,1:30.4,1/2,10-9-6-5,39.5,29.9,6,449(-4),[地]野田忍,村上稔,6.0
6,2,2,キール,牝3,54,鴨宮祥行,1:31.2,5,9-10-8-7,40.1,9.6,4,508(-3),[地]平松徳彦,和田博美,
7,4,4,エナジーウェーブ,牝3,54,山田雄大,1:31.7,3,4-4-7-8,41.1,62.0,9,426(-1),[地]保利良次,谷謙介,
8,7,8,エイシンセドリック,牡3,55,川原正一,1:31.8,1/2,8-8-9-10,40.7,31.5,7,484(-2),[地]坂本和也,平井克彦,
9,1,1,キモンガール,牝3,54,大柿一真,1:31.8,クビ,7-7-10-9,40.7,103.3,11,457(+5),[地]橋本忠明,小林祐介,
10,3,3,ラガーデリゲート,牝3,54,小谷周平,1:32.3,3,5-4-4-6,41.8,58.7,8,429(-2),[地]尾林幸二,奥村啓二,
11,5,5,エムティストロフィ,牝3,54,高畑皓一,1:32.6,2,11-11-11-11,41.3,100.6,10,439(-2),[地]長倉功,竹内勝之,
1,8,11,ショウブノセック,牡4,56,吉村智洋,1:18.4,,1-1-1-1,36.9,2.4,1,488(+6),[地]柏原誠路,古賀慎一,45.0
2,3,3,パープルハート,牝4,54,田中学,1:18.8,2.1/2,4-4-4-4,37.1,3.0,2,523(0),[地]碇清次郎,（有）吉田牧場,12.6
3,2,2,スリーソードシチー,牡4,56,大山真吾,1:18.8,アタマ,8-8-7-6,36.9,10.4,4,422(-1),[地]飯田良弘,友駿ホースクラブ,6.3
