Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,6,6,サンダルエチケット,牝4,54,向山牧,1:48.6,,2-1-1,38.8,2.5,2,476(+2),[地]川嶋弘吉,（株）ファーストビ,16.0
2,3,3,サブマリン,牡4,56,松本剛志,1:48.7,3/4,6-3-2,38.6,1.5,1,455(+1),[地]加藤幸保,伊藤寿孝,3.7
3,8,9,バトルスキー,牡5,56,藤原幹生,1:49.0,1.1/2,3-2-3,39.1,7.5,3,437(+2),[地]町野良隆,（有）ミドルアイラ,1.6
4,4,4,コスモスティキン,牡5,56,東川公則,1:49.5,2.1/2,4-5-4,39.4,26.1,4,415(-1),[地]青木達彦,（株）ファーストビ,1.2
5,1,1,マイハマメガミ,牝6,54,山下雅之,1:51.7,大,7-7-7,40.9,203.3,7,475(-2),[地]山中輝久,（有）ホースケア,0.8
6,8,8,ヤマニンブリス,牡7,56,吉井友彦,1:52.1,2,9-9-9,40.8,48.3,5,473(-1),[地]森山英雄,土井睦秋,
7,7,7,コスモカイヤナイト,牝5,53,藤田玄己,1:52.2,1/2,5-6-6,41.8,242.8,8,412(+2),[地]伊藤勝好,酒井孝敏,
8,2,2,キャニオンシャイン,牝5,54,大原浩司,1:52.3,3/4,1-4-5,42.7,174.8,6,480(-3),[地]山中輝久,江島勝代,
9,5,5,リコーアイナハイナ,牝5,54,島崎和也,1:52.6,1.1/2,8-8-8,41.5,582.9,9,443(+1),[地]青木達彦,（株）ファーストビ,
1,8,10,スマートファミリア,牡7,57,本田正重,1:50.0,,1-1-1-1,40.9,3.7,1,490(-12),[地]川島正一,大川徹,270.0
2,4,4,ショウナンガラシャ,牝5,55,笹川翼,1:50.2,1,8-9-9-8,39.3,4.7,2,465(+3),[地]新井清重,（同）ＪＰＮ技研,81.0
3,8,11,ロイヤルトリニティ,牡5,57,西村栄喜,1:50.3,1/2,3-3-3-3,40.9,4.8,3,458(+2),[地]矢野義幸,石瀬浩三,54.0
4,7,8,オイダシダイコ,牡5,55,金子正彦,1:50.4,クビ,11-10-10-10,39.1,38.8,9,448(-15),[地]小久保智,山口裕介,32.4
5,6,6,トーセンパワフル,牡6,55,左海誠二,1:50.5,3/4,2-2-2-2,41.2,16.6,7,521(+4),[地]小久保智,島川隆哉,21.6
6,3,3,マイネルヴェルディ,牡6,55,山崎誠士,1:50.5,アタマ,6-7-7-6,40.1,32.5,8,472(-6),[地]平山真希,杉浦和也,
7,6,7,ハードクラップ,セ6,55,繁田健一,1:50.7,1,5-5-6-7,40.4,9.6,6,468(-2),[地]佐藤賢二,（有）エッジ,
8,5,5,イーサンヘイロー,牡6,57,藤江渉,1:50.9,1.1/2,7-6-5-5,40.8,7.4,5,487(+5),[地]加藤誠一,国本勇,
9,2,2,シゲルホウオウザ,牡6,55,山林堂信,1:52.2,6,4-4-4-4,42.4,88.7,11,460(-18),[地]鈴木義久,森中蕃,
10,1,1,アルマトゥーラ,牡9,50,中越琉世,1:53.5,6,10-11-11-11,42.0,83.8,10,473(-8),[地]山崎尋美,コウトミックレーシング,
1,1,1,カンテラガール,牝3,54,向山牧,1:30.7,,5-1-1,38.6,4.3,3,419(+1),[地]川嶋弘吉,木村良明,23.0
2,8,8,ビップピュアハート,牝3,54,吉井友彦,1:31.2,2.1/2,2-2-2,39.4,2.8,1,405(+15),[地]青木達彦,（株）ファーストビ,5.3
3,5,5,パイナップルキング,牡3,56,大塚研司,1:31.9,3,4-3-3,39.6,3.7,2,443(+1),[地]田口輝彦,吉田勝利,2.3
4,2,2,オンガエシ,牡3,56,丸山真一,1:33.8,9,6-5-4,40.9,179.1,7,447(-2),[地]栗本陽一,冨田清誠,1.7
5,7,7,アズオールウェイズ,牡3,56,東川公則,1:34.9,5,8-8-7,40.9,6.9,5,515(+2),[地]後藤正義,島川隆哉,1.2
6,4,4,サムライズム,牡3,56,筒井勇介,1:36.2,6,3-6-5,43.9,4.7,4,445(-5),[地]田口輝彦,鈴木和彦,
7,3,3,マイライズ,牝3,54,山下雅之,1:36.2,アタマ,7-7-6,43.0,197.0,8,428(+4),[地]田口輝彦,吉田勝利,
8,6,6,キタノポーラー,牡3,56,大畑雅章,1:40.7,大,1-4-8,49.0,23.3,6,441(+1),[地]栗本陽一,冨田清誠,
1,6,7,ロマンホープ,牡4,56,矢野貴之,1:35.4,,5-5-5-5,37.8,3.7,2,462(+4),[地]椎名広明,菅實,190.0
2,5,5,タランチュラホーク,牡7,56,石崎駿,1:35.7,1.1/2,2-2-2-2,38.5,2.4,1,489(-2),[地]出川克己,（有）サンデーレー,57.0
3,1,1,エースヴィクトリア,牝5,54,早田功駿,1:35.9,1,1-1-1-1,39.3,20.8,7,484(+10),[地]小沢宏次,（有）オート・エー,34.2
4,2,2,セイントジュピター,牡7,56,張田昂,1:35.9,クビ,4-4-4-4,38.5,5.3,3,528(+8),[地]張田京,内海正章,22.8
5,8,11,アインディアマント,牡6,56,高橋哲也,1:36.2,1.1/2,3-3-3-3,38.9,16.8,6,547(-2),[地]平山真希,森田徹,19.0
6,5,6,アラマサル,牡4,56,和田譲治,1:36.2,クビ,8-9-10-10,37.7,9.1,4,472(+3),[地]山田信大,加藤尋康,
7,4,4,キングイマデショウ,牡4,56,坂井英光,1:36.9,4,10-11-9-7,38.5,13.6,5,479(-3),[地]斉藤敏,蓑島竜一,
8,6,8,ムードスウィングス,牝5,54,藤江渉,1:37.0,1/2,9-10-8-6,38.8,25.0,8,470(-2),[地]椎名広明,安喰武雄,
9,7,10,マイネマレフィカ,牝5,54,山崎誠士,1:37.2,1,12-12-12-12,38.1,105.9,11,436(-3),[地]山崎尋美,高良憲光,
10,8,12,フルチャージ,牝6,54,笹川翼,1:37.4,1,7-7-10-11,38.9,57.5,10,461(+1),[地]山本学,（有）グランド牧場,
11,7,9,ダイシノキボウ,牡8,56,今野忠成,1:37.6,3/4,11-8-6-8,39.7,35.1,9,481(+10),[地]山田信大,松本朋治,
12,3,3,ピークハンター,牡7,56,小杉亮,1:37.7,1/2,6-6-7-9,39.6,189.4,12,473(+5),[地]矢野義幸,内藤好江,
1,8,8,オーキッドメモリー,牝3,54,佐藤友則,1:32.3,,4-3-2,40.0,1.8,1,426(-1),[地]田口輝彦,田頭喜秀,23.0
2,7,7,サムライサーベル,牝3,54,大原浩司,1:32.4,1/2,7-4-3,39.7,16.1,4,425(+4),[地]田口輝彦,吉田勝利,5.3
3,2,2,カートニイレル,牝3,54,吉井友彦,1:33.1,3,1-1-1,41.2,20.5,5,436(+3),[地]青木達彦,小田切有一,2.3
4,3,3,スピリチュアリティ,牝3,54,大塚研司,1:34.0,4,8-6-6,40.7,9.5,3,407(-2),[地]藤田正治,酒井孝敏,1.7
5,5,5,リュウジンノマイ,牝3,54,東川公則,1:34.7,3,5-5-5,42.0,2.2,2,467(-4),[地]後藤正義,岡田竜二,1.2
6,6,6,サンエイクイーン,牝3,54,筒井勇介,1:36.1,7,2-2-4,44.0,152.0,8,470(-2),[地]田口輝彦,吉田勝利,
7,1,1,ボゴールパイン,牝3,54,島崎和也,1:36.4,1.1/2,6-8-8,42.8,148.6,7,417(0),[地]伊藤勝好,酒井孝敏,
8,4,4,イザカマクラ,牡3,56,池田敏樹,1:36.8,2,3-7-7,44.3,62.5,6,416(-2),[地]藤田正治,堀幸雄,
1,5,5,グレートブレス,牡4,56,坂井英光,0:59.9,,4-3,36.3,1.9,1,496(-2),[地]佐藤裕太,ヒダカ・ブリーダーズ・ユニオン,120.0
2,7,8,シフレディ,牡5,56,張田昂,1:00.5,3,3-2,37.2,11.9,5,480(0),[地]岡林光浩,中辻明,36.0
3,6,7,レディーオブロー,牝5,54,石崎駿,1:00.7,1,1-1,37.7,6.5,3,458(+2),[地]矢野義幸,佐藤勝士,21.6
4,3,3,クオーレフォルテ,牝6,54,本橋孝太,1:01.3,3,8-8,36.9,24.5,6,508(+4),[地]石井勝男,鈴木伸哉,14.4
5,4,4,ミュゼメルノワール,牡4,56,繁田健一,1:01.4,3/4,8-7,37.0,8.5,4,487(-6),[地]岡林光浩,坂本肇,12.0
6,7,9,ドナソレイユ,牝4,54,山崎誠士,1:01.8,2,6-6,37.8,163.5,10,437(-4),[地]林隆之,紺野真太郎,
7,8,11,グランドファイヤー,牡5,56,和田譲治,1:02.2,2,6-9,38.2,68.8,9,481(-12),[地]佐々木仁,（有）グランド牧場,
