Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,5,5,カンカン,牝3,54,中島龍也,1:30.8,,1-1-1-1,38.8,7.7,4,461(+3),[地]高橋俊之,（株）Ｔ．Ｕ．Ｋ．,35.0
2,6,6,ハクサンキャノン,牡3,56,堀場裕充,1:31.3,2.1/2,3-3-4-5,38.6,15.4,5,482(-1),[地]加藤和義,河崎五市,8.0
3,8,9,キングバゴスター,牡3,56,鈴木太一,1:31.7,2,2-2-2-3,39.5,49.4,8,521(+6),[地]中川雅之,（有）宮内牧場,4.2
4,4,4,モリトカチグリ,牡3,56,畑中信司,1:31.7,アタマ,6-5-5-4,38.8,4.6,2,471(+9),[地]金田一昌,広村憲郎,3.1
5,1,1,ファーストペンギン,牡3,56,吉原寛人,1:31.9,1,7-7-3-2,39.1,1.7,1,504(-4),[地]中川雅之,松田整二,2.1
6,2,2,ホウヨウジーナス,牝3,53,柴田勇真,1:31.9,ハナ,8-8-7-7,38.5,16.5,6,449(-1),[地]高橋俊之,戸崎利彦,
7,3,3,サンワラワラ,牡3,56,藤田弘治,1:31.9,クビ,5-4-5-6,38.9,6.5,3,489(+4),[地]鈴木長次,（株）ファーストビ,
8,7,7,フォンダンショコラ,牝3,54,吉田晃浩,1:35.0,大,4-6-8-8,40.8,23.5,7,418(+1),[地]佐藤茂,ＬＳ．Ｍ,
9,8,8,ガンバルタキシード,牝3,54,池田敦,1:40.9,大,9-9-9-9,43.8,149.8,9,454(-4),[地]川添明弘,（同）ＪＰＮ技研,
1,1,1,ヒャダルコ,セ5,55,柴田勇真,1:30.5,,1-1-1-1,37.8,3.3,2,456(+1),[地]高橋俊之,（株）ファーストビ,27.0
2,3,3,ハクサングロウ,牝4,54,吉原寛人,1:30.5,アタマ,3-4-3-2,37.4,1.9,1,466(-1),[地]加藤和義,河崎五市,6.2
3,5,5,パワーズオブテン,セ4,56,池田敦,1:31.4,4,2-2-2-2,38.5,5.6,3,408(-3),[地]高橋優子,落畑健,3.2
4,4,4,カフジリバー,牡4,56,藤田弘治,1:32.0,3,5-5-5-4,38.5,12.1,4,501(-1),[地]鈴木長次,（株）ファーストビ,2.4
5,2,2,レイズアチアー,牡4,56,吉田晃浩,1:32.1,1/2,8-8-8-5,37.7,24.3,7,508(-3),[地]鈴木長次,（株）ファーストビ,1.6
6,6,6,ピーチェス,牝4,54,堀場裕充,1:34.1,大,5-5-6-6,40.2,45.0,8,470(+2),[地]加藤和義,東邦男,
7,8,8,ルガノスター,牝5,54,青柳正義,1:34.3,3/4,7-7-7-8,40.1,20.3,6,418(0),[地]奥高平,（株）ファーストビ,
