Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,5,5,アナザーデイ,牝3,54,山田祥雄,1:44.7,,1-1-1,40.6,3.9,2,466(+1),[地]今津勝之,武村學,37.0
2,2,2,スズノライジン,牡6,56,丸野勝虎,1:44.9,1.1/2,4-3-3,40.5,1.4,1,529(+4),[地]宮本仁,蜂須賀重夫,6.7
3,6,6,アルファメール,牡5,56,柿原翔,1:45.0,3/4,5-6-4,40.3,7.3,3,507(+6),[地]藤ヶ崎一,井上敦嗣,2.6
4,4,4,マリーズミイ,牝5,54,宇都英樹,1:45.2,3/4,2-2-2,41.0,14.0,4,467(-5),[地]角田輝也,（同）ＪＰＮ技研,1.8
5,1,1,カノープス,牝4,54,持原大志,1:46.2,5,7-7-6,41.1,19.8,5,457(+2),[地]田中敏和,（株）ファーストビ,
6,3,3,ゴールデンコマンド,牡7,56,藤原良一,1:47.9,8,3-4-7,42.4,49.9,7,475(-3),[地]瀬戸口悟,小野森玉江,
7,7,7,メモリードルマン,牝3,54,大畑雅章,1:47.9,アタマ,6-5-5,43.1,43.9,6,442(-2),[地]塚田隆男,シンザンクラブ,
1,7,7,ハナビクイーン,牝5,54,横井将人,1:30.5,,1-1-1,39.2,21.5,6,436(-2),[地]新山広道,新山直人,17.0
2,5,5,エアマデレーン,牝5,54,安部幸夫,1:31.3,4,6-4-4,39.6,1.3,1,472(+4),[地]今津勝之,大西優,3.0
3,7,8,ビジンダネ,牝5,52,木之前葵,1:31.3,クビ,2-2-2,39.9,66.4,7,449(+5),[地]井手上慎,岡島行一,1.2
4,1,1,ブラックスキャット,牝3,54,今井貴大,1:31.6,1.1/2,3-3-3,40.0,11.5,4,435(-4),[地]原口次夫,藤居正樹,0.9
5,3,3,サザンキング,牡4,56,宇都英樹,1:31.8,1.1/2,5-5-5,40.1,8.6,3,480(-2),[地]藤ヶ崎一,永山和夫,
6,2,2,ホワイトレーヌ,牝4,54,戸部尚実,1:31.9,3/4,8-7-6,39.8,12.1,5,443(-4),[地]塚田隆男,古賀和夫,
7,8,10,ウッチャリ,牡6,56,加藤利征,1:32.9,5,7-8-8,40.4,6.9,2,420(+4),[地]竹口勝利,（同）ＪＰＮ技研,
