Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,8,10,パワーフォルテ,セ4,56,本田正重,1:17.6,,7-5-4,39.7,7.4,5,454(+2),[地]松代真,潤間力夫,80.0
2,7,8,ハイパーエンジェル,牝6,54,国分祐仁,1:17.7,1/2,4-4-5,39.8,17.8,7,456(+5),[地]冨田敏男,冨田藤男,24.0
3,6,6,チュラウミ,牝6,54,江川伸幸,1:18.0,1.1/2,3-3-3,40.5,3.0,1,387(-4),[地]森始,南真義,14.4
4,2,2,キタノレリクス,牝9,54,見越彬央,1:18.2,1,6-7-6,40.1,41.1,8,447(-1),[地]柘榴浩樹,吉沢深造,9.6
5,3,3,サカジロマリン,牝6,54,林幻,1:18.3,クビ,2-2-2,41.0,4.9,3,449(+5),[地]玉井勝,広川直,8.0
6,8,9,コスモメイフェア,牝5,54,矢野貴之,1:19.0,3,1-1-1,41.7,5.6,4,425(+3),[地]新井清重,（同）ＪＰＮ技研,
7,1,1,メイプルキュート,牝5,51,岡村健司,1:19.2,1.1/2,9-8-8,40.6,12.0,6,393(-8),[地]渋谷信博,石井太郎,
8,5,5,エルザブラバント,牝7,52,臼井健太,1:19.2,アタマ,5-6-7,41.1,4.5,2,447(+2),[地]宮下靖旨,平井頼行,
9,7,7,ローズウィップ,牝4,54,横川尚央,1:19.5,1.1/2,10-10-9,40.7,101.7,10,414(+6),[地]宮下貴明,酒井孝敏,
10,4,4,マイネルヴィグール,牡4,56,山中悠希,1:19.8,1.1/2,8-9-10,41.2,71.9,9,458(+5),[地]宮下貴明,酒井孝敏,
1,1,1,マイネルボンド,牡7,56,村上忍,1:28.5,,3-3,38.5,1.7,1,514(+4),[地]板垣吉則,杉浦和也,10.0
2,6,6,ナスタイザン,牝5,54,菅原俊吏,1:28.5,クビ,2-1,38.7,4.5,3,458(+1),[地]伊藤和,小山田満,2.0
3,5,5,ネブカドネザル,牡4,56,木村暁,1:29.6,7,7-6,39.1,80.8,7,477(+2),[地]千葉博次,谷謙介,1.0
4,2,2,アルマライズ,牡6,56,阿部英俊,1:29.7,1/2,5-5,39.3,51.8,6,496(0),[地]佐々木由,高橋悦見,0.7
5,4,4,カミングオブエイジ,牡4,56,山本政聡,1:30.1,2.1/2,5-7,39.7,4.3,2,486(-8),[地]三野宮通,佐藤是,0.3
6,3,3,ヒシニース,牝5,54,関本淳,1:30.3,1,8-8,39.7,14.2,5,429(+1),[地]晴山厚司,只野啓喜,
7,8,8,マツリダローズ,牝7,52,鈴木麻優,1:30.9,4,3-4,40.9,95.2,8,416(-2),[地]平沢芳三,松田敬一,
8,7,7,ジャーフライト,牝7,54,陶文峰,1:31.1,1,1-1,41.4,8.3,4,480(0),[地]平沢芳三,松田敬一,
1,5,5,ファイブタブレット,セ6,56,高松亮,1:57.6,,2-2-2-2,38.4,2.9,2,477(-6),[地]佐藤雅彦,石川諭,30.0
2,8,8,サダルスード,牡7,56,斉藤雄一,1:57.7,クビ,1-1-1-1,38.8,18.6,5,475(+4),[地]小西重征,松井淳二,6.0
3,4,4,アーノルドツヨシ,牡10,56,関本淳,1:58.4,4,7-7-6-4,38.5,50.6,6,483(-4),[地]小林義明,阿部東亜子,3.0
4,7,7,サンマルウィーク,牡5,56,坂口裕一,1:58.4,アタマ,3-3-3-3,39.1,6.3,3,463(-1),[地]村上昌幸,大黒富美子,2.1
5,2,2,キャンディッド,牡5,56,山本政聡,1:59.3,6,4-4-4-4,39.6,17.9,4,479(-3),[地]桜田浩樹,山本武司,0.9
6,1,1,イルポスティーノ,セ7,57,山本聡哉,1:59.5,1.1/2,6-6-5-6,39.7,1.6,1,489(-2),[地]小林俊彦,岩渕瑞生,
7,6,6,エイシンアルファー,牝4,54,阿部英俊,2:00.4,6,8-8-7-7,39.5,142.6,8,405(-5),[地]佐々木由,谷謙介,
8,3,3,グラマービジン,牝6,54,木村暁,2:03.0,大,5-5-8-8,41.8,82.5,7,470(-2),[地]三野宮通,工藤節雄,
1,7,7,マンハッタンテルス,牝6,54,森泰斗,1:39.8,,2-2-2-2,40.4,1.6,1,508(+3),[地]高月賢一,吉田喜代司,80.0
2,6,6,フライングマオ,牝6,54,折笠豊和,1:41.3,7,4-4-3-3,41.7,38.9,6,449(+3),[地]冨田敏男,冨田藤男,24.0
3,1,1,フクノドン,牡5,56,的場文男,1:41.4,1/2,7-6-5-4,41.8,11.8,4,456(+6),[地]新井清重,相川てる,14.4
4,3,3,ハイアビリティー,牝4,54,實川純一,1:42.1,3,6-7-7-6,42.2,87.7,7,436(+16),[地]佐々木功,中島稔,9.6
5,5,5,ジャノサワホマレ,牡7,54,臼井健太,1:42.2,1/2,3-3-3-5,42.6,10.8,3,426(-2),[地]函館一昭,山内正孝,8.0
6,4,4,ピースバイオ,牝6,54,山崎誠士,1:42.4,3/4,1-1-1-1,43.0,2.5,2,471(+3),[地]新井清重,バイオ,
7,2,2,サラノブランシュ,牡8,56,江川伸幸,1:43.8,7,5-5-6-7,43.9,18.7,5,496(+1),[地]森始,神田富雄,
1,8,10,テルノマイヒメ,牝3,54,斉藤雄一,1:28.3,,2-2,39.2,2.4,1,427(-6),[地]小西重征,新井昭二,24.0
2,1,1,ドゥーアール,牝3,54,村上忍,1:28.3,ハナ,1-1,39.4,3.7,3,467(-5),[地]村上実,Ｍ・Ｋｅｎｉｃｈｉホ,4.8
3,6,6,ティーソル,牡3,56,山本聡哉,1:29.5,7,6-6,39.4,3.5,2,477(-6),[地]小林俊彦,吉田啓,2.4
4,8,9,オレンジジョディー,牝3,54,大坪慎,1:29.7,1,4-4,40.0,34.6,5,469(-1),[地]佐藤浩一,菊池一之,1.7
5,5,5,ビービーリボーン,牝3,54,高橋悠里,1:29.8,1/2,9-8,39.2,48.1,6,433(+5),[地]鈴木七郎,鈴木雅俊,0.7
6,2,2,ヴァンクル,牡3,56,山本政聡,1:30.2,2.1/2,3-3,40.7,5.2,4,466(-3),[地]小林俊彦,大久保和夫,
7,4,4,バトルミンクス,牝3,54,坂口裕一,1:31.8,10,5-5,42.1,60.9,7,474(+5),[地]桜田康二,（有）グランド牧場,
8,7,7,ダイアナジョシ,牝3,54,関本淳,1:32.6,5,10-10,40.7,81.4,9,391(+1),[地]工藤裕孝,欠畑圭一,
9,7,8,シャンパンダイヤ,牝3,54,木村暁,1:32.7,クビ,7-7,42.6,82.1,10,423(-12),[地]千葉博次,村上聡蔵,
10,3,3,ヤマヨハッピ,牝3,54,菅原俊吏,1:32.7,クビ,8-9,42.3,76.4,8,431(-4),[地]及川良春,大黒富美子,
1,6,6,テンショウティアラ,牝5,54,山本聡哉,1:14.5,,4-2,38.1,4.1,2,488(+4),[地]畠山信一,高橋昇市,10.0
2,1,1,ゼロワンシンジロー,牡7,56,村上忍,1:14.7,1,3-2,38.4,1.3,1,506(0),[地]菅原勲,国田正忠,2.0
3,3,3,ココクイーン,牝4,54,菅原辰徳,1:14.8,1/2,1-1,38.7,5.4,3,412(-15),[地]瀬戸幸一,深沢朝房,1.0
4,4,4,マンセイグレネード,牡6,56,山本政聡,1:15.3,3,5-5,38.3,17.7,4,497(-5),[地]桜田浩樹,簗田満,0.7
5,2,2,スプリングムサシ,牡4,56,高橋悠里,1:15.8,3,6-6,37.7,101.0,6,437(-6),[地]鈴木七郎,吉田釀治,0.3
6,5,5,タマニカテレバ,牝5,54,関本淳,1:16.5,4,2-4,40.2,32.7,5,485(-9),[地]晴山厚司,高橋長治,
7,7,7,カバードブリッジ,牝10,52,鈴木麻優,1:17.4,6,7-7,39.0,163.2,7,482(+7),[地]平沢芳三,松田敬一,
1,8,8,フォールドイン,牡3,56,山本政聡,1:27.7,,1-1,39.3,8.7,4,466(+4),[地]晴山厚司,田中徳夫,24.0
2,4,4,マイネルアーベント,牡3,56,山本聡哉,1:28.1,2.1/2,3-2,39.4,2.5,2,496(-7),[地]千葉幸喜,岩渕瑞生,4.8
3,2,2,ビクターウィナー,牡3,56,関本淳,1:28.1,アタマ,4-4,39.2,2.1,1,481(+8),[地]晴山厚司,昆亜紀夫,2.4
4,1,1,マイネルプレリー,牡3,56,村上忍,1:28.6,3,6-6,39.4,6.8,3,475(-5),[地]板垣吉則,杉浦和也,1.7
5,5,5,マイネルドラグーン,牡3,56,坂口裕一,1:29.3,4,5-5,40.3,16.5,5,462(-12),[地]村上昌幸,杉浦和也,0.7
6,6,6,エイシンインカルシ,牡3,54,鈴木麻優,1:31.4,大,8-7,42.1,72.6,7,400(-15),[地]伊藤和,山中元夫,
7,8,9,ピンクサンダー,牝3,54,高松亮,1:31.5,1/2,2-3,42.9,25.8,6,415(+7),[地]桜田康二,森本敏正,
8,7,7,マルケイルパン,牡3,56,木村暁,1:31.6,1/2,7-8,42.4,121.0,9,447(-6),[地]石川栄,熊谷清則,
9,3,3,キタノクロヒメ,牝3,54,斉藤雄一,1:33.5,大,9-9,43.8,106.6,8,402(+3),[地]小西重征,新井昭二,
1,8,11,コブラショット,牡3,56,本田正重,1:38.4,,6-6-6-5,41.0,5.4,2,542(+5),[地]山田信大,柴田洋一,110.0
2,8,12,ユアソング,牝3,54,山崎誠士,1:38.5,1/2,4-4-4-4,41.3,7.3,3,439(+4),[地]山本学,（有）グランド牧場,33.0
3,7,9,ドンブルーローズ,牝3,54,藤江渉,1:39.2,3,3-3-3-3,42.3,32.8,7,429(+3),[地]佐々木功,光安了,19.8
4,5,6,コレット,牝3,54,山本聡紀,1:39.4,1,2-2-2-2,42.5,30.6,6,406(+1),[地]佐藤賢二,清水斉,13.2
5,5,5,ヘビデューティー,牡3,56,的場文男,1:39.8,2,5-5-5-6,42.6,10.8,4,479(-5),[地]小久保智,岡田壮史,11.0
6,1,1,ビービーロンギング,牝3,54,中野省吾,1:39.8,ハナ,1-1-1-1,43.0,1.5,1,462(-3),[地]稲益貴弘,坂東牧場,
7,7,10,ピアレスゴールド,牡3,56,庄司大輔,1:39.9,クビ,12-12-12-11,40.2,33.2,8,425(-1),[地]秋吉和美,（有）トニー企画,
8,3,3,ハルヨコイ,牡3,53,岡村健司,1:40.2,1.1/2,8-8-7-7,42.4,33.2,8,455(+2),[地]椎名広明,内田久美子,
9,6,7,シンゼンラッシュ,牡3,56,東原悠善,1:40.8,3,10-10-10-9,42.1,199.9,12,435(-6),[地]秋吉和美,田村義徳,
10,6,8,シェアザフラワー,牝3,54,和田譲治,1:40.9,3/4,9-9-9-10,42.3,159.9,10,440(0),[地]佐藤賢二,高橋皖,
11,2,2,ジングルス,牡3,56,矢野貴之,1:41.0,1/2,7-7-8-8,43.0,18.3,5,483(+3),[地]橋本和馬,和田博美,
12,4,4,トーイプリンセス,牝3,54,酒井忍,1:41.2,1,11-11-11-12,41.7,185.2,11,375(-2),[地]柘榴浩樹,伊藤捷一,
1,4,4,ラブジェネラル,牡3,56,高松亮,1:28.7,,8-7,38.4,1.7,1,472(+4),[地]菅原勲,内山一郎,19.0
2,6,6,コスモアストロ,牡3,56,大坪慎,1:28.8,クビ,2-2,39.3,5.6,2,432(+1),[地]工藤裕孝,欠畑圭一,3.8
3,8,8,カズノヴィグラス,牡3,56,斉藤雄一,1:29.0,1.1/4,3-3,39.4,18.8,6,472(-10),[地]板垣吉則,杉浦和也,1.9
4,5,5,ディアシェダル,牝3,54,南郷家全,1:29.1,1/2,1-1,39.7,6.2,3,421(0),[地]城地俊光,大黒富美子,1.4
5,8,9,ボルジアクイーン,牝3,54,山本聡哉,1:29.2,3/4,6-5,39.2,8.8,5,395(-1),[地]城地俊光,石田牧場,0.5
6,2,2,ミサエサン,牝3,54,陶文峰,1:29.4,3/4,4-4,39.7,7.8,4,456(-2),[地]平沢芳三,グッドラック・ファーム,
7,7,7,モシカシテ,牡3,56,坂口裕一,1:29.8,2.1/2,5-5,39.9,41.0,7,440(0),[地]千葉幸喜,前田敏文,
8,3,3,ダンストーンマンボ,牝3,54,村上忍,1:30.7,6,9-9,40.2,95.3,8,392(-8),[地]村上実,伊藤孝治,
9,1,1,サイレントローラン,牝3,54,阿部英俊,1:30.9,1,7-7,40.8,137.8,9,408(-5),[地]佐藤祐司,道地房男,
1,7,7,ケンブリッジベスト,牡5,56,森泰斗,1:37.2,,6-6-6-5,39.0,5.5,4,471(-4),[地]新井清重,中西宏彰,100.0
2,3,3,イチジツセンリ,牡4,56,石崎駿,1:37.2,ハナ,1-1-1-2,39.6,3.0,2,474(+1),[地]矢野義幸,浜野順之助,30.0
3,4,4,グルービーメテオ,牡7,56,的場文男,1:37.3,クビ,4-4-4-4,39.2,2.4,1,476(+3),[地]新井清重,（同）ＪＰＮ技研,18.0
4,6,6,レーヴラヴィッサン,牝4,54,沢田龍哉,1:37.3,クビ,3-3-3-3,39.6,18.1,5,432(-8),[地]山田信大,西村專次,12.0
5,5,5,リブストロング,牡7,56,中野省吾,1:37.5,3/4,2-2-1-1,39.9,4.2,3,472(+3),[地]佐々木功,井門敏雄,10.0
6,2,2,パッピンス,牝4,54,山本聡紀,1:38.7,6,5-5-5-6,40.6,54.8,7,418(+5),[地]伊藤滋規,杉浦和也,
7,1,1,ヴィヴィッドモズ,牡4,56,小杉亮,1:39.9,6,7-7-7-7,41.1,44.6,6,449(+1),[地]森始,山崎義隆,
1,4,4,フクノレクサス,牡6,56,的場文男,1:43.7,,2-2-2-1,39.5,16.8,5,470(+7),[地]石井勝男,福本次雄,100.0
2,7,7,ライブリーソウル,牡5,56,本田正重,1:43.8,3/4,1-1-1-2,39.6,3.0,2,483(+5),[地]山下貴之,吉田照哉,30.0
3,6,6,エフティロビン,牡4,56,左海誠二,1:43.9,1/2,6-6-5-5,39.2,5.6,3,440(-3),[地]林正人,江川伸夫,18.0
4,2,2,アサクサハヤブサ,牡4,56,森泰斗,1:43.9,ハナ,4-4-4-3,39.3,1.7,1,521(-5),[地]佐藤裕太,吉田照哉,12.0
5,1,1,ソングオブエース,牡6,56,藤江渉,1:45.0,5,7-7-6-6,39.9,15.2,4,547(+2),[地]岡田一男,岩渕義三,10.0
6,5,5,エスケイパサー,牡4,56,田中力,1:45.0,ハナ,3-3-3-4,40.5,66.9,7,467(+8),[地]山浦武,伊藤輔則,
7,3,3,ヴァルティカル,牡6,53,岡村健司,1:45.2,1,5-5-7-7,40.1,29.8,6,450(+2),[地]松代真,（有）下河辺トレー,
1,8,11,オーバークロック,セ5,56,的場文男,1:43.9,,2-2-2-2,39.9,1.8,1,464(-3),[地]佐藤裕太,吉田照哉,110.0
2,6,7,ガラハッド,セ5,56,山崎誠士,1:44.7,4,7-8-7-6,39.8,4.9,3,480(+8),[地]伊藤滋規,（株）レックス,33.0
3,7,9,クラマサジョーカー,牝6,54,小杉亮,1:45.0,1.1/2,3-3-3-3,40.7,16.3,6,499(+1),[地]矢野義幸,倉見政敏,19.8
4,6,6,ハイネ,牡4,56,中野省吾,1:45.3,1.1/2,8-7-8-7,40.3,46.2,7,444(+5),[地]新井清重,（同）ＪＰＮ技研,13.2
5,7,8,アドマイヤドラゴン,牡4,56,町田直希,1:45.6,1.1/2,9-10-10-10,40.3,3.9,2,483(0),[地]佐藤賢二,大野龍,11.0
6,8,10,ニシノチャステティ,牝5,54,高橋哲也,1:45.7,1/2,4-5-4-8,41.0,161.4,11,454(-5),[地]吉田正美,冨田藤男,
7,1,1,リヴァロ,牝6,54,寺島憂人,1:45.7,アタマ,10-9-9-9,40.4,83.7,9,447(+3),[地]冨田敏男,冨田藤男,
8,5,5,ヴァンキッシャー,牝4,54,藤江渉,1:45.9,1,11-11-11-11,40.4,89.5,10,429(+10),[地]小久保智,岡本幸正,
9,4,4,シグロデオーロ,セ4,56,本田正重,1:46.0,1/2,1-1-1-1,42.0,15.5,4,464(-8),[地]川島正一,吉田正志,
10,3,3,サンセットバラッド,牡8,56,張田昂,1:46.3,1.1/2,6-6-4-4,41.6,77.9,8,477(-2),[地]河津裕昭,天笠哲勇,
11,2,2,アレックスキッド,セ6,56,繁田健一,1:46.5,3/4,5-4-4-5,41.8,16.1,5,499(+5),[地]椎名広明,（株）レックス,
1,6,6,ヤワタスバル,牡3,56,笠野雄大,1:45.6,,5-5-5-3,41.8,19.4,7,481(+1),[地]松代真,平岩健一,120.0
2,7,9,ワンダフルワンダー,牡3,56,山崎誠士,1:45.7,クビ,10-10-8-7,41.5,6.1,2,457(-1),[地]山浦武,谷岡真喜,36.0
3,8,11,キノドン,牡3,56,的場文男,1:45.9,1,9-8-6-5,41.9,8.3,4,447(+5),[地]佐藤賢二,組）寿組合,21.6
4,6,7,マルクグラーフ,牡3,56,中野省吾,1:46.7,4,7-6-6-6,42.7,16.1,6,478(+3),[地]稲益貴弘,宮川保,14.4
5,3,3,イグナシオ,牡3,56,森泰斗,1:46.8,クビ,2-2-2-2,43.3,1.8,1,511(+3),[地]出川克己,（有）サンデーレー,12.0
6,7,8,バジガクスペラーレ,牝3,54,藤江渉,1:47.0,1,11-11-11-11,42.4,90.1,11,432(+1),[地]久保田信,（株）馬事学院,
7,5,5,エムフェイス,牝3,54,沢田龍哉,1:47.9,4,6-7-8-9,43.7,30.3,8,415(-2),[地]佐藤賢二,村山哲生,
8,2,2,ネクストヒロイン,牝3,54,川島正太,1:48.3,2,8-9-10-10,44.1,79.8,9,424(+2),[地]橋本和馬,エスティファーム,
9,1,1,ミリオンウェイズ,牡3,56,今野忠成,1:48.5,1,1-1-1-1,45.0,9.1,5,504(+7),[地]川島正一,キャロットファーム,
10,8,10,シナバー,牡3,56,内田利雄,1:48.8,1.1/2,4-4-4-8,45.2,88.0,10,479(+4),[地]堀江仁,望月朋子,
11,4,4,マナミン,牝3,54,左海誠二,1:50.0,6,3-3-3-4,46.5,6.7,3,454(0),[地]林正人,山口裕介,
1,3,3,レオサーパス,牡4,56,田中力,1:14.9,,4-4-4,38.2,11.2,5,443(+1),[地]岡林光浩,田中博之,110.0
2,6,6,ソーラーネコ,牝4,54,増田充宏,1:15.0,クビ,1-1-1,38.7,85.5,10,420(-4),[地]本間光雄,（株）フロンティア,33.0
3,2,2,トーションビーム,牡5,56,江川伸幸,1:15.2,1.1/2,2-2-2,38.7,1.9,1,511(+2),[地]稲益貴弘,上村洋司,19.8
4,1,1,ハクサンエルモ,牝4,54,石崎駿,1:15.3,1/2,3-5-5,38.5,18.6,6,449(+2),[地]矢野義幸,河崎五市,13.2
5,7,7,ブラックバイキング,牡5,56,左海誠二,1:15.5,1,5-3-3,39.0,10.0,3,484(+5),[地]渡辺貴光,高橋敏行,11.0
6,8,9,ワイルドソウル,牡5,56,中野省吾,1:15.6,クビ,6-6-6,38.3,3.2,2,495(+8),[地]岡林光浩,（有）社台レースホ,
7,5,5,アナザフォー,牡4,56,今野忠成,1:15.7,1/2,9-8-8,38.0,10.2,4,520(+4),[地]佐藤裕太,菊地博,
8,4,4,マルヒロトリック,牝5,54,楢崎功祐,1:15.9,1,8-7-7,38.4,22.3,7,457(+3),[地]玉井等,広川直,
9,8,10,トーセンコスモ,牡4,56,坂井英光,1:16.2,1.1/2,7-10-10,38.3,82.7,9,463(-2),[地]小久保智,島川隆哉,
10,7,8,ヘッズ,牡8,56,笠野雄大,1:16.2,アタマ,10-9-9,38.4,80.2,8,471(+1),[地]松代真,中村勝彦,
1,4,4,ライブロック,牡5,56,森泰斗,1:36.4,,5-5-5-5,38.9,6.4,3,536(+4),[地]出川克己,（有）社台レースホ,100.0
2,8,8,コパノアルディー,牡4,56,今野忠成,1:36.6,3/4,3-3-3-3,39.4,15.5,6,505(+4),[地]川島正一,小林祥晃,30.0
3,3,3,スパツィオ,牡4,56,矢野貴之,1:36.8,1,1-1-1-1,39.8,6.4,2,480(0),[地]山田信大,岩渕瑞生,18.0
4,7,7,アミフジタイカン,牡4,56,本田正重,1:36.9,1/2,2-2-2-2,39.9,7.5,4,494(+5),[地]佐々木清,内藤好江,12.0
5,6,6,トーアチチカカ,牡4,56,酒井忍,1:37.5,3,4-4-4-4,40.0,62.8,8,493(-4),[地]斉藤敏,山本茂,10.0
6,2,2,リニアエキスプレス,牝4,54,川島正太,1:37.7,1,7-8-8-8,39.5,49.7,7,459(+3),[地]岡林光浩,（株）パイロットナ,
7,5,5,ブリアンナ,牝4,54,中野省吾,1:37.7,クビ,6-6-6-6,39.8,1.6,1,486(-5),[地]稲益貴弘,桑田牧場,
8,1,1,アオバホマレ,牡5,56,和田譲治,1:38.7,5,8-7-7-7,40.8,12.0,5,468(+3),[地]松代真,中村勝彦,
1,8,11,フラットライナーズ,牡4,55,左海誠二,1:13.9,,3-3-2,38.6,2.6,1,493(+4),[地]林正人,（有）太盛,350.0
2,3,3,カベルネフラン,牝7,53,中野省吾,1:14.2,1.1/2,1-1-1,39.0,9.2,4,512(+8),[地]岡林光浩,吉田勝己,105.0
3,8,10,イセノラヴィソン,牝6,55,矢野貴之,1:14.4,1,5-6-7,38.5,4.2,2,490(+1),[地]佐藤厚弘,（株）ドン,70.0
4,7,8,エイシンテキサス,牡6,55,石崎駿,1:14.5,クビ,6-5-5,38.8,23.5,9,476(0),[地]矢野義幸,平井克彦,42.0
5,6,6,スマートアレンジ,牝6,55,本橋孝太,1:14.7,1,9-8-8,38.5,51.1,10,473(+4),[地]川島正一,深見富朗,28.0
6,4,4,サウスヤクモ,牝6,51,増田充宏,1:14.9,1.1/2,7-7-6,38.9,14.9,7,446(+9),[地]吉橋淳一,山崎牧場,
7,7,9,アルベルティ,牡8,57,森泰斗,1:15.2,1.1/2,10-9-9,38.9,6.1,3,530(-1),[地]山下貴之,坂本順子,
8,1,1,ワールドエンド,牡7,57,今野忠成,1:15.9,3,4-4-4,40.5,16.8,8,502(-2),[地]小久保智,ＨｉｍＲｏｃｋＲａｃｉｎｇ,
9,2,2,ウインプロスパー,牡6,55,張田昂,1:15.9,クビ,8-10-10,39.4,82.3,11,523(+6),[地]河津裕昭,ウイン,
10,5,5,キョウエイロブスト,牡7,57,山崎誠士,1:16.6,3,2-2-3,41.3,10.6,5,499(0),[地]佐々木仁,田中晴夫,
1,4,4,ダイジロウ,牡2,480,赤塚健仁,2:10.9,,,,2.5,1,955(-16),[地]久田守,渡部忠司,13.0
2,3,3,ユアサンレディ,牝2,460,西将太,2:11.2,,,,4.7,2,859(+19),[地]大橋和則,田村全,2.6
3,2,2,タカラモノ,牡2,480,工藤篤,2:51.9,,,,23.4,6,808(+23),[地]小北栄一,佐々木敏雄,1.3
4,8,9,オレノロッキー,牡2,480,阿部武臣,2:52.1,,,,4.9,4,889(0),[地]槻舘重人,大森勝広,0.7
5,1,1,キンタカ,牡2,480,大河原和,2:53.4,,,,9.7,5,884(-2),[地]服部義幸,横井均,0.5
6,5,5,ジンタロー,牡2,480,安部憲二,3:03.4,,,,32.2,8,832(+1),[地]今井茂雅,村上昭一,
7,7,7,カツノバローズ,牡2,480,島津新,3:07.5,,,,23.8,7,857(+7),[地]岩本利春,田山克広,
8,6,6,メオトコマチ,牝2,460,長沢幸太,3:35.0,,,,42.7,9,785(+17),[地]西弘美,杉沢勝治,
9,8,8,クリントンニセイ,牡2,480,西謙一,3:44.6,,,,4.8,3,950(+3),[地]平田義弘,工藤光雄,
1,7,9,クインズソール,牡4,56,森泰斗,1:15.3,,11-7-4,38.7,4.9,2,488(+4),[地]玉井昇,鈴木伸哉,100.0
2,8,11,テラザホット,牝4,54,張田昂,1:15.5,1,2-2-2,40.1,2.1,1,477(-5),[地]張田京,海野修太郎,30.0
3,8,12,サンチュータ,牡4,56,町田直希,1:15.9,2,6-3-3,40.0,21.5,7,477(-1),[地]岡林光浩,加藤信之,18.0
4,1,1,バトルルーラー,牡4,56,山口達弥,1:16.0,クビ,1-1-1,40.7,12.3,6,549(+1),[地]林正人,土田重実,12.0
5,6,8,エカヒ,牝5,54,和田譲治,1:16.2,1,4-5-6,39.7,89.3,12,465(+2),[地]山下貴之,森田一俊,10.0
6,4,4,ヴェルデプラート,牡4,56,左海誠二,1:16.2,ハナ,8-10-8,39.2,10.6,5,463(+2),[地]石井勝男,Ｈ．Ｉコーポレーション,
7,6,7,ルミエールウェスト,牝5,54,野沢憲彦,1:16.3,クビ,10-11-10,39.3,25.9,8,422(+7),[地]矢内博,安味宣光,
8,3,3,キャプテンヒーロー,牡5,56,田中力,1:16.4,3/4,9-9-9,39.5,6.3,3,529(+1),[地]渡辺貴光,ジェイアール,
9,2,2,ゴールドシュート,牡6,56,秋元耕成,1:16.6,1,12-12-12,39.0,84.8,11,497(+3),[地]冨田敏男,冨田藤男,
10,5,5,ダイワコンシード,牝5,54,本田正重,1:17.4,4,7-6-7,40.9,46.9,9,504(+8),[地]波多野健,西村專次,
11,5,6,イクスクイジット,牝5,54,繁田健一,1:17.9,2.1/2,3-4-5,41.9,9.1,4,457(+3),[地]椎名広明,（株）レックス,
12,7,10,ケンブリッジアリス,牝7,54,矢野貴之,1:18.0,3/4,5-8-11,41.1,56.1,10,476(-4),[地]新井清重,木下孝丸,
1,6,6,ヤマトダイジン,牝2,460,藤本匠,2:14.0,,,,3.0,2,810(+3),[地]金田勇,馬場明,13.0
2,8,8,ハクオーカン,牝2,460,安部憲二,2:40.1,,,,6.3,3,782(+12),[地]中島敏博,山崎勇,2.6
3,4,4,ライデンメルテイ,牝2,460,大口泰史,2:45.2,,,,24.6,7,819(+9),[地]岡田定一,田中猛,1.3
4,2,2,プレシャスリン,牝2,460,松田道明,2:46.7,,,,2.8,1,872(+7),[地]今井茂雅,加藤信一,0.7
5,5,5,ビックリボン,牝2,450,竹ヶ原茉,2:54.3,,,,18.9,6,822(+1),[地]大橋和則,長谷川義晃,0.5
