Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,,7,Beauty Applause,セ3,57.5,モレイラ,1:09.79,,,,---,1,計不,[外]サイズ,Junbon Chan Chun Bong,
1,,8,Channel Maker,セ5,56,ロザリオ,2:12.43,,,,---,5,計不,[外]モット,,
1,8,12,ジョーキーパーソン,牡7,56,矢野貴之,1:38.0,,2-2-2-2,40.8,1.7,1,429(-2),[地]小久保智,上田けい子,100.0
2,8,11,ブルーメーア,牡7,56,繁田健一,1:38.6,3,1-1-1-1,42.4,7.4,3,495(-1),[地]新井清重,（同）ＪＰＮ技研,40.0
3,7,9,ピート,牡5,56,山崎誠士,1:38.6,アタマ,4-4-3-4,40.8,18.4,7,479(+13),[地]山崎尋美,川原崇弘,25.0
4,1,1,ブレッザ,牝5,54,張田昂,1:38.7,3/4,6-6-6-6,40.3,15.3,5,424(+3),[地]岡林光浩,井手慶祐,15.0
5,6,7,ネオチャンプ,牡4,56,本田正重,1:39.3,3,7-7-7-7,40.7,41.6,9,515(-13),[地]須田和伸,欠畑圭一,10.0
6,5,5,ハクサンキャノン,牡4,56,石崎駿,1:39.9,3,5-5-3-3,42.1,5.0,2,487(+2),[地]矢野義幸,河崎五市,
7,6,8,ソムタム,牝4,54,柏木健宏,1:40.3,2,9-10-11-12,41.1,82.6,11,469(+7),[地]斉藤敏,杉浦和也,
8,7,10,バックインスタイル,牡4,56,本橋孝太,1:40.3,クビ,12-12-12-11,41.1,44.8,10,460(-4),[地]岡林光浩,平田修,
9,4,4,キタサンシャドー,牡6,56,今野忠成,1:40.4,クビ,8-8-8-8,41.5,17.0,6,493(+3),[地]佐藤賢二,（有）大野商事,
10,5,6,エイシンエディソン,牡4,56,澤田龍哉,1:40.6,1,11-11-10-9,41.6,114.5,12,444(+4),[地]山下貴之,松澤光洋,
11,3,3,モエレフウジン,牡5,56,笹川翼,1:40.6,アタマ,10-9-8-10,41.7,14.7,4,462(-8),[地]斉藤敏,中村時子,
12,2,2,グレートバロン,牡5,56,山本聡紀,1:41.5,4,3-3-3-5,43.7,25.2,8,471(-5),[地]坂本昇,多治見国壽,
1,8,9,リュウノカンパニー,牡6,56,笹川翼,1:16.6,,3-3-2,40.2,2.5,1,475(0),[地]斉藤敏,蓑島竜一,90.0
2,4,4,クバノココロ,牝6,53,櫻井光輔,1:17.1,2.1/2,2-2-3,40.7,42.3,9,470(0),[地]柏木一夫,（株）馬事学院,36.0
3,5,5,ケイジーファルコン,牡6,56,町田直希,1:17.2,クビ,8-8-7,40.3,3.3,2,442(+6),[地]山田信大,田中準市,22.5
4,1,1,メイショウケンザン,牡7,56,川島正太,1:17.3,クビ,4-4-4,40.9,24.1,7,475(+4),[地]伊藤滋規,組）滋友会,13.5
5,7,8,オグマンテ,牡4,56,山崎誠士,1:17.3,ハナ,7-7-5,40.6,5.3,3,488(-6),[地]田島寿一,廣瀬由一,9.0
6,3,3,アリオス,牝6,54,笠野雄大,1:17.3,ハナ,5-6-6,40.6,16.5,6,411(+6),[地]玉井勝,廣川正之,
7,6,6,ユウユウアヴニール,牡4,56,張田昂,1:17.6,1.1/2,9-9-8,40.1,31.8,8,498(+1),[地]福田真広,高岡義光,
