Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,3,3,エクセルビーム,牡4,56,池田敦,1:38.0,,1-1-1-1,38.8,4.2,3,481(0),[地]川添明弘,谷謙介,29.0
2,2,2,ヒャダルコ,セ5,55,柴田勇真,1:38.8,4,5-6-6-5,38.5,3.1,2,457(-1),[地]高橋俊之,（株）ファーストビ,6.6
3,7,7,アメリカンイーグル,牡5,56,栗原大河,1:39.8,5,6-7-7-6,39.2,23.9,6,432(+16),[地]室井眞文,（株）ファーストビ,3.4
4,6,6,マーキーシャトル,牡5,56,沖静男,1:40.1,1.1/2,8-8-8-8,38.9,150.0,8,511(-3),[地]鈴木長次,（株）ファーストビ,2.6
5,1,1,マコトステッラミラ,牝4,54,葛山晃平,1:40.1,クビ,3-3-2-2,40.3,2.6,1,430(+19),[地]宗綱泰彦,（同）ＪＰＮ技研,1.7
6,8,8,フクノベルサイユ,牡4,56,畑中信司,1:40.5,2,7-5-2-3,40.8,6.3,4,462(-4),[地]吉井敏雄,池田守正,
7,5,5,ハートリッチ,牡4,56,米倉知,1:40.8,1.1/2,4-4-2-4,41.1,14.0,5,463(-7),[地]鈴木長次,（株）ファーストビ,
8,4,4,キラメキオー,牡7,54,塚本弘隆,1:41.4,3,2-2-5-7,41.7,24.0,7,495(-5),[地]黒木豊,新村順一,
1,2,2,リネンマンファス,牝3,54,小松丈二,1:25.1,,6-6-5-1,39.3,3.3,2,478(0),[地]濱田一夫,戸山昌彦,21.0
2,8,8,カチコサプライズ,牝3,54,南谷圭哉,1:25.8,4,2-2-1-2,40.6,33.2,5,458(-8),[地]頼本盛行,竹原孝昭,6.3
3,3,3,シゲルキュウリ,牡3,56,山口勲,1:26.0,1.1/4,7-7-7-7,39.2,1.4,1,467(+5),[地]九日俊光,森中蕃,2.1
4,8,9,マイネルゲルトナー,牡3,56,鮫島克也,1:26.3,1.1/2,3-3-3-3,41.0,6.5,3,481(+5),[地]大島静夫,吉田英治,1.3
5,1,1,トーシンラルジャン,牝3,54,倉富隆一,1:26.9,3,8-8-8-8,39.9,74.0,7,420(+1),[地]川田孝好,長井純一,0.8
6,6,6,マイアモーレ,牝3,54,山下裕貴,1:27.2,1.1/2,1-1-2-4,42.0,17.2,4,436(0),[地]池田忠好,（株）ボンズ,
7,7,7,ベリロス,牝3,54,岡村健司,1:27.9,4,5-4-4-5,42.5,44.2,6,440(+6),[地]真島元徳,加藤徹,
8,5,5,ムーンパスローズ,牝3,54,川島拓,1:28.1,1,4-5-6-6,42.1,268.9,8,437(-5),[地]土井道隆,木稲安則,
9,4,4,ニパイドゥ,牡3,56,石川慎将,1:29.5,7,9-9-9-9,42.0,313.0,9,508(+19),[地]北村欣也,（株）本城,
