Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,8,13,デュアルフレイム,牡3,56,勝浦正樹,1:46.7,,7-7-2-2,38.9,2.9,1,458(+14),[東]杉浦宏昭,社台レースホース,460.0
2,4,4,レイズユアハンズ,牡3,56,福永祐一,1:46.7,クビ,7-7-6-3,38.6,4.8,2,510(0),[東]矢野英一,ターフ・スポート,180.0
3,8,12,ラブトゥーマッチ,牡3,56,横山典弘,1:47.3,3.1/2,12-12-12-11,38.3,11.6,7,492(+12),[東]奥平雅士,Ｍ・Ｋｅｎｉｃｈｉホールディング,120.0
4,5,7,マゼンタ,牡3,56,菱田裕二,1:47.5,1.1/4,9-9-8-5,39.2,11.4,6,450(+6),[東]伊藤大士,増田和啓,69.0
5,6,9,エーデルフラウ,牝3,51,加藤祥太,1:47.5,ハナ,6-6-4-5,39.5,8.5,4,416(+12),[西]松田国英,キャロットファーム,46.0
6,1,1,セイセイセイ,牡3,56,桑村真明,1:47.6,3/4,11-11-9-7,39.1,182.2,12,442(+2),[西]西村真幸,薪浦亨,
7,2,2,ハッスルカフェ,牡3,56,四位洋文,1:47.8,1.1/4,13-13-9-10,39.3,39.8,10,476(+12),[東]小島太,西川恭子,
8,3,3,ダイニヨシゼン,牡3,53,井上敏樹,1:47.9,クビ,1-2-4-7,40.0,33.6,9,458(-8),[東]本間忍,橋本忠雄,
9,7,11,ノーブルカイザー,牡3,56,津村明秀,1:48.6,4,3-3-2-1,40.9,14.3,8,492(+1),[東]鈴木伸尋,吉木伸彦,
10,7,10,メイショウクニツグ,牡3,56,古川吉洋,1:48.9,2,10-10-13-13,39.8,261.9,13,466(+4),[西]松永幹夫,松本好雄,
11,4,5,ウインエスパシオ,牡3,56,三浦皇成,1:48.9,クビ,3-4-6-7,40.8,6.2,3,510(+2),[東]畠山吉宏,ウイン,
12,6,8,ハヤブサゲッツ,牡3,56,丸田恭介,1:49.8,5,2-1-1-3,42.3,10.0,5,478(0),[東]伊藤圭三,武田修,
