Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,7,8,シームリー,牝6,54,赤岡修次,1:26.8,,2-2-2-1,40.3,1.2,1,449(0),[地]打越勇児,豊島愛子,20.0
2,8,10,ピティヴィエ,セ4,56,岡村卓弥,1:27.8,5,5-5-4-6,41.1,9.2,4,450(+4),[地]川野勇馬,酒井孝敏,5.0
3,8,9,エデンロック,牡8,55,松木大地,1:27.9,クビ,3-3-3-3,41.3,21.7,6,462(+3),[地]雑賀正光,会田裕一,3.0
4,1,1,セイユウダンサー,牝4,54,倉兼育康,1:28.2,1.1/2,1-1-1-2,41.8,9.1,3,434(-8),[地]工藤真司,松岡正二,2.0
5,2,2,デュアルスウォード,牡10,56,妹尾浩一,1:28.6,2,4-4-4-4,41.9,16.2,5,480(-1),[地]宮路洋一,酒井孝敏,1.0
6,3,3,ブルーグリュック,牡4,56,永森大智,1:29.2,3,7-6-4-5,42.4,7.1,2,461(-6),[地]雑賀正光,梁川正,
7,6,6,エグザルトント,牡4,55,下村瑠衣,1:29.9,3,9-8-7-7,42.7,198.2,7,448(-2),[地]胡本友晴,弘芝雪夫,
8,4,4,バトルキャンデー,牝5,53,塚本雄大,1:30.3,2,10-10-9-9,42.0,228.7,8,451(+4),[地]国沢輝幸,吉田年實,
9,7,7,サイレントムーン,牝5,54,林謙佑,1:30.5,1,6-7-8-8,43.2,540.6,10,424(+2),[地]胡本友晴,岡田龍太郎,
10,5,5,マタタビニャンニャ,牝6,54,郷間勇太,1:31.4,4,8-9-10-10,43.1,247.8,9,410(+2),[地]平和人,酒井孝敏,
1,1,1,ルイカズマ,牡7,57,吉村智洋,1:32.4,,4-4-4-4,39.7,4.0,3,506(-4),[地]玉垣光章,（同）雅苑興業,90.0
2,2,2,クインズジャーニー,牡7,57,永島太郎,1:32.8,2.1/2,1-1-1-1,40.5,9.8,5,514(-1),[地]松平幸秀,神村雅己,25.2
3,3,3,ヒミノオオタカ,牡8,57,池田敦,1:33.2,2.1/2,9-8-7-6,39.8,19.2,6,494(-3),[地]高馬元紘,安高清一郎,12.6
4,8,8,ワイドヴィンチェレ,牡6,55,下原理,1:33.2,ハナ,3-3-3-3,40.6,3.2,2,433(+4),[地]新子雅司,幅田昌伸,9.0
5,5,5,イスズイーグル,牡5,57,松本剛志,1:33.4,1.1/2,7-7-8-8,40.0,60.5,8,522(+5),[地]三宅直之,大野春男,7.2
6,4,4,コトブキファルコン,牡4,57,川原正一,1:33.5,1/2,6-6-6-7,40.4,6.1,4,521(+3),[地]渡瀬寛彰,尾上松壽,
7,8,9,カノヤパリティ,牝5,55,大山真吾,1:33.7,3/4,5-5-5-5,40.9,3.1,1,472(0),[地]田村彰啓,泉一郎,
8,6,6,デトロイトスター,牝10,55,笹田知宏,1:34.2,3,2-2-1-1,41.8,20.1,7,486(+1),[地]西川精治,（同）ＪＰＮ技研,
9,7,7,ノープロブレム,セ5,55,永井孝典,1:35.7,9,8-9-9-9,42.0,384.0,9,523(+1),[地]山元博徳,（株）ファーストビ,
1,6,6,セルリアンアピチェ,牡4,56,三村展久,1:27.9,,3-3-3-1,41.4,1.6,1,485(-1),[地]松木啓助,（同）ＪＰＮ技研,20.0
2,4,4,デンコウタカミー,牡4,56,岡村卓弥,1:28.5,3,4-5-5-2,41.7,2.8,2,537(+3),[地]川野勇馬,神岡賢太郎,5.0
