Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,1,1,マタタビニャンニャ,牝5,51,木村直輝,1:26.9,,2-3-3-2,40.5,4.6,3,410(-1),[地]平和人,酒井孝敏,20.0
2,7,7,キーライム,牝4,54,倉兼育康,1:27.0,1/2,2-2-2-1,40.7,2.3,1,386(-4),[地]松木啓助,吉野茂久,5.0
3,5,5,カリスマベガ,牝6,54,赤岡修次,1:27.5,2.1/2,8-8-5-4,40.7,3.7,2,417(+3),[地]工藤真司,藤田司,2.5
4,8,9,ガンバレシャチョウ,牡8,56,西森将司,1:27.5,クビ,10-10-10-9,39.6,16.0,5,495(-1),[地]大関吉明,浜田修一,1.5
5,4,4,ストーンテール,牡10,56,西川敏弘,1:27.7,3/4,4-4-3-3,41.3,7.2,4,465(-3),[地]国沢輝幸,鳥飼義寿,1.0
6,7,8,サルサコスモ,牝6,54,上田将司,1:28.1,2,6-5-5-5,41.4,17.7,6,440(-3),[地]宮路洋一,（有）ホースケア,
7,2,2,ブルジョワ,セ9,55,松木大地,1:28.3,1,7-7-7-7,41.2,55.9,8,483(+1),[地]田中伸一,（株）Ｎｉｃｋｓ,
8,8,10,ヴリルスター,牡6,56,三村展久,1:28.6,1.1/2,5-6-7-8,41.5,102.0,9,473(-4),[地]松木啓助,蕭敬如,
9,3,3,ダルド,セ7,56,妹尾浩一,1:29.5,4,9-9-9-10,41.7,109.3,10,422(+9),[地]田中譲二,酒井孝敏,
10,6,6,リュウワンカーリー,牝4,52,鈴木麻優,1:29.8,1.1/2,1-1-1-6,43.7,18.1,7,411(-3),[地]宮川浩一,門脇竜一,
1,4,4,ココイチバン,牡5,56,上田将司,1:24.4,,1-1-1-1,38.8,3.7,3,492(-4),[地]胡本友晴,八木徹,60.0
2,7,7,コラソンロコ,牝7,54,赤岡修次,1:24.6,1,3-4-4-5,38.6,3.0,1,486(+4),[地]工藤真司,西森鶴,15.0
3,5,5,オメガグランディス,牡6,56,永森大智,1:24.8,1,3-5-4-2,38.9,3.2,2,502(-3),[地]雑賀正光,宮崎忠比古,7.5
4,8,9,ウエスタンバラード,牝6,53,別府真衣,1:24.8,クビ,2-2-2-3,39.1,35.8,7,481(0),[地]別府真司,清水剛,4.5
5,8,8,アロマー,牝7,54,倉兼育康,1:24.9,クビ,6-6-6-6,38.5,15.5,5,487(+5),[地]工藤真司,西森鶴,3.0
6,6,6,アメリカンマッスル,牡5,56,郷間勇太,1:24.9,クビ,8-8-7-7,38.4,4.9,4,524(-2),[地]田中譲二,川村初美,
7,1,1,キャプテンバローズ,牡5,56,妹尾浩一,1:25.5,3,3-3-3-4,39.7,28.6,6,486(+3),[地]打越勇児,大黒富美子,
8,2,2,ルーズソックス,牡5,56,西川敏弘,1:25.7,1,7-7-8-8,39.0,45.0,8,450(-2),[地]工藤真司,西森鶴,
1,4,4,アンシャックルド,セ7,53,岡村健司,1:31.0,,5-5-4-4,38.7,1.5,1,532(+12),[地]大島静夫,成富直行,13.0
2,1,1,キョウワリスキー,牡7,56,瀧川寿希,1:31.0,ハナ,1-1-1-1,39.3,8.7,4,481(-3),[地]中川竜馬,酒井孝敏,3.0
3,3,3,シゲルアカカマス,セ4,56,山下裕貴,1:31.4,2,8-8-7-5,38.7,30.6,6,486(-9),[地]九日俊光,森中蕃,1.2
4,7,7,カシノヒカル,牡6,56,田中純,1:31.4,ハナ,3-3-3-2,39.3,11.0,5,508(0),[地]東美義,柏木務,0.7
5,8,8,プリンスレオン,牡6,56,兒島真二,1:31.5,1/2,7-6-6-6,38.8,8.5,3,498(+7),[地]北村欣也,菖蒲修,0.4
6,6,6,アウゲンパワー,牡5,56,鮫島克也,1:31.8,1.1/2,2-2-2-3,40.1,4.2,2,526(+6),[地]手島勝利,東大森新,
7,5,5,ナムラルーシー,牝4,52,山口以和,1:32.3,2.1/2,6-7-5-7,39.6,180.4,8,468(0),[地]中川竜馬,吉橋英隆,
8,2,2,カシノマイドリーム,牝4,54,石川慎将,1:33.4,6,4-4-8-8,40.7,145.6,7,456(-2),[地]山下定文,柏木務,
1,8,8,ディアエミネンス,牝6,54,石川慎将,1:24.2,,2-2-2-2,38.5,5.3,2,447(-2),[地]石川浩文,熊谷貴之,13.0
2,5,5,サラブライト,牝7,54,鮫島克也,1:24.4,3/4,1-1-1-1,38.9,1.6,1,478(+5),[地]西久保政,（同）ＪＰＮ技研,3.0
3,4,4,サマーサティ,牝5,54,川島拓,1:24.4,アタマ,5-5-5-3,38.1,14.2,6,440(+2),[地]土井道隆,酒井孝敏,1.2
4,3,3,ノボリクラウン,牡4,53,岡村健司,1:24.8,2,8-8-7-6,37.5,8.2,4,475(-6),[地]大島静夫,成富直行,0.7
5,6,6,アゲハ,牡5,56,長田進仁,1:25.0,1,4-4-3-5,39.0,7.9,3,450(+3),[地]中野博,小田切統二,0.4
6,2,2,ダンシングソフィア,牝6,54,田中純,1:25.4,2,3-3-4-4,39.4,20.6,7,442(-1),[地]東美義,（同）ＪＰＮ技研,
7,1,1,ナンブキンタロウ,牡4,56,南谷圭哉,1:26.1,4,7-6-6-7,39.1,12.9,5,474(+2),[地]土井道隆,南部明則,
8,7,7,ビレッジアスリート,牝5,54,渡辺博文,1:26.3,1,6-7-8-8,39.0,170.6,8,447(+1),[地]浜田一夫,村山輝雄,
1,4,4,サクラボルテージ,牡4,56,山口勲,1:24.6,,4-3-3-1,39.0,1.7,1,473(-4),[地]坂井孝義,上村裕希,13.0
2,5,5,ハヤグリーヴァ,牝6,54,田中純,1:24.9,1.1/2,7-8-8-6,38.0,6.1,3,427(-3),[地]大垣敏夫,馬場三四郎,3.0
3,8,8,サダムジャポン,牡5,53,岡村健司,1:25.0,1/2,2-2-1-2,40.1,8.1,5,450(+6),[地]大垣敏夫,南部明則,1.2
4,3,3,ウインマリカ,牝4,52,山口以和,1:25.2,1,3-4-4-3,39.3,32.7,6,418(+5),[地]頼本盛行,（同）ＪＰＮ技研,0.7
5,7,7,フクノスピカ,牝7,54,竹吉徹,1:25.2,アタマ,5-5-5-5,39.0,113.1,8,473(-5),[地]山田義人,宇都宮智治,0.4
6,1,1,カシノサプライズ,牝6,54,石川慎将,1:25.6,2,6-6-6-7,39.0,5.3,2,444(0),[地]山下定文,柏木務,
