Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,4,4,ヤマニンレナータ,牝3,54,山本聡哉,1:14.6,,1-1,37.6,1.4,1,452(-6),[地]伊藤和忍,土井久美子,20.0
2,5,5,キンショースピード,牡3,56,高橋悠里,1:15.2,4,5-3,37.7,3.9,2,405(-2),[地]及川良春,谷謙介,4.0
3,3,3,カリストーガ,牝3,53,小林凌,1:15.3,1/2,2-2,38.3,10.8,4,497(-5),[地]板垣吉則,小林由明,2.0
4,2,2,キンショーフェスタ,牡3,55,鈴木祐,1:15.5,3/4,6-4,37.5,6.3,3,446(0),[地]平沢芳三,松田敬一,1.4
5,8,8,ダイヤモンドリボン,牝3,54,木村暁,1:17.0,9,7-6,38.7,188.9,8,438(-9),[地]関本浩司,（有）ホースケア,0.6
6,1,1,ゼンリョクトウキュ,牡3,54,木村直輝,1:17.0,ハナ,3-5,39.9,77.6,5,443(+2),[地]佐藤祐司,木村勝,
7,7,7,ルミナステージ,牝3,54,山本政聡,1:17.9,6,8-8,38.9,127.8,6,444(-1),[地]畠山信一,男沢喜惠子,
8,6,6,ラブリーボーイ,牡8,56,大坪慎,1:18.2,2,4-7,40.5,144.8,7,469(+11),[地]吉田司,山口良成,
1,7,7,ブロンウィン,牝2,54,大坪慎,1:00.4,,2-2,36.2,3.1,2,458(0),[地]橘友和,稲原美彦,150.0
2,1,1,コウギョウシャトー,牡2,53,木村直輝,1:00.7,2,6-5,35.8,12.5,3,429(0),[地]三野宮通,菊地捷士,30.0
3,4,4,トオルンバ,牡2,55,村上忍,1:00.9,1.1/2,3-3,36.4,1.4,1,470(0),[地]菅原勲,大久保和夫,15.0
4,6,6,ダンストンタイズ,牝2,54,関本淳,1:02.2,8,5-6,37.4,13.7,4,389(0),[地]飯田弘道,伊藤孝治,10.5
5,5,5,コウギョウベル,牝2,54,陶文峰,1:02.4,1.1/4,4-4,37.6,41.0,6,455(0),[地]菅原右吉,菊地捷士,4.5
6,2,2,アオゾラヒトリキリ,牡2,55,山本政聡,1:02.6,1.1/4,1-1,38.7,20.2,5,427(0),[地]飯田弘道,千田裕美,
7,3,3,フミタツメープル,牝2,54,南郷家全,1:03.3,4,7-7,37.6,43.4,7,414(0),[地]城地俊光,大黒富美子,
1,7,7,ハッピーパーティー,牝3,54,南郷家全,1:12.6,,2-2,36.1,2.0,2,420(-9),[地]工藤裕孝,田頭喜秀,20.0
2,3,3,アヤシ,牝3,54,山本聡哉,1:12.6,ハナ,1-1,36.3,1.7,1,483(-1),[地]小林俊彦,木村広太,4.0
3,6,6,モズシャティン,牝3,54,村上忍,1:15.6,大,3-3,38.5,9.4,3,459(-4),[地]佐藤祐司,千葉重雄,2.0
4,1,1,リュウビ,牝3,53,小林凌,1:15.7,1/2,6-5,38.0,51.9,5,473(+2),[地]佐藤祐司,後藤順男,1.4
5,4,4,フランシールゴッホ,牡3,56,斉藤雄一,1:15.7,ハナ,4-4,38.4,20.3,4,433(+9),[地]桜田康二,笹島智則,0.6
6,2,2,モットスマイル,牡3,56,坂口裕一,1:17.0,8,5-6,39.3,103.8,6,439(+1),[地]村上昌幸,及川謙三,
7,5,5,クレセントロール,牝3,54,大坪慎,1:17.4,2.1/2,7-7,38.8,164.0,7,399(+1),[地]工藤裕孝,欠畑圭一,
1,8,8,セクイアデンドロン,牡3,56,村上忍,1:14.5,,2-1,37.6,1.8,1,457(-3),[地]菅原勲,黒岩初美,20.0
2,4,4,ペイシャムーン,牝3,54,高松亮,1:14.9,2.1/2,4-3,37.0,2.3,2,420(-1),[地]畠山信一,谷謙介,4.0
3,5,5,ティーリアル,牝3,54,山本聡哉,1:15.1,1.1/4,3-4,37.6,6.4,3,474(+4),[地]菅原勲,高橋一己,2.0
4,1,1,チビッコギャング,牡3,56,関本淳,1:15.9,5,6-6,37.4,91.3,6,402(-5),[地]晴山厚司,昆亜紀夫,1.0
4,2,2,ドリームロマンス,牝3,54,菅原辰徳,1:15.9,同着,5-5,37.7,92.7,7,434(0),[地]菅原右吉,森田徹,1.0
6,6,6,クラシコテーラー,牡3,56,南郷家全,1:16.4,3,1-1,39.6,9.8,4,448(-5),[地]城地俊光,大黒富美子,
1,5,5,ビッグイージー,牡3,56,菅原俊吏,1:28.2,,2-1,39.1,1.4,1,532(-2),[地]千葉幸喜,小原準一郎,26.0
2,8,9,オフザウォール,牡4,56,斉藤雄一,1:29.0,5,5-5,38.9,14.7,4,459(+4),[地]佐藤敏彦,今野徳男,5.2
3,4,4,タイト,牡5,55,鈴木祐,1:29.3,1.3/4,8-7,38.5,8.0,3,475(+1),[地]平沢芳三,（有）ホースケア,2.6
4,3,3,トウショウシェル,牡4,56,村上忍,1:29.7,2.1/2,1-2,40.8,4.8,2,501(-5),[地]村上実,千葉浩,1.9
5,1,1,ガンダルヴァ,牡5,54,木村直輝,1:29.9,1,3-3,40.5,54.5,9,433(-6),[地]佐藤祐司,森田徹,0.7
6,7,7,トップチェッカー,牡9,56,菅原辰徳,1:29.9,クビ,9-9,38.8,23.2,6,453(0),[地]佐々木由,谷謙介,
7,2,2,カニングウーマン,牝5,54,大坪慎,1:29.9,アタマ,4-4,40.4,20.5,5,456(+8),[地]橘友和,湯沢寛,
8,8,8,クドース,牡5,56,阿部英俊,1:30.4,3,6-6,39.9,29.8,8,478(+2),[地]佐々木由,欠畑圭一,
9,6,6,ランデックアロマ,牝5,53,小林凌,1:30.9,3,7-8,40.1,27.0,7,474(-1),[地]村上実,佐々木寛明,
1,3,3,ボンジュールボーラ,牝3,54,高松亮,1:27.9,,2-2,38.5,3.9,2,458(+11),[地]桜田康二,前田敏文,26.0
2,1,1,ツクバネ,牡3,56,高橋悠里,1:28.2,1.3/4,4-3,38.6,5.1,3,439(-4),[地]新田守,高橋敏英,5.2
3,7,7,コスモリュブリュー,牝6,54,陶文峰,1:28.6,2.1/2,8-7,37.7,53.6,9,472(+1),[地]平沢芳三,（有）ホースケア,2.6
4,5,5,マルサンボサツ,牝8,54,坂口裕一,1:28.7,1/2,6-4,38.5,7.4,4,477(-3),[地]村上昌幸,大黒富美子,1.9
5,6,6,ベターオフ,牝4,54,山本政聡,1:28.9,3/4,7-8,38.1,7.5,5,427(+3),[地]平沢芳三,（有）ホースケア,0.7
6,8,9,マイネルティンラン,牡9,55,鈴木祐,1:29.0,1/2,5-6,39.0,15.2,6,489(+2),[地]桜田康二,西村專次,
7,8,8,チェリーマーシャル,牡5,56,菅原辰徳,1:29.1,1/2,3-5,39.5,44.3,8,470(-3),[地]石川栄,熊谷清則,
8,4,4,クラウンボルチモア,牝4,53,小林凌,1:29.2,クビ,1-1,40.0,33.8,7,446(-6),[地]板垣吉則,クラウン,
1,8,8,サンエイルビー,牝3,54,菅原辰徳,1:14.1,,3-3,37.7,25.0,5,488(-1),[地]瀬戸幸一,鈴木雅俊,20.0
2,5,5,アルングリム,牡3,56,山本政聡,1:14.3,1,4-3,37.7,2.7,2,529(+5),[地]桜田浩樹,村木隆,4.0
3,6,6,ビートフォルテ,牝3,54,高橋悠里,1:14.4,1/2,2-1,38.2,1.7,1,486(+1),[地]板垣吉則,杉浦和也,2.0
4,2,2,パーフェクトプラン,牡3,56,山本聡哉,1:15.1,4,5-5,38.2,7.5,3,469(-9),[地]石川栄,山下勇,1.4
5,4,4,ワタガシ,牝3,54,村上忍,1:15.4,2,1-1,39.2,7.7,4,430(-12),[地]三野宮通,山下勇,0.6
6,3,3,ナンヨーサターン,牡3,56,陶文峰,1:15.7,2,7-7,37.1,138.6,7,420(-5),[地]菅原右吉,杉浦和也,
7,1,1,ロケットドライブ,牡5,56,斉藤雄一,1:15.9,1.1/4,6-6,38.0,85.4,6,467(-8),[地]小林義明,大野春男,
