Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,4,4,ブレークスルー,牝4,570,鈴木恵介,1:39.6,,,,10.5,5,1016(-9),[地]長部幸光,高柳稔,13.0
2,1,1,コウウンリキ,牡4,590,渡来心路,1:42.2,,,,37.7,9,898(-21),[地]久田守,渡部忠司,3.2
3,5,5,カネタケビッグ,牡4,590,西謙一,1:43.1,,,,5.6,2,1003(+3),[地]平田義弘,（株）北西ファーム,1.5
4,6,6,ダイリンファイター,牡3,590,赤塚健仁,1:48.8,,,,1.7,1,1006(-3),[地]小林長吉,早坂末光,1.0
5,7,7,ヤマサンブラック,牝3,570,藤本匠,1:49.4,,,,8.8,4,958(+23),[地]岩本利春,川村幸平,0.6
6,7,8,グレースハンター,牝4,560,竹ヶ原茉,1:51.1,,,,19.2,6,1030(+5),[地]大橋和則,竹ヶ原勇,
7,3,3,スペースワン,牡4,590,西将太,1:53.1,,,,7.6,3,895(-25),[地]中島敏博,杉岡正美,
8,8,10,サカノスピード,牡4,590,村上章,2:00.6,,,,25.0,8,1037(+1),[地]田上忠夫,（株）大阪畜産,
9,8,9,ツガルゼンシン,牡4,590,島津新,2:06.0,,,,82.0,10,929(-5),[地]岩本利春,石岡務,
10,2,2,ホクショウテンカ,牡4,590,長澤幸太,2:25.6,,,,23.5,7,1017(-11),[地]服部義幸,井内紀子,
1,1,1,オレノプライド,牡2,500,西将太,1:32.6,,,,18.6,5,927(+10),[地]槻舘重人,大森勝廣,18.0
2,2,2,キタノボブサップ,牡2,500,鈴木恵介,1:33.8,,,,3.8,3,892(-2),[地]服部義幸,木下英三,4.5
3,3,3,カイセドクター,牡2,500,阿部武臣,1:35.4,,,,3.5,2,874(0),[地]坂本東一,近藤昇,2.1
4,5,5,コウテイ,牡2,500,菊池一樹,1:47.0,,,,17.6,4,992(+6),[地]槻舘重人,永井和弘,1.4
5,4,4,テンクウ,牡2,500,藤野俊一,1:49.8,,,,1.6,1,917(+5),[地]槻舘重人,高柳稔,0.9
1,8,10,ドラゴンボーイ,牡3,580,鈴木恵介,1:53.3,,,,1.9,1,941(-25),[地]長部幸光,小向勝司,13.0
2,5,5,ジェイボーイ,牡3,580,藤本匠,1:56.8,,,,4.1,2,930(-12),[地]尾ヶ瀬富,小森唯永,3.2
3,7,7,クロカミダイヤ,牝3,560,赤塚健仁,1:57.9,,,,29.9,9,998(+5),[地]小林長吉,南信良,1.5
4,6,6,パーフェクトゲーム,牡3,580,渡来心路,1:58.8,,,,43.9,10,946(0),[地]久田守,細野俊秀,1.0
5,2,2,ジェイマックス,牡3,580,藤野俊一,1:59.9,,,,14.2,6,949(-5),[地]山本正彦,小森唯永,0.6
6,7,8,ホホエミ,牝3,560,松田道明,2:00.5,,,,13.3,4,979(-16),[地]村上慎一,大熊金八,
7,4,4,ミキヒメスマイル,牝3,560,阿部武臣,2:03.0,,,,14.5,7,921(+1),[地]金田勇,本寺政則,
8,1,1,サカノウィナー,牝3,560,菊池一樹,2:14.3,,,,9.9,3,1011(+18),[地]村上慎一,（株）大阪畜産,
9,3,3,フナノウォーリア,牡3,580,西将太,2:15.9,,,,13.7,5,894(-4),[地]松井浩文,舩戸勝,
10,8,9,オージョ,牝3,560,長澤幸太,2:31.2,,,,17.2,8,892(-3),[地]大河原和,大河原昭雄,
1,7,9,アンバラージュ,牝3,54,竹吉徹,1:56.5,,2-2-1-1,39.0,1.8,1,481(+9),[地]山田徹,原久美子,35.0
2,2,2,テイエムヒッパシレ,牡3,56,兒島真二,1:57.5,5,3-3-2-2,39.7,24.4,3,462(+4),[地]平山宏秀,竹園正繼,10.5
3,8,11,エムティミホ,牝3,54,鮫島克也,1:58.1,3,6-6-8-7,39.3,67.1,7,429(-4),[地]柳井宏之,瀬戸年美,3.5
4,7,8,シゲルキラキラ,牝3,54,山下裕貴,1:58.4,1.1/2,8-8-6-3,39.7,26.9,4,459(-2),[地]九日俊光,森中蕃,2.1
5,8,10,センノマラカス,牡3,56,田中直人,1:58.6,1,7-7-9-6,39.8,81.9,8,488(+9),[地]手島勝利,湯浅健司,1.4
6,6,7,シゲルリシアキセキ,牝3,54,山口勲,1:58.7,1/2,4-5-3-4,40.3,1.8,2,476(+9),[地]九日俊光,森中蕃,
7,3,3,キタサンルージュ,牝3,54,倉富隆一,1:59.2,2.1/2,5-4-5-5,40.7,29.7,5,473(0),[地]東眞市,原大栄,
8,1,1,ツヅミボシ,牝3,54,村松翔太,1:59.6,2,10-10-10-9,40.0,95.5,9,444(+11),[地]渡辺博文,西島奈緒美,
9,6,6,ブルベアローザ,牝3,54,田中純,2:00.5,5,1-1-4-8,42.5,35.6,6,447(+1),[地]九日俊光,森中蕃,
10,4,4,テイエムヨカンゲナ,牡3,56,南谷圭哉,2:00.7,3/4,9-9-7-10,42.0,331.3,11,449(+2),[地]平山宏秀,竹園正繼,
11,5,5,ラトーヌハート,牝3,54,石川慎将,2:00.9,1.1/4,11-11-11-11,40.8,240.5,10,415(-1),[地]矢野久美,山下壽,
1,1,1,コマサンカイリキ,牡2,490,島津新,1:54.1,,,,14.5,6,832(+19),[地]金田勇,駒井鉄雄,15.0
2,8,9,カルヴァドス,牡2,490,船山蔵人,1:54.9,,,,4.2,2,850(+3),[地]鈴木邦哉,鈴木公伸,3.7
3,7,7,アアモンドカゲオー,セ2,480,松田道明,1:57.7,,,,20.5,8,876(+5),[地]金山明彦,下内美繪子,1.8
4,5,5,キタミノハナ,牝2,470,渡来心路,2:03.2,,,,5.1,4,823(-2),[地]村上慎一,大熊金八,1.2
5,2,2,スーパーブラック,牝2,470,藤野俊一,2:05.9,,,,5.0,3,859(-2),[地]長部幸光,田村正,0.7
6,4,4,フレイムサクラ,牝2,470,西謙一,2:06.2,,,,11.0,5,819(+17),[地]金田勇,今野義雄,
7,3,3,コテツ,牡2,490,長澤幸太,2:25.0,,,,18.2,7,787(+13),[地]服部義幸,山田喜美男,
8,8,8,バクマルダイマオー,牡2,490,藤本匠,3:22.5,,,,2.7,1,892(+20),[地]大友栄人,秋田忍,
1,3,3,ラブリーキララ,牝2,470,渡来心路,2:15.6,,,,17.1,8,850(+8),[地]村上慎一,杉岡正美,14.0
2,2,2,トウシンスピード,牡2,490,西将太,2:19.3,,,,2.6,1,878(0),[地]松井浩文,高柳稔,3.5
3,6,6,ショウウン,牝2,470,船山蔵人,2:24.9,,,,5.7,3,837(+5),[地]鈴木邦哉,西村正順,1.6
4,4,4,アゲサンホワイト,牝2,470,阿部武臣,2:33.7,,,,11.8,6,800(-26),[地]大河原和,上見信一,1.1
5,7,7,ダイヤキンカイ,牡2,490,西謙一,2:36.4,,,,24.5,9,832(-9),[地]西康幸,三村和雄,0.7
6,5,5,イタダキ,牡2,490,村上章,2:43.4,,,,7.9,4,816(-15),[地]鈴木邦哉,村上貴擁俊,
7,8,8,メメノチカラ,牝2,470,松田道明,3:00.3,,,,14.4,7,790(+10),[地]今井茂雅,杉岡正美,
8,8,9,フウマ,牡2,490,藤野俊一,3:01.1,,,,11.2,5,814(-12),[地]鈴木邦哉,古川一志,
1,6,6,サトクィーン,牝4,590,阿部武臣,1:35.1,,,,2.3,1,978(+2),[地]大友栄人,堂場聰志,14.0
2,1,1,シャイニング,牡6,620,中山直樹,1:38.5,,,,11.9,5,1026(-1),[地]田上忠夫,古川一志,3.5
3,2,2,ツガルノボブ,牡4,610,鈴木恵介,1:39.8,,,,2.7,2,1069(+26),[地]今井茂雅,（株）北西ファーム,1.6
4,7,7,ソウヤノカガヤキ,牡6,620,藤野俊一,1:39.8,,,,16.9,6,1000(-12),[地]鈴木邦哉,小林良二,1.1
5,8,8,キタノリュウキ,牡6,620,舘澤直央,1:42.8,,,,37.0,9,1143(+5),[地]村上慎一,千葉隆,0.7
6,5,5,ハゴロモルヴァン,牡4,610,西謙一,1:46.4,,,,8.0,3,1002(+4),[地]西弘美,井上修,
7,3,3,マツノダイジン,牡6,620,村上章,1:48.6,,,,34.4,8,1023(+7),[地]松井浩文,松井浩,
8,8,9,ドルフィン,牡9,620,渡来心路,1:53.4,,,,11.0,4,1148(-3),[地]坂本東一,（株）北西ファーム,
9,4,4,コウシュハスパーク,牡7,620,松田道明,1:59.4,,,,20.7,7,1079(0),[地]金山明彦,広瀬豪,
1,8,9,コウシュハコーネル,牡4,600,藤本匠,1:42.1,,,,4.1,2,1052(-1),[地]大友栄人,広瀬豪,14.0
2,3,3,ウィナーキララ,牝4,580,西将太,1:42.4,,,,7.5,5,1003(-3),[地]大友栄人,佐藤實,3.5
3,2,2,ソラチノホシ,牡4,600,松田道明,1:45.0,,,,8.0,6,979(0),[地]村上慎一,大熊金八,1.6
4,1,1,コウシュハギョイ,牡4,600,西謙一,1:46.0,,,,5.8,3,1027(+9),[地]松井浩文,広瀬豪,1.1
5,4,4,マナユウ,牝4,580,長澤幸太,1:48.7,,,,3.5,1,1030(+15),[地]小北栄一,赤麿秀人,0.7
6,5,5,ウィナーグラス,牝4,580,藤野俊一,1:55.5,,,,22.1,8,887(-7),[地]金田勇,長谷功,
7,8,8,キタノダイナミック,牡4,600,島津新,1:57.3,,,,6.1,4,933(-8),[地]服部義幸,中山一行,
8,7,7,カネサコトブキ,牡4,600,鈴木恵介,1:58.3,,,,19.2,7,955(-2),[地]長部幸光,渡辺勇,
9,6,6,タイショーセンプー,牡5,610,船山蔵人,2:01.9,,,,28.4,9,1042(-2),[地]森芳浩,亀田英二,
1,4,4,ハルトラ,牡4,600,渡来心路,1:36.7,,,,3.5,2,1014(+1),[地]西邑春夫,佐々木啓文,14.0
2,2,2,センリョウバコ,牝4,580,菊池一樹,1:38.2,,,,2.4,1,1060(+5),[地]大橋和則,小倉たまき,3.5
3,8,8,インターセプト,牡4,600,舘澤直央,1:45.4,,,,17.5,7,1035(-10),[地]久田守,細野俊秀,1.6
4,6,6,カイセタイホウ,牡4,600,西謙一,1:48.7,,,,7.3,4,923(+8),[地]西弘美,近藤昇,1.1
5,7,7,オトコギ,牡6,610,長澤幸太,1:50.5,,,,13.3,5,1015(+10),[地]西邑春夫,赤麿秀人,0.7
6,8,9,ビッグダイヤモンド,牡4,600,赤塚健仁,1:53.9,,,,5.2,3,916(+2),[地]久田守,細野俊秀,
7,5,5,スーパースピード,牡4,600,松田道明,1:58.6,,,,14.1,6,1028(-2),[地]小林長吉,南信良,
8,1,1,アラワシキング,牡6,610,村上章,2:12.8,,,,26.7,8,1053(-3),[地]西邑春夫,石橋強,
1,8,9,エイシンミキサー,牡6,56,倉富隆一,1:29.9,,3-3-3-2,38.3,7.5,5,500(+2),[地]山田徹,近藤一生,60.0
2,4,4,リトルカントリー,牡8,56,田中純,1:29.9,アタマ,8-9-8-8,37.4,2.9,1,495(-3),[地]九日俊光,（有）宮村牧場,18.0
3,5,5,カンスタントリー,牡8,56,石川慎将,1:30.4,2.1/2,5-5-6-5,38.3,5.3,3,497(-4),[地]西久保政,岡田義見,6.0
4,6,6,ニュールック,牝3,54,山口勲,1:30.4,クビ,6-7-5-4,38.3,3.4,2,413(-1),[地]東眞市,原久美子,3.6
5,3,3,ケンシスピリット,牡8,56,吉田順治,1:30.5,1/2,4-4-4-3,38.7,16.0,6,481(-17),[地]三小田幸,林田憲次,2.4
6,7,7,ダイメイリシャール,牡8,56,田中直人,1:30.9,2,2-2-2-1,39.5,28.5,7,492(-21),[地]大垣敏夫,宮本孝一,
7,1,1,テイエムフガエゾ,牡3,56,川島拓,1:31.1,3/4,7-6-9-9,38.8,5.5,4,454(+16),[地]平山宏秀,竹園正繼,
8,7,8,ヒゲクレイジー,牡3,56,兒島真二,1:32.2,6,9-8-7-6,40.0,73.0,8,468(+3),[地]池田忠好,成富直行,
9,8,10,レディーオブロー,牝8,54,竹吉徹,1:33.3,6,1-1-1-7,42.1,116.4,9,482(-3),[地]古賀光範,佐藤勝士,
1,4,4,サカノチサト,牝9,610,島津新,1:31.8,,,,3.9,2,1090(0),[地]小北栄一,（株）大阪畜産,16.0
2,2,2,オーシャンスター,牡6,630,船山蔵人,1:36.1,,,,10.9,5,1061(-4),[地]中島敏博,舘野竜一,4.0
3,5,5,イズミクィーン,牝5,610,鈴木恵介,1:38.1,,,,2.2,1,1020(+18),[地]小北栄一,廣部武士,1.9
4,6,6,ラッセルクイン,牝6,610,村上章,1:41.2,,,,16.7,6,968(-9),[地]中島敏博,森信成,1.2
5,8,8,コウシュハルパン,牡6,630,赤塚健仁,1:45.6,,,,7.9,4,1043(0),[地]松井浩文,広瀬豪,0.8
6,1,1,マツリダキング,牡5,630,舘澤直央,1:45.6,,,,4.2,3,1060(-13),[地]鈴木邦哉,船山喜勝,
7,7,7,サカノイサムヒメ,牝5,610,菊池一樹,1:46.1,,,,29.7,7,947(0),[地]服部義幸,（株）大阪畜産,
1,5,5,ウンカイタイショウ,牡5,680,渡来心路,1:37.5,,,,2.7,1,1003(-7),[地]久田守,稲谷義雄,32.0
2,6,6,ナカゼンガキタ,牝5,660,西将太,1:45.2,,,,4.7,3,1020(+3),[地]西康幸,高田和廣,8.0
3,8,8,キタノユウジロウ,牡4,670,松田道明,1:48.7,,,,3.9,2,1125(+10),[地]村上慎一,佐藤敏律,3.8
4,4,4,アサヒリュウセイ,牡10,690,菊池一樹,1:50.5,,,,11.9,5,1079(-2),[地]松井浩文,（株）大阪畜産,2.5
5,8,9,タカラシップ,牡6,680,鈴木恵介,1:51.2,,,,31.3,7,1107(+10),[地]岩本利春,末松秀義,1.6
6,3,3,フナノクン,牡6,680,船山蔵人,2:01.7,,,,5.2,4,1027(+1),[地]松井浩文,舩戸勝,
7,1,1,カンシャノココロ,牡8,680,阿部武臣,2:04.5,,,,12.0,6,1075(+8),[地]坂本東一,干場正吉,
8,7,7,ソウクンボーイ,牡9,690,村上章,2:06.5,,,,54.1,8,1092(-4),[地]西邑春夫,石橋強,
9,2,2,カネサスペシャル,牡5,690,島津新,2:08.7,,,,65.3,9,1055(-6),[地]村上慎一,坂井秀彰,
1,1,1,ブラックダンサー,牡5,640,長澤幸太,1:40.7,,,,11.4,5,1051(-5),[地]大河原和,大河原昭雄,16.0
2,5,5,ホクトシンバ,牡7,640,藤本匠,1:42.0,,,,1.9,1,1075(+1),[地]岩本利春,田山克廣,4.0
3,6,6,キタイノホシ,牡6,640,松田道明,1:42.7,,,,6.3,3,1027(-2),[地]村上慎一,大熊金八,1.9
4,8,9,メヂカラ,牝5,620,渡来心路,1:52.1,,,,48.5,7,1029(-4),[地]西邑春夫,赤麿秀人,1.2
5,2,2,イノリノチカラ,牡7,640,鈴木恵介,1:55.8,,,,4.2,2,1139(+9),[地]小北栄一,赤麿秀人,0.8
6,7,7,イッキフジ,牡9,640,西謙一,2:02.7,,,,11.9,6,1113(+11),[地]西弘美,米澤保祐樹,
7,8,8,ホクトウォーカー,牡5,640,阿部武臣,2:03.5,,,,9.5,4,1044(-2),[地]坂本東一,竹澤一彦,
8,3,3,ツルイテンリュウ,牡6,640,島津新,2:04.3,,,,66.8,9,1022(0),[地]大河原和,田中光儀,
9,4,4,カネサダイマオー,牡4,630,西将太,2:05.2,,,,53.2,8,1083(+9),[地]松井浩文,秋田忍,
1,,6,Mucho Gusto,牡3,56,タラモ,1:45.15,,,,---,2,計不,[外]バファー,Michael Lund Petersen,
1,,6,Mr. Money,牡3,54.5,サエス,1:42.28,,,,---,1,計不,[外]カルフー,Allied Racing Stable LLC,
3,,1,Grand Glory,牝3,57,モッセ,2:08.8,,,,---,12,計不,[外]ビエトリ,"Albert Frassetto, John D'Amato & Mike Pietrangelo",
1,,1,Beauty Applause,セ3,60.5,モレイラ,1:09.00,,,,---,2,計不,[外]サイズ,Junbon Chan Chun Bong,
1,6,12,アドマイヤデルタ,牡3,56,吉田隼人,1:08.9,,1-1,35.1,4.0,3,490(+32),[西]西村真幸,近藤利一,500.0
2,3,5,ティレニア,牝3,54,藤岡佑介,1:09.1,1.1/2,6-5,34.9,3.7,2,442(+4),[西]高橋亮,キャロットファーム,200.0
3,4,7,ドゥシャンパーニュ,牝3,54,北村友一,1:09.3,1,3-3,35.2,2.9,1,428(-4),[西]安田翔伍,大塚亮一,130.0
4,5,10,シャイニーブランコ,牡3,56,岩田康誠,1:09.5,1.1/2,3-3,35.5,10.3,5,442(+2),[西]石坂正,小林昌志,75.0
5,4,8,シュンカジョウ,牝3,54,松岡正海,1:09.6,クビ,6-5,35.4,57.5,8,438(+14),[西]藤岡健一,河内孝夫,50.0
6,1,2,ビッケ,牡3,56,柴山雄一,1:09.6,アタマ,9-8,35.1,5.9,4,442(-8),[西]音無秀孝,谷掛龍夫,
7,5,9,ジャスパーマリン,牝3,54,勝浦正樹,1:09.7,1/2,2-2,35.8,94.7,9,456(0),[西]森秀行,加藤和夫,
8,2,4,ブランダード,牝3,51,団野大成,1:10.1,2.1/2,11-11,34.9,187.2,12,368(-10),[東]本間忍,簗詰貴彦,
9,1,1,スプリングハズカム,牝3,54,菱田裕二,1:10.6,3,6-8,36.3,104.7,10,516(+22),[東]松永康利,和田牧場,
10,8,15,チェインドレディー,牝3,54,丹内祐次,1:11.0,2.1/2,3-5,36.9,14.7,6,404(-4),[東]中野栄治,ブルースターズファーム,
11,2,3,キョウエイシンシア,牝3,54,荻野極,1:11.1,1/2,9-8,36.6,48.4,7,422(-6),[西]森田直行,田中晴夫,
12,7,13,キョウワソレイユ,牝3,54,竹之下智,1:12.7,10,12-12,36.3,142.9,11,436(-2),[西]千田輝彦,協和牧場,
1,4,4,ブルーファンク,牝3,54,吉田隼人,0:59.3,,1-1,36.4,2.6,1,446(+6),[西]角田晃一,市川義美ホールディングス,500.0
2,5,6,カネショウベリー,牝3,54,岩田康誠,1:00.1,5,5-5,36.6,6.0,4,432(-2),[東]古賀史生,清水正裕,200.0
3,7,10,コーリンミルキー,牝3,54,横山和生,1:00.3,1.1/2,4-3,37.0,7.8,5,508(-2),[東]小野次郎,伊藤恵子,130.0
4,8,12,スリーヴリーグ,牡3,55,武藤雅,1:00.4,クビ,6-7,36.6,5.0,3,506(-2),[東]武藤善則,Ｇ１レーシング,75.0
5,2,2,ローレルリース,牝3,53,横山武史,1:00.6,1.1/4,6-6,36.8,43.7,7,512(-4),[東]小島茂之,岡田牧雄,50.0
6,1,1,ザセイシュンズモウ,牝3,54,松岡正海,1:00.6,クビ,9-9,36.3,50.9,8,428(-6),[東]伊藤伸一,芳賀克也,
7,6,8,セイユウビューティ,牝3,51,菅原明良,1:00.8,1.1/4,6-7,37.0,126.3,9,432(-10),[東]加藤和宏,松岡正二,
