Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,6,6,コンドルヒデオ,牡7,56,永森大智,0:47.6,,2-1,34.8,1.5,1,522(0),[地]雑賀正光,庄司修二,30.0
2,5,5,ヤーラシカ,牝3,51,多田羅誠,0:48.3,3,1-2,35.6,3.6,2,455(-2),[地]工藤真司,成富直行,10.5
3,7,7,コパノミザール,セ5,56,山崎雅由,0:48.7,2,3-3,35.8,3.9,3,447(-6),[地]田中守,小林祐介,6.0
4,4,4,ニッセイオー,牡3,56,西川敏弘,0:48.9,1,5-4,35.9,75.5,6,488(+2),[地]中西達也,西森鶴,4.5
5,1,1,エンドレスシャイン,牡8,55,木村直輝,0:49.4,2.1/2,6-6,36.2,114.3,8,451(-3),[地]松木啓助,（同）ＪＰＮ技研,3.0
6,8,8,センザンルビー,牝5,54,石本純也,0:49.6,1,7-7,36.3,39.1,5,433(-17),[地]田中譲二,高橋道子,
7,3,3,サウザンアイランド,牝5,54,倉兼育康,0:49.7,1/2,4-5,36.7,31.8,4,422(-7),[地]細川忠義,川上和彦,
8,2,2,ゴッドガーデン,牝9,54,林謙佑,0:50.0,1.1/2,8-8,36.6,100.5,7,443(+3),[地]胡本友晴,柴原栄,
9,8,9,キタノナガレボシ,牡8,55,塚本雄大,0:52.7,大,9-9,38.1,171.0,9,490(-1),[地]平和人,大久保與志雄,
1,3,3,オウケンブライト,牝5,54,永森大智,0:49.1,,1-2,35.9,2.8,2,479(-4),[地]打越勇児,豊島愛子,30.0
2,4,4,ハチキンブイパワー,牝4,54,佐原秀泰,0:49.3,1,1-1,36.2,6.3,4,436(+4),[地]国澤輝幸,岡林守三,10.5
3,7,7,コニファー,牝4,54,林謙佑,0:49.9,3,4-4,36.6,10.8,5,459(+1),[地]松木啓助,岡林英雄,6.0
4,5,5,サンオーガスタ,牝4,54,岡村卓弥,0:50.0,1/2,6-5,36.5,2.7,1,435(+3),[地]川野勇馬,神岡賢太郎,4.5
5,6,6,エンジェルアイズ,牝4,54,郷間勇太,0:50.2,1,5-6,36.9,4.6,3,456(-6),[地]平和人,谷岡真喜,3.0
6,1,1,ノーブルサイレンス,牝8,50,濱尚美,0:50.3,1/2,3-3,37.2,127.7,8,475(0),[地]那俄性哲,組）駿馬会,
7,8,8,ファーマファイバー,牝4,53,木村直輝,0:50.6,1.1/2,7-7,37.0,20.3,6,390(-2),[地]田中守,中西功,
8,8,9,クリノセッシュウ,牡4,56,西森将司,0:51.0,2,8-8,37.3,60.5,7,430(+3),[地]西山裕貴,（株）アプエンテ,
9,2,2,ファンアンビシャス,牡4,56,上田将司,0:51.0,クビ,9-9,37.0,231.1,9,459(0),[地]国澤輝幸,角山喜信,
1,8,11,クリスタルニキータ,牝3,54,西川敏弘,0:48.8,,4-2,35.6,18.4,6,460(+4),[地]中西達也,廣瀬由一,30.0
2,6,6,ハルノドライブ,牝3,54,倉兼育康,0:49.3,2.1/2,1-1,36.3,169.2,8,411(+2),[地]宮路洋一,深瀬歩,10.5
3,1,1,ビューティスマイル,牝3,54,永森大智,0:49.4,1/2,2-3,36.3,2.1,1,485(0),[地]雑賀正光,飯田正剛,6.0
4,2,2,トウカイソフィア,牝3,54,宮川実,0:49.4,ハナ,6-5,35.7,2.4,2,444(+1),[地]打越勇児,邑田昌平,4.5
5,7,9,イジェン,牡3,56,佐原秀泰,0:49.5,3/4,3-4,36.4,15.4,4,493(+1),[地]田中譲二,酒井孝敏,3.0
6,8,10,トワレ,牝3,54,妹尾浩一,0:49.8,1.1/2,5-6,36.2,17.1,5,455(+4),[地]打越勇児,臼井義太郎,
7,4,4,リワードプロキオン,牡3,56,岡村卓弥,0:50.2,2,8-7,36.1,5.3,3,494(+2),[地]雑賀正光,宮崎忠比古,
8,5,5,ビッグシラオキ,牝3,54,嬉勝則,0:50.7,2.1/2,7-8,36.7,256.5,10,433(0),[地]国澤輝幸,西森鶴,
9,6,7,スターサクラノ,牝3,54,上田将司,0:51.3,3,10-9,36.8,397.6,11,396(+5),[地]宮路洋一,酒井孝敏,
10,3,3,ニシノショコラ,牡3,56,西森将司,0:51.6,1.1/2,9-10,37.2,159.0,7,428(0),[地]西山裕貴,和氣竜彦,
11,7,8,ブラックチャーム,牝3,54,石本純也,0:52.0,2,11-11,37.4,248.5,9,422(+2),[地]田中伸一,黒澤尚,
1,7,7,アウティミアー,牝3,54,林謙佑,0:49.3,,1-1,36.1,5.5,2,427(-5),[地]松木啓助,岡林英雄,30.0
2,2,2,ダイヤモンドビーム,牝4,54,西森将司,0:50.0,3,3-2,36.6,25.7,5,426(+10),[地]目迫大輔,北原光一郎,10.5
3,1,1,ジュビラント,牡4,56,西川敏弘,0:50.3,1.1/2,2-3,37.0,10.7,3,451(+4),[地]田中譲二,金野喜見男,6.0
4,8,9,ゴールドエフォート,牝6,51,多田羅誠,0:50.3,クビ,6-4,36.2,15.3,4,468(-3),[地]工藤真司,湯浅健司,4.5
