Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,,4,Fat Turtle,セ4,56,パートン,1:10.18,,,,---,1,計不,[外]ロー,,
1,8,10,マイネルエーポス,牡5,56,吉村智洋,1:52.1,,2-2-2-1,38.9,3.8,2,482(-2),[地]長南和宏,伊澤正行,40.0
2,2,2,バルドル,牡8,56,板野央,1:53.1,6,1-1-1-2,40.2,24.0,7,479(+1),[地]織田誠,（有）アシスタント,11.2
3,4,4,ディープエクセル,牝4,54,田野豊三,1:53.2,クビ,7-7-7-5,39.2,7.9,5,425(0),[地]田中範雄,（株）ニッシン,5.6
4,8,9,アンテレクテュエル,牡6,56,大山真吾,1:53.2,アタマ,4-4-3-3,39.7,5.6,3,499(-5),[地]田中一巧,竹下浩一,4.0
5,5,5,トウシンアサヒ,牡5,56,下原理,1:53.6,2.1/2,6-6-4-4,39.9,5.9,4,463(+6),[地]新子雅司,佐藤新吾,3.2
6,7,8,サクラエテルノ,セ5,56,小谷周平,1:53.9,1.3/4,9-9-8-8,39.1,20.6,6,523(-3),[地]稻田彰宏,角山喜信,
7,6,6,フラックス,牝6,54,山田雄大,1:54.7,5,8-8-9-9,40.1,103.0,9,432(0),[地]飯田良弘,組）東平尾,
8,1,1,カノンブルー,牝7,55,田中学,1:54.8,クビ,5-5-5-6,41.0,2.6,1,476(+7),[地]諏訪貴正,皆見幸平,
9,3,3,エイシンエスティマ,牡4,56,鴨宮祥行,1:55.7,5,3-3-6-7,42.1,35.2,8,479(-2),[地]坂本和也,平井克彦,
10,7,7,エイシンブラフマー,牡5,56,永井孝典,1:57.1,9,10-10-10-10,41.2,116.3,10,463(+3),[地]山元博徳,（株）ファーストビ,
1,5,5,ビッグデータ,牡4,56,田中学,1:29.6,,5-5-2-2,37.5,2.7,2,428(-2),[地]坂本和也,寺田寿男,45.0
2,4,4,エポドスミノル,セ4,56,杉浦健太,1:29.8,1,1-1-1-1,38.0,4.6,3,462(+5),[地]新井隆太,吉岡實,12.6
3,6,7,サンライズハニー,牡4,56,小谷周平,1:30.3,3,7-8-5-5,38.1,2.5,1,492(+5),[地]玉垣光章,松岡隆雄,6.3
4,7,9,イチネンイチクミ,牡5,56,板野央,1:31.0,4,2-2-3-3,39.0,12.9,4,440(+1),[地]木村健,藤本彰,4.5
5,1,1,コトブキファルコン,牡5,56,渡瀬和幸,1:31.0,クビ,3-3-4-4,39.0,69.9,9,526(+1),[地]渡瀬寛彰,遠藤喜和,3.6
6,2,2,マーティンクリベー,牡6,56,大山真吾,1:31.2,1,8-7-6-6,38.9,37.2,7,480(+1),[地]中塚猛,大戸時子,
7,3,3,スズハヤトウー,牡6,55,田村直也,1:31.2,アタマ,10-10-9-8,38.7,49.1,8,508(-3),[地]田中範雄,宮原廣伸,
8,8,12,フォーチュンシー,牝6,54,山田雄大,1:31.5,1.1/2,6-6-8-9,39.2,84.8,10,471(+10),[地]大塚信次,大黒富美子,
9,8,11,サクラセンティーレ,牝5,54,鴨宮祥行,1:31.5,ハナ,12-12-12-11,38.6,20.1,6,492(+5),[地]北野真弘,谷岡康成,
10,5,6,ナッシング,牡4,56,大柿一真,1:31.7,1.1/4,9-9-7-7,39.3,115.1,11,479(+1),[地]山口浩幸,冨田藤男,
11,6,8,オレハツライヨ,牡5,56,松本幸祐,1:32.3,3.1/2,11-11-10-10,39.6,14.7,5,535(0),[地]住吉朝男,組）オールザベスト組,
12,7,10,フラン,セ8,56,松本剛志,1:33.1,5,3-4-11-12,40.7,165.2,12,442(-6),[地]三宅直之,（株）ファーストビ,
1,8,11,ナリタクローネ,牡5,55,石堂響,1:18.5,,4-5-5-3,37.5,2.7,2,468(+3),[地]坂本和也,（株）オースミ,80.0
2,5,6,カネトシバリアント,セ7,56,大柿一真,1:18.6,3/4,1-1-1-1,37.9,5.8,3,482(-1),[地]山口浩幸,兼松忠男,22.4
3,2,2,ファインキャプテン,セ6,56,下原理,1:18.8,1.1/4,6-6-6-5,37.6,2.7,1,465(-5),[地]諏訪貴正,湯浅健司,11.2
4,7,9,スナッチアイズ,牝5,54,永井孝典,1:19.1,1.1/2,2-2-2-2,38.3,8.3,4,442(+1),[地]田村彰啓,（一社）ｔａｘａｂ,8.0
5,3,3,レオニーズ,牡8,56,田中学,1:19.1,クビ,8-8-8-7,37.6,10.5,5,496(+6),[地]坂本和也,後藤宙人,6.4
6,1,1,クインズジャーニー,牡8,56,大山真吾,1:19.4,1.3/4,4-4-3-4,38.4,23.2,6,518(-3),[地]高馬元紘,神村雅己,
7,4,4,プレシャスムーン,牝8,54,渡瀬和幸,1:19.5,1/2,7-7-6-8,38.2,39.2,8,469(-2),[地]黒田隆男,（株）ファーストビ,
8,6,7,ヨドノベスト,牡5,56,鴨宮祥行,1:19.7,1.1/4,9-11-10-9,37.9,38.7,7,447(0),[地]栗林徹治,太田裕臣,
9,6,8,ムチャチャマヒカ,牝6,54,竹村達也,1:19.7,クビ,9-9-9-10,38.1,54.1,10,467(-4),[地]岡田利一,（株）さくらコーポ,
10,5,5,ゴールドエッグ,牡7,56,松本幸祐,1:20.3,3.1/2,9-10-11-11,38.5,169.2,12,494(-4),[地]三宅直之,（株）ファーストビ,
11,8,12,ベルフラワー,牝6,54,永島太郎,1:20.4,1/2,3-3-3-6,39.5,53.7,9,444(0),[地]北野真弘,王子彰彦,
12,7,10,ミヤビチーター,牡4,56,中田貴士,1:20.6,3/4,12-12-12-12,38.1,114.9,11,474(+2),[地]山口浩幸,冨田藤男,
1,6,7,ロードヴォルケーノ,牡8,57,下原理,1:28.9,,5-5-5-4,36.7,3.1,2,499(0),[地]高馬元紘,光安慎一,130.0
2,6,8,スターレーン,牝5,53,石堂響,1:29.0,クビ,1-1-1-1,37.1,16.6,5,430(-7),[地]松浦聡志,須田靖之,36.4
3,4,4,エイシンエール,牝4,54,鴨宮祥行,1:29.1,1/2,4-4-3-3,37.0,10.5,4,451(-8),[地]渡瀬寛彰,平井克彦,18.2
4,7,10,マコトパパヴェロ,牝5,54,山田雄大,1:29.3,1,2-2-2-2,37.4,69.1,10,507(-2),[地]木村健,山口正行,13.0
5,5,5,スクワール,牡7,56,田中学,1:29.3,ハナ,8-8-9-7,36.9,53.0,9,463(-1),[地]長倉功,仲田軍兵,10.4
6,1,1,スターリーウォリア,牡4,56,吉村智洋,1:29.3,ハナ,9-10-11-10,36.7,2.2,1,512(0),[地]諏訪貴正,山口正行,
7,7,9,ホクセツプリンス,牡8,56,松本幸祐,1:29.6,2,6-6-6-9,37.3,135.7,11,457(+2),[地]住吉朝男,組）オールザベスト組,
8,3,3,タガノモーサン,牡6,56,大山真吾,1:29.7,3/4,7-7-8-7,37.3,22.1,6,514(-3),[地]碇清次郎,崎川美枝子,
9,2,2,ウインベントゥーラ,牡7,56,笹田知宏,1:30.0,1.1/2,11-12-12-11,37.2,26.4,8,482(+6),[地]保利幸作,細川幸男,
10,5,6,ブキス,牡5,56,竹村達也,1:30.1,1/2,12-11-6-5,37.5,5.9,3,539(-15),[地]小村正也,花水辰夫,
11,8,11,ベストエビデンス,牝7,54,杉浦健太,1:30.3,1.1/4,3-3-3-6,38.2,156.9,12,429(-2),[地]橋本忠明,大塚亮一,
1,2,2,ラブミーボーイ,牡4,56,森泰斗,1:15.8,,1-1-1,39.9,2.1,2,471(+10),[地]川島正一,小林祥晃,80.0
2,8,11,ブリトニーバローズ,牝4,54,左海誠二,1:16.4,3,2-2-2,39.7,1.7,1,469(+3),[地]林正人,猪熊広次,32.0
3,1,1,ポメロ,牝4,54,岡村健司,1:17.1,3,3-3-3,39.8,52.5,6,462(-16),[地]椎名廣明,谷口祐人,20.0
4,5,5,ピレニーズキング,牡4,56,今野忠成,1:17.4,1.1/2,10-10-10,39.0,25.6,4,475(-2),[地]佐藤賢二,廣瀬かほる,12.0
