Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,4,4,ブラックダンサー,牡2,490,大河原和,1:42.8,,,,2.4,2,930(0),[地]服部義幸,安藤和治,9.0
2,6,6,ウィナーブラック,牝2,470,松田道明,1:46.2,,,,2.3,1,888(-3),[地]村上慎一,佐藤久夫,1.8
3,3,3,モノクロチャン,牝2,470,西将太,2:05.8,,,,14.3,5,756(0),[地]小林長吉,下内美繪子,0.9
4,2,2,サクラカミカゼ,牝2,470,長沢幸太,2:15.9,,,,14.6,6,814(0),[地]西弘美,高田文男,0.5
5,5,5,ウィンドクィーン,牝2,470,工藤篤,2:38.1,,,,7.5,3,856(-12),[地]小北栄一,浜田誠,0.3
6,1,1,マルモフクキタル,牝2,470,尾ヶ瀬馨,2:41.3,,,,18.2,7,852(0),[地]森芳浩,森秀夫,
7,7,7,サダノボビー,牡2,490,西謙一,4:04.0,,,,13.0,4,860(+6),[地]西弘美,加茂善定,
1,7,7,デビットブラウン,牝3,570,尾ヶ瀬馨,2:18.2,,,,2.8,1,912(+12),[地]小北栄一,早崎正人,9.0
2,2,2,サクラユメチヨ,牝3,570,山本正彦,2:20.5,,,,3.9,3,938(0),[地]金山明彦,川端達雄,1.8
3,4,4,ハツシラギク,牝3,570,村上章,2:28.4,,,,9.4,5,870(-10),[地]長部幸光,渡辺勇,0.9
4,5,5,タケノロイヤル,牝3,570,島津新,2:29.0,,,,3.2,2,958(-6),[地]今井茂雅,安喰武雄,0.5
5,6,6,エンポリオ,牝3,570,船山蔵人,2:29.9,,,,6.9,4,961(+6),[地]小北栄一,浜田誠,
6,3,3,コムヒカリ,牝3,570,中山直樹,2:31.7,,,,36.5,7,878(+6),[地]山田勇作,菊池裕之,
7,1,1,ヒカルタイホウ,牝3,570,浅田達矢,2:57.3,,,,15.8,6,923(-20),[地]長部幸光,渡辺勇,
1,3,3,スギヤマ,牝3,580,松田道明,1:48.3,,,,3.3,1,891(+13),[地]松井浩文,杉沢勝治,9.0
2,2,2,ホクトノホシ,牝3,580,鈴木恵介,1:57.3,,,,4.3,3,993(+3),[地]村上慎一,大熊金八,1.8
3,7,7,アレチクオーク,牡3,600,大河原和,2:05.4,,,,3.8,2,984(+6),[地]服部義幸,中山一行,0.9
