Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
1,1,1,ジャストゥラヴ,牝2,54,岩橋勇二,1:17.1,,9-9,39.2,4.8,3,426(+4),[地]田中淳司,上田信路,80.0
2,8,9,クライフターン,牝2,54,井上俊彦,1:17.1,アタマ,1-1,39.7,99.4,9,462(0),[地]林和弘,バンブー牧場,16.0
3,8,10,ミュゼマリオネット,牝2,54,松井伸也,1:17.3,1,7-5,39.6,7.1,5,458(-2),[地]米川伸也,高橋仁,12.0
4,3,3,ティーズブラッド,牡2,54,宮崎光行,1:17.3,ハナ,4-5,39.7,4.1,2,522(+2),[地]小野望,立山伸二,8.0
5,7,8,アーシー,牝2,54,阿部龍,1:18.0,3,1-1,40.6,53.3,8,438(+4),[地]佐久間雅,小田吉男,4.0
6,2,2,サムバディトゥラブ,牝2,54,桑村真明,1:18.7,4,4-4,41.1,2.4,1,468(0),[地]角川秀樹,（有）グランド牧場,
7,5,5,カティサンダ,牡2,54,伊藤千尋,1:18.9,3/4,7-8,41.2,34.8,6,422(+4),[地]田中正二,古谷剛彦,
8,4,4,キニナルーイ,牝2,54,黒沢愛斗,1:19.4,2.1/2,1-1,42.0,41.1,7,452(-6),[地]恵多谷豊,船越伸也,
9,6,6,ウィンディスカイ,牝2,54,佐々木国,1:19.6,1,10-10,41.6,179.2,10,398(-2),[地]若松平,沖田方子,
10,7,7,シリカ,牝2,54,石川倭,1:19.7,1/2,4-5,42.1,6.0,4,448(-6),[地]原孝明,西森鶴,
1,7,10,アリューアレーヌ,牝7,54,左海誠二,1:31.0,,2-2-2-2,41.0,2.4,1,520(-2),[地]佐藤賢二,清水斉,80.0
2,8,11,トーセンクリオネ,牝7,54,東川公則,1:31.2,3/4,3-3-3-3,40.6,6.6,4,446(+11),[地]山中尊徳,島川隆哉,24.0
3,5,6,ノブドリーム,牡7,56,橋本直哉,1:31.2,クビ,1-1-1-1,41.3,6.5,3,484(+2),[地]小久保智,前田亘輝,13.6
4,1,1,ナガタキング,牡8,56,野沢憲彦,1:31.7,2.1/2,7-6-5-4,40.5,35.1,6,455(+9),[地]柿本政男,紙透一雄,10.4
5,2,2,ブラックジャック,牡5,56,的場文男,1:32.0,1.1/2,9-8-7-6,40.3,2.8,2,464(+5),[地]高月賢一,福山博徳,8.0
6,6,7,サンバノリズム,牝4,54,笹川翼,1:32.0,クビ,10-10-9-5,39.9,53.5,9,計不,[地]野口孝,矢野勇,
7,7,9,ミサトアップ,牝5,54,国分祐仁,1:32.5,2.1/2,6-7-8-8,40.9,40.8,8,424(+6),[地]野口孝,宇田昌隆,
8,8,12,ベニノエクスプレス,牡6,56,早田功駿,1:32.9,2,4-5-6-9,41.5,121.5,10,449(+3),[地]山越光,紅谷,
9,4,4,ミラクルヴォーグ,牡4,56,加藤和博,1:33.5,3,5-4-4-7,42.5,35.6,7,488(-3),[地]川島豊,（株）ファーストビ,
10,3,3,ミナミウラワ,牡4,56,半沢慶実,1:33.6,1/2,12-12-12-11,39.3,140.6,11,452(+4),[地]宇野木数,岡本育枝,
11,5,5,ミヤビホークアイ,牡4,56,折笠豊和,1:33.8,1.1/2,8-9-10-10,41.7,220.6,12,526(+6),[地]吉田正美,冨田藤男,
