Code,Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
200944032503,1,3,3,スー,牝4,53,戸崎圭太,1:16.1,,2-2,39.7,1.6,1,463(-1),[地]沢佳宏,石原泰丈,80.0
200944032503,2,8,14,トキノカチホマグレ,牡4,55,山田信大,1:16.3,1.1/4,5-4,39.8,31.2,7,495(+20),[地]高岩孝敏,渡辺千鶴,24.0
200944032503,3,2,2,ビッグスリー,牡4,55,矢野貴之,1:16.3,ハナ,13-13,37.8,39.2,8,496(-1),[地]上杉昌宏,若海敏男,14.4
200944032503,4,4,5,タカオエンゼル,牝4,53,柏木健宏,1:17.0,3.1/2,8-7,40.3,56.0,10,463(+1),[地]矢作和人,桜井登,9.6
200944032503,5,6,9,コゼット,牝4,53,達城龍次,1:17.1,クビ,12-12,39.6,6.3,2,447(-3),[地]米田英世,吉橋計,8.0
200944032503,6,4,6,サプリメント,牝4,53,和田譲治,1:17.5,2,3-3,41.1,16.8,6,425(-2),[地]三坂盛雄,荷口優,
200944032503,7,1,1,グランドオーク,牡4,55,吉井竜一,1:17.6,3/4,10-5,40.9,219.3,14,462(0),[地]立花貢,高橋誠,
200944032503,8,8,13,マンダリンアロマ,牝4,53,水野貴史,1:17.6,ハナ,9-7,40.9,8.5,4,453(-28),[地]井上弘之,吉田照哉,
200944032503,9,7,12,プリティーミホ,牝4,53,張田京,1:17.7,クビ,11-11,40.6,125.7,12,467(+1),[地]沢佳宏,小昏剛,
200944032503,10,5,8,ファストグラン,牡4,55,御神本訓,1:17.7,クビ,7-10,41.0,8.0,3,453(0),[地]桜木英喜,馬場千惠子,
200944032503,11,3,4,ホンシンワヒトツ,牝4,53,今野忠成,1:17.8,クビ,6-7,41.2,9.6,5,460(-13),[地]米田英世,吉橋計,
200944032503,12,5,7,タムタムトート,牝4,53,繁田健一,1:17.8,クビ,4-6,41.3,49.1,9,457(-1),[地]三坂盛雄,柘植和夫,
200944032503,13,7,11,プラチナディスク,牝4,53,有年淳,1:18.0,3/4,1-1,41.7,67.4,11,436(0),[地]井上弘之,吉橋計,
200950032609,1,5,5,ゲイリーディライト,牡8,55,木村健,1:29.1,,6-6-1-2,38.4,1.8,2,487(-1),[地]橋本忠男,組）馬事維新,70.0
200950032609,2,7,7,ツルマルメジャー,牡4,56,板野央,1:29.2,1/2,3-3-1-1,38.5,1.8,1,462(+4),[地]岡田利一,高浦正雄,14.0
200950032609,3,1,1,ヒストリー,セ5,56,大山真吾,1:30.8,10,1-1-3-3,40.1,16.7,3,480(-1),[地]曽和直栄,中村祐子,7.0
200950032609,4,2,2,ビクターハロン,牡6,55,松平幸秀,1:31.0,1.1/2,4-4-7-6,39.9,17.2,4,478(-2),[地]森沢憲一,山崎真樹,4.2
200950032609,5,8,8,トウケイトロイ,セ4,56,川原正一,1:31.2,3/4,8-8-4-5,40.0,20.9,5,409(+1),[地]曽和直栄,木村信彦,2.8
200950032609,6,3,3,マサノパンダ,牝4,54,松本幸祐,1:31.5,2,2-2-6-7,40.6,65.8,6,465(+3),[地]住吉朝男,増本光夫,
200950032609,7,4,4,テンリビアーテ,牡7,55,坂本和也,1:31.6,3/4,5-5-4-4,40.5,69.5,7,530(+3),[地]荒山義則,山本信子,
200950032609,8,6,6,ユーヴェリア,牝5,52,中田貴士,1:32.7,7,7-7-8-8,41.3,78.1,8,450(+2),[地]坂井光政,坂井紀之,
200944032506,1,1,1,ロットオブウインド,牡4,55,桑島孝春,1:29.3,,1-1-1,39.2,1.8,1,513(-8),[地]米田英世,早川正行,100.0
200944032506,2,6,10,トレゾア,セ7,55,酒井忍,1:29.8,2.1/2,14-14-13,38.7,8.6,4,472(-3),[地]高岩孝敏,長浜和也,30.0
200944032506,3,4,5,ゴルデンラプター,牡4,55,柏木健宏,1:29.8,ハナ,10-8-7,39.3,6.9,3,512(-1),[地]柏木一夫,原口輝昭,18.0
200944032506,4,3,3,タケノディーヴァ,牝4,53,的場文男,1:29.8,アタマ,2-2-2,39.7,14.7,5,500(-2),[地]辻野豊,小笠原武,12.0
200944032506,5,2,2,ランポスター,牡4,55,坂井英光,1:30.3,2.1/2,5-5-3,40.0,56.6,9,510(+6),[地]久保田信,（有）ＥＹＥ,10.0
200944032506,6,8,13,ラケナリア,牝4,53,御神本訓,1:30.4,クビ,11-10-9,39.7,3.4,2,488(+4),[地]辻野豊,吉田勝己,
