Code,Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
200944012210,1,7,12,ハナビバーチェ,牡5,55,真島大輔,1:55.9,,2-2-1-1,39.6,5.9,3,482(+5),[地]鷹見浩,木谷ツヤ,250.0
200944012210,2,6,11,ロイヤルメグリン,牡4,55,繁田健一,1:56.0,3/4,3-3-2-2,39.6,25.2,7,487(+2),[地]森谷良臣,（有）スタッグ・ワ,75.0
200944012210,3,5,8,ミハタマイオアシス,牡4,55,赤嶺亮,1:56.1,3/4,11-11-11-11,38.8,6.2,4,490(-5),[地]赤嶺本浩,畑清介,50.0
200944012210,4,7,13,ダイワフォルゴーレ,牡6,55,高野毅,1:56.3,1,6-6-6-5,39.6,18.1,6,499(+1),[地]佐藤寿,大城敬三,30.0
200944012210,5,2,3,リモーネフレイバー,牝4,53,坂井英光,1:56.5,1,4-4-5-3,39.9,2.1,1,465(+2),[地]月岡健二,尾田信夫,20.0
200944012210,6,4,7,デザートボス,牡5,54,石川駿介,1:56.6,3/4,14-15-15-15,38.6,29.8,9,498(+6),[地]田中康弘,鈴木可一,
200944012210,7,8,15,ノーバディノーズ,牡5,55,山田信大,1:57.0,2,13-13-12-8,39.4,71.6,11,510(-4),[地]松本勉,大志総合企画（株）,
200944012210,8,3,4,セユウホープ,牡6,55,的場直之,1:57.0,クビ,7-7-8-6,40.1,52.4,10,506(+4),[地]久保田信,工藤節雄,
200944012210,9,5,9,ギンザモーゼ,牡4,55,今野忠成,1:57.2,3/4,4-4-4-4,40.6,11.7,5,475(+5),[地]村上頼章,（株）有馬工務店,
200944012210,10,2,2,チェリスト,牡7,55,小国博行,1:57.3,1/2,9-9-9-9,40.4,29.4,8,477(+4),[地]宗形竹見,黒岩初美,
200944012210,11,4,6,ミヤサンスペクター,牡4,55,酒井忍,1:57.6,1.3/4,7-8-7-6,40.7,80.1,12,471(+3),[地]秋吉和美,宮田努,
200944012210,12,3,5,エルゼウス,牡4,55,石崎隆之,1:57.7,1/2,14-15-13-13,40.0,4.8,2,480(+4),[地]宮浦正行,矢岸克行,
200944012210,13,1,1,ナイキアロー,牡8,55,和田譲治,1:59.5,9,12-12-14-13,41.5,95.5,13,472(+1),[地]高岩孝敏,小野勝俊,
200944012210,14,8,14,マイネルパラシオ,牡6,55,水野貴史,2:00.6,5,9-11-10-12,43.4,181.5,15,510(+5),[地]柏木一夫,須藤茂,
200944012210,15,6,10,キングエルドラド,牡5,55,張田京,2:02.3,9,1-1-3-10,45.7,114.1,14,467(+3),[地]阪本一栄,菅原史博,
200947012203,1,6,6,プリンセスアイリ,牝4,54,尾島徹,1:30.2,,2-2-1,,1.2,1,398(-4),[地]青木達彦,入野定吉,16.0
200947012203,2,8,8,ブラックペッパー,牝7,54,藤原幹生,1:31.1,4,6-4-4,,22.5,5,441(+4),[地]小森勝政,（有）ミドルアイラ,4.0
200947012203,3,3,3,トーワスター,牡7,56,清家義徳,1:31.2,1/2,7-5-5,,6.7,3,471(+2),[地]栗田和昌,（有）大勇,2.1
200947012203,4,2,2,サンドボルテックス,牡7,53,阪野学,1:31.5,1.1/2,1-1-2,,10.7,4,452(+5),[地]井上哲,近藤正道,1.2
200947012203,5,7,7,ジュエルロマン,牝6,54,加藤利征,1:31.7,1,3-3-3,,89.9,7,440(+1),[地]山本功,（有）ホースケア,
200947012203,6,4,4,エプソムメアラス,牝5,54,東川公則,1:31.8,3/4,5-7-6,,6.0,2,432(0),[地]加藤幸保,深沢博美,
200947012203,7,8,9,コーネルロマン,牝6,51,友森翔太,1:32.2,2,8-8-7,,125.8,9,452(-5),[地]安部弘一,（有）ホースケア,
200947012203,8,5,5,オエドニホンバシ,牝6,54,竹田吉秀,1:32.7,2.1/2,9-9-8,,89.9,7,470(0),[地]安達良美,（有）ホースケア,
200947012203,9,1,1,クリノサクラコ,牝6,54,筒井勇介,1:33.6,4,4-6-9,,30.0,6,474(+4),[地]藤田正治,（有）イゼル,
200944012207,1,4,5,トゥモローズライト,牝3,53,真島大輔,1:44.2,,10-11-8-7,40.5,7.7,4,468(+1),[地]秋吉和美,平井ひろみ,150.0
200944012207,2,4,6,ウォッチワードワン,牝3,53,的場文男,1:44.8,3,4-4-2-1,41.8,3.4,2,446(+2),[地]久保田信,グローバルサービス,52.5
200944012207,3,8,14,ノーモアー,牝3,53,柏木健宏,1:44.8,ハナ,10-10-5-5,41.3,87.6,12,474(-2),[地]柏木一夫,原宏八郎,30.0
200944012207,4,5,8,ブラックシルヴァー,牡3,54,戸崎圭太,1:45.0,1.1/4,14-12-7-5,41.4,1.9,1,527(+1),[地]堀千亜樹,黒岩晴男,22.5
200944012207,5,1,1,ミライカントリー,牡3,54,石崎隆之,1:45.2,1,13-14-14-13,40.8,84.5,10,499(-2),[地]宮浦正行,本村重利,15.0
200944012207,6,6,10,サワセンビクトリー,牡3,54,繁田健一,1:45.5,1.1/2,6-6-3-3,42.5,55.3,9,471(+5),[地]橋本和馬,小沢諭,
200944012207,7,7,11,ブットビヤロウ,牡3,54,赤嶺亮,1:45.6,1/2,1-1-1-1,42.6,105.1,14,480(+7),[地]赤嶺本浩,工藤節雄,
200944012207,8,6,9,イクゾー,牡3,54,森下博,1:45.9,1.3/4,12-13-11-10,42.0,34.2,7,472(-6),[地]佐々木洋,中村勝男,
200944012207,9,8,13,サブノシラオキ,牝3,53,今野忠成,1:45.9,ハナ,8-8-10-9,42.2,88.4,13,444(-3),[地]鷹見浩,中川三郎,
200944012207,10,3,4,フレンドゴールド,牡3,54,本村直樹,1:46.2,1.1/2,2-3-4-7,43.0,50.9,8,495(-2),[地]石田貞雄,横尾晴人,
200944012207,11,7,12,サブノゴールド,牡3,54,山田信大,1:46.2,クビ,8-9-12-12,42.3,33.1,6,484(-1),[地]阪本一栄,中川三郎,
200944012207,12,3,3,ライデン,牡3,54,御神本訓,1:46.7,2.1/2,7-7-13-13,42.8,11.6,5,482(+4),[地]三坂盛雄,田村彰夫,
200944012207,13,5,7,ウインノーザ,牝3,53,和田譲治,1:47.8,5,5-5-9-11,44.1,85.2,11,438(-2),[地]田中康弘,山口明彦,
200944012207,14,2,2,フジノトップガン,牝3,53,坂井英光,1:49.9,10,2-2-6-9,46.6,7.4,3,456(0),[地]井上弘之,藤沢和徳,
200944012208,1,4,6,ロングフォード,牡5,55,御神本訓,1:14.5,,6-5,37.8,1.6,1,510(-10),[地]蛯名末五,數井武靖,130.0
200944012208,2,1,1,カゴヤセイコー,牡5,55,柏木健宏,1:14.6,3/4,7-8,37.9,11.7,4,499(-1),[地]藤村和生,石井敏,39.0
200944012208,3,5,7,カスミダンサー,牝4,53,張田京,1:14.9,1.1/2,9-9,37.9,11.0,3,431(+4),[地]三坂盛雄,伊坂重憲,23.4
200944012208,4,8,13,ブラッドディガー,牡6,53,早田功駿,1:15.0,1/2,8-7,38.2,62.1,11,515(+2),[地]小野寺晋,中原哲郎,15.6
200944012208,5,7,11,キョウエイジェイド,牡6,55,町田直希,1:15.1,3/4,4-4,38.8,17.6,7,515(-1),[地]阪本一栄,田中晴夫,13.0
200944012208,6,5,8,エスプリジョリー,牡4,55,酒井忍,1:15.3,3/4,2-2,39.0,13.5,5,500(+8),[地]沢佳宏,（株）エスプリ興業,
200944012208,7,6,9,オールザコスモ,牝7,53,山田信大,1:15.3,ハナ,3-3,39.0,88.5,14,487(+5),[地]石黒広夫,苅羽実,
200944012208,8,3,3,アルスパローレ,牡5,55,吉井竜一,1:15.4,クビ,5-6,38.9,48.0,10,491(0),[地]飯野文明,池田正孝,
200944012208,9,2,2,レッドビスティー,牡5,55,坂井英光,1:15.6,1.1/4,1-1,39.6,5.6,2,524(-5),[地]松浦備,備前島敏子,
200944012208,10,3,4,サンライトハーバー,牡5,55,的場文男,1:15.8,1,10-11,38.5,24.9,8,491(+7),[地]渡部則夫,木村公子,
200944012208,11,7,12,プリックアップ,牝4,53,繁田健一,1:16.0,1.1/4,10-10,38.7,70.9,12,457(+5),[地]太田進,若海敏男,
200944012208,12,6,10,ジルアルメイダ,セ5,55,菅原勲,1:16.2,1.1/4,10-12,38.9,72.3,13,446(+2),[地]上杉昌宏,（有）トニー企画,
200944012208,13,4,5,マルヨマサト,牡4,55,森下博,1:16.9,3.1/2,10-13,39.6,42.0,9,497(+1),[地]石田貞雄,野村春行,
200944012208,14,8,14,イカンセン,牡5,55,庄司大輔,1:19.6,大,14-14,42.1,16.9,6,535(+5),[地]高橋三郎,清川孝徳,
