Code,Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
202105040711,1,6,7,サークルオブライフ,牝2,54,Ｍ．デム,1:34.0,,7-8,33.5,21.9,7,478(+6),[東]国枝栄,飯田正剛,"2,938.5"
202105040711,2,2,2,ベルクレスタ,牝2,54,松山弘平,1:34.0,クビ,3-3,34.0,4.8,2,468(-2),[西]須貝尚介,サンデーレーシング,"1,211.0"
202105040711,3,1,1,シゲルイワイザケ,牝2,54,福永祐一,1:34.1,3/4,2-2,34.4,22.8,8,488(-8),[西]渡辺薫彦,森中蕃,735.5
202105040711,4,8,10,シンシアウィッシュ,牝2,54,武豊,1:34.3,1.1/4,5-5,34.1,9.1,4,436(-4),[西]吉村圭司,前田幸大,440.0
202105040711,5,6,6,フォラブリューテ,牝2,54,ルメール,1:34.5,1.1/4,8-5,34.2,2.1,1,438(+4),[東]宮田敬介,キャロットファーム,290.0
202105040711,6,4,4,シンティレーション,牝2,54,横山武史,1:34.7,1.1/4,4-5,34.5,12.0,5,450(-2),[東]池上昌和,シルクレーシング,
202105040711,7,8,11,ミント,牝2,54,吉田隼人,1:34.9,1.1/4,5-4,34.8,15.8,6,486(+2),[西]友道康夫,石川達絵,
202105040711,8,7,9,ロムネヤ,牝2,54,戸崎圭太,1:34.9,ハナ,11-11,34.0,8.6,3,418(0),[東]国枝栄,金子真人ホールディングス,
202105040711,9,7,8,ヴァンルーラー,牝2,54,田辺裕信,1:35.1,1.1/2,8-8,34.6,59.0,10,448(-2),[西]吉岡辰弥,サイプレスホールディングス,
202105040711,10,5,5,トーセンシュシュ,牝2,54,三浦皇成,1:35.1,クビ,8-10,34.4,43.7,9,490(-2),[東]田村康仁,島川隆哉,
202105040711,11,3,3,ボンクラージュ,牝2,54,津村明秀,1:35.3,1.1/4,1-1,36.1,65.3,11,438(+4),[東]矢野英一,落合幸弘,
202105040707,1,3,4,フィナールショコラ,牝4,55,ルメール,1:38.2,,2-2,37.2,2.0,1,442(-4),[東]竹内正洋,吉田千津,760.0
202105040707,2,8,14,フローズンカクテル,牝3,53,吉田豊,1:38.3,1/2,1-1,37.5,6.8,4,452(0),[東]小手川準,吉田千津,300.0
202105040707,3,3,3,キングスフィリア,牝3,53,吉田隼人,1:38.8,3,8-8,37.2,4.8,2,422(+16),[東]萩原清,社台レースホース,190.0
202105040707,4,5,8,キュン,牝3,53,横山武史,1:38.8,アタマ,2-2,37.9,5.9,3,458(0),[東]戸田博文,吉澤ホールディングス,110.0
202105040707,5,4,6,アルヴェント,牝4,55,田辺裕信,1:39.0,1.1/4,14-14,36.6,24.7,6,500(+26),[東]伊坂重信,街風隆雄,76.0
202105040707,6,7,11,ミユキダイアモンド,牝5,55,野中悠太,1:39.0,ハナ,13-13,36.8,240.2,13,452(+2),[東]小西一男,長井純一,
202105040707,7,6,10,ブロードマリー,牝3,53,三浦皇成,1:39.0,アタマ,12-10,36.9,26.9,7,432(-12),[東]林徹,ユートピア牧場,
