Code,Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
201154102906,1,4,4,ガーディア,牡3,55,宮川実,1:28.4,,5-5-5-5,39.8,2.2,1,437(-13),[地]細川忠義,高橋孝保,9.0
201154102906,2,1,1,サクラプログレス,牡10,56,西山裕貴,1:28.5,1/2,4-4-4-3,40.9,6.7,4,495(-6),[地]平和人,吉田年實,2.3
201154102906,3,8,8,シルクリードオフ,牡4,56,西川敏弘,1:28.6,1/2,2-2-2-2,41.3,4.7,3,538(-1),[地]田中譲二,宮下洋,1.1
201154102906,4,7,7,アートオブワールド,牝5,54,倉兼育康,1:28.8,1,5-7-6-6,40.1,17.9,5,474(-4),[地]炭田健二,野村文子,0.8
201154102906,5,3,3,マイネルパシュクル,牡4,56,石本純也,1:29.2,2,1-1-1-1,42.1,2.7,2,504(+1),[地]宗石大,坂本孝徳,0.5
201154102906,6,2,2,スイセンキョウ,牝4,53,岡村卓弥,1:29.5,1.1/2,3-2-3-3,42.2,31.5,7,386(-5),[地]国沢輝幸,角山喜信,
201154102906,7,6,6,マスターウィル,牝4,54,上田将司,1:29.9,2,7-6-7-7,40.8,21.9,6,444(+3),[地]国沢輝幸,岡林憲一,
201154102906,8,5,5,マイティチアー,牝5,54,宮川浩一,1:37.4,大,8-7-8-8,47.6,157.2,8,420(-8),[地]田中伸一,（有）ホースケア,
201154102908,1,5,5,アタゴオーラ,牡5,56,赤岡修次,1:26.2,,3-3-2-1,40.2,1.2,1,470(-4),[地]雑賀正光,手島健児,11.0
201154102908,2,4,4,ボーマタン,牡6,56,西川敏弘,1:26.7,2.1/2,5-5-5-3,40.3,7.3,3,455(0),[地]大関吉明,西森鶴,2.8
201154102908,3,6,6,ワインハウス,牡4,56,中西達也,1:27.1,2,3-2-1-2,41.3,27.5,5,449(-3),[地]別府真司,吉橋英隆,1.4
201154102908,4,3,3,リバーホーク,牡7,56,永森大智,1:27.7,3,2-3-4-4,41.6,13.2,4,468(-4),[地]雑賀正光,東光明生,0.9
201154102908,5,1,1,ヘイハチドリーム,牡5,56,宮川実,1:29.2,7,1-1-2-4,43.4,3.9,2,435(-3),[地]細川忠義,高橋孝保,0.6
201154102908,6,2,2,タマノユウキ,牡7,54,柿本量平,1:31.2,大,6-6-6-6,42.3,106.5,6,464(+3),[地]雑賀秀介,松本和男,
201154102909,1,7,7,レーザーブレイド,牡4,56,赤岡修次,1:25.6,,3-4-3-1,39.4,2.5,2,460(-3),[地]田中守,組）Ｋ’ｓＨＯＲＳ,11.0
201154102909,2,4,4,ロマンタッチ,牡9,56,宮川実,1:25.7,1/2,7-7-4-2,39.1,8.7,3,460(-3),[地]細川忠義,古味裕章,2.8
201154102909,3,2,2,モルフェキープオフ,牡4,56,上田将司,1:26.6,4,5-5-4-5,40.2,17.1,4,510(-11),[地]田中譲二,西森鶴,1.4
201154102909,4,6,6,ピロートーク,牝5,54,永森大智,1:26.6,アタマ,2-2-2-2,40.6,1.5,1,421(-8),[地]雑賀正光,宮崎忠比古,0.9
201154102909,5,3,3,リザウンドエコウ,牡5,55,岡村卓弥,1:26.9,1.1/2,6-6-7-6,40.2,109.3,7,474(+1),[地]雑賀秀介,松本和男,0.6
201154102909,6,5,5,メイプルリボーン,牝4,54,中西達也,1:27.1,1,1-1-1-4,41.2,26.7,5,429(-7),[地]細川忠義,高宮輝千代,
