Code,Rank,Frame Rank,Horse Number,Horse Name,Sex/Age,Kinryou,Jockey,Time,Chakusa,Tsuuka,Nobori,Tansyou,Ninki,Horse Weight,Trainer,Banushi,Shoukin
201045061609,1,5,5,マクログリペン,牡5,55,今野忠成,1:40.8,,4-3-4-3,38.7,1.1,1,462(+9),[地]坂本昇,島田昭和,200.0
201045061609,2,1,1,アラタカ,牡5,55,山田信大,1:40.8,アタマ,8-8-7-5,38.3,7.9,3,471(0),[地]池田孝,市川ファーム,60.0
201045061609,3,8,8,ゴールデンコンパス,牡5,55,戸崎圭太,1:41.1,1.1/2,1-2-1-2,39.3,6.9,2,420(+2),[地]荒山勝徳,信田朋嗣,40.0
201045061609,4,4,4,ナムラワカバ,牝4,53,山崎誠士,1:41.2,1/2,6-5-5-3,38.9,34.4,7,457(0),[地]山崎尋美,佐々木雄二,24.0
201045061609,5,7,7,ケイジーウィザード,牡7,55,町田直希,1:41.8,3,5-6-3-6,39.9,32.6,6,484(+1),[地]福島幸三,大黒富美子,16.0
201045061609,6,3,3,ソウブムテキ,牡4,55,酒井忍,1:42.0,1,1-1-1-1,40.2,27.4,4,505(0),[地]八木仁,市川茂直,
201045061609,7,2,2,ツクバプリティ,牝5,53,内田利雄,1:42.1,1/2,9-9-6-7,39.6,31.7,5,434(-2),[地]高月賢一,大岸昌浩,
201045061609,8,6,6,ナムラウィッシュ,牝5,53,折笠豊和,1:43.3,6,3-4-8-9,40.9,183.8,9,453(-12),[地]冨田藤男,栗原清子,
201045061609,9,8,9,ヤマニンライラ,牝4,53,達城龍次,1:43.4,1/2,7-7-8-8,40.9,77.8,8,449(-2),[地]渡部則夫,土井睦秋,
201045061610,1,7,11,シンメイフジ,牝3,54,内田博幸,2:13.1,,4-3-3-2,38.5,3.2,1,450(-4),[西]安田隆行,織田芳一,"3,200.0"
201045061610,2,5,8,ハーミア,牝3,54,今野忠成,2:13.4,1.1/2,6-6-4-4,38.6,8.5,4,482(+10),[地]荒山勝徳,伊達泰明,"1,120.0"
201045061610,3,3,4,ギンガセブン,牝3,54,本橋孝太,2:13.4,クビ,2-2-2-3,38.8,38.4,10,480(-8),[地]坂本昇,栗東総合産業（株）,640.0
201045061610,4,8,13,ケルナーカーニバル,牝3,54,町田直希,2:13.9,2.1/2,12-12-11-6,38.7,78.9,12,488(-3),[地]内田勝義,渡辺光典,320.0
201045061610,5,4,6,ショウリダバンザイ,牝3,54,真島大輔,2:13.9,クビ,8-8-5-5,39.1,3.7,2,450(0),[地]高岩孝敏,林正夫,160.0
201045061610,6,8,14,エレーヌ,牝3,54,筒井勇介,2:15.2,6,11-11-7-7,40.2,12.0,7,437(-3),[地]山中輝久,（有）ホースケア,
201045061610,7,5,7,ナムラフェアリ,牝3,54,勝浦正樹,2:15.2,アタマ,10-10-6-8,40.2,10.3,5,476(+14),[東]石栗龍彦,奈村信重,
201045061610,8,1,1,アイシークレット,牝3,54,松岡正海,2:15.6,2,1-1-1-1,42.0,22.4,9,491(+5),[東]伊藤圭三,吉沢克己,
201045061610,9,2,2,トーセンウィッチ,牝3,54,張田京,2:16.0,2,13-13-13-10,40.2,11.5,6,457(-1),[地]川島正一,島川隆哉,
201045061610,10,3,3,キョウエイトリガー,牝3,54,柏木健宏,2:16.6,3,3-5-9-8,41.6,139.0,13,461(-5),[地]阪本一栄,田中美代刀,
201045061610,11,7,12,スターオブジュリア,牝3,54,戸崎圭太,2:17.0,2,7-7-10-11,41.8,15.6,8,467(-2),[地]佐々木功,光安了,
201045061610,12,6,9,プティフルリール,牝3,54,吉井友彦,2:18.1,5,14-14-14-14,41.5,318.9,14,347(-9),[地]山中輝久,（有）ホースケア,
201045061610,13,4,5,レギュラーサヤカ,牝3,54,酒井忍,2:18.2,クビ,9-9-12-13,43.0,60.0,11,471(-5),[地]鈴木敏一,中地賢次郎,
201045061610,14,6,10,アドマイヤオンリー,牝3,54,蛯名正義,2:18.9,3,5-4-8-12,44.1,5.0,3,486(-6),[西]須貝尚介,近藤利一,
201045061602,1,7,7,リコーイエロー,牡6,55,坂井英光,1:30.0,,2-2-2-2,38.6,3.3,2,453(-10),[地]荒山勝徳,土橋正雄,80.0
201045061602,2,8,9,エビスボーイ,牡5,55,酒井忍,1:30.5,2.1/2,4-4-4-5,38.7,7.8,5,424(+3),[地]本間光雄,加藤晃央,24.0
201045061602,3,6,6,コスモリュウキ,牡4,55,左海誠二,1:30.9,2,6-5-3-4,39.3,11.4,6,470(-2),[地]渡部則夫,藤村栄子,14.4
201045061602,4,7,8,キュベレイ,牝6,53,本田紀忠,1:31.0,3/4,1-1-1-1,39.6,3.2,1,449(-1),[地]本間光雄,安藝洋,9.6
201045061602,5,3,3,クリスタルシャワー,牝6,51,伊藤裕人,1:31.1,クビ,3-3-7-6,39.2,6.5,4,485(+1),[地]池田孝,脇和広,8.0
201045061602,6,5,5,ハッピーミール,牝8,53,藤江渉,1:31.2,3/4,8-7-4-3,39.3,25.9,7,498(+2),[地]稲垣純緒,吉垣安男,
201045061602,7,2,2,ラッキーネイチャ,牝4,53,真島大輔,1:31.6,2,5-6-9-7,39.4,32.8,8,414(+3),[地]田村豫志,野々垣正義,
201045061602,8,8,10,タキノゴールド,牡6,55,拜原靖之,1:31.7,3/4,7-8-6-8,39.7,39.0,9,517(0),[地]長谷川茂,神野生男,
201045061602,9,1,1,スキャンダンデイ,牡6,55,森下博,1:31.7,ハナ,9-9-8-9,39.7,4.3,3,426(-4),[地]鬼沢裕充,小野寺孝好,
201045061602,10,4,4,トップオーカン,牝4,53,脇田創,1:33.4,8,10-10-10-10,39.0,49.7,10,396(-3),[地]宮下貴明,中寺一朗,
201045061603,1,1,1,クレバー,牡4,55,石崎隆之,1:29.8,,1-1-1-1,39.7,3.4,1,459(-2),[地]岡林光浩,宮崎利男,80.0
201045061603,2,3,3,シャンデリー,牝6,53,佐藤博紀,1:29.8,クビ,2-2-2-2,39.5,8.5,5,475(0),[地]安池成実,（有）森井ホームサ,24.0
201045061603,3,7,9,ジェラシャンス,牝5,53,水野貴史,1:30.1,1.1/2,3-3-3-4,39.6,4.1,3,473(-11),[地]村上頼章,吉田勝己,14.4
201045061603,4,5,5,シルバーソウル,牡5,55,山崎誠士,1:30.2,クビ,5-5-5-7,39.2,16.2,6,486(-7),[地]市村誠,（有）馬の友舎,9.6
201045061603,5,4,4,ソウルオブペリー,牡6,55,山田信大,1:30.2,アタマ,4-4-4-5,39.3,3.4,2,478(0),[地]山中尊徳,渡辺千鶴,8.0
201045061603,6,2,2,ブリランテーロ,牡7,55,森泰斗,1:30.2,ハナ,9-9-8-8,38.4,5.6,4,469(0),[地]本間光雄,茂木昭,
201045061603,7,8,11,リンカーンクエスト,牡5,55,本橋孝太,1:30.5,1.1/2,10-8-7-6,39.1,22.3,7,509(-8),[地]桜木英喜,石川修久,
201045061603,8,8,10,ワイエスマイスター,牡5,55,和田譲治,1:31.2,3,8-10-10-9,39.5,24.3,8,482(-6),[地]久保杉利,山下定良,
201045061603,9,6,6,トウカイスマート,牝4,53,拜原靖之,1:31.3,1/2,7-6-6-3,40.3,32.6,9,484(+4),[地]田村豫志,内村正則,
201045061603,10,6,7,アスペラータ,牝5,53,岩城方元,1:32.0,3,6-7-9-10,40.4,53.4,10,408(-6),[地]山田正実,秋元順紀,
